player,player_id,position,team_name,player_game_count,avg_depth_of_target,avoided_tackles,caught_percent,contested_catch_rate,contested_receptions,contested_targets,declined_penalties,drop_rate,drops,first_downs,franchise_id,fumbles,grades_hands_drop,grades_hands_fumble,grades_offense,grades_pass_block,grades_pass_route,inline_rate,inline_snaps,interceptions,longest,pass_block_rate,pass_blocks,pass_plays,penalties,receptions,route_rate,routes,slot_rate,slot_snaps,targeted_qb_rating,targets,touchdowns,wide_rate,wide_snaps,yards,yards_after_catch,yards_after_catch_per_reception,yards_per_reception,yprr
Michael Jackson III,146412,WR,USC,1,11.0,1,60.0,33.3,1,3,0,14.3,1,5,326,0,53.4,71.9,72.7,,71.9,0.0,0,0,21,0.0,0,23,0,6,100.0,23,4.3,1,82.5,10,0,95.7,22,73,27,4.5,12.2,3.17
Kyle Ford,71304,WR,USC,1,7.4,1,62.5,0.0,0,1,0,16.7,1,3,326,0,53.4,66.2,79.1,,77.8,0.0,0,0,45,0.0,0,13,0,5,84.6,11,7.7,1,130.7,8,1,92.3,12,71,48,9.6,14.2,6.45
Tahj Washington,97288,WR,USC,1,5.3,1,83.3,,0,0,0,0.0,0,2,326,0,76.3,68.5,67.6,,69.8,0.0,0,0,18,0.0,0,28,0,5,100.0,28,7.1,2,106.3,6,0,92.9,26,57,31,6.2,11.4,2.04
Kekoa Crawford,27369,WR,CAL,1,3.0,0,100.0,,0,0,0,0.0,0,1,130,0,74.9,65.0,57.0,,59.0,0.0,0,0,10,0.0,0,25,0,4,96.0,24,28.0,7,89.6,4,0,72.0,18,22,10,2.5,5.5,0.92
Nikko Remigio,84150,WR,CAL,1,-3.0,3,100.0,,0,0,0,0.0,0,1,130,0,74.9,70.4,77.0,,76.7,5.6,1,0,17,0.0,0,18,0,4,94.4,17,88.9,16,111.5,4,0,5.6,1,43,55,13.8,10.8,2.53
Trevon Clark,98727,WR,CAL,1,9.0,0,100.0,,0,0,0,0.0,0,4,130,0,74.9,65.0,74.4,,71.2,0.0,0,0,21,0.0,0,25,0,4,96.0,24,28.0,7,118.8,4,0,72.0,18,54,18,4.5,13.5,2.25
Collin Moore,60866,TE,CAL,1,0.7,0,100.0,,0,0,0,0.0,0,0,130,0,73.1,64.1,49.6,,56.7,75.0,9,0,7,0.0,0,12,0,3,100.0,12,8.3,1,86.1,3,0,16.7,2,14,12,4.0,4.7,1.17
Chris Brooks,83644,HB,CAL,1,-2.5,1,100.0,,0,0,0,0.0,0,1,130,0,70.7,74.8,63.4,15.9,67.8,6.3,1,0,5,43.8,7,16,0,2,50.0,8,6.3,1,79.2,2,0,0.0,0,5,10,5.0,2.5,0.63
Brandon Campbell,146414,HB,USC,1,6.5,1,50.0,,0,0,0,0.0,0,1,326,0,66.7,72.6,65.8,73.1,67.5,0.0,0,0,16,16.7,2,12,0,1,83.3,10,0.0,0,77.1,2,0,0.0,0,16,13,13.0,16.0,1.6
Kyron Hudson,146411,WR,USC,1,2.0,0,100.0,,0,0,0,0.0,0,0,326,0,70.7,62.9,57.2,,57.4,0.0,0,0,5,0.0,0,8,0,2,100.0,8,37.5,3,79.2,2,0,62.5,5,4,0,0.0,2.0,0.5
Erik Krommenhoek,61056,TE,USC,1,8.5,0,50.0,,0,0,0,0.0,0,0,326,0,66.7,61.0,55.8,34.4,52.1,48.9,22,0,9,6.7,3,45,0,1,86.7,39,48.9,22,62.5,2,0,2.2,1,9,4,4.0,9.0,0.23
John Jackson III,97866,WR,USC,1,4.0,0,100.0,100.0,1,1,0,0.0,0,0,326,0,66.7,61.0,55.4,,53.0,0.0,0,0,4,0.0,0,19,0,1,89.5,17,57.9,11,83.3,1,0,42.1,8,4,0,0.0,4.0,0.24
Marcel Dancy,83642,HB,CAL,1,-4.0,0,0.0,,0,0,0,,0,0,130,0,,70.5,68.4,72.5,56.2,0.0,0,0,0,12.5,1,8,0,0,87.5,7,0.0,0,39.6,1,0,0.0,0,0,0,,,0.0
Darwin Barlow,99482,HB,USC,1,-3.0,0,100.0,,0,0,0,0.0,0,0,326,0,66.7,20.3,57.9,79.3,57.6,0.0,0,0,1,22.2,4,18,0,1,66.7,12,5.6,1,79.2,1,0,0.0,0,1,4,4.0,1.0,0.08
K.D. Nixon,61216,WR,USC,1,0.0,0,100.0,,0,0,0,0.0,0,1,326,0,66.7,63.6,60.5,,60.9,0.0,0,0,16,0.0,0,13,0,1,92.3,12,100.0,13,158.3,1,1,0.0,0,16,16,16.0,16.0,1.33
Vavae Malepeai,40626,HB,USC,1,2.0,0,100.0,,0,0,0,0.0,0,0,326,0,66.7,76.5,66.7,75.8,57.7,0.0,0,0,8,17.6,3,17,0,1,82.4,14,5.9,1,100.0,1,0,0.0,0,8,6,6.0,8.0,0.57
Joseph Manjack IV,146413,WR,USC,1,-2.0,0,100.0,,0,0,1,0.0,0,0,326,0,66.7,61.0,53.1,,54.5,0.0,0,0,4,0.0,0,14,1,1,78.6,11,14.3,2,83.3,1,0,85.7,12,4,6,6.0,4.0,0.36
Jake Tonges,60864,TE,CAL,1,24.0,0,100.0,,0,0,0,0.0,0,1,130,0,66.7,61.0,59.7,70.8,57.0,55.6,15,0,39,11.1,3,27,0,1,85.2,23,33.3,9,118.8,1,0,11.1,3,39,15,15.0,39.0,1.7
