player,player_id,position,team_name,player_game_count,avg_depth_of_target,avoided_tackles,caught_percent,contested_catch_rate,contested_receptions,contested_targets,declined_penalties,drop_rate,drops,first_downs,franchise_id,fumbles,grades_hands_drop,grades_hands_fumble,grades_offense,grades_pass_block,grades_pass_route,inline_rate,inline_snaps,interceptions,longest,pass_block_rate,pass_blocks,pass_plays,penalties,receptions,route_rate,routes,slot_rate,slot_snaps,targeted_qb_rating,targets,touchdowns,wide_rate,wide_snaps,yards,yards_after_catch,yards_after_catch_per_reception,yards_per_reception,yprr
Tank Dell,78874,WR,HOUSTON,1,9.8,1,75.0,0.0,0,1,0,0.0,0,5,182,0,82.2,68.5,69.9,,69.5,0.0,0,0,24,0.0,0,47,0,12,95.7,45,63.8,30,110.9,16,1,36.2,17,98,29,2.4,8.2,2.18
Grant DuBose,111276,WR,CHARLOTTE,1,10.2,4,56.3,25.0,1,4,0,10.0,1,5,136,0,61.0,72.2,65.5,,66.3,0.0,0,0,24,0.0,0,54,0,9,92.6,50,16.7,9,99.0,16,1,83.3,45,112,67,7.4,12.4,2.24
Jose Barbon,78032,WR,TEMPLE,1,13.7,2,57.1,42.9,3,7,0,0.0,0,5,306,0,79.3,67.1,69.3,,68.9,0.0,0,0,43,0.0,0,63,0,8,93.7,59,17.5,11,87.8,14,0,82.5,52,128,42,5.3,16.0,2.17
Xavier Hutchinson,122518,WR,IOWA STATE,1,8.4,2,71.4,50.0,3,6,0,0.0,0,6,193,0,80.9,67.9,73.8,,73.0,0.0,0,0,27,0.0,0,48,0,10,95.8,46,22.9,11,93.2,14,0,77.1,37,106,40,4.0,10.6,2.3
Tyler Hudson,102567,WR,LOUISVILLE,1,10.0,3,78.6,80.0,4,5,0,0.0,0,7,210,0,82.2,68.5,76.6,,75.8,0.0,0,0,54,0.0,0,46,1,11,95.7,44,13.0,6,115.2,14,0,87.0,40,163,52,4.7,14.8,3.7
Monaray Baldwin,144520,WR,BAYLOR,1,10.2,1,61.5,,0,0,0,0.0,0,4,118,0,79.3,67.1,76.5,,75.3,0.0,0,0,24,0.0,0,33,0,8,93.9,31,90.9,30,77.4,13,0,6.1,2,75,37,4.6,9.4,2.42
Jason Brownlee,121451,WR,SO MISS,1,14.2,1,46.2,16.7,1,6,0,0.0,0,5,296,0,77.5,66.2,72.0,,70.1,0.0,0,0,46,0.0,0,47,0,6,97.9,46,8.5,4,80.0,13,0,91.5,43,123,50,8.3,20.5,2.67
Ja'Tavion Sanders,144717,TE,TEXAS,1,10.8,0,58.3,40.0,2,5,0,12.5,1,4,311,0,56.4,66.7,66.1,71.6,66.0,57.8,26,0,24,17.8,8,45,0,7,75.6,34,28.9,13,71.9,12,0,13.3,6,61,11,1.6,8.7,1.79
Josh Downs,122832,WR,N CAROLINA,1,9.8,0,91.7,100.0,3,3,0,8.3,1,7,245,0,64.6,70.6,82.8,,81.8,0.0,0,0,43,0.0,0,49,0,11,100.0,49,91.8,45,158.3,12,3,6.1,3,154,51,4.6,14.0,3.14
Nate McCollum,122487,WR,GA TECH,1,10.7,2,66.7,33.3,1,3,0,0.0,0,5,176,0,79.3,67.1,77.9,54.4,77.1,0.0,0,2,42,0.0,0,26,0,8,96.2,25,100.0,26,80.9,12,1,0.0,0,101,59,7.4,12.6,4.04
Zion Bowens,128192,WR,HAWAII,1,14.8,0,50.0,33.3,1,3,1,0.0,0,6,180,0,77.5,66.2,67.1,,66.9,0.0,0,0,31,0.0,0,54,1,6,87.0,47,3.7,2,78.5,12,0,96.3,52,100,46,7.7,16.7,2.13
Isaiah Winstead,91115,WR,E CAROLINA,1,6.5,2,66.7,50.0,2,4,0,11.1,1,3,156,0,58.9,67.1,60.4,,59.1,0.0,0,0,14,0.0,0,53,0,8,90.6,48,5.7,3,77.8,12,0,94.3,50,58,17,2.1,7.3,1.21
Alex Adams,124085,WR,AKRON,1,13.3,0,50.0,,0,0,0,14.3,1,3,102,0,53.4,66.2,63.4,,63.4,0.0,0,1,54,0.0,0,37,0,6,97.3,36,86.5,32,72.2,12,1,13.5,5,102,55,9.2,17.0,2.83
Xavier Worthy,144718,WR,TEXAS,1,18.3,1,33.3,0.0,0,2,0,33.3,2,2,311,0,25.7,73.7,52.2,,52.0,0.0,0,1,15,0.0,0,43,0,4,93.0,40,32.6,14,7.6,12,0,65.1,28,32,12,3.0,8.0,0.8
