player,player_id,position,team_name,player_game_count,avg_depth_of_target,avoided_tackles,caught_percent,contested_catch_rate,contested_receptions,contested_targets,declined_penalties,drop_rate,drops,first_downs,franchise_id,fumbles,grades_hands_drop,grades_hands_fumble,grades_offense,grades_pass_block,grades_pass_route,inline_rate,inline_snaps,interceptions,longest,pass_block_rate,pass_blocks,pass_plays,penalties,receptions,route_rate,routes,slot_rate,slot_snaps,targeted_qb_rating,targets,touchdowns,wide_rate,wide_snaps,yards,yards_after_catch,yards_after_catch_per_reception,yards_per_reception,yprr
Eric McAlister,145976,WR,BOISE ST,1,13.4,1,42.1,42.9,3,7,0,20.0,2,5,120,0,41.2,67.1,60.9,,61.8,0.0,0,1,35,0.0,0,54,0,8,98.1,53,13.0,7,33.9,19,0,87.0,47,85,35,4.4,10.6,1.6
Isaiah Williams,97156,WR,ILLINOIS,1,7.8,4,76.5,0.0,0,1,0,0.0,0,7,187,1,82.7,26.0,76.7,,77.1,0.0,0,1,46,0.0,0,44,0,13,93.2,41,95.5,42,112.6,17,2,2.3,1,131,50,3.8,10.1,3.2
LaJohntay Wester,123616,WR,FAU,1,9.6,3,64.7,66.7,2,3,0,15.4,2,8,165,1,49.5,72.9,85.3,,85.5,9.8,4,0,76,0.0,0,41,0,11,97.6,40,61.0,25,147.7,17,3,26.8,11,220,114,10.4,20.0,5.5
Malik Nabers,146759,WR,LSU,1,14.3,2,62.5,33.3,1,3,0,9.1,1,7,211,0,62.9,67.9,83.3,,82.3,0.0,0,0,46,0.0,0,44,0,10,93.2,41,77.3,34,119.3,16,1,22.7,10,170,33,3.3,17.0,4.15
Rashod Owens,122979,WR,OKLA STATE,1,12.1,3,66.7,33.3,1,3,0,9.1,1,7,262,0,62.9,67.9,80.6,,77.8,0.0,0,1,31,0.0,0,40,0,10,95.0,38,20.0,8,67.6,15,0,80.0,32,136,56,5.6,13.6,3.58
Tre Harris,122676,WR,OLE MISS,1,13.0,2,78.6,80.0,4,5,0,0.0,0,9,226,0,82.7,68.7,90.9,,89.9,0.0,0,0,40,0.0,0,41,0,11,82.9,34,2.4,1,142.6,14,1,97.6,40,213,56,5.1,19.4,6.26
Malik Washington,97108,WR,VIRGINIA,1,7.7,3,78.6,50.0,1,2,0,0.0,0,6,335,0,81.5,69.1,71.5,,71.6,2.1,1,1,25,0.0,0,47,0,11,89.4,42,93.6,44,69.3,14,0,4.3,2,109,57,5.2,9.9,2.6
Drake Stoops,78087,WR,OKLAHOMA,1,10.0,3,85.7,66.7,2,3,0,0.0,0,6,261,0,82.7,68.7,77.4,,81.8,0.0,0,0,27,0.0,0,37,1,12,97.3,36,81.1,30,130.4,14,1,13.5,5,134,40,3.3,11.2,3.72
Jasaiah Gathings,145586,WR,AKRON,1,15.6,1,64.3,40.0,2,5,0,0.0,0,3,102,0,80.1,67.5,79.2,,79.3,0.0,0,0,22,0.0,0,40,0,9,95.0,38,42.5,17,110.1,14,1,55.0,22,103,16,1.8,11.4,2.71
Lincoln Victor,97215,WR,WASH STATE,1,2.8,1,71.4,100.0,1,1,0,9.1,1,4,341,0,63.3,67.9,63.3,,63.0,0.0,0,0,10,0.0,0,36,0,10,97.2,35,97.2,35,78.3,14,0,2.8,1,56,35,3.5,5.6,1.6
Xavier Worthy,144718,WR,TEXAS,1,11.9,1,35.7,33.3,1,3,0,0.0,0,2,311,0,76.3,74.9,61.6,,60.2,0.0,0,0,24,0.0,0,33,0,5,97.0,32,48.5,16,46.1,14,0,51.5,17,48,25,5.0,9.6,1.5
