player,player_id,position,team_name,player_game_count,avg_depth_of_target,avoided_tackles,caught_percent,contested_catch_rate,contested_receptions,contested_targets,declined_penalties,drop_rate,drops,first_downs,franchise_id,fumbles,grades_hands_drop,grades_hands_fumble,grades_offense,grades_pass_block,grades_pass_route,inline_rate,inline_snaps,interceptions,longest,pass_block_rate,pass_blocks,pass_plays,penalties,receptions,route_rate,routes,slot_rate,slot_snaps,targeted_qb_rating,targets,touchdowns,wide_rate,wide_snaps,yards,yards_after_catch,yards_after_catch_per_reception,yards_per_reception,yprr
Dymere Miller,142935,WR,RUTGERS,1,14.9,0,57.9,,0,0,0,15.4,2,7,278,0,49.8,68.2,67.7,,67.3,0.0,0,0,45,0.0,0,52,0,11,94.2,49,98.1,51,79.1,19,0,1.9,1,131,17,1.5,11.9,2.67
Corey Rucker,121539,WR,ARK STATE,1,10.0,9,70.6,33.3,1,3,0,0.0,0,11,113,0,82.7,68.7,89.7,,87.9,0.0,0,0,28,0.0,0,46,0,12,95.7,44,13.0,6,108.2,17,0,87.0,40,193,111,9.3,16.1,4.39
Brennan Presley,122982,WR,OKLA STATE,1,4.3,4,88.2,100.0,2,2,0,6.3,1,10,262,0,71.9,72.0,81.5,,82.0,0.0,0,0,33,0.0,0,50,1,15,86.0,43,80.0,40,131.1,17,1,20.0,10,183,130,8.7,12.2,4.26
Jerjuan Newton,97308,WR,TOLEDO,1,13.4,0,56.3,33.3,1,3,0,0.0,0,7,316,0,80.9,68.9,83.5,,81.8,0.0,0,1,64,0.0,0,45,0,9,95.6,43,31.1,14,105.2,16,2,68.9,31,164,63,7.0,18.2,3.81
Jamaal Pritchett,155624,WR,S ALABAMA,1,4.1,2,73.3,,0,0,0,8.3,1,3,288,0,66.4,70.7,72.0,,71.8,0.0,0,0,27,0.0,0,29,0,11,93.1,27,75.9,22,87.9,15,0,24.1,7,89,110,10.0,8.1,3.3
Oran Singleton Jr.,145589,WR,E MICHIGAN,1,9.3,0,78.6,75.0,3,4,0,0.0,0,4,160,0,81.5,70.6,75.8,62.1,74.9,0.0,0,0,18,2.1,1,47,0,11,91.5,43,78.7,37,95.5,14,0,21.3,10,97,23,2.1,8.8,2.26
Justin Lockhart,74298,WR,S JOSE ST,1,20.2,0,28.6,100.0,2,2,0,0.0,0,4,285,0,76.3,65.7,68.5,,67.8,0.0,0,1,40,0.0,0,56,0,4,91.1,51,0.0,0,25.0,14,0,100.0,56,93,5,1.3,23.3,1.82
Tetairoa McMillan,158735,WR,ARIZONA,1,16.0,3,71.4,50.0,2,4,0,9.1,1,9,109,0,62.9,68.1,89.7,,88.7,0.0,0,0,49,0.0,0,39,0,10,87.2,34,28.2,11,137.5,14,1,71.8,28,202,36,3.6,20.2,5.94
Will Pauling,144234,WR,WISCONSIN,1,5.1,1,57.1,50.0,2,4,0,20.0,2,4,349,0,41.2,68.2,60.9,,61.6,0.0,0,0,28,0.0,0,35,0,8,97.1,34,100.0,35,73.2,14,0,0.0,0,79,38,4.8,9.9,2.32
Eli Pancol,97995,WR,DUKE,1,9.9,1,84.6,66.7,2,3,0,0.0,0,8,154,0,82.2,68.5,81.9,,81.0,0.0,0,0,25,0.0,0,49,0,11,93.9,46,16.3,8,136.5,13,1,83.7,41,138,38,3.5,12.5,3.0
Elic Ayomanor,157263,WR,STANFORD,1,9.2,3,84.6,100.0,1,1,0,0.0,0,6,300,0,81.5,68.2,74.4,,72.6,0.0,0,1,17,0.0,0,47,0,11,91.5,43,21.3,10,65.4,13,0,78.7,37,96,31,2.8,8.7,2.23
Ryan Davis,97321,WR,NEW MEXICO,1,15.0,1,69.2,50.0,1,2,0,10.0,1,4,241,1,63.3,23.6,68.5,,69.8,0.0,0,1,37,0.0,0,42,1,9,90.5,38,26.2,11,74.5,13,0,71.4,30,146,27,3.0,16.2,3.84
Cam Thompson,159604,WR,N ILLINOIS,1,12.5,0,61.5,33.3,1,3,0,11.1,1,4,254,0,41.2,68.3,69.5,,67.8,0.0,0,0,54,0.0,0,40,0,8,95.0,38,0.0,0,120.4,13,1,100.0,40,129,36,4.5,16.1,3.39
Dalen Cobb,158341,WR,GA SOUTHRN,1,8.3,1,58.3,,0,0,1,0.0,0,3,174,0,78.5,66.7,60.2,,63.1,0.0,0,1,55,0.0,0,27,1,7,92.6,25,92.6,25,76.7,12,1,7.4,2,95,81,11.6,13.6,3.8
Nick Nash,98679,WR,S JOSE ST,1,8.8,4,66.7,0.0,0,1,0,0.0,0,5,285,0,79.3,67.1,63.7,,66.4,0.0,0,0,35,0.0,0,56,1,8,91.1,51,98.2,55,117.0,12,1,1.8,1,91,30,3.8,11.4,1.78
Kamdyn Benjamin,123241,WR,TULSA,1,11.5,2,58.3,,0,0,0,0.0,0,4,320,0,78.5,72.9,75.2,,74.7,0.0,0,0,74,0.0,0,55,0,7,94.5,52,14.5,8,133.7,12,3,85.5,47,125,71,10.1,17.9,2.4
