player,player_id,position,team_name,player_game_count,avg_depth_of_target,avoided_tackles,caught_percent,contested_catch_rate,contested_receptions,contested_targets,declined_penalties,drop_rate,drops,first_downs,franchise_id,fumbles,grades_hands_drop,grades_hands_fumble,grades_offense,grades_pass_block,grades_pass_route,inline_rate,inline_snaps,interceptions,longest,pass_block_rate,pass_blocks,pass_plays,penalties,receptions,route_rate,routes,slot_rate,slot_snaps,targeted_qb_rating,targets,touchdowns,wide_rate,wide_snaps,yards,yards_after_catch,yards_after_catch_per_reception,yards_per_reception,yprr
Tory Horton,128232,WR,COLO STATE,1,12.9,0,47.6,50.0,1,2,1,23.1,3,8,144,0,33.2,67.9,62.8,,63.7,0.0,0,0,44,0.0,0,57,1,10,98.2,56,31.6,18,67.6,21,0,68.4,39,130,48,4.8,13.0,2.32
Travis Hunter,160766,CB,COLORADO,1,10.1,3,68.4,66.7,2,3,0,0.0,0,8,143,0,82.7,68.7,84.0,,84.1,0.0,0,1,24,0.0,0,50,2,13,96.0,48,88.0,44,103.0,19,2,12.0,6,140,44,3.4,10.8,2.92
Xavier Restrepo,122220,WR,MIAMI FL,1,9.1,1,61.1,33.3,1,3,0,0.0,0,6,220,0,81.5,68.2,70.5,,70.4,0.0,0,0,19,0.0,0,58,0,11,91.4,53,94.8,55,112.3,18,2,0.0,0,96,26,2.4,8.7,1.81
Elic Ayomanor,157263,WR,STANFORD,1,11.2,2,72.2,66.7,2,3,0,13.3,2,10,300,0,53.7,68.7,83.7,,84.5,0.0,0,0,97,0.0,0,62,0,13,85.5,53,14.5,9,153.9,18,3,85.5,53,294,196,15.1,22.6,5.55
Joey Hobert,131934,WR,TEXAS ST,1,10.2,2,58.8,100.0,3,3,0,16.7,2,7,314,0,47.1,71.4,64.8,,66.0,0.0,0,0,22,0.0,0,53,0,10,92.5,49,100.0,53,117.3,17,2,0.0,0,110,20,2.0,11.0,2.24
Jamari Thrash,97399,WR,LOUISVILLE,1,13.0,1,47.1,0.0,0,3,0,27.3,3,6,210,0,28.2,67.1,63.1,,63.0,0.0,0,1,31,0.0,0,42,0,8,90.5,38,2.4,1,44.5,17,0,97.6,41,113,52,6.5,14.1,2.97
Smoke Harris,78918,WR,LA TECH,1,1.8,4,85.7,0.0,0,1,0,0.0,0,7,208,0,82.7,72.6,75.6,,75.1,0.0,0,0,23,0.0,0,51,0,12,94.1,48,96.1,49,105.4,14,0,2.0,1,130,114,9.5,10.8,2.71
Khaleb Hood,97159,WR,GA SOUTHRN,1,8.1,3,71.4,100.0,3,3,0,9.1,1,6,174,0,62.9,69.2,72.1,,71.3,2.0,1,0,19,0.0,0,49,0,10,98.0,48,83.7,41,84.8,14,0,14.3,7,78,34,3.4,7.8,1.63
Terrell Vaughn,157634,WR,UTAH ST,1,14.2,2,53.8,33.3,1,3,0,0.0,0,3,329,0,78.5,67.4,64.5,,65.7,0.0,0,2,43,0.0,0,52,0,7,90.4,47,98.1,51,71.2,13,1,1.9,1,119,24,3.4,17.0,2.53
Malik Phillips,170505,WR,SM HOUSTON,1,7.8,1,76.9,100.0,3,3,0,9.1,1,5,281,0,63.3,67.9,66.1,,65.6,1.9,1,0,33,0.0,0,53,0,10,96.2,51,18.9,10,104.0,13,0,79.2,42,118,50,5.0,11.8,2.31
