player,player_id,position,team_name,player_game_count,avg_depth_of_target,avoided_tackles,caught_percent,contested_catch_rate,contested_receptions,contested_targets,declined_penalties,drop_rate,drops,first_downs,franchise_id,fumbles,grades_hands_drop,grades_hands_fumble,grades_offense,grades_pass_block,grades_pass_route,inline_rate,inline_snaps,interceptions,longest,pass_block_rate,pass_blocks,pass_plays,penalties,receptions,route_rate,routes,slot_rate,slot_snaps,targeted_qb_rating,targets,touchdowns,wide_rate,wide_snaps,yards,yards_after_catch,yards_after_catch_per_reception,yards_per_reception,yprr
LaJohntay Wester,123616,WR,FAU,1,6.8,2,81.3,100.0,1,1,0,0.0,0,6,165,1,82.7,71.8,78.0,,78.0,0.0,0,0,25,0.0,0,50,0,13,98.0,49,90.0,45,122.4,16,1,6.0,3,134,60,4.6,10.3,2.73
Malachi Corley,66272,WR,W KENTUCKY,1,6.1,1,60.0,33.3,1,3,0,10.0,1,4,346,1,61.4,20.0,69.4,,66.4,0.0,0,0,31,0.0,0,41,0,9,92.7,38,82.9,34,104.0,15,1,14.6,6,107,85,9.4,11.9,2.82
Luke McCaffrey,101634,WR,RICE,1,9.2,1,60.0,100.0,1,1,0,0.0,0,6,275,0,80.9,68.0,81.4,,83.1,0.0,0,0,51,0.0,0,56,0,9,94.6,53,76.8,43,104.2,15,0,23.2,13,199,91,10.1,22.1,3.75
Jordan Moore,143865,WR,DUKE,1,15.7,4,57.1,0.0,0,1,0,0.0,0,5,154,0,79.3,67.1,71.0,,70.3,0.0,0,0,22,0.0,0,37,0,8,89.2,33,10.8,4,99.1,14,1,89.2,33,86,27,3.4,10.8,2.61
Malik Washington,97108,WR,VIRGINIA,1,11.3,5,71.4,100.0,1,1,0,0.0,0,7,335,0,80.9,69.2,85.6,,89.4,10.5,4,1,59,0.0,0,38,0,10,92.1,35,78.9,30,122.0,14,2,10.5,4,170,107,10.7,17.0,4.86
Jordan Watkins,122730,WR,OLE MISS,1,8.1,0,64.3,0.0,0,3,0,0.0,0,4,226,0,80.1,71.8,59.3,65.9,65.2,9.1,4,0,17,2.3,1,44,0,9,95.5,42,70.5,31,72.6,14,0,18.2,8,57,34,3.8,6.3,1.36
Smoke Harris,78918,WR,LA TECH,1,3.4,3,76.9,,0,0,0,9.1,1,3,208,1,64.6,16.3,63.7,,63.7,0.0,0,0,35,0.0,0,42,0,10,95.2,40,92.9,39,89.6,13,0,7.1,3,73,78,7.8,7.3,1.83
Isaac Rex,102914,TE,BYU,1,6.5,0,53.8,0.0,0,3,1,0.0,0,4,128,0,79.3,67.1,70.5,68.5,71.8,65.4,34,1,16,3.8,2,52,1,7,92.3,48,25.0,13,39.3,13,0,9.6,5,76,46,6.6,10.9,1.58
Elijah Metcalf,145307,WR,MIDDLE TN,1,2.0,2,84.6,50.0,1,2,0,8.3,1,5,224,0,64.6,68.2,67.4,,68.3,0.0,0,0,27,0.0,0,50,0,11,96.0,48,90.0,45,122.8,13,1,10.0,5,95,73,6.6,8.6,1.98
Malik Nabers,146759,WR,LSU,1,14.6,0,61.5,66.7,2,3,0,11.1,1,8,211,0,58.9,67.1,85.0,,83.5,0.0,0,0,36,0.0,0,36,0,8,100.0,36,66.7,24,134.6,13,2,33.3,12,130,20,2.5,16.3,3.61
Je'Quan Burton,87729,WR,FAU,1,15.0,0,30.8,0.0,0,7,0,0.0,0,3,165,0,74.9,66.0,53.0,,56.9,0.0,0,0,34,0.0,0,39,2,4,97.4,38,10.3,4,44.7,13,0,89.7,35,53,25,6.3,13.3,1.39
Amad Anderson Jr.,84380,WR,TEMPLE,1,9.8,0,76.9,50.0,1,2,0,0.0,0,3,306,0,80.9,70.4,70.6,,69.8,0.0,0,0,46,0.0,0,38,0,10,100.0,38,5.3,2,103.7,13,0,94.7,36,117,61,6.1,11.7,3.08
Terrell Vaughn,157634,WR,UTAH ST,1,9.7,5,76.9,100.0,1,1,0,0.0,0,6,329,0,80.9,68.4,75.9,,75.8,0.0,0,0,42,0.0,0,55,0,10,96.4,53,98.2,54,145.5,13,2,1.8,1,124,36,3.6,12.4,2.34
Elijhah Badger,131603,WR,ARIZONA ST,1,7.2,3,75.0,66.7,2,3,0,0.0,0,4,110,0,80.1,69.1,77.2,,76.5,0.0,0,0,26,0.0,0,41,0,9,97.6,40,19.5,8,122.9,12,1,80.5,33,88,34,3.8,9.8,2.2
Xavier Weaver,101130,WR,COLORADO,1,9.1,1,75.0,0.0,0,1,0,0.0,0,3,143,0,80.1,67.5,66.6,,67.5,0.0,0,0,21,0.0,0,46,0,9,91.3,42,23.9,11,90.6,12,0,76.1,35,75,41,4.6,8.3,1.79
Deion Burks,145107,WR,PURDUE,1,15.2,3,50.0,25.0,1,4,0,0.0,0,6,273,0,77.5,66.2,69.8,,69.2,0.0,0,1,16,0.0,0,49,0,6,98.0,48,4.1,2,34.4,12,0,95.9,47,73,17,2.8,12.2,1.52
Bryce Kirtz,97424,WR,NWESTERN,1,17.4,2,83.3,100.0,1,1,0,0.0,0,7,256,0,80.9,67.9,81.6,,80.2,0.0,0,0,80,0.0,0,54,0,10,94.4,51,0.0,0,158.3,12,2,100.0,54,215,74,7.4,21.5,4.22
Amare Thomas,173349,WR,UAB,1,5.0,1,75.0,100.0,3,3,0,0.0,0,3,321,0,80.1,67.5,70.1,,67.9,0.0,0,0,19,0.0,0,34,0,9,97.1,33,61.8,21,113.2,12,1,38.2,13,60,40,4.4,6.7,1.82
Dallin Holker,83946,TE,COLO STATE,1,3.3,2,91.7,,0,0,0,0.0,0,6,144,0,81.5,68.2,79.4,33.3,79.2,38.3,18,0,24,8.5,4,47,0,11,89.4,42,31.9,15,133.3,12,1,27.7,13,112,76,6.9,10.2,2.67
Isaiah Williams,97156,WR,ILLINOIS,1,12.8,2,66.7,100.0,1,1,0,0.0,0,6,187,0,79.3,72.1,76.5,,75.4,0.0,0,0,45,0.0,0,33,0,8,97.0,32,84.8,28,99.3,12,0,15.2,5,120,54,6.8,15.0,3.75
Jaylin Noel,125155,WR,IOWA STATE,1,11.3,0,66.7,,0,0,0,11.1,1,6,193,0,58.9,75.2,77.3,,76.2,0.0,0,0,38,0.0,0,35,0,8,100.0,35,60.0,21,136.1,12,1,40.0,14,146,33,4.1,18.3,4.17
Jalen Royals,163442,WR,UTAH ST,1,11.3,0,50.0,50.0,2,4,0,14.3,1,4,329,0,53.4,66.2,63.5,,63.0,0.0,0,0,25,0.0,0,55,0,6,96.4,53,7.3,4,63.2,12,0,92.7,51,56,9,1.5,9.3,1.06
Luther Burden III,157170,WR,MISSOURI,1,5.3,3,83.3,50.0,1,2,0,0.0,0,6,229,0,81.5,69.8,92.8,,94.1,0.0,0,0,56,0.0,0,18,1,10,94.4,17,66.7,12,118.8,12,0,27.8,5,177,124,12.4,17.7,10.41
Jacob Cowing,100894,WR,ARIZONA,1,8.2,3,66.7,0.0,0,1,0,0.0,0,4,109,0,79.3,70.4,74.3,,74.7,0.0,0,0,25,0.0,0,34,0,8,100.0,34,82.4,28,87.2,12,0,14.7,5,85,42,5.3,10.6,2.5
Ja'Lynn Polk,123153,WR,WASHINGTON,1,16.5,1,66.7,50.0,1,2,0,0.0,0,6,340,0,79.3,67.1,91.5,,90.4,0.0,0,1,35,0.0,0,26,0,8,100.0,26,38.5,10,106.6,12,2,61.5,16,127,3,0.4,15.9,4.88
KeAndre Lambert-Smith,129789,WR,PENN STATE,1,6.3,0,72.7,100.0,1,1,0,0.0,0,6,266,0,79.3,67.1,73.7,,75.4,0.0,0,0,14,0.0,0,31,1,8,100.0,31,19.4,6,118.0,11,1,80.6,25,66,17,2.1,8.3,2.13
Josh Kelly,97061,WR,WASH STATE,1,13.5,4,72.7,50.0,2,4,0,0.0,0,8,341,0,79.3,67.1,91.2,,91.1,0.0,0,0,44,0.0,0,37,0,8,97.3,36,18.9,7,154.4,11,3,81.1,30,159,58,7.3,19.9,4.42
Tory Horton,128232,WR,COLO STATE,1,5.9,1,90.9,,0,0,0,0.0,0,7,144,1,80.9,22.4,72.1,,70.0,0.0,0,0,23,0.0,0,45,0,10,97.8,44,28.9,13,143.8,11,2,71.1,32,99,63,6.3,9.9,2.25
Johnny Wilson,76366,WR,FLORIDA ST,1,18.7,0,45.5,40.0,2,5,0,0.0,0,3,167,0,77.5,66.2,69.9,,71.0,0.0,0,0,41,0.0,0,42,1,5,90.5,38,7.1,3,75.6,11,0,92.9,39,94,9,1.8,18.8,2.47
Chase Roberts,147528,WR,BYU,1,18.9,0,45.5,0.0,0,1,0,28.6,2,3,128,0,29.3,65.7,64.0,,61.9,0.0,0,1,50,0.0,0,39,0,5,97.4,38,25.6,10,35.8,11,0,74.4,29,89,15,3.0,17.8,2.34
Joseph Griffin Jr.,162664,WR,BOSTON COL,1,13.6,1,45.5,33.3,1,3,0,0.0,0,4,121,0,77.5,66.2,71.1,,70.7,0.0,0,0,26,0.0,0,45,0,5,93.3,42,11.1,5,68.8,11,0,88.9,40,76,18,3.6,15.2,1.81
Konata Mumpfield,145598,WR,PITTSBURGH,1,7.1,0,72.7,0.0,0,2,0,0.0,0,6,268,0,79.3,67.1,78.1,,77.6,0.0,0,0,40,0.0,0,34,0,8,100.0,34,79.4,27,96.8,11,0,20.6,7,90,34,4.3,11.3,2.65
Pofele Ashlock,158166,WR,HAWAII,1,12.0,1,63.6,0.0,0,2,0,12.5,1,3,180,0,56.4,66.7,61.1,,62.5,0.0,0,0,22,0.0,0,43,1,7,95.3,41,100.0,43,84.3,11,0,0.0,0,77,19,2.7,11.0,1.88
Jesse Prewitt III,158600,WR,C MICHIGAN,1,7.7,0,90.9,66.7,2,3,0,0.0,0,4,134,0,80.9,67.9,76.7,,75.7,0.0,0,0,70,0.0,0,32,0,10,93.8,30,31.3,10,149.1,11,1,68.8,22,142,63,6.3,14.2,4.73
Ricky White,129639,WR,UNLV,1,15.7,1,18.2,0.0,0,3,0,50.0,2,1,325,0,17.0,62.9,57.1,,53.2,0.0,0,1,53,0.0,0,25,0,2,92.0,23,32.0,8,12.7,11,0,68.0,17,62,42,21.0,31.0,2.7
Khaleb Hood,97159,WR,GA SOUTHRN,1,10.4,1,63.6,100.0,3,3,0,22.2,2,5,174,0,37.6,72.6,75.6,,74.1,5.1,2,0,35,0.0,0,39,0,7,100.0,39,87.2,34,127.8,11,1,7.7,3,112,29,4.1,16.0,2.87
Damien Alford,123029,WR,SYRACUSE,1,12.6,1,81.8,50.0,2,4,0,0.0,0,5,304,0,80.1,67.5,76.3,,75.6,0.0,0,1,31,0.0,0,33,0,9,100.0,33,33.3,11,79.9,11,0,66.7,22,135,27,3.0,15.0,4.09
Ainias Smith,99207,WR,TEXAS A&M,1,8.3,1,50.0,,0,0,0,0.0,0,4,312,0,76.3,73.9,79.6,,78.9,0.0,0,0,28,0.0,0,26,0,5,100.0,26,46.2,12,76.3,10,0,53.8,14,78,40,8.0,15.6,3.0
