player,player_id,position,team_name,player_game_count,avg_depth_of_target,avoided_tackles,caught_percent,contested_catch_rate,contested_receptions,contested_targets,declined_penalties,drop_rate,drops,first_downs,franchise_id,fumbles,grades_hands_drop,grades_hands_fumble,grades_offense,grades_pass_block,grades_pass_route,inline_rate,inline_snaps,interceptions,longest,pass_block_rate,pass_blocks,pass_plays,penalties,receptions,route_rate,routes,slot_rate,slot_snaps,targeted_qb_rating,targets,touchdowns,wide_rate,wide_snaps,yards,yards_after_catch,yards_after_catch_per_reception,yards_per_reception,yprr
Dante Wright,97188,WR,TEMPLE,1,4.8,2,73.7,0.0,0,2,0,6.7,1,7,306,0,69.9,73.3,71.8,,73.7,0.0,0,0,23,0.0,0,40,0,14,95.0,38,75.0,30,95.7,19,0,25.0,10,147,99,7.1,10.5,3.87
Ted Hurst,187922,WR,GA STATE,1,20.2,0,50.0,100.0,1,1,0,10.0,1,6,175,0,61.0,67.5,73.1,,71.1,0.0,0,1,48,0.0,0,45,0,9,91.1,41,24.4,11,79.2,18,1,75.6,34,173,33,3.7,19.2,4.22
Antonio Williams,156241,WR,CLEMSON,1,9.1,0,76.5,100.0,2,2,0,13.3,2,8,140,0,53.7,74.1,74.4,,73.6,0.0,0,0,28,0.0,0,46,0,13,95.7,44,93.5,43,141.5,17,2,4.3,2,149,57,4.4,11.5,3.39
Nick Nash,98679,WR,S JOSE ST,1,18.1,1,56.3,100.0,3,3,0,10.0,1,5,285,0,61.0,20.0,62.4,,69.2,0.0,0,1,45,0.0,0,53,1,9,98.1,52,98.1,52,76.6,16,1,1.9,1,126,29,3.2,14.0,2.42
Jordyn Tyson,157690,WR,ARIZONA ST,1,11.0,1,75.0,66.7,2,3,0,7.7,1,8,110,1,66.1,21.4,79.9,,79.9,0.0,0,0,41,0.0,0,40,0,12,92.5,37,27.5,11,149.2,16,2,72.5,29,173,75,6.3,14.4,4.68
Justin Lockhart,74298,WR,S JOSE ST,1,16.3,1,62.5,50.0,3,6,0,16.7,2,7,285,0,47.1,67.9,78.8,,77.5,0.0,0,1,35,0.0,0,41,0,10,100.0,41,0.0,0,93.8,16,1,100.0,41,172,19,1.9,17.2,4.2
Dean Patterson,145224,WR,FIU,1,10.1,3,60.0,60.0,3,5,0,10.0,1,8,166,0,61.4,73.1,76.0,,74.4,0.0,0,0,28,0.0,0,41,0,9,95.1,39,58.5,24,84.6,15,0,41.5,17,117,45,5.0,13.0,3.0
Emmett Mosley V,183278,WR,STANFORD,1,7.1,3,92.9,100.0,2,2,0,0.0,0,8,300,0,83.3,69.7,80.7,,81.9,0.0,0,0,62,0.0,0,50,0,13,82.0,41,36.0,18,156.3,14,3,58.0,29,168,79,6.1,12.9,4.1
Tai Felton,144886,WR,MARYLAND,1,11.3,4,42.9,33.3,1,3,0,14.3,1,4,215,0,53.8,70.8,60.5,61.1,60.0,0.0,0,0,17,1.6,1,63,0,6,92.1,58,33.3,21,79.8,14,1,66.7,42,61,31,5.2,10.2,1.05
Raphael Williams Jr.,149997,WR,PITTSBURGH,1,14.7,0,50.0,40.0,2,5,0,0.0,0,3,268,0,78.5,66.7,60.6,,59.3,1.8,1,0,24,0.0,0,57,0,7,91.2,52,89.5,51,64.0,14,0,5.3,3,68,16,2.3,9.7,1.31
Devonte Ross,146735,WR,TROY,1,7.4,1,71.4,100.0,1,1,0,23.1,3,6,318,0,32.9,72.5,67.3,,66.6,0.0,0,0,31,0.0,0,35,0,10,97.1,34,31.4,11,113.7,14,1,68.6,24,95,27,2.7,9.5,2.79
Trebor Pena,123051,WR,SYRACUSE,1,6.5,1,78.6,25.0,1,4,0,0.0,0,7,304,1,82.7,26.9,74.2,,72.2,0.0,0,0,24,0.0,0,52,0,11,94.2,49,65.4,34,95.5,14,0,32.7,17,97,56,5.1,8.8,1.98
Jamaal Pritchett,155624,WR,S ALABAMA,1,4.3,2,84.6,100.0,1,1,0,0.0,0,7,288,0,81.5,69.4,87.7,,86.9,0.0,0,1,67,0.0,0,33,0,11,97.0,32,72.7,24,86.7,13,0,24.2,8,170,135,12.3,15.5,5.31
Tanner Koziol,156895,TE,BALL ST,1,6.0,0,84.6,75.0,3,4,0,0.0,0,7,117,0,81.5,69.0,89.1,64.8,90.6,42.9,15,1,20,2.9,1,35,0,11,97.1,34,54.3,19,90.7,13,1,2.9,1,95,41,3.7,8.6,2.79
Damon Ward Jr.,100880,WR,N TEXAS,1,16.4,0,30.8,66.7,2,3,0,20.0,1,4,251,0,45.4,65.0,60.8,,62.2,0.0,0,1,33,0.0,0,37,0,4,91.9,34,5.4,2,22.9,13,0,94.6,35,85,25,6.3,21.3,2.5
Ja'Corey Brooks,146587,WR,LOUISVILLE,1,15.2,5,75.0,100.0,2,2,0,0.0,0,6,210,0,80.1,71.5,75.2,,74.2,0.0,0,0,29,0.0,0,39,0,9,100.0,39,2.6,1,100.7,12,0,97.4,38,104,49,5.4,11.6,2.67
Harold Fannin Jr.,163104,TE,BOWL GREEN,1,9.6,2,83.3,100.0,5,5,0,0.0,0,7,122,0,80.9,67.9,92.8,,92.8,41.7,10,0,29,0.0,0,24,0,10,95.8,23,16.7,4,153.8,12,2,33.3,8,137,63,6.3,13.7,5.96
Ian Strong,170319,WR,RUTGERS,1,14.2,1,58.3,66.7,4,6,0,0.0,0,6,278,0,78.5,66.7,82.2,,80.9,0.0,0,0,30,0.0,0,31,0,7,93.5,29,0.0,0,108.3,12,1,100.0,31,86,14,2.0,12.3,2.97
Evan Stewart,158674,WR,OREGON,1,9.4,0,83.3,50.0,1,2,0,0.0,0,3,264,0,80.9,67.9,65.9,,65.4,0.0,0,0,32,0.0,0,36,0,10,97.2,35,19.4,7,98.6,12,0,80.6,29,92,20,2.0,9.2,2.63
Tetairoa McMillan,158735,WR,ARIZONA,1,13.0,0,50.0,100.0,3,3,0,14.3,1,4,109,0,53.4,66.2,65.7,,65.0,0.0,0,0,33,0.0,0,43,0,6,100.0,43,39.5,17,95.8,12,1,60.5,26,70,5,0.8,11.7,1.63
Coleman Owen,104969,WR,OHIO,1,11.7,2,66.7,50.0,1,2,0,0.0,0,6,259,0,79.3,72.1,77.2,,76.6,0.0,0,1,34,0.0,0,33,0,8,97.0,32,90.9,30,71.2,12,0,9.1,3,139,67,8.4,17.4,4.34
Mason Taylor,157122,TE,LSU,1,8.6,0,54.5,0.0,0,3,0,0.0,0,4,211,0,77.5,66.2,56.4,73.4,59.9,29.8,17,0,20,15.8,9,57,0,6,84.2,48,63.2,36,69.9,11,0,7.0,4,59,23,3.8,9.8,1.23
Simeon Evans,147304,WR,SM HOUSTON,1,14.4,0,45.5,40.0,2,5,0,0.0,0,3,281,0,76.3,67.0,71.2,,68.3,0.0,0,1,32,0.0,0,31,1,5,100.0,31,16.1,5,26.3,11,0,83.9,26,64,6,1.2,12.8,2.06
