player,player_id,position,team_name,player_game_count,avg_depth_of_target,avoided_tackles,caught_percent,contested_catch_rate,contested_receptions,contested_targets,declined_penalties,drop_rate,drops,first_downs,franchise_id,fumbles,grades_hands_drop,grades_hands_fumble,grades_offense,grades_pass_block,grades_pass_route,inline_rate,inline_snaps,interceptions,longest,pass_block_rate,pass_blocks,pass_plays,penalties,receptions,route_rate,routes,slot_rate,slot_snaps,targeted_qb_rating,targets,touchdowns,wide_rate,wide_snaps,yards,yards_after_catch,yards_after_catch_per_reception,yards_per_reception,yprr
Ali Jennings,145344,WR,DOMINION,1,8.9,3,68.4,50.0,2,4,0,13.3,2,7,263,0,53.9,68.7,79.2,,78.4,0.0,0,1,34,0.0,0,46,0,13,93.5,43,2.2,1,74.9,19,0,97.8,45,172,60,4.6,13.2,4.0
Cole Turner,84330,TE,NEVADA,1,11.0,0,66.7,75.0,3,4,0,0.0,0,9,239,0,82.2,68.5,85.0,,81.9,12.3,7,0,28,0.0,0,57,0,12,94.7,54,64.9,37,98.1,18,0,22.8,13,175,59,4.9,14.6,3.24
Jalen Tolbert,61637,WR,S ALABAMA,1,10.9,2,64.7,50.0,3,6,0,8.3,1,8,288,0,64.6,73.2,78.0,,79.6,0.0,0,0,40,0.0,0,36,0,11,100.0,36,25.0,9,118.3,17,1,75.0,27,174,62,5.6,15.8,4.83
Josh Johnson,61329,WR,TULSA,1,9.9,0,47.1,100.0,1,1,0,27.3,3,6,320,0,29.8,67.5,62.4,,63.4,0.0,0,2,13,0.0,0,47,0,8,87.2,41,100.0,47,39.5,17,1,0.0,0,74,18,2.3,9.3,1.8
Wan'Dale Robinson,101735,WR,KENTUCKY,1,4.6,1,75.0,100.0,1,1,0,7.7,1,6,202,0,66.1,69.2,67.3,,66.1,0.0,0,0,14,0.0,0,47,0,12,97.9,46,59.6,28,97.9,16,1,40.4,19,47,51,4.3,3.9,1.02
Deven Thompkins,84480,WR,UTAH ST,1,13.3,0,81.3,50.0,1,2,0,0.0,0,9,329,0,83.3,70.1,86.7,,89.9,0.0,0,1,37,0.0,0,37,1,13,97.3,36,78.4,29,131.5,16,2,18.9,7,197,38,2.9,15.2,5.47
Key'Shawn Smith,143950,WR,MIAMI FL,1,10.5,2,46.7,0.0,0,2,0,12.5,1,5,220,0,56.4,66.7,62.3,,63.8,0.0,0,1,23,0.0,0,48,1,7,87.5,42,8.3,4,33.5,15,0,91.7,44,73,53,7.6,10.4,1.74
Josh Downs,122832,WR,N CAROLINA,1,2.6,2,78.6,,0,0,0,8.3,1,3,245,0,64.6,68.7,67.4,,68.6,0.0,0,0,45,0.0,0,33,0,11,97.0,32,97.0,32,119.0,14,1,3.0,1,96,74,6.7,8.7,3.0
Konata Mumpfield,145598,WR,AKRON,1,10.1,1,71.4,50.0,1,2,0,0.0,0,6,102,0,82.2,69.7,90.5,,89.2,0.0,0,0,16,0.0,0,32,0,10,93.8,30,21.9,7,94.0,14,0,78.1,25,109,17,1.7,10.9,3.63
Hassan Beydoun,78185,WR,E MICHIGAN,1,6.2,1,85.7,100.0,2,2,0,0.0,0,7,160,0,82.2,71.1,64.7,,65.2,0.0,0,0,11,0.0,0,58,0,12,93.1,54,93.1,54,90.2,14,0,6.9,4,79,24,2.0,6.6,1.46
Jerreth Sterns,102597,WR,W KENTUCKY,1,7.6,0,85.7,50.0,1,2,0,0.0,0,7,346,0,82.7,72.3,72.9,,72.8,0.0,0,0,74,0.0,0,53,0,12,94.3,50,98.1,52,142.6,14,1,1.9,1,216,144,12.0,18.0,4.32
Justin Hall,61158,WR,BALL ST,1,7.5,2,76.9,,0,0,0,0.0,0,3,117,0,80.9,74.1,70.3,,69.3,0.0,0,0,15,0.0,0,36,0,10,94.4,34,55.6,20,84.8,13,0,38.9,14,58,58,5.8,5.8,1.71
Makai Polk,100647,WR,MISS STATE,1,8.5,1,53.8,100.0,2,2,0,12.5,1,3,227,0,56.4,66.7,59.1,,58.9,0.0,0,1,20,0.0,0,60,0,7,96.7,58,13.3,8,33.8,13,0,86.7,52,59,23,3.3,8.4,1.02
Chris Autman-Bell,55245,WR,MINNESOTA,1,7.9,1,91.7,100.0,4,4,0,0.0,0,4,225,0,81.5,68.2,78.7,62.1,79.2,0.0,0,1,36,3.4,1,29,0,11,93.1,27,44.8,13,95.5,12,1,55.2,16,103,36,3.3,9.4,3.81
Stanley Berryhill III,61128,WR,ARIZONA,1,2.1,0,66.7,50.0,1,2,0,0.0,0,2,109,0,79.3,72.3,60.1,,63.2,0.0,0,1,13,0.0,0,35,1,8,94.3,33,60.0,21,39.6,12,0,31.4,11,48,43,5.4,6.0,1.45
Kalil Pimpleton,61799,WR,C MICHIGAN,1,16.9,0,50.0,33.3,1,3,0,0.0,0,4,134,0,77.5,72.6,72.7,,72.6,0.0,0,0,42,0.0,0,34,0,6,97.1,33,79.4,27,81.3,12,0,20.6,7,108,44,7.3,18.0,3.27
Stephon Robinson Jr.,78136,WR,NWESTERN,1,22.8,0,41.7,25.0,1,4,0,0.0,0,4,256,0,76.3,67.0,75.0,,73.7,0.0,0,0,47,0.0,0,38,0,5,86.8,33,15.8,6,76.7,12,0,84.2,32,115,24,4.8,23.0,3.48
