player,player_id,position,team_name,player_game_count,avg_depth_of_target,avoided_tackles,caught_percent,contested_catch_rate,contested_receptions,contested_targets,declined_penalties,drop_rate,drops,first_downs,franchise_id,fumbles,grades_hands_drop,grades_hands_fumble,grades_offense,grades_pass_block,grades_pass_route,inline_rate,inline_snaps,interceptions,longest,pass_block_rate,pass_blocks,pass_plays,penalties,receptions,route_rate,routes,slot_rate,slot_snaps,targeted_qb_rating,targets,touchdowns,wide_rate,wide_snaps,yards,yards_after_catch,yards_after_catch_per_reception,yards_per_reception,yprr
Brennan Presley,122982,WR,OKLA STATE,1,7.1,5,78.9,75.0,3,4,0,0.0,0,13,262,0,84.2,74.4,88.9,,89.9,0.0,0,0,27,0.0,0,43,0,15,95.3,41,90.7,39,108.1,19,0,7.0,3,189,88,5.9,12.6,4.61
Kamdyn Benjamin,123241,WR,TULSA,1,19.5,1,50.0,60.0,3,5,0,0.0,0,8,320,0,79.3,69.5,84.4,,83.2,0.0,0,0,16,0.0,0,37,0,8,97.3,36,27.0,10,88.8,16,1,73.0,27,93,11,1.4,11.6,2.58
Kole Wilson,168441,WR,TEXAS ST,1,9.3,0,62.5,33.3,1,3,0,0.0,0,6,314,0,80.9,70.4,69.7,,69.0,1.7,1,0,12,0.0,0,60,0,10,96.7,58,28.3,17,111.5,16,2,70.0,42,68,8,0.8,6.8,1.17
Luther Burden III,157170,WR,MISSOURI,1,9.8,3,60.0,66.7,2,3,0,0.0,0,4,229,0,80.1,67.5,81.2,,80.1,2.7,1,0,48,0.0,0,37,0,9,97.3,36,70.3,26,96.0,15,0,24.3,9,158,104,11.6,17.6,4.39
Casey Washington,101710,WR,ILLINOIS,1,9.0,0,53.3,42.9,3,7,0,0.0,0,3,187,0,79.3,67.1,62.1,,61.6,0.0,0,0,13,0.0,0,48,0,8,95.8,46,12.5,6,62.6,15,0,87.5,42,58,6,0.8,7.3,1.26
LaJohntay Wester,123616,WR,FAU,1,3.1,0,78.6,100.0,1,1,1,0.0,0,3,165,0,81.5,69.5,68.6,,71.2,5.3,2,1,15,0.0,0,38,1,11,97.4,37,60.5,23,62.5,14,0,34.2,13,86,76,6.9,7.8,2.32
Isaiah Williams,97156,WR,ILLINOIS,1,10.8,1,57.1,0.0,0,3,0,0.0,0,6,187,0,80.1,73.5,75.5,,77.2,0.0,0,0,32,0.0,0,48,1,8,95.8,46,83.3,40,81.0,14,0,16.7,8,105,45,5.6,13.1,2.28
Elijhah Badger,131603,WR,ARIZONA ST,1,11.4,2,50.0,0.0,0,4,0,0.0,0,3,110,0,78.5,68.8,65.5,,66.4,0.0,0,0,25,0.0,0,36,0,7,100.0,36,41.7,15,62.8,14,0,58.3,21,64,70,10.0,9.1,1.78
Elijah Sarratt,159499,WR,JAMES MAD,1,12.4,1,57.1,83.3,5,6,0,0.0,0,7,197,0,80.1,67.5,83.4,,82.6,0.0,0,0,28,0.0,0,56,0,8,98.2,55,7.1,4,111.6,14,1,92.9,52,128,10,1.3,16.0,2.33
Devaughn Vele,100637,WR,UTAH,1,13.5,0,64.3,50.0,3,6,0,10.0,1,6,328,0,61.0,67.5,64.5,,67.3,0.0,0,0,24,0.0,0,67,1,9,95.5,64,31.3,21,112.5,14,1,68.7,46,111,3,0.3,12.3,1.73
Noah Smith,104112,WR,SM HOUSTON,1,8.6,1,76.9,100.0,2,2,0,0.0,0,5,281,0,80.9,69.5,71.9,,75.2,0.0,0,1,42,0.0,0,40,0,10,95.0,38,90.0,36,96.6,13,1,10.0,4,115,49,4.9,11.5,3.03
Tanner Knue,52961,WR,E MICHIGAN,1,9.8,1,61.5,50.0,1,2,0,11.1,1,4,160,0,61.0,67.5,73.3,,71.3,0.0,0,0,34,0.0,0,40,0,8,92.5,37,37.5,15,78.7,13,0,62.5,25,79,24,3.0,9.9,2.14
Logan Loya,131801,WR,UCLA,1,5.6,1,69.2,,0,0,0,18.2,2,5,324,0,47.1,70.4,71.9,,71.0,0.0,0,0,13,0.0,0,28,0,9,96.4,27,100.0,28,79.0,13,0,0.0,0,60,26,2.9,6.7,2.22
Dante Wright,97188,WR,TEMPLE,1,17.5,0,50.0,20.0,1,5,0,0.0,0,4,306,0,77.5,70.8,66.8,,66.5,0.0,0,1,71,0.0,0,47,0,6,95.7,45,2.1,1,87.5,12,1,97.9,46,146,65,10.8,24.3,3.24
Devin McCuin,176494,WR,UTSA,1,18.8,1,58.3,50.0,2,4,0,0.0,0,4,331,0,78.5,66.7,67.0,,64.9,0.0,0,0,30,0.0,0,41,0,7,97.6,40,4.9,2,110.1,12,1,95.1,39,91,12,1.7,13.0,2.28
Joshua Cephus,98095,WR,UTSA,1,14.3,3,75.0,33.3,1,3,0,0.0,0,5,331,0,80.1,67.5,80.8,,79.9,4.2,2,0,64,0.0,0,48,0,9,97.9,47,35.4,17,144.4,12,1,58.3,28,163,72,8.0,18.1,3.47
Malachi Corley,66272,WR,W KENTUCKY,1,8.8,0,83.3,33.3,1,3,0,0.0,0,5,346,0,80.9,67.9,79.6,,77.2,0.0,0,1,75,0.0,0,38,0,10,97.4,37,84.2,32,111.8,12,1,15.8,6,171,91,9.1,17.1,4.62
Sean Atkins,101127,WR,USF,1,7.9,2,83.3,0.0,0,1,0,0.0,0,4,327,0,80.9,71.4,70.6,,71.0,2.7,1,0,25,0.0,0,37,0,10,94.6,35,91.9,34,98.6,12,0,5.4,2,92,46,4.6,9.2,2.63
Anthony Simpson,146244,WR,UMASS,1,10.6,0,41.7,40.0,2,5,0,16.7,1,2,216,0,50.3,65.7,63.6,,63.5,5.7,2,1,15,0.0,0,35,0,5,97.1,34,71.4,25,17.0,12,0,20.0,7,43,23,4.6,8.6,1.26
Jasaiah Gathings,145586,WR,AKRON,1,11.3,0,58.3,50.0,1,2,0,0.0,0,4,102,0,78.5,66.7,68.7,,70.1,0.0,0,0,31,0.0,0,33,1,7,100.0,33,54.5,18,78.5,12,0,45.5,15,80,24,3.4,11.4,2.42
Jordan Moore,143865,WR,DUKE,1,9.1,2,75.0,50.0,1,2,0,0.0,0,7,154,0,80.1,68.5,75.4,,74.2,0.0,0,0,33,0.0,0,47,0,9,91.5,43,19.1,9,105.2,12,0,80.9,38,117,31,3.4,13.0,2.72
DeMeer Blankumsee,130613,WR,MEMPHIS,1,12.6,1,75.0,50.0,2,4,0,0.0,0,5,218,1,80.1,18.7,62.1,,61.8,0.0,0,0,27,0.0,0,56,0,9,92.9,52,94.6,53,142.0,12,2,3.6,2,109,42,4.7,12.1,2.1
Xzavier Henderson,124380,WR,CINCINNATI,1,14.2,2,54.5,40.0,2,5,0,0.0,0,4,138,0,77.5,70.0,70.2,,69.4,0.0,0,0,55,0.0,0,31,0,6,100.0,31,3.2,1,86.9,11,0,96.8,30,104,48,8.0,17.3,3.35
Rome Odunze,73774,WR,WASHINGTON,1,18.0,2,63.6,50.0,1,2,0,0.0,0,4,340,0,78.5,66.7,79.4,,78.2,0.0,0,0,32,0.0,0,30,0,7,93.3,28,23.3,7,134.8,11,2,76.7,23,106,35,5.0,15.1,3.79
Derwin Burgess Jr.,147111,WR,GA SOUTHRN,1,10.4,0,63.6,75.0,3,4,0,12.5,1,3,174,0,38.0,66.7,60.4,,60.0,0.0,0,0,23,0.0,0,46,0,7,87.0,40,23.9,11,82.8,11,0,76.1,35,73,20,2.9,10.4,1.83
Jared Brown,147081,WR,COAST CAR,1,2.2,3,81.8,0.0,0,2,0,0.0,0,6,141,0,81.5,69.7,85.5,,80.5,0.0,0,0,59,0.0,0,37,0,9,89.2,33,86.5,32,141.7,11,1,10.8,4,118,107,11.9,13.1,3.58
Tory Horton,128232,WR,COLO STATE,1,16.8,0,54.5,66.7,2,3,0,14.3,1,3,144,0,53.8,69.6,71.4,,70.7,0.0,0,1,53,0.0,0,33,0,6,90.9,30,18.2,6,69.5,11,1,81.8,27,78,11,1.8,13.0,2.6
Justin Joly,158620,TE,UCONN,1,4.5,3,81.8,100.0,1,1,0,0.0,0,4,146,0,80.1,67.5,74.8,,70.8,34.4,11,0,19,0.0,0,32,0,9,100.0,32,34.4,11,124.6,11,1,31.3,10,73,54,6.0,8.1,2.28
Will Pauling,144234,WR,WISCONSIN,1,13.6,1,72.7,,0,0,0,0.0,0,4,349,0,79.3,67.3,80.8,,78.0,0.0,0,0,17,0.0,0,23,0,8,91.3,21,95.7,22,92.6,11,0,4.3,1,79,22,2.8,9.9,3.76
Smoke Harris,78918,WR,LA TECH,1,4.9,2,81.8,0.0,0,1,0,0.0,0,4,208,0,80.1,70.6,74.1,,73.4,0.0,0,0,17,0.0,0,39,0,9,97.4,38,87.2,34,89.8,11,0,7.7,3,61,38,4.2,6.8,1.61
