player,player_id,position,team_name,player_game_count,avg_depth_of_target,avoided_tackles,caught_percent,contested_catch_rate,contested_receptions,contested_targets,declined_penalties,drop_rate,drops,first_downs,franchise_id,fumbles,grades_hands_drop,grades_hands_fumble,grades_offense,grades_pass_block,grades_pass_route,inline_rate,inline_snaps,interceptions,longest,pass_block_rate,pass_blocks,pass_plays,penalties,receptions,route_rate,routes,slot_rate,slot_snaps,targeted_qb_rating,targets,touchdowns,wide_rate,wide_snaps,yards,yards_after_catch,yards_after_catch_per_reception,yards_per_reception,yprr
Hayden Reed,163213,HB,ARMY,1,15.0,0,60.0,,0,0,0,0.0,0,1,114,0,73.1,64.1,63.0,59.9,67.7,62.5,10,0,23,31.3,5,16,0,3,62.5,10,18.8,3,115.8,5,1,18.8,3,29,10,3.3,9.7,2.9
Casey Reynolds,147315,WR,ARMY,1,20.3,0,25.0,0.0,0,1,0,0.0,0,1,114,0,66.7,61.0,61.2,,70.2,46.7,7,1,18,0.0,0,15,0,1,93.3,14,13.3,2,6.3,4,0,40.0,6,18,0,0.0,18.0,1.29
Cam Schurr,147312,WR,ARMY,1,18.7,0,33.3,,0,0,0,0.0,0,0,114,0,66.7,61.0,70.8,,70.5,20.0,1,1,9,0.0,0,5,0,1,80.0,4,0.0,0,2.8,3,0,80.0,4,9,1,1.0,9.0,2.25
Brandon Chatman,162541,HB,NAVY,1,13.0,0,33.3,0.0,0,1,0,0.0,0,1,237,0,66.7,61.0,56.3,71.1,66.2,15.4,2,0,18,23.1,3,13,1,1,76.9,10,38.5,5,94.4,3,1,15.4,2,18,6,6.0,18.0,1.8
Nathan Kent,162558,WR,NAVY,1,12.0,0,33.3,50.0,1,2,0,0.0,0,0,237,0,66.7,61.0,56.1,,55.7,0.0,0,0,6,0.0,0,12,0,1,100.0,12,0.0,0,42.4,3,0,100.0,12,6,1,1.0,6.0,0.5
Alex Tecza,162587,FB,NAVY,1,-3.5,0,50.0,,0,0,0,50.0,1,1,237,1,24.5,22.6,55.0,74.6,25.9,0.0,0,0,31,27.3,3,11,0,1,72.7,8,0.0,0,95.8,2,0,0.0,0,31,34,34.0,31.0,3.88
Noah Short,163220,HB,ARMY,1,10.5,0,50.0,,0,0,0,0.0,0,0,114,0,66.7,69.9,57.7,,54.6,0.0,0,0,5,0.0,0,16,0,1,87.5,14,37.5,6,56.3,2,0,43.8,7,5,5,5.0,5.0,0.36
Parker Poloskey,171004,TE,ARMY,1,4.0,0,100.0,,0,0,0,0.0,0,0,114,0,66.7,61.0,59.1,64.4,59.8,66.7,2,0,4,33.3,1,3,0,1,66.7,2,0.0,0,83.3,1,0,33.3,1,4,0,0.0,4.0,2.0
Samari Howard,170984,HB,ARMY,1,5.0,0,0.0,,0,0,0,,0,0,114,0,,,59.6,,59.0,0.0,0,1,0,0.0,0,2,0,0,100.0,2,0.0,0,0.0,1,0,0.0,0,0,0,,,0.0
Eli Heidenreich,162554,FB,NAVY,1,10.0,1,100.0,,0,0,0,0.0,0,1,237,0,66.7,71.4,74.1,72.2,83.9,15.4,2,0,52,7.7,1,13,1,1,92.3,12,38.5,5,158.3,1,1,15.4,2,52,42,42.0,52.0,4.33
