player,player_id,position,team_name,player_game_count,avg_depth_of_target,avoided_tackles,caught_percent,contested_catch_rate,contested_receptions,contested_targets,declined_penalties,drop_rate,drops,first_downs,franchise_id,fumbles,grades_hands_drop,grades_hands_fumble,grades_offense,grades_pass_block,grades_pass_route,inline_rate,inline_snaps,interceptions,longest,pass_block_rate,pass_blocks,pass_plays,penalties,receptions,route_rate,routes,slot_rate,slot_snaps,targeted_qb_rating,targets,touchdowns,wide_rate,wide_snaps,yards,yards_after_catch,yards_after_catch_per_reception,yards_per_reception,yprr
A.J. Henning,129580,WR,NWESTERN,1,10.2,1,47.6,50.0,2,4,0,0.0,0,7,256,0,81.5,72.9,74.3,,73.6,1.9,1,2,26,0.0,0,52,0,10,94.2,49,67.3,35,41.7,21,1,30.8,16,119,27,2.7,11.9,2.43
Kamdyn Benjamin,123241,WR,TULSA,1,10.3,1,44.4,0.0,0,4,0,11.1,1,3,320,0,59.3,70.4,56.4,,55.9,0.0,0,2,21,0.0,0,60,0,8,98.3,59,35.0,21,33.6,18,1,61.7,37,67,56,7.0,8.4,1.14
Harold Fannin Jr.,163104,TE,BOWL GREEN,1,8.2,2,47.1,0.0,0,2,0,20.0,2,2,122,0,41.2,69.1,53.6,,52.3,43.5,20,1,14,0.0,0,46,0,8,97.8,45,26.1,12,29.3,17,0,28.3,13,47,31,3.9,5.9,1.04
Kobe Hudson,123989,WR,UCF,1,13.0,1,43.8,0.0,0,3,0,30.0,3,2,323,0,25.6,66.7,56.2,,55.9,0.0,0,0,30,0.0,0,49,0,7,95.9,47,10.2,5,59.1,16,0,89.8,44,79,17,2.4,11.3,1.68
Nick Nash,98679,WR,S JOSE ST,1,11.1,1,53.3,66.7,2,3,0,0.0,0,7,285,0,79.3,67.1,71.9,,71.0,0.0,0,1,20,0.0,0,58,0,8,93.1,54,93.1,54,83.6,15,2,6.9,4,91,14,1.8,11.4,1.69
Luke Wysong,146110,WR,NEW MEXICO,1,16.5,0,60.0,0.0,0,2,0,0.0,0,3,241,0,80.1,69.0,65.8,,65.8,0.0,0,0,13,0.0,0,32,0,9,93.8,30,65.6,21,71.3,15,0,34.4,11,69,6,0.7,7.7,2.3
Darrius Clemons,158532,WR,OREGON ST,1,14.7,3,57.1,57.1,4,7,0,11.1,1,5,265,0,63.3,67.9,80.3,,80.3,0.0,0,0,27,0.0,0,38,1,8,92.1,35,10.5,4,110.1,14,1,89.5,34,123,38,4.8,15.4,3.51
Ted Hurst,187922,WR,GA STATE,1,13.0,2,57.1,60.0,3,5,0,0.0,0,5,175,0,80.1,67.5,78.7,,77.7,0.0,0,4,57,0.0,0,37,0,8,91.9,34,16.2,6,49.1,14,0,83.8,31,131,64,8.0,16.4,3.85
Cam Pickett,163093,WR,BALL ST,1,7.6,4,64.3,50.0,2,4,0,18.2,2,4,117,0,47.1,70.7,69.0,,64.1,0.0,0,0,31,0.0,0,45,1,9,95.6,43,8.9,4,91.1,14,0,91.1,41,119,45,5.0,13.2,2.77
Tanner Koziol,156895,TE,BALL ST,1,7.8,4,71.4,83.3,5,6,0,16.7,2,6,117,0,47.4,67.9,68.9,68.3,68.9,24.1,13,0,17,3.7,2,54,0,10,92.6,50,66.7,36,111.6,14,1,9.3,5,88,37,3.7,8.8,1.76
