player,player_id,position,team_name,player_game_count,avg_depth_of_target,avoided_tackles,caught_percent,contested_catch_rate,contested_receptions,contested_targets,declined_penalties,drop_rate,drops,first_downs,franchise_id,fumbles,grades_hands_drop,grades_hands_fumble,grades_offense,grades_pass_block,grades_pass_route,inline_rate,inline_snaps,interceptions,longest,pass_block_rate,pass_blocks,pass_plays,penalties,receptions,route_rate,routes,slot_rate,slot_snaps,targeted_qb_rating,targets,touchdowns,wide_rate,wide_snaps,yards,yards_after_catch,yards_after_catch_per_reception,yards_per_reception,yprr
Cedric Tillman,84434,WR,TENNESSEE,1,17.1,0,47.4,40.0,2,5,0,0.0,0,4,307,0,80.9,67.9,69.1,,67.3,0.0,0,0,21,0.0,0,58,0,9,89.7,52,10.3,6,94.4,19,2,89.7,52,81,9,1.0,9.0,1.56
Jordan Moore,143865,WR,DUKE,1,12.2,0,77.8,50.0,1,2,0,0.0,0,6,154,0,83.3,69.1,79.6,,79.3,2.1,1,0,49,0.0,0,48,0,14,91.7,44,31.3,15,131.3,18,1,66.7,32,199,58,4.1,14.2,4.52
Jaylen Hall,61825,WR,W KENTUCKY,1,11.6,1,44.4,25.0,1,4,0,11.1,1,5,346,0,58.9,73.0,61.1,,59.4,0.0,0,2,34,0.0,0,61,0,8,98.4,60,14.8,9,19.2,18,0,83.6,51,85,29,3.6,10.6,1.42
Malachi Corley,66272,WR,W KENTUCKY,1,3.0,3,70.6,100.0,3,3,0,7.7,1,5,346,0,66.1,69.2,68.5,,68.7,0.0,0,0,25,0.0,0,50,0,12,100.0,50,84.0,42,85.2,17,0,16.0,8,99,103,8.6,8.3,1.98
Dalton Kincaid,91791,TE,UTAH,1,5.6,2,68.8,33.3,1,3,0,0.0,0,7,328,0,81.5,68.2,86.6,67.4,80.3,44.2,19,2,16,2.3,1,43,0,11,95.3,41,44.2,19,45.6,16,0,11.6,5,99,52,4.7,9.0,2.41
Antwane Wells Jr.,138470,WR,S CAROLINA,1,14.0,1,78.6,40.0,2,5,0,0.0,0,9,289,0,82.2,69.2,90.4,,89.4,0.0,0,0,36,0.0,0,36,0,11,94.4,34,41.7,15,118.8,14,0,58.3,21,177,36,3.3,16.1,5.21
B.J. Casteel,61133,WR,NEVADA,1,20.2,0,35.7,22.2,2,9,0,16.7,1,4,239,0,49.8,65.7,62.5,,62.4,0.0,0,1,28,0.0,0,44,0,5,97.7,43,97.7,43,44.6,14,1,2.3,1,63,8,1.6,12.6,1.47
Brian Cobbs,84285,WR,UTAH ST,1,9.9,2,71.4,,0,0,0,0.0,0,6,329,0,80.9,67.9,75.8,,74.4,0.0,0,0,31,0.0,0,45,0,10,93.3,42,2.2,1,97.9,14,0,97.8,44,122,44,4.4,12.2,2.9
Jordan Addison,123000,WR,USC,1,8.8,1,84.6,0.0,0,2,0,0.0,0,6,326,0,82.2,68.5,83.0,,85.2,0.0,0,0,48,0.0,0,34,0,11,94.1,32,20.6,7,144.4,13,1,70.6,24,178,67,6.1,16.2,5.56
Dorian Singer,146243,WR,ARIZONA,1,17.4,0,69.2,75.0,3,4,0,18.2,2,7,109,0,44.7,67.5,72.1,,70.4,0.0,0,0,47,0.0,0,51,0,9,98.0,50,35.3,18,137.5,13,1,64.7,33,176,25,2.8,19.6,3.52
Matthew Golden,156165,WR,HOUSTON,1,16.2,2,61.5,,0,0,0,0.0,0,7,182,0,79.3,67.1,77.3,,77.9,0.0,0,1,26,0.0,0,48,0,8,100.0,48,4.2,2,101.6,13,2,95.8,46,127,39,4.9,15.9,2.65
Devontez Walker,145773,WR,KENT STATE,1,20.7,4,46.2,0.0,0,1,0,14.3,1,4,201,0,53.4,66.2,78.8,,76.9,0.0,0,0,39,0.0,0,37,0,6,94.6,35,13.5,5,79.3,13,0,86.5,32,121,37,6.2,20.2,3.46
Jeremy Singleton,61289,WR,GA SOUTHRN,1,6.2,2,61.5,33.3,1,3,0,0.0,0,5,174,0,79.3,67.1,71.6,,70.9,0.0,0,0,17,0.0,0,42,0,8,97.6,41,9.5,4,76.8,13,0,90.5,38,73,40,5.0,9.1,1.78
Brady Hunt,145631,TE,BALL ST,1,7.7,0,76.9,0.0,0,1,0,0.0,0,5,117,0,82.2,68.5,81.9,,81.2,69.8,37,0,22,0.0,0,53,0,10,92.5,49,30.2,16,120.7,13,1,0.0,0,90,28,2.8,9.0,1.84
Brennan Presley,122982,WR,OKLA STATE,1,7.9,3,69.2,100.0,1,1,0,10.0,1,5,262,0,61.0,75.4,69.6,,67.8,0.0,0,0,55,0.0,0,58,0,9,98.3,57,93.1,54,97.6,13,0,6.9,4,118,50,5.6,13.1,2.07
Javon Baker,123904,WR,UCF,1,15.8,1,46.2,100.0,1,1,0,14.3,1,3,323,0,56.4,66.7,68.5,,67.7,0.0,0,0,37,0.0,0,36,0,6,97.2,35,19.4,7,98.6,13,1,80.6,29,101,17,2.8,16.8,2.89
Jalen Cropper,97273,WR,FRESNO ST,1,17.3,0,66.7,0.0,0,3,0,11.1,1,6,169,0,58.9,67.1,74.4,,73.2,0.0,0,0,45,0.0,0,39,0,8,100.0,39,15.4,6,105.6,12,0,84.6,33,138,60,7.5,17.3,3.54
