player,player_id,position,team_name,player_game_count,avg_depth_of_target,avoided_tackles,caught_percent,contested_catch_rate,contested_receptions,contested_targets,declined_penalties,drop_rate,drops,first_downs,franchise_id,fumbles,grades_hands_drop,grades_hands_fumble,grades_offense,grades_pass_block,grades_pass_route,inline_rate,inline_snaps,interceptions,longest,pass_block_rate,pass_blocks,pass_plays,penalties,receptions,route_rate,routes,slot_rate,slot_snaps,targeted_qb_rating,targets,touchdowns,wide_rate,wide_snaps,yards,yards_after_catch,yards_after_catch_per_reception,yards_per_reception,yprr
Trayvon Rudolph,130577,WR,N ILLINOIS,1,12.0,3,66.7,50.0,2,4,0,17.6,3,11,254,0,43.5,69.5,82.4,,85.5,0.0,0,0,75,0.0,0,57,0,14,94.7,54,66.7,38,149.3,21,3,33.3,19,306,143,10.2,21.9,5.67
Jack Sorenson,41983,WR,MIAMI OH,1,15.0,1,70.0,66.7,2,3,0,0.0,0,12,221,0,83.3,69.0,86.9,,86.1,2.9,2,0,82,0.0,0,68,0,14,92.6,63,16.2,11,145.8,20,2,80.9,55,283,83,5.9,20.2,4.49
Wan'Dale Robinson,101735,WR,KENTUCKY,1,7.0,5,72.2,66.7,4,6,0,13.3,2,7,202,0,53.9,68.7,77.0,,77.0,0.0,0,1,31,0.0,0,56,0,13,98.2,55,66.1,37,96.1,18,1,33.9,19,166,72,5.5,12.8,3.02
Jaxon Smith-Njigba,129758,WR,OHIO STATE,1,7.6,4,83.3,100.0,1,1,0,0.0,0,10,260,0,83.8,73.6,82.2,,83.5,0.0,0,1,75,0.0,0,49,0,15,95.9,47,87.8,43,114.1,18,1,12.2,6,240,124,8.3,16.0,5.11
David Bell,97989,WR,PURDUE,1,12.9,3,68.8,40.0,2,5,0,8.3,1,9,273,0,64.6,68.2,80.8,,81.4,0.0,0,0,53,0.0,0,58,0,11,100.0,58,19.0,11,132.3,16,1,81.0,47,217,83,7.5,19.7,3.74
Jahan Dotson,84375,WR,PENN STATE,1,13.3,0,73.3,0.0,0,1,0,0.0,0,7,266,0,81.5,72.4,88.3,,86.9,0.0,0,0,86,0.0,0,45,0,11,100.0,45,17.8,8,154.9,15,3,82.2,37,242,122,11.1,22.0,5.38
Tahj Washington,97288,WR,USC,1,8.9,3,60.0,0.0,0,4,0,10.0,1,6,326,0,61.0,67.5,74.6,,72.5,0.0,0,1,15,0.0,0,42,0,9,90.5,38,2.4,1,46.0,15,0,97.6,41,78,41,4.6,8.7,2.05
Chigoziem Okonkwo,84000,TE,MARYLAND,1,4.5,1,80.0,100.0,1,1,0,14.3,2,5,215,0,53.7,68.7,74.9,48.2,85.0,100.0,41,0,15,14.6,6,41,0,12,80.5,33,0.0,0,90.3,15,0,0.0,0,85,48,4.0,7.1,2.58
Zack Kuntz,84084,TE,DOMINION,1,7.7,3,64.3,0.0,0,2,0,18.2,2,6,263,0,44.7,67.5,72.7,66.6,72.2,17.6,6,0,20,5.9,2,34,0,9,94.1,32,64.7,22,109.8,14,1,17.6,6,102,52,5.8,11.3,3.19
Kyle Williams,128374,WR,UNLV,1,16.4,0,50.0,60.0,3,5,0,12.5,1,5,325,0,56.4,66.7,80.0,,79.0,0.0,0,0,75,0.0,0,29,0,7,93.1,27,24.1,7,108.3,14,1,75.9,22,137,38,5.4,19.6,5.07
Jerreth Sterns,102597,WR,W KENTUCKY,1,1.9,5,78.6,,0,0,0,0.0,0,6,346,0,81.5,71.5,75.1,,74.0,0.0,0,0,28,0.0,0,41,0,11,92.7,38,92.7,38,99.4,14,0,7.3,3,110,109,9.9,10.0,2.89
A.T. Perry,77975,WR,WAKE,1,12.8,0,46.2,40.0,2,5,0,25.0,2,3,339,0,33.4,66.2,62.4,,61.9,0.0,0,0,66,0.0,0,51,0,6,98.0,50,7.8,4,121.5,13,2,92.2,47,129,39,6.5,21.5,2.58
Calvin Austin III,61418,WR,MEMPHIS,1,12.0,1,61.5,100.0,3,3,0,11.1,1,5,218,0,58.9,67.1,72.1,,71.1,0.0,0,0,27,0.0,0,34,0,8,94.1,32,5.9,2,81.6,13,0,94.1,32,88,12,1.5,11.0,2.75
Smoke Harris,78918,WR,LA TECH,1,6.3,5,69.2,,0,0,0,0.0,0,7,208,0,80.1,70.2,78.0,,78.7,0.0,0,0,30,0.0,0,36,1,9,94.4,34,91.7,33,128.8,13,2,8.3,3,92,45,5.0,10.2,2.71
Ryan O'Keefe,101139,WR,UCF,1,5.3,1,84.6,0.0,0,1,0,0.0,0,3,323,0,81.5,69.0,63.6,,64.8,0.0,0,0,53,0.0,0,31,0,11,100.0,31,51.6,16,122.4,13,1,45.2,14,94,70,6.4,8.5,3.03
Ali Jennings,145344,WR,DOMINION,1,10.2,0,46.2,33.3,1,3,0,50.0,6,4,263,0,6.2,66.2,48.2,,48.1,0.0,0,0,27,0.0,0,36,0,6,100.0,36,11.1,4,63.3,13,0,88.9,32,71,31,5.2,11.8,1.97
Jameson Williams,101701,WR,ALABAMA,1,12.2,1,76.9,0.0,0,1,0,0.0,0,6,103,1,80.9,21.9,76.2,,76.8,0.0,0,0,58,0.0,0,42,0,10,100.0,42,33.3,14,143.1,13,1,66.7,28,160,60,6.0,16.0,3.81
