player,player_id,position,team_name,player_game_count,avg_depth_of_target,avoided_tackles,caught_percent,contested_catch_rate,contested_receptions,contested_targets,declined_penalties,drop_rate,drops,first_downs,franchise_id,fumbles,grades_hands_drop,grades_hands_fumble,grades_offense,grades_pass_block,grades_pass_route,inline_rate,inline_snaps,interceptions,longest,pass_block_rate,pass_blocks,pass_plays,penalties,receptions,route_rate,routes,slot_rate,slot_snaps,targeted_qb_rating,targets,touchdowns,wide_rate,wide_snaps,yards,yards_after_catch,yards_after_catch_per_reception,yards_per_reception,yprr
Xavier Worthy,144718,WR,TEXAS,1,10.5,4,60.9,33.3,1,3,0,0.0,0,7,311,0,83.8,69.2,81.1,,79.4,0.0,0,1,33,0.0,0,55,0,14,92.7,51,30.9,17,101.8,23,3,69.1,38,152,99,7.1,10.9,2.98
A.T. Perry,77975,WR,WAKE,1,17.2,1,26.3,25.0,1,4,0,37.5,3,4,339,0,19.8,65.7,55.8,,55.5,0.0,0,1,24,0.0,0,52,0,5,94.2,49,5.8,3,38.7,19,1,94.2,49,73,18,3.6,14.6,1.49
David Bell,97989,WR,PURDUE,1,10.1,2,64.7,33.3,1,3,0,8.3,1,8,273,0,64.6,69.0,72.2,,70.9,0.0,0,0,23,0.0,0,53,0,11,98.1,52,24.5,13,81.3,17,0,75.5,40,103,50,4.5,9.4,1.98
Konata Mumpfield,145598,WR,AKRON,1,12.3,0,68.8,,0,0,0,8.3,1,9,102,0,64.6,68.3,78.9,,81.0,0.0,0,0,23,0.0,0,55,1,11,90.9,50,45.5,25,130.7,16,2,54.5,30,122,18,1.6,11.1,2.44
Hassan Beydoun,78185,WR,E MICHIGAN,1,12.3,0,56.3,50.0,2,4,0,10.0,1,6,160,0,61.4,70.5,64.3,,65.6,0.0,0,1,21,0.0,0,58,0,9,98.3,57,93.1,54,45.1,16,0,6.9,4,85,40,4.4,9.4,1.49
Tyler Snead,90863,WR,E CAROLINA,1,4.1,1,81.3,66.7,2,3,0,0.0,0,8,156,0,82.7,27.8,69.5,,74.6,0.0,0,0,19,0.0,0,48,0,13,97.9,47,93.8,45,96.1,16,0,6.3,3,113,62,4.8,8.7,2.4
Jahan Dotson,84375,WR,PENN STATE,1,6.2,1,60.0,0.0,0,1,0,0.0,0,5,266,0,80.9,71.0,69.8,,68.4,0.0,0,0,17,0.0,0,50,0,9,96.0,48,26.0,13,69.0,15,0,74.0,37,61,37,4.1,6.8,1.27
Emeka Emezie,61517,WR,NC STATE,1,17.1,0,66.7,100.0,2,2,0,0.0,0,6,248,0,81.5,68.2,80.3,,79.5,0.0,0,0,28,0.0,0,57,0,10,94.7,54,1.8,1,134.2,15,2,98.2,56,133,27,2.7,13.3,2.46
August Pitre III,75967,WR,RICE,1,10.9,2,60.0,0.0,0,2,0,25.0,3,5,275,1,29.8,18.7,62.2,,61.8,0.0,0,2,27,0.0,0,47,0,9,97.9,46,25.5,12,47.8,15,0,74.5,35,127,21,2.3,14.1,2.76
Rakim Jarrett,129519,WR,MARYLAND,1,8.9,1,71.4,0.0,0,1,0,9.1,1,5,215,0,63.3,67.9,69.9,,68.0,0.0,0,0,26,0.0,0,44,0,10,97.7,43,34.1,15,92.9,14,0,65.9,29,105,49,4.9,10.5,2.44
