player,player_id,position,team_name,player_game_count,avg_depth_of_target,avoided_tackles,caught_percent,contested_catch_rate,contested_receptions,contested_targets,declined_penalties,drop_rate,drops,first_downs,franchise_id,fumbles,grades_hands_drop,grades_hands_fumble,grades_offense,grades_pass_block,grades_pass_route,inline_rate,inline_snaps,interceptions,longest,pass_block_rate,pass_blocks,pass_plays,penalties,receptions,route_rate,routes,slot_rate,slot_snaps,targeted_qb_rating,targets,touchdowns,wide_rate,wide_snaps,yards,yards_after_catch,yards_after_catch_per_reception,yards_per_reception,yprr
Nick Nash,98679,WR,S JOSE ST,1,10.8,4,89.5,66.7,4,6,0,0.0,0,11,285,1,84.7,24.7,90.6,,89.5,0.0,0,0,34,0.0,0,40,0,17,95.0,38,95.0,38,155.6,19,3,5.0,2,225,82,4.8,13.2,5.92
Tai Felton,144886,WR,MARYLAND,1,13.3,2,60.0,0.0,0,3,0,0.0,0,5,215,0,80.9,67.9,73.0,,73.5,0.0,0,0,37,0.0,0,44,0,9,97.7,43,25.0,11,106.8,15,1,75.0,33,117,50,5.6,13.0,2.72
Eli Stowers,147013,TE,VANDERBILT,1,9.3,2,64.3,0.0,0,3,1,0.0,0,5,333,0,80.1,67.5,76.8,67.8,79.5,25.0,10,0,19,2.5,1,40,1,9,92.5,37,72.5,29,112.2,14,1,2.5,1,110,55,6.1,12.2,2.97
Tetairoa McMillan,158735,WR,ARIZONA,1,11.4,4,78.6,60.0,3,5,0,0.0,0,4,109,0,81.5,68.2,73.8,,73.0,0.0,0,0,38,0.0,0,39,0,11,94.9,37,15.4,6,107.7,14,0,84.6,33,138,26,2.4,12.5,3.73
Travis Hunter,160766,CB,COLORADO,1,6.7,2,92.9,100.0,1,1,0,7.1,1,5,143,0,67.5,68.7,74.5,,75.1,0.0,0,0,21,0.0,0,45,2,13,93.3,42,2.2,1,136.0,14,2,97.8,44,100,26,2.0,7.7,2.38
Luke Wysong,146110,WR,NEW MEXICO,1,9.1,1,42.9,50.0,2,4,0,25.0,2,2,241,0,37.6,70.0,58.2,,55.2,6.1,3,1,21,0.0,0,49,1,6,85.7,42,44.9,22,25.0,14,0,49.0,24,57,15,2.5,9.5,1.36
Andrew Armstrong,160110,WR,ARKANSAS,1,11.2,1,61.5,50.0,1,2,0,11.1,1,6,111,0,58.9,67.1,81.8,,80.7,0.0,0,1,29,0.0,0,34,0,8,91.2,31,8.8,3,65.2,13,0,91.2,31,137,41,5.1,17.1,4.42
Skyler Bell,145163,WR,UCONN,1,11.8,2,53.8,50.0,2,4,0,0.0,0,3,146,0,78.5,66.7,72.3,37.0,73.2,3.2,1,1,22,9.7,3,31,0,7,87.1,27,38.7,12,33.5,13,0,54.8,17,58,18,2.6,8.3,2.15
Xzavier Henderson,124380,WR,CINCINNATI,1,10.9,2,69.2,,0,0,0,10.0,1,8,138,0,61.4,67.5,81.5,,80.6,0.0,0,0,21,0.0,0,33,0,9,97.0,32,0.0,0,94.4,13,0,100.0,33,108,27,3.0,12.0,3.38
Deion Burks,145107,WR,OKLAHOMA,1,8.3,2,58.3,50.0,1,2,0,12.5,1,6,261,0,58.9,67.1,69.2,,68.8,0.0,0,1,20,0.0,0,35,0,7,91.4,32,82.9,29,43.8,12,0,17.1,6,80,57,8.1,11.4,2.5
