player,player_id,position,team_name,player_game_count,avg_depth_of_target,avoided_tackles,caught_percent,contested_catch_rate,contested_receptions,contested_targets,declined_penalties,drop_rate,drops,first_downs,franchise_id,fumbles,grades_hands_drop,grades_hands_fumble,grades_offense,grades_pass_block,grades_pass_route,inline_rate,inline_snaps,interceptions,longest,pass_block_rate,pass_blocks,pass_plays,penalties,receptions,route_rate,routes,slot_rate,slot_snaps,targeted_qb_rating,targets,touchdowns,wide_rate,wide_snaps,yards,yards_after_catch,yards_after_catch_per_reception,yards_per_reception,yprr
Derwin Burgess Jr.,147111,WR,GA SOUTHRN,1,9.5,0,63.2,80.0,4,5,0,7.7,1,7,174,0,66.1,68.5,69.3,,67.8,0.0,0,1,35,0.0,0,60,0,12,93.3,56,10.0,6,58.9,19,0,90.0,54,119,49,4.1,9.9,2.13
Xavier Hutchinson,122518,WR,IOWA STATE,1,10.1,1,57.9,40.0,2,5,0,0.0,0,7,193,0,81.5,68.2,79.4,,78.9,0.0,0,1,24,0.0,0,37,0,11,97.3,36,32.4,12,67.4,19,1,67.6,25,98,26,2.4,8.9,2.72
Cedric Tillman,84434,WR,TENNESSEE,1,16.8,1,50.0,25.0,1,4,0,18.2,2,7,307,0,44.7,67.5,68.7,,67.9,0.0,0,0,61,0.0,0,51,0,9,98.0,50,13.7,7,99.8,18,1,86.3,44,162,54,6.0,18.0,3.24
Evan Hull,97302,HB,NWESTERN,1,2.2,6,82.4,0.0,0,2,0,0.0,0,8,256,0,83.3,33.8,71.3,30.7,91.0,0.0,0,0,39,4.3,2,47,0,14,91.5,43,14.9,7,138.4,17,1,4.3,2,213,177,12.6,15.2,4.95
Corey Crooms Jr.,97276,WR,W MICHIGAN,1,13.2,0,58.8,25.0,1,4,0,0.0,0,7,347,0,80.9,68.7,75.6,,76.9,0.0,0,0,20,0.0,0,50,0,10,94.0,47,76.0,38,95.7,17,1,22.0,11,102,9,0.9,10.2,2.17
Victor Tucker,61203,WR,CHARLOTTE,1,6.6,0,62.5,100.0,4,4,0,0.0,0,4,136,0,80.9,69.2,65.9,,67.2,0.0,0,0,19,0.0,0,48,0,10,89.6,43,91.7,44,111.2,16,2,8.3,4,67,23,2.3,6.7,1.56
Jalen Wayne,61640,WR,S ALABAMA,1,11.4,1,64.3,33.3,1,3,0,10.0,1,6,288,0,62.9,67.9,70.8,,70.9,0.0,0,0,18,0.0,0,43,0,9,93.0,40,23.3,10,107.7,14,1,76.7,33,95,62,6.9,10.6,2.38
Rashee Rice,97605,WR,SMU,1,12.2,2,64.3,100.0,2,2,0,0.0,0,6,287,1,80.1,18.7,90.2,,86.4,0.0,0,1,33,0.0,0,24,0,9,87.5,21,33.3,8,104.8,14,2,66.7,16,132,45,5.0,14.7,6.29
Jacob Cowing,100894,WR,ARIZONA,1,5.7,0,57.1,50.0,1,2,0,27.3,3,4,109,0,27.8,67.1,59.7,,59.5,0.0,0,1,10,0.0,0,48,0,8,100.0,48,77.1,37,57.4,14,1,20.8,10,46,49,6.1,5.8,0.96
Xavier Weaver,101130,WR,USF,1,13.6,3,50.0,25.0,1,4,0,12.5,1,4,327,0,56.4,69.8,69.4,,68.8,0.0,0,1,12,0.0,0,27,0,7,100.0,27,0.0,0,31.0,14,0,100.0,27,57,16,2.3,8.1,2.11
Malik Washington,97108,WR,NWESTERN,1,10.2,2,53.8,50.0,2,4,0,12.5,1,3,256,0,56.4,66.7,56.2,,57.6,1.9,1,1,14,0.0,0,52,1,7,90.4,47,84.6,44,31.2,13,0,13.5,7,51,31,4.4,7.3,1.09
Ali Jennings,145344,WR,DOMINION,1,20.2,1,61.5,,0,0,0,11.1,1,7,263,0,58.9,67.1,83.6,,81.8,0.0,0,1,44,0.0,0,36,0,8,97.2,35,13.9,5,113.0,13,3,86.1,31,200,40,5.0,25.0,5.71
