player,player_id,position,team_name,player_game_count,avg_depth_of_target,avoided_tackles,caught_percent,contested_catch_rate,contested_receptions,contested_targets,declined_penalties,drop_rate,drops,first_downs,franchise_id,fumbles,grades_hands_drop,grades_hands_fumble,grades_offense,grades_pass_block,grades_pass_route,inline_rate,inline_snaps,interceptions,longest,pass_block_rate,pass_blocks,pass_plays,penalties,receptions,route_rate,routes,slot_rate,slot_snaps,targeted_qb_rating,targets,touchdowns,wide_rate,wide_snaps,yards,yards_after_catch,yards_after_catch_per_reception,yards_per_reception,yprr
Taz Reddicks,173734,WR,OREGON ST,1,7.9,4,73.3,66.7,2,3,0,8.3,1,7,265,0,64.9,68.2,86.1,,84.5,0.0,0,0,37,0.0,0,38,0,11,94.7,36,94.7,36,107.1,15,0,5.3,2,158,91,8.3,14.4,4.39
Skyler Bell,145163,WR,UCONN,1,9.5,0,73.3,50.0,2,4,0,0.0,0,4,146,1,81.5,22.7,68.2,,68.1,0.0,0,0,27,0.0,0,47,0,11,93.6,44,40.4,19,91.8,15,0,55.3,26,103,35,3.2,9.4,2.34
Danny Scudero,170781,WR,S JOSE ST,1,14.1,4,50.0,50.0,1,2,0,12.5,1,4,285,1,58.9,17.6,62.8,,62.3,0.0,0,0,21,0.0,0,45,0,7,95.6,43,86.7,39,63.4,14,0,13.3,6,66,38,5.4,9.4,1.53
Pofele Ashlock,158166,WR,HAWAII,1,11.1,5,50.0,0.0,0,2,0,22.2,2,6,180,0,37.6,66.7,68.7,,68.0,0.0,0,0,47,0.0,0,52,0,7,94.2,49,88.5,46,120.5,14,2,11.5,6,125,55,7.9,17.9,2.55
Josh Cameron,144513,WR,BAYLOR,1,12.4,3,64.3,50.0,1,2,0,0.0,0,5,118,0,80.1,71.3,71.4,,71.3,0.0,0,0,48,0.0,0,60,0,9,91.7,55,0.0,0,140.2,14,2,100.0,60,151,45,5.0,16.8,2.75
Lewis Bond,143817,WR,BOSTON COL,1,3.3,2,78.6,,0,0,0,0.0,0,3,121,0,81.5,69.7,57.5,,58.5,0.0,0,0,19,0.0,0,49,0,11,93.9,46,59.2,29,93.5,14,0,40.8,20,90,55,5.0,8.2,1.96
Elijah Sarratt,159499,WR,INDIANA,1,12.6,2,69.2,50.0,2,4,0,10.0,1,7,190,0,61.0,67.5,81.1,,80.0,0.0,0,0,27,0.0,0,25,0,9,96.0,24,16.0,4,130.4,13,3,84.0,21,97,22,2.4,10.8,4.04
Javen Nicholas,157109,WR,CHARLOTTE,1,8.6,2,84.6,50.0,1,2,0,0.0,0,8,136,0,81.5,74.0,82.0,,79.5,0.0,0,0,20,0.0,0,39,0,11,97.4,38,87.2,34,105.8,13,0,12.8,5,122,42,3.8,11.1,3.21
Dalen Cobb,158341,WR,GA SOUTHRN,1,6.7,0,46.2,75.0,3,4,0,14.3,1,3,174,0,53.4,67.2,60.1,,61.9,0.0,0,1,17,0.0,0,34,0,6,91.2,31,58.8,20,53.0,13,1,41.2,14,59,25,4.2,9.8,1.9
Kevin Coleman Jr.,160756,WR,MISSOURI,1,7.1,6,83.3,50.0,1,2,0,0.0,0,6,229,0,80.9,72.3,87.2,62.1,85.4,0.0,0,0,50,2.7,1,37,0,10,97.3,36,91.9,34,138.2,12,1,5.4,2,126,63,6.3,12.6,3.5
