player,player_id,position,team_name,player_game_count,avg_depth_of_target,avoided_tackles,caught_percent,contested_catch_rate,contested_receptions,contested_targets,declined_penalties,drop_rate,drops,first_downs,franchise_id,fumbles,grades_hands_drop,grades_hands_fumble,grades_offense,grades_pass_block,grades_pass_route,inline_rate,inline_snaps,interceptions,longest,pass_block_rate,pass_blocks,pass_plays,penalties,receptions,route_rate,routes,slot_rate,slot_snaps,targeted_qb_rating,targets,touchdowns,wide_rate,wide_snaps,yards,yards_after_catch,yards_after_catch_per_reception,yards_per_reception,yprr
Jeremy Singleton,61289,WR,GA SOUTHRN,1,13.2,0,58.8,33.3,2,6,0,9.1,1,3,174,0,62.9,67.9,62.4,,63.4,0.0,0,1,42,0.0,0,46,0,10,93.5,43,4.3,2,59.2,17,0,93.5,43,133,23,2.3,13.3,3.09
Rashee Rice,97605,WR,SMU,1,7.8,6,76.5,100.0,1,1,0,0.0,0,4,287,0,82.7,68.7,82.0,,81.1,0.0,0,0,39,0.0,0,40,0,13,95.0,38,20.0,8,121.4,17,1,80.0,32,147,81,6.2,11.3,3.87
Tank Dell,78874,WR,HOUSTON,1,8.4,2,56.3,0.0,0,1,0,35.7,5,7,182,0,17.1,72.2,67.0,,66.4,0.0,0,0,33,0.0,0,57,0,9,98.2,56,80.7,46,111.7,16,1,19.3,11,161,78,8.7,17.9,2.88
Mac Hippenhammer,61591,WR,MIAMI OH,1,17.2,0,37.5,66.7,2,3,0,14.3,1,6,221,0,53.4,66.2,63.4,,62.9,0.0,0,1,18,0.0,0,54,0,6,96.3,52,5.6,3,24.5,16,0,94.4,51,66,20,3.3,11.0,1.27
Emeka Egbuka,145055,WR,OHIO STATE,1,7.8,1,60.0,50.0,2,4,0,10.0,1,7,260,0,61.0,73.1,70.6,,70.1,0.0,0,0,44,0.0,0,50,0,9,98.0,49,80.0,40,109.0,15,1,20.0,10,125,65,7.2,13.9,2.55
A.T. Perry,77975,WR,WAKE,1,15.8,0,53.3,57.1,4,7,0,0.0,0,5,339,0,79.3,67.1,69.4,,69.4,0.0,0,1,31,0.0,0,48,0,8,100.0,48,12.5,6,65.1,15,1,87.5,42,87,2,0.3,10.9,1.81
Jose Barbon,78032,WR,TEMPLE,1,8.6,4,86.7,100.0,1,1,0,0.0,0,10,306,0,82.7,68.7,80.6,,79.3,0.0,0,1,29,0.0,0,51,0,13,96.1,49,15.7,8,83.3,15,0,84.3,43,160,75,5.8,12.3,3.27
Brian Cobbs,84285,WR,UTAH ST,1,13.1,0,50.0,0.0,0,1,0,0.0,0,4,329,0,79.3,67.4,64.3,,64.2,0.0,0,2,21,0.0,0,52,0,7,88.5,46,7.7,4,26.5,14,0,90.4,47,75,15,2.1,10.7,1.63
Malachi Corley,66272,WR,W KENTUCKY,1,14.2,0,57.1,,0,0,0,11.1,1,6,346,0,58.9,69.8,70.2,,67.3,0.0,0,0,46,0.0,0,49,0,8,91.8,45,93.9,46,127.1,14,2,4.1,2,127,41,5.1,15.9,2.82
Troy Franklin,146567,WR,OREGON,1,9.1,1,57.1,50.0,1,2,1,0.0,0,6,264,0,79.3,67.1,62.4,,65.0,0.0,0,0,18,0.0,0,44,1,8,95.5,42,40.9,18,96.7,14,1,59.1,26,78,26,3.3,9.8,1.86
David Martin-Robinson,77892,TE,TEMPLE,1,10.9,2,64.3,60.0,3,5,0,0.0,0,5,306,0,80.9,67.9,70.3,74.1,72.2,60.3,38,0,18,11.1,7,63,0,9,87.3,55,38.1,24,107.1,14,1,0.0,0,93,47,5.2,10.3,1.69
Jared Wayne,99691,WR,PITTSBURGH,1,11.2,5,84.6,0.0,0,1,0,0.0,0,9,268,1,81.5,21.6,92.2,,91.8,7.1,2,0,66,0.0,0,28,0,11,100.0,28,32.1,9,158.3,13,3,60.7,17,205,101,9.2,18.6,7.32
Josh Downs,122832,WR,N CAROLINA,1,9.9,1,46.2,0.0,0,2,0,0.0,0,2,245,0,77.5,72.9,54.9,,55.6,1.7,1,0,15,0.0,0,60,0,6,95.0,57,85.0,51,56.9,13,0,10.0,6,51,20,3.3,8.5,0.89
Rivaldo Fairweather,123625,TE,FIU,1,11.2,3,61.5,71.4,5,7,0,11.1,1,8,166,0,58.9,67.1,94.2,75.3,93.5,85.4,41,2,75,25.0,12,48,0,8,75.0,36,8.3,4,103.4,13,3,6.3,3,156,80,10.0,19.5,4.33
