player,player_id,position,team_name,player_game_count,avg_depth_of_target,avoided_tackles,caught_percent,contested_catch_rate,contested_receptions,contested_targets,declined_penalties,drop_rate,drops,first_downs,franchise_id,fumbles,grades_hands_drop,grades_hands_fumble,grades_offense,grades_pass_block,grades_pass_route,inline_rate,inline_snaps,interceptions,longest,pass_block_rate,pass_blocks,pass_plays,penalties,receptions,route_rate,routes,slot_rate,slot_snaps,targeted_qb_rating,targets,touchdowns,wide_rate,wide_snaps,yards,yards_after_catch,yards_after_catch_per_reception,yards_per_reception,yprr
Corey Sutton,61123,WR,APP STATE,1,14.0,1,58.8,60.0,3,5,0,9.1,1,8,108,0,63.3,67.9,80.5,,79.7,0.0,0,1,37,0.0,0,45,0,10,86.7,39,0.0,0,77.3,17,1,100.0,45,127,19,1.9,12.7,3.26
Ty Fryfogle,61321,WR,INDIANA,1,11.1,0,62.5,66.7,2,3,0,16.7,2,9,190,0,47.1,67.9,71.9,,71.3,0.0,0,0,17,0.0,0,54,0,10,94.4,51,79.6,43,79.7,16,0,20.4,11,98,16,1.6,9.8,1.92
Emeka Emezie,61517,WR,NC STATE,1,4.7,2,93.3,100.0,1,1,0,0.0,0,8,248,0,83.3,69.0,78.5,,79.9,0.0,0,0,17,0.0,0,46,1,14,89.1,41,0.0,0,121.1,15,1,100.0,46,116,61,4.4,8.3,2.83
Kendric Pryor,40408,WR,WISCONSIN,1,9.3,1,42.9,0.0,0,1,0,0.0,0,5,349,0,77.5,66.2,73.4,,72.9,0.0,0,3,22,0.0,0,38,0,6,94.7,36,7.9,3,42.6,14,1,92.1,35,69,28,4.7,11.5,1.92
Kalil Pimpleton,61799,WR,C MICHIGAN,1,18.8,0,61.5,75.0,3,4,1,0.0,0,4,134,0,79.3,73.9,64.9,,68.2,2.0,1,0,38,0.0,0,50,1,8,98.0,49,86.0,43,90.9,13,0,12.0,6,117,11,1.4,14.6,2.39
Justyn Ross,78021,WR,CLEMSON,1,10.5,1,61.5,0.0,0,1,0,0.0,0,3,140,0,79.3,67.1,70.2,,71.6,0.0,0,0,32,0.0,0,30,0,8,93.3,28,90.0,27,117.6,13,2,10.0,3,77,33,4.1,9.6,2.75
Dontayvion Wicks,99711,WR,VIRGINIA,1,17.9,0,61.5,75.0,3,4,1,0.0,0,6,335,0,79.3,67.1,73.9,,72.9,0.0,0,0,22,0.0,0,45,1,8,95.6,43,13.3,6,115.5,13,1,86.7,39,114,6,0.8,14.3,2.65
Drake London,86519,WR,USC,1,11.0,4,76.9,50.0,1,2,0,16.7,2,5,326,0,49.5,68.2,73.8,,73.0,0.0,0,0,32,0.0,0,55,0,10,89.1,49,5.5,3,118.3,13,0,94.5,52,165,43,4.3,16.5,3.37
Dante Cephas,97665,WR,KENT STATE,1,8.5,0,83.3,66.7,4,6,1,0.0,0,6,201,0,80.9,67.9,74.2,,76.8,0.0,0,0,40,0.0,0,47,2,10,87.2,41,2.1,1,146.5,12,1,97.9,46,151,54,5.4,15.1,3.68
Jarrin Pierce,100875,WR,MIDDLE TN,1,7.2,2,83.3,100.0,1,1,0,9.1,1,5,224,0,62.9,67.9,66.3,,65.9,0.0,0,0,21,0.0,0,40,0,10,92.5,37,97.5,39,126.4,12,1,2.5,1,92,51,5.1,9.2,2.49
