player,player_id,position,team_name,player_game_count,avg_depth_of_target,avoided_tackles,caught_percent,contested_catch_rate,contested_receptions,contested_targets,declined_penalties,drop_rate,drops,first_downs,franchise_id,fumbles,grades_hands_drop,grades_hands_fumble,grades_offense,grades_pass_block,grades_pass_route,inline_rate,inline_snaps,interceptions,longest,pass_block_rate,pass_blocks,pass_plays,penalties,receptions,route_rate,routes,slot_rate,slot_snaps,targeted_qb_rating,targets,touchdowns,wide_rate,wide_snaps,yards,yards_after_catch,yards_after_catch_per_reception,yards_per_reception,yprr
John Metchie III,97400,WR,ALABAMA,1,10.9,1,59.1,40.0,2,5,0,7.1,1,6,103,0,69.9,69.6,71.9,,71.6,0.0,0,1,27,0.0,0,64,0,13,95.3,61,25.0,16,60.8,22,0,73.4,47,150,69,5.3,11.5,2.46
LaJohntay Wester,123616,WR,FAU,1,3.4,2,82.4,,0,0,0,6.7,1,6,165,0,68.7,74.2,74.5,,73.5,0.0,0,1,30,0.0,0,43,0,14,100.0,43,74.4,32,65.4,17,0,25.6,11,95,76,5.4,6.8,2.21
Jayshon Jackson,78041,WR,BALL ST,1,11.8,0,56.3,40.0,2,5,0,0.0,0,5,117,0,80.1,67.5,83.1,,82.3,0.0,0,0,32,0.0,0,33,0,9,97.0,32,48.5,16,96.6,16,1,51.5,17,103,34,3.8,11.4,3.22
Garrett Wilson,97405,WR,OHIO STATE,1,9.3,2,62.5,66.7,4,6,0,0.0,0,6,260,0,80.9,67.9,79.1,,77.7,0.0,0,0,25,0.0,0,54,0,10,96.3,52,11.1,6,106.0,16,1,88.9,48,119,32,3.2,11.9,2.29
Grant DuBose,111276,WR,CHARLOTTE,1,14.1,1,60.0,50.0,2,4,0,10.0,1,5,136,0,61.0,67.5,65.9,,65.9,0.0,0,0,32,0.0,0,45,0,9,95.6,43,8.9,4,100.4,15,1,91.1,41,94,25,2.8,10.4,2.19
Skyy Moore,97116,WR,W MICHIGAN,1,11.9,5,80.0,0.0,0,1,0,0.0,0,9,347,0,82.2,68.9,94.2,,93.9,0.0,0,0,50,0.0,0,30,0,12,93.3,28,20.0,6,158.3,15,4,80.0,24,206,107,8.9,17.2,7.36
Mitchell Tinsley,123470,WR,W KENTUCKY,1,13.9,2,60.0,0.0,0,3,0,0.0,0,4,346,0,80.9,67.9,74.8,,72.7,0.0,0,0,13,0.0,0,50,0,9,96.0,48,4.0,2,75.4,15,0,96.0,48,84,13,1.4,9.3,1.75
Charleston Rambo,61569,WR,MIAMI FL,1,13.1,0,53.3,33.3,1,3,0,0.0,0,5,220,0,79.3,67.1,74.3,,73.5,0.0,0,0,44,0.0,0,50,0,8,94.0,47,10.0,5,114.2,15,2,90.0,45,101,42,5.3,12.6,2.15
Mac Hippenhammer,61591,WR,MIAMI OH,1,17.5,1,46.7,25.0,1,4,0,22.2,2,5,221,0,37.6,66.7,62.5,64.5,62.0,1.8,1,0,39,1.8,1,55,0,7,89.1,49,1.8,1,67.4,15,0,96.4,53,95,29,4.1,13.6,1.94
Dontario Drummond,98738,WR,OLE MISS,1,0.3,4,92.9,100.0,1,1,0,0.0,0,7,226,0,82.7,69.9,72.2,,75.2,2.6,1,0,34,0.0,0,38,0,13,97.4,37,92.1,35,107.1,14,0,0.0,0,136,156,12.0,10.5,3.68
