player,player_id,position,team_name,player_game_count,avg_depth_of_target,avoided_tackles,caught_percent,contested_catch_rate,contested_receptions,contested_targets,declined_penalties,drop_rate,drops,first_downs,franchise_id,fumbles,grades_hands_drop,grades_hands_fumble,grades_offense,grades_pass_block,grades_pass_route,inline_rate,inline_snaps,interceptions,longest,pass_block_rate,pass_blocks,pass_plays,penalties,receptions,route_rate,routes,slot_rate,slot_snaps,targeted_qb_rating,targets,touchdowns,wide_rate,wide_snaps,yards,yards_after_catch,yards_after_catch_per_reception,yards_per_reception,yprr
Na'eem Abdul-Rahim Gladding,190053,WR,DOMINION,1,14.9,0,47.1,50.0,1,2,0,0.0,0,7,263,0,79.3,67.1,72.9,,72.9,0.0,0,1,19,0.0,0,48,0,8,95.8,46,89.6,43,62.1,17,1,6.3,3,105,30,3.8,13.1,2.28
Eric McAlister,145976,WR,TCU,1,10.8,2,52.9,60.0,3,5,1,10.0,1,7,305,1,61.0,18.7,66.6,,67.6,0.0,0,0,28,0.0,0,44,1,9,93.2,41,27.3,12,94.0,17,1,72.7,32,115,70,7.8,12.8,2.8
Chauncy Cobb,172187,WR,ARK STATE,1,3.1,2,85.7,100.0,1,1,0,0.0,0,7,113,0,82.2,68.5,75.4,,75.2,2.5,1,1,12,0.0,0,40,0,12,92.5,37,92.5,37,61.0,14,0,5.0,2,81,56,4.7,6.8,2.19
Parker Kingston,163251,WR,BYU,1,14.1,0,53.8,50.0,1,2,0,12.5,1,6,128,0,56.4,68.8,74.1,,74.6,0.0,0,0,45,0.0,0,36,1,7,100.0,36,61.1,22,129.2,13,2,38.9,14,133,30,4.3,19.0,3.69
Jaden Barnes,173738,WR,APP STATE,1,7.5,1,69.2,0.0,0,1,0,10.0,1,4,108,0,61.0,67.5,62.2,,61.8,0.0,0,0,18,0.0,0,52,0,9,92.3,48,78.8,41,104.6,13,1,19.2,10,60,23,2.6,6.7,1.25
Germie Bernard,158374,WR,ALABAMA,1,14.2,0,38.5,40.0,2,5,0,16.7,1,5,103,0,49.8,69.1,56.4,,56.2,0.0,0,0,23,0.0,0,51,0,5,94.1,48,37.3,19,77.1,13,1,60.8,31,54,39,7.8,10.8,1.13
Kajiya Hollawayne,146386,WR,TEMPLE,1,10.7,0,76.9,50.0,1,2,0,0.0,0,6,306,0,80.9,67.9,79.3,,79.4,0.0,0,0,24,0.0,0,39,0,10,97.4,38,5.1,2,133.0,13,3,94.9,37,85,4,0.4,8.5,2.24
Donovan Faupel,175668,WR,NEW MEX ST,1,10.7,0,76.9,0.0,0,1,0,0.0,0,6,242,0,80.9,67.9,75.0,,74.1,0.0,0,1,17,0.0,0,32,0,10,96.9,31,3.1,1,86.7,13,1,96.9,31,84,15,1.5,8.4,2.71
Denzel Boston,162481,WR,WASHINGTON,1,11.0,3,76.9,100.0,1,1,0,0.0,0,9,340,0,80.9,68.0,89.1,,86.8,0.0,0,0,28,0.0,0,35,0,10,94.3,33,17.1,6,140.9,13,1,82.9,29,153,88,8.8,15.3,4.64
Ronnel Johnson,178430,WR,MO STATE,1,12.4,0,50.0,33.3,1,3,0,14.3,1,4,230,0,53.4,70.8,59.9,,59.7,0.0,0,1,35,0.0,0,43,0,6,95.3,41,76.7,33,71.2,12,1,23.3,10,99,17,2.8,16.5,2.41
Ryan Wingo,184520,WR,TEXAS,1,15.1,3,41.7,0.0,0,3,0,28.6,2,4,311,0,29.1,65.7,64.4,,64.3,0.0,0,0,62,0.0,0,49,0,5,93.9,46,32.7,16,88.9,12,0,65.3,32,184,129,25.8,36.8,4.0
Nik McMillan,157951,WR,BUFFALO,1,16.3,1,66.7,50.0,1,2,0,11.1,1,5,126,0,58.9,67.1,72.4,,71.9,0.0,0,2,52,0.0,0,44,0,8,93.2,41,2.3,1,70.1,12,0,97.7,43,177,51,6.4,22.1,4.32
Cam Vaughn,170441,WR,W VIRGINIA,1,15.1,3,50.0,33.3,1,3,0,0.0,0,4,343,0,77.5,67.0,69.4,,69.3,0.0,0,0,29,0.0,0,44,0,6,95.5,42,20.5,9,73.3,12,0,79.5,35,85,37,6.2,14.2,2.02
Wyatt Young,190632,WR,N TEXAS,1,5.0,5,75.0,,0,0,0,18.2,2,6,251,0,44.7,67.5,74.7,,74.6,2.3,1,0,70,0.0,0,44,0,9,100.0,44,93.2,41,144.4,12,1,2.3,1,190,138,15.3,21.1,4.32
Nick Marsh,183541,WR,MICH STATE,1,11.4,2,50.0,0.0,0,1,0,14.3,1,3,223,0,53.4,66.2,64.1,,63.8,0.0,0,0,24,0.0,0,44,0,6,90.9,40,9.1,4,69.8,12,0,90.9,40,75,2,0.3,12.5,1.88
Junior Vandeross III,163156,WR,TOLEDO,1,9.3,1,58.3,,0,0,0,22.2,2,3,316,0,38.0,66.7,57.3,,57.8,0.0,0,0,24,0.0,0,46,0,7,95.7,44,97.8,45,96.5,12,1,2.2,1,52,21,3.0,7.4,1.18
Isaiah Sategna III,163642,WR,OKLAHOMA,1,15.2,1,54.5,25.0,1,4,0,0.0,0,3,261,0,77.5,22.0,66.7,,66.1,0.0,0,0,76,0.0,0,41,0,6,87.8,36,97.6,40,127.5,11,1,2.4,1,131,80,13.3,21.8,3.64
Josiah Freeman,163398,WR,FRESNO ST,1,15.4,0,27.3,25.0,1,4,0,0.0,0,2,169,0,73.1,64.1,60.3,,59.9,0.0,0,1,12,0.0,0,37,0,3,94.6,35,13.5,5,1.7,11,0,86.5,32,26,4,1.3,8.7,0.74
Ted Hurst,187922,WR,GA STATE,1,15.2,2,45.5,20.0,1,5,0,0.0,0,4,175,0,76.3,65.7,79.7,,77.4,0.0,0,1,70,0.0,0,37,0,5,91.9,34,29.7,11,83.3,11,2,70.3,26,110,69,13.8,22.0,3.24
Marlion Jackson,162957,WR,LA TECH,1,10.0,3,54.5,,0,0,0,14.3,1,4,208,0,53.4,66.2,69.2,,68.7,0.0,0,0,41,0.0,0,50,0,6,98.0,49,56.0,28,86.6,11,0,44.0,22,103,49,8.2,17.2,2.1
Ryan Williams,191142,WR,ALABAMA,1,16.2,2,63.6,0.0,0,1,0,12.5,1,4,103,0,56.4,66.7,64.0,,63.6,2.2,1,0,25,0.0,0,45,0,7,95.6,43,75.6,34,82.4,11,0,22.2,10,72,20,2.9,10.3,1.67
Skyler Bell,145163,WR,UCONN,1,6.3,2,72.7,100.0,2,2,0,11.1,1,5,146,0,58.9,67.1,69.6,,68.9,0.0,0,0,80,0.0,0,46,0,8,97.8,45,41.3,19,145.1,11,1,58.7,27,158,107,13.4,19.8,3.51
Chase Hendricks,171348,WR,OHIO,1,14.0,0,81.8,50.0,1,2,0,0.0,0,6,259,0,80.1,67.5,81.5,,81.2,0.0,0,2,28,0.0,0,39,0,9,87.2,34,82.1,32,111.0,11,2,17.9,7,117,23,2.6,13.0,3.44
Cole Weaver,171295,WR,MIAMI OH,1,10.6,3,81.8,100.0,1,1,0,0.0,0,6,221,0,80.1,67.5,78.3,,77.2,0.0,0,0,21,0.0,0,33,0,9,100.0,33,15.2,5,103.0,11,0,84.8,28,96,27,3.0,10.7,2.91
Kanen Hamlett,157546,TE,APP STATE,1,7.5,0,54.5,,0,0,0,25.0,2,3,108,0,33.4,66.2,57.8,40.4,62.2,64.1,25,1,35,12.8,5,39,1,6,79.5,31,20.5,8,67.2,11,1,15.4,6,72,29,4.8,12.0,2.32
Alex Perry,158184,WR,FIU,1,12.3,1,63.6,50.0,1,2,0,12.5,1,3,166,0,56.4,66.7,63.2,,63.0,0.0,0,0,35,0.0,0,32,0,7,93.8,30,28.1,9,83.5,11,0,71.9,23,75,25,3.6,10.7,2.5
Hank Beatty,158198,WR,ILLINOIS,1,12.8,1,54.5,50.0,2,4,0,0.0,0,4,187,0,77.5,66.2,69.8,,69.6,0.0,0,2,25,0.0,0,30,0,6,93.3,28,70.0,21,35.6,11,0,20.0,6,73,26,4.3,12.2,2.61
Tanner Koziol,156895,TE,HOUSTON,1,11.2,0,70.0,100.0,3,3,0,12.5,1,5,182,0,56.4,66.7,78.1,71.3,86.0,40.0,10,0,32,12.0,3,25,0,7,84.0,21,52.0,13,135.4,10,1,4.0,1,100,45,6.4,14.3,4.76
Corey Rucker,121539,WR,ARK STATE,1,12.1,1,50.0,0.0,0,1,0,16.7,1,4,113,0,49.8,65.7,63.9,,62.6,0.0,0,0,31,0.0,0,45,0,5,88.9,40,8.9,4,75.8,10,0,91.1,41,77,34,6.8,15.4,1.93
Marcel Williams,184707,WR,AKRON,1,7.4,0,60.0,0.0,0,1,0,14.3,1,3,102,0,56.4,66.7,65.9,,65.7,0.0,0,0,32,0.0,0,36,0,6,91.7,33,2.8,1,82.9,10,0,97.2,35,74,31,5.2,12.3,2.24
Caleb Douglas,157740,WR,TEXAS TECH,1,17.8,1,50.0,0.0,0,2,0,0.0,0,4,315,0,77.5,66.2,72.0,,71.6,0.0,0,0,42,0.0,0,37,0,5,89.2,33,27.0,10,117.9,10,1,73.0,27,98,37,7.4,19.6,2.97
