player,player_id,position,team_name,player_game_count,avg_depth_of_target,avoided_tackles,caught_percent,contested_catch_rate,contested_receptions,contested_targets,declined_penalties,drop_rate,drops,first_downs,franchise_id,fumbles,grades_hands_drop,grades_hands_fumble,grades_offense,grades_pass_block,grades_pass_route,inline_rate,inline_snaps,interceptions,longest,pass_block_rate,pass_blocks,pass_plays,penalties,receptions,route_rate,routes,slot_rate,slot_snaps,targeted_qb_rating,targets,touchdowns,wide_rate,wide_snaps,yards,yards_after_catch,yards_after_catch_per_reception,yards_per_reception,yprr
Jacob De Jesus,174068,WR,CAL,1,5.3,0,70.6,33.3,1,3,0,14.3,2,5,130,0,52.0,72.8,69.1,,69.7,0.0,0,0,23,0.0,0,45,0,12,95.6,43,60.0,27,106.5,17,1,37.8,17,106,55,4.6,8.8,2.47
Jordyn Tyson,157690,WR,ARIZONA ST,1,13.9,1,62.5,50.0,1,2,0,0.0,0,4,110,0,80.9,68.7,66.8,,67.3,0.0,0,0,33,0.0,0,53,0,10,94.3,50,18.9,10,102.3,16,1,81.1,43,105,29,2.9,10.5,2.1
Braylon Staley,184893,WR,TENNESSEE,1,10.3,0,66.7,0.0,0,1,0,9.1,1,5,307,0,62.9,67.9,66.8,,67.8,0.0,0,0,30,0.0,0,56,2,10,87.5,49,92.9,52,105.4,15,1,7.1,4,92,26,2.6,9.2,1.88
Cooper Barkate,159333,WR,DUKE,1,6.4,1,92.9,,0,0,0,0.0,0,8,154,0,83.3,69.0,87.3,,85.0,0.0,0,0,35,0.0,0,40,0,13,95.0,38,22.5,9,117.9,14,0,77.5,31,172,90,6.9,13.2,4.53
Shaleak Knotts,162798,WR,MARYLAND,1,12.8,2,21.4,0.0,0,4,0,25.0,1,2,215,0,39.5,64.1,54.3,,54.6,0.0,0,0,32,0.0,0,54,0,3,94.4,51,9.3,5,43.2,14,0,90.7,49,54,39,13.0,18.0,1.06
Nik McMillan,157951,WR,BUFFALO,1,7.8,1,76.9,100.0,4,4,0,0.0,0,8,126,0,81.5,68.2,76.1,,75.4,0.0,0,0,22,0.0,0,65,0,10,92.3,60,9.2,6,104.3,13,0,90.8,59,119,41,4.1,11.9,1.98
Skyler Bell,145163,WR,UCONN,1,8.8,1,76.9,0.0,0,1,0,0.0,0,4,146,0,80.9,68.7,75.4,,79.5,0.0,0,0,38,0.0,0,36,2,10,91.7,33,47.2,17,131.9,13,1,47.2,17,125,97,9.7,12.5,3.79
Corey Rucker,121539,WR,ARK STATE,1,10.5,1,61.5,75.0,3,4,0,11.1,1,1,113,0,58.9,67.1,55.7,,55.6,0.0,0,1,9,0.0,0,49,0,8,93.9,46,8.2,4,39.9,13,0,91.8,45,58,12,1.5,7.3,1.26
Victor Snow,158249,WR,BUFFALO,1,15.9,3,61.5,0.0,0,2,0,0.0,0,5,126,0,79.3,68.2,71.4,,69.7,0.0,0,1,37,0.0,0,63,0,8,92.1,58,95.2,60,96.8,13,2,4.8,3,112,44,5.5,14.0,1.93
Michael Trigg,146410,TE,BAYLOR,1,12.0,3,25.0,25.0,1,4,0,40.0,2,2,118,0,21.7,64.1,51.9,68.7,53.4,15.1,8,1,36,3.8,2,53,0,3,86.8,46,71.7,38,11.8,12,0,11.3,6,56,30,10.0,18.7,1.22
Jeremiah Smith,183710,WR,OHIO STATE,1,15.1,1,75.0,0.0,0,3,1,0.0,0,5,260,0,80.1,67.5,74.7,,73.7,0.0,0,0,26,0.0,0,40,1,9,100.0,40,15.0,6,98.3,12,0,85.0,34,97,22,2.4,10.8,2.43
Ja'Kobi Lane,176638,WR,USC,1,14.0,3,50.0,20.0,1,5,0,14.3,1,4,326,0,56.4,66.7,65.8,,68.5,0.0,0,1,59,0.0,0,50,0,6,88.0,44,30.0,15,75.3,12,1,70.0,35,111,41,6.8,18.5,2.52
