player,player_id,position,team_name,player_game_count,avg_depth_of_target,avoided_tackles,caught_percent,contested_catch_rate,contested_receptions,contested_targets,declined_penalties,drop_rate,drops,first_downs,franchise_id,fumbles,grades_hands_drop,grades_hands_fumble,grades_offense,grades_pass_block,grades_pass_route,inline_rate,inline_snaps,interceptions,longest,pass_block_rate,pass_blocks,pass_plays,penalties,receptions,route_rate,routes,slot_rate,slot_snaps,targeted_qb_rating,targets,touchdowns,wide_rate,wide_snaps,yards,yards_after_catch,yards_after_catch_per_reception,yards_per_reception,yprr
Dalton Kincaid,91791,TE,UTAH,1,8.0,4,100.0,100.0,2,2,0,0.0,0,12,328,0,84.2,69.5,93.6,76.2,92.8,41.5,22,0,30,5.7,3,53,0,16,83.0,44,47.2,25,139.6,16,1,11.3,6,234,109,6.8,14.6,5.32
Jayshon Jackson,78041,WR,BALL ST,1,4.9,3,66.7,0.0,0,3,0,0.0,0,4,117,0,80.9,72.1,72.2,,69.2,0.0,0,0,18,0.0,0,40,0,10,95.0,38,57.5,23,77.6,15,0,42.5,17,72,67,6.7,7.2,1.89
Marvin Mims Jr.,122937,WR,OKLAHOMA,1,12.6,0,60.0,0.0,0,1,0,10.0,1,6,261,0,61.4,71.6,66.6,,65.4,0.0,0,1,32,0.0,0,46,0,9,97.8,45,8.7,4,53.8,15,0,91.3,42,106,53,5.9,11.8,2.36
Charlie Jones,55038,WR,PURDUE,1,7.7,1,80.0,66.7,4,6,0,7.7,1,6,273,0,66.1,71.7,73.2,,72.4,0.0,0,0,31,0.0,0,52,0,12,96.2,50,15.4,8,142.9,15,2,84.6,44,132,48,4.0,11.0,2.64
Amare Jones,77742,WR,GA SOUTHRN,1,11.6,2,50.0,33.3,1,3,0,12.5,1,4,174,0,56.4,71.3,71.9,,68.3,0.0,0,0,75,0.0,0,47,0,7,97.9,46,87.2,41,132.1,14,2,12.8,6,164,120,17.1,23.4,3.57
Quentin Johnston,123085,WR,TCU,1,14.9,3,57.1,25.0,1,4,0,0.0,0,7,305,0,80.1,67.5,87.1,,86.3,0.0,0,0,48,0.0,0,43,0,8,93.0,40,16.3,7,125.6,14,1,83.7,36,180,83,10.4,22.5,4.5
Kris Thornton,61795,WR,JAMES MAD,1,18.3,0,35.7,16.7,1,6,0,16.7,1,4,197,0,49.8,65.7,67.7,,66.4,0.0,0,1,51,0.0,0,53,0,5,98.1,52,88.7,47,39.6,14,0,11.3,6,126,47,9.4,25.2,2.42
Xavier Hutchinson,122518,WR,IOWA STATE,1,16.5,2,76.9,100.0,2,2,0,0.0,0,9,193,0,80.9,67.9,86.5,,84.7,0.0,0,0,27,0.0,0,29,0,10,96.6,28,20.7,6,115.5,13,0,79.3,23,154,36,3.6,15.4,5.5
Caullin Lacy,121426,WR,S ALABAMA,1,4.2,1,92.3,100.0,1,1,0,0.0,0,6,288,0,82.2,71.3,84.2,,83.1,0.0,0,0,44,0.0,0,32,0,12,100.0,32,71.9,23,134.9,13,1,28.1,9,133,79,6.6,11.1,4.16
Elijah Cooks,61501,WR,S JOSE ST,1,20.8,0,46.2,33.3,2,6,0,25.0,2,5,285,0,33.4,66.2,66.4,,65.9,0.0,0,0,39,0.0,0,54,0,6,96.3,52,18.5,10,109.1,13,1,81.5,44,134,5,0.8,22.3,2.58
Isaiah Winstead,91115,WR,E CAROLINA,1,12.7,1,69.2,50.0,1,2,0,0.0,0,7,156,1,80.1,18.7,76.3,,75.8,0.0,0,0,30,0.0,0,41,0,9,90.2,37,7.3,3,134.8,13,1,92.7,38,154,57,6.3,17.1,4.16
Trey Palmer,99248,WR,NEBRASKA,1,22.5,3,53.8,0.0,0,3,0,12.5,1,6,238,0,56.4,67.8,90.0,,86.0,0.0,0,1,72,0.0,0,33,0,7,97.0,32,84.8,28,106.6,13,2,15.2,5,237,105,15.0,33.9,7.41
Jordan Addison,123000,WR,USC,1,17.3,0,58.3,50.0,1,2,0,0.0,0,5,326,0,78.5,71.2,82.0,,80.7,0.0,0,0,30,0.0,0,29,0,7,96.6,28,27.6,8,115.3,12,1,65.5,19,106,65,9.3,15.1,3.79
Colbie Young,162739,WR,MIAMI FL,1,13.5,0,75.0,75.0,3,4,0,0.0,0,3,220,0,80.1,67.5,66.8,,69.4,0.0,0,0,37,0.0,0,46,0,9,91.3,42,26.1,12,130.6,12,1,73.9,34,110,23,2.6,12.2,2.62
Malachi Corley,66272,WR,W KENTUCKY,1,8.3,0,83.3,,0,0,0,0.0,0,6,346,0,80.9,67.9,72.9,,71.8,0.0,0,0,47,0.0,0,36,0,10,100.0,36,83.3,30,129.2,12,1,16.7,6,100,38,3.8,10.0,2.78
Smoke Harris,78918,WR,LA TECH,1,4.7,6,83.3,50.0,1,2,0,0.0,0,6,208,0,81.5,68.7,81.5,68.1,80.0,0.0,0,0,74,2.9,1,35,0,10,91.4,32,82.9,29,118.8,12,0,11.4,4,156,125,12.5,15.6,4.88
