player,player_id,position,team_name,player_game_count,avg_depth_of_target,avoided_tackles,caught_percent,contested_catch_rate,contested_receptions,contested_targets,declined_penalties,drop_rate,drops,first_downs,franchise_id,fumbles,grades_hands_drop,grades_hands_fumble,grades_offense,grades_pass_block,grades_pass_route,inline_rate,inline_snaps,interceptions,longest,pass_block_rate,pass_blocks,pass_plays,penalties,receptions,route_rate,routes,slot_rate,slot_snaps,targeted_qb_rating,targets,touchdowns,wide_rate,wide_snaps,yards,yards_after_catch,yards_after_catch_per_reception,yards_per_reception,yprr
Charlie Jones,55038,WR,PURDUE,1,11.6,0,66.7,50.0,3,6,0,0.0,0,8,273,0,82.2,74.5,75.0,,78.3,0.0,0,0,30,0.0,0,57,1,12,91.2,52,0.0,0,111.6,18,1,100.0,57,153,51,4.3,12.8,2.94
Bryce Ford-Wheaton,78127,WR,W VIRGINIA,1,14.3,0,56.3,71.4,5,7,0,18.2,2,7,343,0,44.3,67.5,79.6,,80.7,0.0,0,1,22,0.0,0,41,0,9,100.0,41,0.0,0,87.8,16,2,100.0,41,97,26,2.9,10.8,2.37
Zay Flowers,97268,WR,BOSTON COL,1,11.4,2,66.7,50.0,1,2,0,0.0,0,6,121,1,80.9,25.7,73.0,,70.6,0.0,0,2,31,0.0,0,48,0,10,93.8,45,43.8,21,90.1,15,2,56.3,27,117,68,6.8,11.7,2.6
Isaiah Williams,97156,WR,ILLINOIS,1,8.4,5,60.0,50.0,1,2,0,18.2,2,8,187,0,47.1,72.3,81.7,,80.8,0.0,0,1,20,0.0,0,32,0,9,93.8,30,90.6,29,77.6,15,1,9.4,3,112,102,11.3,12.4,3.73
Cam Camper,156414,WR,INDIANA,1,9.5,0,66.7,50.0,1,2,0,9.1,1,5,190,1,62.9,19.7,69.4,,68.0,0.0,0,0,40,0.0,0,52,0,10,98.1,51,13.5,7,98.5,15,0,86.5,45,147,49,4.9,14.7,2.88
Zakhari Franklin,97620,WR,UTSA,1,4.5,5,66.7,33.3,1,3,0,16.7,2,6,331,0,47.1,67.9,66.5,,66.0,0.0,0,0,24,0.0,0,54,0,10,94.4,51,22.2,12,85.4,15,0,77.8,42,100,56,5.6,10.0,1.96
Tyrese Chambers,109628,WR,FIU,1,9.1,2,57.1,50.0,1,2,0,20.0,2,7,166,0,41.6,71.1,66.3,,65.8,0.0,0,0,19,0.0,0,60,0,8,86.7,52,0.0,0,114.9,14,2,100.0,60,86,48,6.0,10.8,1.65
Kris Thornton,61795,WR,JAMES MAD,1,12.1,0,78.6,100.0,2,2,0,0.0,0,8,197,0,81.5,69.1,86.8,,86.7,0.0,0,0,35,0.0,0,32,1,11,100.0,32,78.1,25,149.4,14,3,21.9,7,145,51,4.6,13.2,4.53
JuanCarlos Santana,78056,WR,TULSA,1,11.7,2,50.0,50.0,3,6,0,12.5,1,4,320,0,56.4,66.7,60.2,,59.8,0.0,0,0,41,0.0,0,63,0,7,92.1,58,1.6,1,97.9,14,1,98.4,62,102,23,3.3,14.6,1.76
Keylon Stokes,65080,WR,TULSA,1,10.2,3,84.6,66.7,2,3,0,0.0,0,7,320,1,81.5,21.9,73.3,,72.7,0.0,0,0,33,0.0,0,60,0,11,90.0,54,100.0,60,144.4,13,1,0.0,0,169,66,6.0,15.4,3.13
