player,player_id,position,team_name,player_game_count,avg_depth_of_target,avoided_tackles,caught_percent,contested_catch_rate,contested_receptions,contested_targets,declined_penalties,drop_rate,drops,first_downs,franchise_id,fumbles,grades_hands_drop,grades_hands_fumble,grades_offense,grades_pass_block,grades_pass_route,inline_rate,inline_snaps,interceptions,longest,pass_block_rate,pass_blocks,pass_plays,penalties,receptions,route_rate,routes,slot_rate,slot_snaps,targeted_qb_rating,targets,touchdowns,wide_rate,wide_snaps,yards,yards_after_catch,yards_after_catch_per_reception,yards_per_reception,yprr
Brennan Presley,122982,WR,OKLA STATE,1,7.3,1,47.4,0.0,0,3,0,0.0,0,5,262,0,80.9,71.0,72.2,,71.7,0.0,0,0,36,0.0,0,50,0,9,86.0,43,82.0,41,79.1,19,1,12.0,6,91,47,5.2,10.1,2.12
Donavon Greene,97813,WR,WAKE,1,12.3,0,73.3,75.0,3,4,1,8.3,1,8,339,0,56.8,68.2,74.6,,73.7,0.0,0,0,31,0.0,0,50,1,11,94.0,47,16.0,8,125.7,15,1,84.0,42,145,23,2.1,13.2,3.09
Jordan Moore,143865,WR,DUKE,1,11.1,2,73.3,50.0,2,4,0,15.4,2,7,154,0,35.9,68.2,67.0,,66.6,0.0,0,0,25,0.0,0,44,0,11,90.9,40,25.0,11,119.0,15,1,75.0,33,121,25,2.3,11.0,3.03
Tai Felton,144886,WR,MARYLAND,1,10.5,4,73.3,100.0,1,1,0,0.0,0,8,215,0,81.5,69.0,87.3,,88.1,0.0,0,1,35,0.0,0,35,0,11,94.3,33,51.4,18,98.5,15,1,48.6,17,147,54,4.9,13.4,4.45
Theo Wease Jr.,98005,WR,MISSOURI,1,7.2,5,92.9,50.0,1,2,0,0.0,0,4,229,0,82.7,68.7,73.2,,72.5,0.0,0,0,39,0.0,0,26,0,13,96.2,25,0.0,0,111.0,14,0,100.0,26,149,73,5.6,11.5,5.96
Dante Wright,97188,WR,TEMPLE,1,6.0,0,78.6,66.7,2,3,0,0.0,0,5,306,0,83.8,73.6,75.9,,75.2,0.0,0,1,23,0.0,0,50,0,11,82.0,41,62.0,31,90.8,14,1,38.0,19,101,42,3.8,9.2,2.46
Travis Hunter,160766,CB,COLORADO,1,9.0,2,76.9,100.0,2,2,0,0.0,0,5,143,0,80.9,67.9,75.4,,73.0,0.0,0,0,28,0.0,0,50,0,10,96.0,48,18.0,9,101.4,13,0,82.0,41,110,44,4.4,11.0,2.29
Luke Grimm,122561,WR,KANSAS,1,6.8,0,69.2,0.0,0,1,0,0.0,0,3,198,0,80.9,67.9,70.1,,69.7,0.0,0,1,10,0.0,0,36,0,9,91.7,33,77.8,28,66.2,13,1,22.2,8,40,30,3.3,4.4,1.21
Andrew Armstrong,160110,WR,ARKANSAS,1,14.2,2,76.9,66.7,2,3,0,9.1,1,8,111,0,62.9,67.9,75.6,,75.0,0.0,0,0,35,0.0,0,50,0,10,100.0,50,8.0,4,118.3,13,0,92.0,46,164,66,6.6,16.4,3.28
Christian Fitzpatrick,122707,WR,MARSHALL,1,17.7,0,30.8,50.0,4,8,0,0.0,0,3,214,1,74.9,12.0,68.4,,65.3,0.0,0,0,25,0.0,0,42,0,4,95.2,40,19.0,8,75.5,13,1,81.0,34,69,6,1.5,17.3,1.73
Malachi Fields,151069,WR,VIRGINIA,1,8.8,1,84.6,100.0,1,1,0,0.0,0,8,335,0,82.2,68.5,82.4,,83.4,0.0,0,0,45,0.0,0,41,1,11,95.1,39,2.4,1,114.1,13,0,97.6,40,148,63,5.7,13.5,3.79
