player,player_id,position,team_name,player_game_count,avg_depth_of_target,avoided_tackles,caught_percent,contested_catch_rate,contested_receptions,contested_targets,declined_penalties,drop_rate,drops,first_downs,franchise_id,fumbles,grades_hands_drop,grades_hands_fumble,grades_offense,grades_pass_block,grades_pass_route,inline_rate,inline_snaps,interceptions,longest,pass_block_rate,pass_blocks,pass_plays,penalties,receptions,route_rate,routes,slot_rate,slot_snaps,targeted_qb_rating,targets,touchdowns,wide_rate,wide_snaps,yards,yards_after_catch,yards_after_catch_per_reception,yards_per_reception,yprr
Jerreth Sterns,102597,WR,W KENTUCKY,1,8.4,2,88.9,100.0,2,2,0,0.0,0,8,346,0,84.2,71.3,81.9,,80.3,0.0,0,0,28,0.0,0,63,0,16,95.2,60,93.7,59,126.9,18,1,3.2,2,180,59,3.7,11.3,3.0
Hassan Beydoun,78185,WR,E MICHIGAN,1,7.1,0,87.5,100.0,1,1,0,0.0,0,8,160,0,83.3,70.1,77.5,,76.3,0.0,0,0,45,0.0,0,45,0,14,97.8,44,100.0,45,110.2,16,0,0.0,0,167,62,4.4,11.9,3.8
Makai Polk,100647,WR,MISS STATE,1,8.4,0,86.7,50.0,1,2,0,13.3,2,8,227,0,55.7,69.0,68.2,,67.4,0.0,0,0,20,0.0,0,67,0,13,94.0,63,9.0,6,141.3,15,2,91.0,61,126,25,1.9,9.7,2.0
Deven Thompkins,84480,WR,UTAH ST,1,18.8,0,60.0,33.3,1,3,0,0.0,0,5,329,0,80.1,68.1,73.1,,72.7,0.0,0,1,32,0.0,0,56,0,9,94.6,53,73.2,41,81.3,15,1,25.0,14,125,24,2.7,13.9,2.36
Jason Brownlee,121451,WR,SO MISS,1,17.2,1,50.0,50.0,2,4,0,0.0,0,4,296,1,79.3,17.6,73.7,,73.6,0.0,0,2,32,0.0,0,44,0,7,97.7,43,25.0,11,37.5,14,0,75.0,33,112,15,2.1,16.0,2.6
Calvin Austin III,61418,WR,MEMPHIS,1,12.1,0,57.1,0.0,0,3,0,11.1,1,5,218,0,61.0,70.2,74.0,,73.3,0.0,0,0,25,0.0,0,42,0,8,88.1,37,11.9,5,80.7,14,0,88.1,37,104,58,7.3,13.0,2.81
Deuce Vaughn,122624,HB,KANSAS ST,1,2.5,4,76.9,,0,0,0,9.1,1,5,199,0,62.9,75.5,75.1,81.4,84.8,0.0,0,0,33,21.1,8,38,0,10,78.9,30,18.4,7,125.2,13,1,0.0,0,104,88,8.8,10.4,3.47
Drake London,86519,WR,USC,1,13.5,1,69.2,80.0,4,5,0,0.0,0,5,326,0,80.1,67.5,85.5,,85.2,0.0,0,0,31,0.0,0,31,0,9,90.3,28,12.9,4,127.1,13,1,87.1,27,130,32,3.6,14.4,4.64
Skyy Moore,97116,WR,W MICHIGAN,1,9.1,1,84.6,100.0,1,1,0,8.3,1,7,347,0,64.6,68.2,81.2,,80.6,2.3,1,0,64,0.0,0,44,0,11,93.2,41,50.0,22,158.3,13,2,47.7,21,163,66,6.0,14.8,3.98
Jalen Cropper,97273,WR,FRESNO ST,1,9.9,0,38.5,0.0,0,3,0,0.0,0,2,169,1,76.3,17.3,59.8,,58.6,0.0,0,1,35,0.0,0,44,0,5,97.7,43,95.5,42,50.5,13,1,4.5,2,71,28,5.6,14.2,1.65
