player,player_id,position,team_name,player_game_count,avg_depth_of_target,avoided_tackles,caught_percent,contested_catch_rate,contested_receptions,contested_targets,declined_penalties,drop_rate,drops,first_downs,franchise_id,fumbles,grades_hands_drop,grades_hands_fumble,grades_offense,grades_pass_block,grades_pass_route,inline_rate,inline_snaps,interceptions,longest,pass_block_rate,pass_blocks,pass_plays,penalties,receptions,route_rate,routes,slot_rate,slot_snaps,targeted_qb_rating,targets,touchdowns,wide_rate,wide_snaps,yards,yards_after_catch,yards_after_catch_per_reception,yards_per_reception,yprr
Jamaal Pritchett,155624,WR,S ALABAMA,1,12.7,6,61.1,33.3,1,3,0,0.0,0,8,288,0,81.5,68.2,81.8,,80.8,0.0,0,2,39,0.0,0,55,0,11,96.4,53,18.2,10,89.4,18,2,81.8,45,168,63,5.7,15.3,3.17
Robert Lewis,123858,WR,GA STATE,1,10.6,1,70.6,33.3,1,3,0,7.7,1,5,175,0,67.5,68.7,66.9,,66.3,0.0,0,0,16,0.0,0,39,0,12,97.4,38,35.9,14,104.3,17,1,64.1,25,97,39,3.3,8.1,2.55
Ty Mims,163565,WR,SO MISS,1,14.1,2,66.7,0.0,0,3,0,0.0,0,8,296,0,80.9,72.3,78.5,,78.8,0.0,0,0,37,0.0,0,44,0,10,90.9,40,90.9,40,96.8,15,0,9.1,4,141,32,3.2,14.1,3.53
Malik Washington,97108,WR,VIRGINIA,1,4.9,1,85.7,66.7,2,3,0,0.0,0,6,335,0,82.2,68.5,82.9,,82.6,2.2,1,0,64,0.0,0,45,0,12,97.8,44,88.9,40,111.9,14,0,8.9,4,152,97,8.1,12.7,3.45
Justus Ross-Simmons,163334,WR,COLO STATE,1,9.5,3,61.5,0.0,0,1,0,0.0,0,4,144,1,59.3,17.6,63.9,,63.4,0.0,0,0,61,0.0,0,49,0,8,98.0,48,4.1,2,120.0,13,1,95.9,47,128,49,6.1,16.0,2.67
Jordan Moore,143865,WR,DUKE,1,16.3,3,46.2,33.3,1,3,0,14.3,1,3,154,0,53.4,66.2,66.9,,66.3,0.0,0,1,47,0.0,0,42,0,6,90.5,38,23.8,10,38.0,13,0,76.2,32,92,7,1.2,15.3,2.42
Elic Ayomanor,157263,WR,STANFORD,1,16.0,0,76.9,33.3,1,3,0,0.0,0,5,300,0,80.9,67.9,70.6,62.1,70.3,0.0,0,0,53,2.1,1,47,0,10,89.4,42,12.8,6,142.8,13,1,87.2,41,159,11,1.1,15.9,3.79
Nick Nash,98679,WR,S JOSE ST,1,15.8,0,50.0,0.0,0,2,0,0.0,0,6,285,0,77.5,66.2,84.1,,83.9,0.0,0,0,24,0.0,0,27,0,6,100.0,27,7.4,2,113.2,12,2,92.6,25,86,3,0.5,14.3,3.19
Miles Cross,145887,WR,OHIO,1,16.6,0,50.0,50.0,1,2,0,25.0,2,4,259,0,38.4,66.7,66.5,,66.4,0.0,0,0,28,0.0,0,39,0,6,92.3,36,2.6,1,71.2,12,0,97.4,38,79,25,4.2,13.2,2.19
Jabre Barber,123689,WR,TROY,1,8.5,2,91.7,,0,0,0,0.0,0,6,318,0,81.5,70.1,86.5,,86.1,0.0,0,0,32,0.0,0,33,1,11,97.0,32,87.9,29,146.5,12,1,9.1,3,160,68,6.2,14.5,5.0
