player,player_id,position,team_name,player_game_count,avg_depth_of_target,avoided_tackles,caught_percent,contested_catch_rate,contested_receptions,contested_targets,declined_penalties,drop_rate,drops,first_downs,franchise_id,fumbles,grades_hands_drop,grades_hands_fumble,grades_offense,grades_pass_block,grades_pass_route,inline_rate,inline_snaps,interceptions,longest,pass_block_rate,pass_blocks,pass_plays,penalties,receptions,route_rate,routes,slot_rate,slot_snaps,targeted_qb_rating,targets,touchdowns,wide_rate,wide_snaps,yards,yards_after_catch,yards_after_catch_per_reception,yards_per_reception,yprr
Rashee Rice,97605,WR,SMU,1,12.3,0,57.9,50.0,3,6,0,0.0,0,10,287,0,81.5,68.2,82.9,,82.1,0.0,0,0,34,0.0,0,60,0,11,93.3,56,13.3,8,92.2,19,0,86.7,52,191,45,4.1,17.4,3.41
Tyrin Smith,145487,WR,UTEP,1,18.0,0,47.1,0.0,0,2,0,11.1,1,3,330,1,41.2,17.6,52.0,,53.6,0.0,0,2,74,0.0,0,51,1,8,96.1,49,84.3,43,46.1,17,0,15.7,8,181,59,7.4,22.6,3.69
Will Sheppard,124360,WR,VANDERBILT,1,15.7,3,66.7,0.0,0,3,0,0.0,0,8,333,0,80.9,70.4,90.7,,90.1,0.0,0,0,31,0.0,0,30,0,10,96.7,29,6.7,2,144.7,15,2,93.3,28,171,66,6.6,17.1,5.9
Luke McCaffrey,101634,WR,RICE,1,8.8,2,66.7,66.7,2,3,0,9.1,1,6,275,0,64.6,69.7,68.0,,71.1,0.0,0,1,21,0.0,0,49,2,10,85.7,42,67.3,33,98.6,15,2,30.6,15,105,30,3.0,10.5,2.5
Cam Camper,156414,WR,INDIANA,1,10.5,2,53.3,40.0,2,5,0,11.1,1,5,190,0,58.9,67.1,62.0,61.9,62.6,0.0,0,0,26,1.5,1,66,1,8,90.9,60,12.1,8,94.6,15,1,87.9,58,93,26,3.3,11.6,1.55
Jamari Thrash,97399,WR,GA STATE,1,14.1,0,66.7,100.0,2,2,0,9.1,1,7,175,0,64.6,68.2,74.7,,75.6,0.0,0,1,73,0.0,0,44,2,10,88.6,39,4.5,2,104.2,15,1,95.5,42,213,70,7.0,21.3,5.46
Justin Marshall,61394,WR,BUFFALO,1,12.2,0,53.3,66.7,2,3,0,11.1,1,7,126,0,58.9,67.1,69.0,,69.4,0.0,0,0,17,0.0,0,48,1,8,97.9,47,8.3,4,93.2,15,1,91.7,44,88,30,3.8,11.0,1.87
Zay Flowers,97268,WR,BOSTON COL,1,12.6,0,50.0,100.0,1,1,0,12.5,1,5,121,0,56.8,68.4,74.9,,74.6,0.0,0,0,51,0.0,0,40,0,7,97.5,39,52.5,21,94.3,14,1,47.5,19,90,60,8.6,12.9,2.31
Ashtyn Hawkins,147222,WR,TEXAS ST,1,3.1,3,92.9,,0,0,0,0.0,0,6,314,0,82.7,69.9,76.5,,79.1,0.0,0,0,29,0.0,0,39,0,13,100.0,39,97.4,38,124.4,14,1,2.6,1,114,74,5.7,8.8,2.92
Charlie Jones,55038,WR,PURDUE,1,17.3,0,78.6,50.0,2,4,0,0.0,0,7,273,0,81.5,69.4,75.1,,74.2,0.0,0,0,55,0.0,0,56,0,11,94.6,53,10.7,6,142.6,14,1,89.3,50,188,40,3.6,17.1,3.55
Grant DuBose,111276,WR,CHARLOTTE,1,10.4,0,69.2,75.0,3,4,0,0.0,0,6,136,0,80.1,72.2,73.1,,72.6,0.0,0,1,17,0.0,0,42,0,9,95.2,40,21.4,9,94.6,13,2,78.6,33,85,18,2.0,9.4,2.13
Xavier Weaver,101130,WR,USF,1,9.5,0,61.5,0.0,0,1,0,11.1,1,4,327,1,61.0,20.3,66.8,,66.4,0.0,0,0,18,0.0,0,31,0,8,90.3,28,16.1,5,79.6,13,0,83.9,26,82,34,4.3,10.3,2.93
