player,player_id,position,team_name,player_game_count,avg_depth_of_target,avoided_tackles,caught_percent,contested_catch_rate,contested_receptions,contested_targets,declined_penalties,drop_rate,drops,first_downs,franchise_id,fumbles,grades_hands_drop,grades_hands_fumble,grades_offense,grades_pass_block,grades_pass_route,inline_rate,inline_snaps,interceptions,longest,pass_block_rate,pass_blocks,pass_plays,penalties,receptions,route_rate,routes,slot_rate,slot_snaps,targeted_qb_rating,targets,touchdowns,wide_rate,wide_snaps,yards,yards_after_catch,yards_after_catch_per_reception,yards_per_reception,yprr
Josh Kelly,97061,WR,TEXAS TECH,1,15.9,2,44.4,25.0,1,4,0,11.1,1,7,315,0,58.9,67.1,73.2,,72.6,0.0,0,1,35,0.0,0,47,0,8,93.6,44,93.6,44,82.4,18,2,6.4,3,127,26,3.3,15.9,2.89
Isiah Paige,145348,WR,DOMINION,1,4.9,6,81.3,50.0,2,4,0,7.1,1,7,263,0,67.8,68.7,76.2,,75.3,0.0,0,0,61,0.0,0,48,0,13,95.8,46,97.9,47,139.6,16,1,2.1,1,205,153,11.8,15.8,4.46
Jayden Higgins,150240,WR,IOWA STATE,1,10.8,0,62.5,100.0,1,1,0,9.1,1,10,193,0,64.6,68.2,82.5,,83.0,0.0,0,1,24,0.0,0,46,1,10,89.1,41,19.6,9,85.9,16,1,80.4,37,142,40,4.0,14.2,3.46
Nick Cenacle,169053,WR,HAWAII,1,6.3,3,80.0,0.0,0,1,0,14.3,2,6,180,1,51.7,21.4,69.3,,68.5,0.0,0,0,22,0.0,0,45,1,12,100.0,45,91.1,41,137.6,15,2,8.9,4,113,49,4.1,9.4,2.51
Jordyn Tyson,157690,WR,ARIZONA ST,1,11.5,1,57.1,50.0,1,2,0,11.1,1,5,110,0,61.0,67.5,73.5,,72.5,0.0,0,0,22,0.0,0,34,0,8,97.1,33,55.9,19,97.6,14,1,41.2,14,81,25,3.1,10.1,2.45
Jamaal Pritchett,155624,WR,S ALABAMA,1,1.3,1,85.7,,0,0,0,7.7,1,6,288,0,66.1,73.3,76.1,,76.3,5.1,2,0,19,0.0,0,39,0,12,92.3,36,64.1,25,122.3,14,1,30.8,12,107,94,7.8,8.9,2.97
Roc Taylor,144283,WR,MEMPHIS,1,18.0,1,57.1,66.7,4,6,0,0.0,0,5,218,1,79.3,17.6,64.1,,62.3,1.8,1,0,38,0.0,0,56,0,8,94.6,53,0.0,0,82.7,14,0,98.2,55,111,25,3.1,13.9,2.09
Tru Edwards,146058,WR,LA TECH,1,8.3,2,61.5,100.0,2,2,0,0.0,0,3,208,0,79.3,67.1,69.4,,69.4,0.0,0,1,19,0.0,0,48,0,8,100.0,48,93.8,45,47.0,13,0,6.3,3,80,26,3.3,10.0,1.67
Denzel Boston,162481,WR,WASHINGTON,1,11.2,1,69.2,50.0,1,2,0,0.0,0,6,340,0,80.1,69.0,73.3,,72.4,0.0,0,0,17,0.0,0,40,0,9,97.5,39,10.0,4,91.5,13,0,90.0,36,99,44,4.9,11.0,2.54
Desmond Reid,159936,HB,PITTSBURGH,1,3.7,3,46.2,,0,0,0,14.3,1,3,268,0,53.4,76.9,65.8,70.0,57.8,0.0,0,1,18,2.2,1,45,0,6,86.7,39,20.0,9,22.6,13,0,4.4,2,44,43,7.2,7.3,1.13
Eric Rivers,144279,WR,FIU,1,18.1,4,84.6,100.0,1,1,0,0.0,0,9,166,0,81.5,68.2,90.8,,91.6,0.0,0,0,62,0.0,0,29,0,11,96.6,28,17.2,5,158.3,13,3,82.8,24,295,115,10.5,26.8,10.54
Omari Hayes,156520,WR,FAU,1,9.7,0,58.3,25.0,1,4,0,12.5,1,2,165,0,56.4,69.8,60.9,,59.4,0.0,0,0,28,0.0,0,39,0,7,92.3,36,89.7,35,76.0,12,0,10.3,4,73,45,6.4,10.4,2.03
Sahmir Hagans,143854,WR,DUKE,1,8.3,2,75.0,50.0,1,2,0,0.0,0,7,154,0,80.1,67.5,89.8,,89.0,0.0,0,0,34,0.0,0,29,0,9,96.6,28,82.8,24,140.6,12,1,17.2,5,139,64,7.1,15.4,4.96
Bryant Wesco Jr.,183206,WR,CLEMSON,1,9.8,1,58.3,66.7,2,3,0,0.0,0,5,140,0,78.5,66.7,70.5,,71.5,2.4,1,0,19,0.0,0,42,0,7,100.0,42,19.0,8,69.1,12,0,78.6,33,53,19,2.7,7.6,1.26
Xavier Restrepo,122220,WR,MIAMI FL,1,12.3,5,66.7,33.3,1,3,0,11.1,1,6,220,0,58.9,67.1,78.1,,75.9,0.0,0,0,66,0.0,0,37,0,8,100.0,37,89.2,33,147.9,12,3,10.8,4,146,87,10.9,18.3,3.95
