player,player_id,position,team_name,player_game_count,avg_depth_of_target,avoided_tackles,caught_percent,contested_catch_rate,contested_receptions,contested_targets,declined_penalties,drop_rate,drops,first_downs,franchise_id,fumbles,grades_hands_drop,grades_hands_fumble,grades_offense,grades_pass_block,grades_pass_route,inline_rate,inline_snaps,interceptions,longest,pass_block_rate,pass_blocks,pass_plays,penalties,receptions,route_rate,routes,slot_rate,slot_snaps,targeted_qb_rating,targets,touchdowns,wide_rate,wide_snaps,yards,yards_after_catch,yards_after_catch_per_reception,yards_per_reception,yprr
Nick Nash,98679,WR,S JOSE ST,1,9.9,2,69.6,50.0,1,2,0,5.9,1,6,285,0,71.9,69.7,74.0,,73.2,0.0,0,0,43,0.0,0,62,0,16,90.3,56,90.3,56,116.6,23,2,9.7,6,152,39,2.4,9.5,2.71
Jalen Royals,163442,WR,UTAH ST,1,6.7,5,62.5,66.7,2,3,0,9.1,1,7,329,0,62.9,67.9,71.9,,71.4,0.0,0,1,26,0.0,0,47,0,10,95.7,45,10.6,5,78.1,16,1,89.4,42,112,69,6.9,11.2,2.49
Tai Felton,144886,WR,MARYLAND,1,6.6,3,93.3,100.0,1,1,0,0.0,0,8,215,0,83.3,69.0,84.3,63.9,84.9,0.0,0,0,61,2.9,1,34,0,14,97.1,33,29.4,10,132.5,15,1,70.6,24,157,93,6.6,11.2,4.76
Harold Fannin Jr.,163104,TE,BOWL GREEN,1,7.2,2,57.1,0.0,0,1,0,0.0,0,6,122,0,79.3,67.1,89.2,67.4,91.8,32.4,11,1,65,2.9,1,34,0,8,91.2,31,41.2,14,86.9,14,1,23.5,8,145,96,12.0,18.1,4.68
Tre Harris,122676,WR,OLE MISS,1,12.2,0,78.6,100.0,4,4,0,8.3,1,7,226,0,66.1,68.5,81.8,,80.6,0.0,0,0,70,0.0,0,32,1,11,96.9,31,12.5,4,158.3,14,2,87.5,28,225,93,8.5,20.5,7.26
Elic Ayomanor,157263,WR,STANFORD,1,16.1,2,50.0,66.7,2,3,0,0.0,0,4,300,0,78.5,66.7,66.9,65.2,68.7,2.3,1,0,27,2.3,1,44,0,7,93.2,41,25.0,11,93.5,14,1,72.7,32,87,16,2.3,12.4,2.12
Luke Wysong,146110,WR,NEW MEXICO,1,11.8,0,71.4,66.7,2,3,0,9.1,1,4,241,0,62.9,70.3,63.9,,66.1,0.0,0,0,27,0.0,0,59,1,10,93.2,55,79.7,47,97.9,14,0,20.3,12,122,31,3.1,12.2,2.22
Pofele Ashlock,158166,WR,HAWAII,1,5.9,2,76.9,100.0,1,1,0,9.1,1,6,180,0,62.9,67.9,69.5,,68.7,0.0,0,0,17,0.0,0,40,0,10,100.0,40,100.0,40,115.5,13,1,0.0,0,74,46,4.6,7.4,1.85
Sean Atkins,101127,WR,USF,1,4.0,1,84.6,,0,0,0,8.3,1,6,327,0,66.1,69.7,80.1,,79.5,2.1,1,0,28,0.0,0,48,1,11,85.4,41,91.7,44,106.7,13,0,6.3,3,125,85,7.7,11.4,3.05
Josh Kelly,97061,WR,TEXAS TECH,1,3.8,3,76.9,100.0,2,2,0,9.1,1,6,315,0,63.3,71.4,67.6,63.4,67.1,0.0,0,0,20,2.3,1,43,0,10,90.7,39,95.3,41,120.4,13,1,4.7,2,89,81,8.1,8.9,2.28
Devonte Ross,146735,WR,TROY,1,7.9,3,84.6,0.0,0,1,0,15.4,2,7,318,0,49.5,70.5,81.3,,81.8,0.0,0,0,98,0.0,0,31,0,11,90.3,28,3.2,1,158.3,13,3,96.8,30,234,161,14.6,21.3,8.36
Dean Connors,156624,HB,RICE,1,0.4,0,61.5,,0,0,0,11.1,1,0,275,0,58.9,72.7,71.6,77.1,69.6,0.0,0,1,9,16.7,5,30,0,8,83.3,25,16.7,5,33.8,13,0,10.0,3,31,41,5.1,3.9,1.24
Daniel Jackson,129654,WR,MINNESOTA,1,13.9,1,75.0,100.0,2,2,0,0.0,0,6,225,0,80.1,67.5,75.4,,75.1,0.0,0,0,28,0.0,0,38,0,9,100.0,38,18.4,7,103.5,12,0,81.6,31,112,26,2.9,12.4,2.95
Kris Hutson,131713,WR,WASH STATE,1,22.6,0,41.7,50.0,1,2,0,0.0,0,4,341,0,77.5,66.2,65.5,,66.7,0.0,0,1,22,0.0,0,57,0,5,93.0,53,17.5,10,28.8,12,0,82.5,47,77,20,4.0,15.4,1.45
