player,player_id,position,team_name,player_game_count,avg_depth_of_target,avoided_tackles,caught_percent,contested_catch_rate,contested_receptions,contested_targets,declined_penalties,drop_rate,drops,first_downs,franchise_id,fumbles,grades_hands_drop,grades_hands_fumble,grades_offense,grades_pass_block,grades_pass_route,inline_rate,inline_snaps,interceptions,longest,pass_block_rate,pass_blocks,pass_plays,penalties,receptions,route_rate,routes,slot_rate,slot_snaps,targeted_qb_rating,targets,touchdowns,wide_rate,wide_snaps,yards,yards_after_catch,yards_after_catch_per_reception,yards_per_reception,yprr
Tyler Warren,129798,TE,PENN STATE,1,6.8,5,85.0,60.0,3,5,0,0.0,0,11,266,0,85.1,70.3,84.6,33.0,91.2,34.8,16,0,34,6.5,3,46,0,17,89.1,41,34.8,16,130.0,20,1,19.6,9,224,145,8.5,13.2,5.46
Tai Felton,144886,WR,MARYLAND,1,11.6,3,47.4,0.0,0,3,0,18.2,2,6,215,0,44.7,67.5,61.2,,62.3,0.0,0,0,13,0.0,0,59,0,9,94.9,56,18.6,11,58.4,19,0,81.4,48,77,50,5.6,8.6,1.38
Malachi Fields,151069,WR,VIRGINIA,1,7.9,4,52.9,50.0,3,6,0,10.0,1,6,335,0,61.4,67.6,76.2,,74.7,0.0,0,0,28,0.0,0,50,1,9,94.0,47,18.0,9,77.8,17,0,82.0,41,129,71,7.9,14.3,2.74
Omari Kelly,157048,WR,MIDDLE TN,1,13.5,2,53.3,0.0,0,2,0,20.0,2,4,224,1,41.2,17.6,61.2,,61.0,0.0,0,1,31,0.0,0,36,0,8,100.0,36,30.6,11,46.8,15,0,69.4,25,101,60,7.5,12.6,2.81
Nick Nash,98679,WR,S JOSE ST,1,12.4,1,50.0,25.0,1,4,0,0.0,0,5,285,1,78.5,16.5,68.0,,66.4,0.0,0,0,27,0.0,0,51,0,7,88.2,45,86.3,44,95.5,14,1,13.7,7,94,29,4.1,13.4,2.09
Jackson Meeks,146714,WR,SYRACUSE,1,6.3,1,78.6,60.0,3,5,0,0.0,0,7,304,0,81.5,68.7,81.6,,80.7,0.0,0,0,24,0.0,0,37,0,11,94.6,35,21.6,8,125.0,14,1,78.4,29,116,57,5.2,10.5,3.31
Jalen Royals,163442,WR,UTAH ST,1,10.9,1,71.4,66.7,2,3,0,0.0,0,9,329,0,80.9,69.3,75.0,,74.5,0.0,0,2,27,0.0,0,65,0,10,98.5,64,23.1,15,92.0,14,1,76.9,50,155,46,4.6,15.5,2.42
DT Sheffield,174143,WR,N TEXAS,1,3.1,3,78.6,,0,0,0,8.3,1,7,251,1,66.1,24.3,75.9,,76.5,0.0,0,1,37,0.0,0,42,0,11,92.9,39,90.5,38,113.4,14,2,9.5,4,124,112,10.2,11.3,3.18
Jeremiah Smith,183710,WR,OHIO STATE,1,10.5,2,69.2,100.0,2,2,0,0.0,0,5,260,0,80.9,67.9,70.3,,69.7,0.0,0,0,38,0.0,0,38,1,9,94.7,36,10.5,4,117.5,13,1,89.5,34,100,27,3.0,11.1,2.78
Kevin Coleman Jr.,160756,WR,MISS STATE,1,15.5,0,61.5,50.0,1,2,0,0.0,0,4,227,0,80.1,69.7,65.7,,66.9,0.0,0,0,42,0.0,0,44,0,8,90.9,40,79.5,35,86.4,13,0,18.2,8,103,20,2.5,12.9,2.58
