player,player_id,position,team_name,player_game_count,avg_depth_of_target,avoided_tackles,caught_percent,contested_catch_rate,contested_receptions,contested_targets,declined_penalties,drop_rate,drops,first_downs,franchise_id,fumbles,grades_hands_drop,grades_hands_fumble,grades_offense,grades_pass_block,grades_pass_route,inline_rate,inline_snaps,interceptions,longest,pass_block_rate,pass_blocks,pass_plays,penalties,receptions,route_rate,routes,slot_rate,slot_snaps,targeted_qb_rating,targets,touchdowns,wide_rate,wide_snaps,yards,yards_after_catch,yards_after_catch_per_reception,yards_per_reception,yprr
Calvin Turner Jr.,109028,WR,HAWAII,1,11.3,3,38.9,0.0,0,4,0,12.5,1,6,180,0,56.4,74.5,64.5,72.7,67.0,3.2,2,2,35,1.6,1,63,0,7,92.1,58,63.5,40,38.0,18,1,28.6,18,106,74,10.6,15.1,1.83
Chris Olave,84355,WR,OHIO STATE,1,12.2,0,70.6,50.0,1,2,0,7.7,1,5,260,0,66.1,68.5,72.3,,71.6,0.0,0,1,41,0.0,0,56,0,12,98.2,55,7.1,4,67.3,17,0,92.9,52,126,43,3.6,10.5,2.29
Roderic Burns,84334,WR,N TEXAS,1,8.7,3,70.6,66.7,2,3,0,7.7,1,6,251,0,67.8,71.8,69.5,,69.3,0.0,0,0,42,0.0,0,60,0,12,91.7,55,93.3,56,96.0,17,0,6.7,4,143,76,6.3,11.9,2.6
Garrett Wilson,97405,WR,OHIO STATE,1,17.3,1,57.1,50.0,1,2,0,11.1,1,5,260,0,59.3,72.1,64.2,,63.7,0.0,0,0,27,0.0,0,59,0,8,98.3,58,13.6,8,108.3,14,1,86.4,51,117,21,2.6,14.6,2.02
Trey McBride,75916,TE,COLO STATE,1,9.3,0,64.3,33.3,1,3,0,10.0,1,6,144,0,61.0,67.5,77.9,65.3,83.7,68.3,28,0,29,2.4,1,41,1,9,97.6,40,14.6,6,114.6,14,1,17.1,7,118,46,5.1,13.1,2.95
Bo Melton,61610,WR,RUTGERS,1,8.9,4,64.3,0.0,0,2,0,10.0,1,3,278,1,61.0,18.7,61.5,,59.5,0.0,0,0,9,0.0,0,35,0,9,91.4,32,5.7,2,70.8,14,0,94.3,33,51,41,4.6,5.7,1.59
Corey Sutton,61123,WR,APP STATE,1,10.2,2,53.8,25.0,1,4,1,12.5,1,4,108,0,56.4,66.7,64.3,,64.5,0.0,0,0,15,0.0,0,33,1,7,100.0,33,0.0,0,66.2,13,0,100.0,33,60,21,3.0,8.6,1.82
Te'Vailance Hunt,78109,WR,ARK STATE,1,9.7,2,69.2,50.0,2,4,0,10.0,1,7,113,0,61.4,67.5,67.5,,67.0,0.0,0,0,53,0.0,0,68,0,9,94.1,64,8.8,6,124.8,13,1,91.2,62,123,38,4.2,13.7,1.92
Jalen Tolbert,61637,WR,S ALABAMA,1,10.6,3,53.8,50.0,1,2,0,22.2,2,4,288,0,37.6,66.7,62.7,,62.7,0.0,0,0,42,0.0,0,52,0,7,96.2,50,32.7,17,77.4,13,0,67.3,35,95,71,10.1,13.6,1.9
Corey Rucker,121539,WR,ARK STATE,1,9.8,2,46.2,0.0,0,3,0,25.0,2,5,113,1,33.4,16.5,58.3,,58.0,0.0,0,0,23,0.0,0,69,0,6,92.8,64,88.4,61,94.1,13,1,11.6,8,87,41,6.8,14.5,1.36
Tyler Badie,83714,HB,MISSOURI,1,0.3,4,83.3,,0,0,0,9.1,1,4,229,0,63.3,75.2,62.7,13.3,62.6,0.0,0,0,24,7.4,4,54,1,10,88.9,48,9.3,5,125.0,12,1,9.3,5,88,91,9.1,8.8,1.83
Jonathan Mingo,97774,WR,OLE MISS,1,14.8,0,66.7,50.0,1,2,0,11.1,1,4,226,0,58.9,67.1,69.5,,68.8,0.0,0,0,40,0.0,0,39,0,8,97.4,38,7.7,3,136.5,12,2,92.3,36,113,27,3.4,14.1,2.97
