player,player_id,position,team_name,player_game_count,avg_depth_of_target,avoided_tackles,caught_percent,contested_catch_rate,contested_receptions,contested_targets,declined_penalties,drop_rate,drops,first_downs,franchise_id,fumbles,grades_hands_drop,grades_hands_fumble,grades_offense,grades_pass_block,grades_pass_route,inline_rate,inline_snaps,interceptions,longest,pass_block_rate,pass_blocks,pass_plays,penalties,receptions,route_rate,routes,slot_rate,slot_snaps,targeted_qb_rating,targets,touchdowns,wide_rate,wide_snaps,yards,yards_after_catch,yards_after_catch_per_reception,yards_per_reception,yprr
Xavier Hutchinson,122518,WR,IOWA STATE,1,5.4,1,68.4,50.0,1,2,0,0.0,0,4,193,0,82.7,68.7,64.7,,64.2,0.0,0,1,23,0.0,0,48,0,13,93.8,45,20.8,10,59.3,19,0,79.2,38,101,62,4.8,7.8,2.24
Daewood Davis,61584,WR,W KENTUCKY,1,9.2,1,70.6,0.0,0,3,1,7.7,1,7,346,0,67.5,68.7,71.9,61.0,71.6,0.0,0,0,33,1.8,1,56,1,12,94.6,53,0.0,0,110.4,17,1,100.0,56,122,38,3.2,10.2,2.3
Dante Cephas,97665,WR,KENT STATE,1,12.3,7,81.3,100.0,1,1,0,13.3,2,10,201,0,55.5,69.0,83.7,,83.7,0.0,0,0,54,0.0,0,48,0,13,91.7,44,12.5,6,139.6,16,1,87.5,42,246,132,10.2,18.9,5.59
LaJohntay Wester,123616,WR,FAU,1,9.3,1,66.7,0.0,0,3,0,9.1,1,6,165,0,62.9,74.3,73.4,,73.5,0.0,0,1,32,0.0,0,49,0,10,100.0,49,98.0,48,83.5,15,1,2.0,1,113,43,4.3,11.3,2.31
Derwin Burgess Jr.,147111,WR,GA SOUTHRN,1,12.0,0,46.7,57.1,4,7,0,12.5,1,4,174,0,56.4,68.8,64.5,,62.1,0.0,0,0,34,0.0,0,42,0,7,95.2,40,16.7,7,82.1,15,1,81.0,34,68,6,0.9,9.7,1.7
Carlos Carriere,61413,WR,C MICHIGAN,1,8.6,0,50.0,50.0,1,2,0,22.2,2,4,134,0,38.0,66.7,56.8,,56.9,0.0,0,0,16,0.0,0,48,0,7,93.8,45,0.0,0,59.8,14,0,100.0,48,54,28,4.0,7.7,1.2
Jacob Cowing,100894,WR,ARIZONA,1,6.9,2,85.7,0.0,0,1,0,0.0,0,10,109,0,82.2,72.5,88.0,,85.6,0.0,0,0,29,0.0,0,49,0,12,95.9,47,69.4,34,142.6,14,1,30.6,15,180,143,11.9,15.0,3.83
Thayer Thomas,61515,WR,NC STATE,1,7.8,1,64.3,33.3,1,3,0,10.0,1,6,248,0,44.3,70.2,66.9,,66.5,0.0,0,0,24,0.0,0,49,0,9,93.9,46,100.0,49,80.7,14,0,0.0,0,84,41,4.6,9.3,1.83
Jaylin Lane,121811,WR,MIDDLE TN,1,12.9,6,71.4,0.0,0,1,0,9.1,1,6,224,0,64.6,72.3,69.3,,69.5,0.0,0,0,34,0.0,0,58,1,10,93.1,54,6.9,4,113.7,14,0,93.1,54,179,70,7.0,17.9,3.31
Ali Jennings,145344,WR,DOMINION,1,14.2,0,61.5,80.0,4,5,0,0.0,0,7,263,0,79.3,67.1,76.4,,74.3,0.0,0,0,30,0.0,0,55,0,8,94.5,52,7.3,4,120.4,13,1,92.7,51,129,25,3.1,16.1,2.48
