player,player_id,position,team_name,player_game_count,avg_depth_of_target,avoided_tackles,caught_percent,contested_catch_rate,contested_receptions,contested_targets,declined_penalties,drop_rate,drops,first_downs,franchise_id,fumbles,grades_hands_drop,grades_hands_fumble,grades_offense,grades_pass_block,grades_pass_route,inline_rate,inline_snaps,interceptions,longest,pass_block_rate,pass_blocks,pass_plays,penalties,receptions,route_rate,routes,slot_rate,slot_snaps,targeted_qb_rating,targets,touchdowns,wide_rate,wide_snaps,yards,yards_after_catch,yards_after_catch_per_reception,yards_per_reception,yprr
Jerreth Sterns,102597,WR,W KENTUCKY,1,5.7,0,80.0,100.0,1,1,0,11.1,2,11,346,0,60.0,70.6,73.3,62.1,73.7,0.0,0,1,55,1.6,1,64,0,16,93.8,60,96.9,62,119.8,20,2,3.1,2,195,120,7.5,12.2,3.25
Drake London,86519,WR,USC,1,6.6,2,80.0,60.0,3,5,0,5.9,1,12,326,0,70.9,69.5,83.8,,85.0,2.2,1,0,25,0.0,0,46,1,16,97.8,45,13.0,6,117.1,20,1,84.8,39,162,82,5.1,10.1,3.6
Calvin Austin III,61418,WR,MEMPHIS,1,11.8,2,65.0,0.0,0,2,0,7.1,1,10,218,0,67.5,68.7,80.1,,80.7,0.0,0,1,30,0.0,0,53,0,13,92.5,49,11.3,6,93.8,20,1,88.7,47,200,77,5.9,15.4,4.08
Dante Cephas,97665,WR,KENT STATE,1,13.8,4,72.2,66.7,2,3,0,7.1,1,9,201,0,67.8,68.7,89.7,,89.1,0.0,0,0,40,0.0,0,39,0,13,89.7,35,7.7,3,145.4,18,3,92.3,36,188,65,5.0,14.5,5.37
Keytaon Thompson,60457,WR,VIRGINIA,1,11.9,1,62.5,42.9,3,7,0,0.0,0,7,335,0,80.9,70.2,80.3,,82.1,9.1,4,0,34,0.0,0,44,1,10,95.5,42,77.3,34,93.0,16,0,13.6,6,149,48,4.8,14.9,3.55
Jahan Dotson,84375,WR,PENN STATE,1,10.9,0,50.0,0.0,0,1,0,0.0,0,4,266,0,79.3,73.0,61.5,,61.1,0.0,0,3,12,0.0,0,54,0,8,96.3,52,25.9,14,16.7,16,0,74.1,40,48,38,4.8,6.0,0.92
Shameen Jones,61609,WR,RUTGERS,1,9.0,1,53.3,0.0,0,1,0,20.0,2,5,278,0,41.2,68.2,65.0,,65.2,0.0,0,0,28,0.0,0,46,0,8,91.3,42,23.9,11,76.8,15,0,76.1,35,109,58,7.3,13.6,2.6
Josh Downs,122832,WR,N CAROLINA,1,10.5,0,60.0,0.0,0,2,0,18.2,2,6,245,0,47.1,71.4,64.7,,66.0,0.0,0,0,33,0.0,0,44,2,9,88.6,39,88.6,39,107.9,15,1,4.5,2,121,52,5.8,13.4,3.1
Travell Harris,61810,WR,WASH STATE,1,11.0,0,57.1,50.0,1,2,0,20.0,2,6,341,0,41.2,67.1,69.7,,69.0,0.0,0,0,58,0.0,0,43,0,8,100.0,43,79.1,34,93.5,14,0,20.9,9,147,69,8.6,18.4,3.42
Quian Williams,61237,WR,BUFFALO,1,13.7,1,61.5,40.0,2,5,0,0.0,0,5,126,0,79.3,67.1,71.6,,71.2,0.0,0,0,24,0.0,0,51,0,8,92.2,47,11.8,6,80.9,13,0,88.2,45,86,33,4.1,10.8,1.83
