player,player_id,position,team_name,player_game_count,avg_depth_of_target,avoided_tackles,caught_percent,contested_catch_rate,contested_receptions,contested_targets,declined_penalties,drop_rate,drops,first_downs,franchise_id,fumbles,grades_hands_drop,grades_hands_fumble,grades_offense,grades_pass_block,grades_pass_route,inline_rate,inline_snaps,interceptions,longest,pass_block_rate,pass_blocks,pass_plays,penalties,receptions,route_rate,routes,slot_rate,slot_snaps,targeted_qb_rating,targets,touchdowns,wide_rate,wide_snaps,yards,yards_after_catch,yards_after_catch_per_reception,yards_per_reception,yprr
Tyrell Robinson,121607,HB,ARMY,1,13.8,0,40.0,0.0,0,1,0,33.3,1,1,114,0,32.3,72.7,51.8,,49.8,0.0,0,0,23,0.0,0,13,0,2,92.3,12,38.5,5,60.4,5,0,7.7,1,30,10,5.0,15.0,2.5
Isaiah Alston,121550,WR,ARMY,1,6.5,1,50.0,,0,0,0,0.0,0,1,114,0,66.7,61.0,66.0,,70.0,50.0,7,0,35,0.0,0,14,0,1,100.0,14,0.0,0,95.8,2,0,50.0,7,35,26,26.0,35.0,2.5
Mychal Cooper,78029,WR,NAVY,1,17.0,0,50.0,,0,0,0,0.0,0,1,237,0,66.7,61.0,76.2,67.8,77.6,28.6,2,0,28,14.3,1,7,0,1,85.7,6,0.0,0,95.8,2,0,71.4,5,28,3,3.0,28.0,4.67
Cole Caterbone,102943,WR,ARMY,1,7.0,1,100.0,,0,0,0,0.0,0,1,114,0,70.7,62.9,77.9,66.6,87.0,66.7,4,0,14,33.3,2,6,0,2,66.7,4,0.0,0,114.6,2,0,33.3,2,23,9,4.5,11.5,5.75
Michael Roberts,84128,WR,ARMY,1,8.0,0,100.0,,0,0,0,0.0,0,1,114,0,66.7,61.0,67.9,,70.4,50.0,3,0,8,0.0,0,6,0,1,100.0,6,0.0,0,100.0,1,0,50.0,3,8,0,0.0,8.0,1.33
Mark Walker,101120,WR,NAVY,1,11.0,0,100.0,,0,0,0,0.0,0,1,237,0,66.7,61.0,73.1,,76.0,50.0,1,0,18,0.0,0,2,0,1,100.0,2,0.0,0,118.8,1,0,50.0,1,18,7,7.0,18.0,9.0
Ay'Jaun Marshall,121589,WR,ARMY,1,24.0,0,0.0,,0,0,0,,0,0,114,0,,,56.2,,58.2,0.0,0,0,0,0.0,0,2,0,0,100.0,2,50.0,1,39.6,1,0,0.0,0,0,0,,,0.0
Christian Anderson,60339,QB,ARMY,1,25.0,0,0.0,,0,0,0,,0,0,114,0,,72.1,71.8,,57.0,0.0,0,0,0,0.0,0,16,0,0,6.3,1,0.0,0,39.6,1,0,0.0,0,0,0,,,0.0
Maquel Haywood,144314,FB,NAVY,1,7.0,0,100.0,,0,0,0,0.0,0,1,237,0,66.7,70.3,76.9,,86.5,0.0,0,0,24,0.0,0,1,0,1,100.0,1,100.0,1,118.8,1,0,0.0,0,24,17,17.0,24.0,24.0
Chance Warren,77869,HB,NAVY,1,-5.0,0,100.0,,0,0,0,0.0,0,0,237,0,66.7,69.9,69.5,,58.3,0.0,0,0,12,0.0,0,7,0,1,85.7,6,42.9,3,116.7,1,0,14.3,1,12,17,17.0,12.0,2.0
Cade Barnard,83625,FB,ARMY,1,5.0,0,100.0,,0,0,0,0.0,0,1,114,0,66.7,61.0,70.0,79.6,89.5,8.3,1,0,12,75.0,9,12,0,1,25.0,3,0.0,0,116.7,1,0,0.0,0,12,7,7.0,12.0,4.0
Brandon Walters,83626,HB,ARMY,1,36.0,0,0.0,0.0,0,1,0,,0,0,114,0,,,56.7,,54.0,0.0,0,0,0,0.0,0,8,0,0,100.0,8,50.0,4,39.6,1,0,0.0,0,0,0,,,0.0
