player,player_id,position,team_name,player_game_count,avg_depth_of_target,avoided_tackles,caught_percent,contested_catch_rate,contested_receptions,contested_targets,declined_penalties,drop_rate,drops,first_downs,franchise_id,fumbles,grades_hands_drop,grades_hands_fumble,grades_offense,grades_pass_block,grades_pass_route,inline_rate,inline_snaps,interceptions,longest,pass_block_rate,pass_blocks,pass_plays,penalties,receptions,route_rate,routes,slot_rate,slot_snaps,targeted_qb_rating,targets,touchdowns,wide_rate,wide_snaps,yards,yards_after_catch,yards_after_catch_per_reception,yards_per_reception,yprr
Easton Messer,163051,WR,FAU,1,6.4,0,68.8,0.0,0,1,0,0.0,0,5,165,1,81.5,26.0,65.4,,65.2,0.0,0,1,55,0.0,0,32,0,11,93.8,30,96.9,31,66.4,16,0,3.1,1,127,86,7.8,11.5,4.23
Michael Jackson III,146412,WR,PURDUE,1,4.9,1,87.5,75.0,3,4,0,6.7,1,7,273,1,69.0,16.1,62.8,,62.5,0.0,0,0,13,0.0,0,51,0,14,96.1,49,84.3,43,91.1,16,0,15.7,8,94,28,2.0,6.7,1.92
Trent Walker,146340,WR,OREGON ST,1,9.9,1,86.7,50.0,1,2,0,0.0,0,9,265,0,82.7,68.7,87.2,,85.6,0.0,0,1,37,0.0,0,43,0,13,95.3,41,48.8,21,88.3,15,0,51.2,22,178,60,4.6,13.7,4.34
Chris Bell,156321,WR,LOUISVILLE,1,10.6,1,85.7,75.0,3,4,0,0.0,0,10,210,0,82.2,68.5,82.5,,83.2,0.0,0,0,28,0.0,0,53,1,12,98.1,52,5.7,3,156.8,14,2,94.3,50,170,48,4.0,14.2,3.27
Jalil Farooq,144623,WR,MARYLAND,1,6.8,4,61.5,33.3,1,3,0,27.3,3,3,215,0,27.8,70.7,55.7,,54.7,2.6,1,1,16,0.0,0,39,0,8,100.0,39,87.2,34,37.7,13,0,10.3,4,51,47,5.9,6.4,1.31
Michael Trigg,146410,TE,BAYLOR,1,16.6,0,61.5,50.0,2,4,0,0.0,0,7,118,0,79.3,67.1,88.7,,88.4,20.5,9,0,42,0.0,0,44,0,8,93.2,41,79.5,35,103.0,13,0,0.0,0,155,37,4.6,19.4,3.78
Keagan Johnson,144848,WR,NEW MEXICO,1,11.1,2,84.6,50.0,1,2,0,0.0,0,7,241,0,81.5,68.2,72.7,,71.8,0.0,0,1,24,0.0,0,49,0,11,87.8,43,10.2,5,81.1,13,0,89.8,44,145,52,4.7,13.2,3.37
Denzel Boston,162481,WR,WASHINGTON,1,12.0,1,50.0,,0,0,0,0.0,0,5,340,0,77.5,70.8,69.2,,68.7,2.0,1,1,26,0.0,0,51,0,6,94.1,48,31.4,16,61.5,12,1,64.7,33,71,32,5.3,11.8,1.48
Johntay Cook,131255,WR,SYRACUSE,1,10.2,2,58.3,50.0,1,2,0,12.5,1,4,304,0,56.4,66.7,67.7,,67.1,0.0,0,0,38,0.0,0,46,0,7,93.5,43,89.1,41,106.9,12,1,10.9,5,82,46,6.6,11.7,1.91
Corey Rucker,121539,WR,ARK STATE,1,9.7,1,66.7,0.0,0,1,0,11.1,1,6,113,0,58.9,69.0,68.8,,69.5,0.0,0,0,27,0.0,0,42,0,8,92.9,39,7.1,3,93.1,12,0,92.9,39,102,56,7.0,12.8,2.62
