player,player_id,position,team_name,player_game_count,avg_depth_of_target,avoided_tackles,caught_percent,contested_catch_rate,contested_receptions,contested_targets,declined_penalties,drop_rate,drops,first_downs,franchise_id,fumbles,grades_hands_drop,grades_hands_fumble,grades_offense,grades_pass_block,grades_pass_route,inline_rate,inline_snaps,interceptions,longest,pass_block_rate,pass_blocks,pass_plays,penalties,receptions,route_rate,routes,slot_rate,slot_snaps,targeted_qb_rating,targets,touchdowns,wide_rate,wide_snaps,yards,yards_after_catch,yards_after_catch_per_reception,yards_per_reception,yprr
Trent Walker,146340,WR,OREGON ST,1,5.9,3,80.0,80.0,4,5,0,0.0,0,5,265,0,82.2,69.7,74.3,,74.4,0.0,0,0,31,0.0,0,40,1,12,92.5,37,20.0,8,104.4,15,0,80.0,32,136,71,5.9,11.3,3.68
Skyler Bell,145163,WR,UCONN,1,14.3,0,60.0,50.0,1,2,0,10.0,1,5,146,0,61.0,67.5,67.3,,68.7,0.0,0,0,30,0.0,0,46,0,9,97.8,45,34.8,16,82.4,15,0,63.0,29,109,9,1.0,12.1,2.42
Andrew Armstrong,160110,WR,ARKANSAS,1,14.1,1,57.1,50.0,1,2,0,0.0,0,3,111,1,79.3,17.6,72.3,,74.0,0.0,0,1,18,0.0,0,41,1,8,97.6,40,12.2,5,44.0,14,0,87.8,36,81,20,2.5,10.1,2.03
Jordan Watkins,122730,WR,OLE MISS,1,12.3,1,57.1,0.0,0,1,0,20.0,2,1,226,0,41.6,70.0,55.0,,55.7,0.0,0,0,25,0.0,0,52,0,8,98.1,51,17.3,9,70.5,14,0,82.7,43,70,25,3.1,8.8,1.37
Brennan Presley,122982,WR,OKLA STATE,1,4.2,1,76.9,100.0,2,2,0,0.0,0,3,262,0,80.9,67.9,67.8,,67.4,0.0,0,1,20,0.0,0,37,0,10,91.9,34,89.2,33,51.8,13,0,10.8,4,55,43,4.3,5.5,1.62
Jordyn Tyson,157690,WR,ARIZONA ST,1,8.4,1,69.2,66.7,2,3,0,0.0,0,4,110,0,80.1,67.5,72.9,,73.4,0.0,0,1,54,0.0,0,30,0,9,96.7,29,23.3,7,67.8,13,0,73.3,22,125,80,8.9,13.9,4.31
Kenny Odom,164032,WR,UTEP,1,9.8,3,61.5,0.0,0,2,1,11.1,1,4,330,0,58.9,69.0,62.2,,63.0,0.0,0,1,34,0.0,0,45,1,8,97.8,44,75.6,34,43.8,13,0,22.2,10,70,47,5.9,8.8,1.59
Tetairoa McMillan,158735,WR,ARIZONA,1,13.2,1,69.2,100.0,2,2,0,0.0,0,5,109,0,80.1,67.5,76.1,,75.1,0.0,0,1,32,0.0,0,50,0,9,98.0,49,14.0,7,64.6,13,0,86.0,43,115,19,2.1,12.8,2.35
Pat Bryant,144800,WR,ILLINOIS,1,15.2,4,53.8,0.0,0,1,0,0.0,0,7,187,0,78.5,66.7,87.1,62.6,89.4,2.6,1,0,64,2.6,1,38,2,7,73.7,28,15.8,6,124.7,13,1,81.6,31,197,136,19.4,28.1,7.04
Jayden Higgins,150240,WR,IOWA STATE,1,12.5,0,69.2,40.0,2,5,0,0.0,0,8,193,0,80.1,67.5,89.8,,89.0,0.0,0,0,39,0.0,0,38,0,9,94.7,36,18.4,7,135.1,13,1,81.6,31,155,31,3.4,17.2,4.31
Jamari Person,173472,WR,COLO STATE,1,8.8,3,83.3,100.0,2,2,0,0.0,0,6,144,0,80.9,67.9,68.2,,69.9,0.0,0,0,60,0.0,0,48,1,10,91.7,44,87.5,42,137.8,12,1,12.5,6,125,69,6.9,12.5,2.84
Chris Hunter,166993,WR,ARIZONA,1,11.3,1,66.7,75.0,3,4,0,0.0,0,4,109,0,79.3,67.1,71.4,,70.9,0.0,0,0,17,0.0,0,46,0,8,97.8,45,37.0,17,113.5,12,2,63.0,29,47,45,5.6,5.9,1.04
Oronde Gadsden II,144046,TE,SYRACUSE,1,8.8,0,91.7,100.0,1,1,0,0.0,0,5,304,0,81.5,69.0,78.6,71.3,75.2,27.1,13,0,22,10.4,5,48,0,11,87.5,42,62.5,30,130.2,12,1,10.4,5,103,23,2.1,9.4,2.45
TJ Sheffield,101741,WR,UCONN,1,4.8,0,83.3,50.0,1,2,0,9.1,1,3,146,0,63.3,70.4,63.6,,63.2,0.0,0,0,15,0.0,0,46,0,10,97.8,45,87.0,40,112.5,12,1,10.9,5,52,23,2.3,5.2,1.16
Devonte Ross,146735,WR,TROY,1,11.3,0,66.7,66.7,2,3,0,11.1,1,6,318,0,61.0,72.3,73.9,,74.4,0.0,0,2,30,0.0,0,45,0,8,95.6,43,22.2,10,78.8,12,1,75.6,34,95,26,3.3,11.9,2.21
Senika McKie,158142,WR,COAST CAR,1,14.6,2,41.7,25.0,1,4,0,0.0,0,4,141,0,77.5,66.2,68.9,,68.2,0.0,0,2,25,0.0,0,31,0,5,96.8,30,0.0,0,24.3,12,0,100.0,31,78,30,6.0,15.6,2.6
Harold Fannin Jr.,163104,TE,BOWL GREEN,1,8.6,3,81.8,50.0,1,2,0,0.0,0,6,122,0,80.1,67.5,84.5,,87.4,37.0,10,0,37,0.0,0,27,1,9,100.0,27,33.3,9,144.3,11,1,29.6,8,125,73,8.1,13.9,4.63
Jaden Williams,143844,WR,TEXAS ST,1,15.0,0,63.6,100.0,1,1,0,12.5,1,4,314,0,56.4,66.7,62.0,,63.1,0.0,0,2,24,0.0,0,50,0,7,94.0,47,12.0,6,50.0,11,0,88.0,44,91,28,4.0,13.0,1.94
