player,player_id,position,team_name,player_game_count,avg_depth_of_target,avoided_tackles,caught_percent,contested_catch_rate,contested_receptions,contested_targets,declined_penalties,drop_rate,drops,first_downs,franchise_id,fumbles,grades_hands_drop,grades_hands_fumble,grades_offense,grades_pass_block,grades_pass_route,inline_rate,inline_snaps,interceptions,longest,pass_block_rate,pass_blocks,pass_plays,penalties,receptions,route_rate,routes,slot_rate,slot_snaps,targeted_qb_rating,targets,touchdowns,wide_rate,wide_snaps,yards,yards_after_catch,yards_after_catch_per_reception,yards_per_reception,yprr
Malachi Toney,200155,WR,MIAMI FL,1,4.4,3,81.3,,0,0,0,0.0,0,6,220,0,82.7,74.8,87.8,,86.1,0.0,0,1,22,0.0,0,35,0,13,91.4,32,82.9,29,94.3,16,1,8.6,3,126,93,7.2,9.7,3.94
Camden Brown,157049,WR,GA SOUTHRN,1,16.4,1,56.3,57.1,4,7,0,0.0,0,8,174,0,80.1,67.5,83.0,,81.0,0.0,0,0,43,0.0,0,50,0,9,96.0,48,14.0,7,129.4,16,2,86.0,43,157,58,6.4,17.4,3.27
TK King,157338,WR,NEW MEX ST,1,17.8,0,62.5,50.0,3,6,0,0.0,0,7,242,0,80.9,69.6,81.7,,80.6,0.0,0,1,64,0.0,0,49,0,10,89.8,44,4.1,2,114.1,16,2,95.9,47,178,40,4.0,17.8,4.05
Danny Scudero,170781,WR,S JOSE ST,1,11.6,1,26.7,0.0,0,3,0,0.0,0,2,285,0,76.3,65.7,67.1,,66.9,0.0,0,2,36,0.0,0,44,0,4,90.9,40,81.8,36,3.3,15,0,15.9,7,57,41,10.3,14.3,1.43
Corey Rucker,121539,WR,ARK STATE,1,11.0,0,66.7,33.3,1,3,0,16.7,2,5,113,0,47.4,68.7,62.3,,62.6,0.0,0,0,34,0.0,0,50,0,10,100.0,50,14.0,7,122.2,15,2,86.0,43,90,15,1.5,9.0,1.8
Shaleak Knotts,162798,WR,MARYLAND,1,21.4,1,53.3,50.0,1,2,0,11.1,1,5,215,0,59.3,67.1,67.9,,67.3,0.0,0,0,47,0.0,0,56,0,8,100.0,56,8.9,5,107.4,15,1,91.1,51,139,62,7.8,17.4,2.48
Jacquon Gibson,158762,WR,UMASS,1,12.4,2,71.4,,0,0,0,9.1,1,5,216,0,62.9,71.8,75.4,,76.3,0.0,0,0,48,0.0,0,36,0,10,100.0,36,22.2,8,102.7,14,0,77.8,28,138,32,3.2,13.8,3.83
Kwazi Gilmer,184979,WR,UCLA,1,6.5,1,71.4,33.3,1,3,0,0.0,0,5,324,0,80.9,67.9,65.8,,65.3,0.0,0,0,11,0.0,0,47,0,10,97.9,46,12.8,6,107.1,14,1,87.2,41,73,33,3.3,7.3,1.59
Nick Marsh,183541,WR,MICH STATE,1,8.9,4,50.0,0.0,0,2,0,12.5,1,4,223,0,56.4,67.8,65.3,,64.2,0.0,0,1,24,0.0,0,40,0,7,97.5,39,5.0,2,63.1,14,1,95.0,38,85,37,5.3,12.1,2.18
Sam Mbake,163638,WR,APP STATE,1,10.8,0,69.2,100.0,1,1,0,18.2,2,5,108,0,44.3,67.5,62.0,,63.2,0.0,0,0,17,0.0,0,42,0,9,100.0,42,78.6,33,107.2,13,1,21.4,9,68,15,1.7,7.6,1.62
Easton Messer,163051,WR,FAU,1,5.5,2,76.9,66.7,2,3,0,16.7,2,3,165,1,47.4,21.1,55.9,,56.1,0.0,0,0,26,0.0,0,41,0,10,87.8,36,92.7,38,93.8,13,0,7.3,3,86,52,5.2,8.6,2.39
Antonio Williams,156241,WR,CLEMSON,1,11.0,2,53.8,50.0,2,4,0,0.0,0,2,140,0,80.1,72.7,71.2,,69.3,0.0,0,0,26,0.0,0,45,0,7,86.7,39,97.8,44,68.1,13,0,2.2,1,66,26,3.7,9.4,1.69
Jalil Farooq,144623,WR,MARYLAND,1,6.7,2,76.9,100.0,1,1,1,9.1,1,6,215,0,62.9,67.9,68.6,66.0,68.4,0.0,0,0,24,3.1,2,64,1,10,96.9,62,93.8,60,141.0,13,2,6.3,4,110,62,6.2,11.0,1.77
Isaiah Sategna III,163642,WR,OKLAHOMA,1,11.2,1,69.2,100.0,1,1,0,10.0,1,5,261,0,61.0,73.5,65.9,,67.8,0.0,0,0,58,0.0,0,40,1,9,95.0,38,85.0,34,124.2,13,1,15.0,6,121,46,5.1,13.4,3.18
