player,player_id,position,team_name,player_game_count,avg_depth_of_target,avoided_tackles,caught_percent,contested_catch_rate,contested_receptions,contested_targets,declined_penalties,drop_rate,drops,first_downs,franchise_id,fumbles,grades_hands_drop,grades_hands_fumble,grades_offense,grades_pass_block,grades_pass_route,inline_rate,inline_snaps,interceptions,longest,pass_block_rate,pass_blocks,pass_plays,penalties,receptions,route_rate,routes,slot_rate,slot_snaps,targeted_qb_rating,targets,touchdowns,wide_rate,wide_snaps,yards,yards_after_catch,yards_after_catch_per_reception,yards_per_reception,yprr
Sam Pinckney,84197,WR,COAST CAR,1,13.5,1,52.9,40.0,2,5,0,10.0,1,7,141,0,61.0,67.5,79.7,,79.2,0.0,0,1,52,0.0,0,46,0,9,93.5,43,10.9,5,75.4,17,1,89.1,41,139,37,4.1,15.4,3.23
Terrell Vaughn,157634,WR,UTAH ST,1,7.9,0,75.0,,0,0,0,0.0,0,5,329,0,82.2,68.5,68.1,,69.0,0.0,0,0,39,0.0,0,50,0,12,96.0,48,92.0,46,109.6,16,1,8.0,4,93,45,3.8,7.8,1.94
Eric McAlister,145976,WR,BOISE ST,1,12.3,3,46.7,25.0,1,4,0,0.0,0,4,120,0,78.5,66.7,68.1,,67.7,0.0,0,0,19,0.0,0,52,0,7,94.2,49,21.2,11,60.1,15,0,78.8,41,69,28,4.0,9.9,1.41
Daniel Jackson,129654,WR,MINNESOTA,1,13.9,0,60.0,0.0,0,1,0,18.2,2,5,225,0,44.3,68.5,64.2,,64.3,0.0,0,1,14,0.0,0,46,0,9,100.0,46,43.5,20,65.4,15,1,56.5,26,68,13,1.4,7.6,1.48
Joshua Cephus,98095,WR,UTSA,1,12.4,2,64.3,100.0,1,1,0,0.0,0,6,331,0,81.5,68.2,83.9,,83.1,0.0,0,1,28,0.0,0,43,0,9,93.0,40,51.2,22,86.3,14,1,48.8,21,123,42,4.7,13.7,3.08
Tyrone Howell,144588,WR,LA MONROE,1,8.6,0,64.3,33.3,1,3,0,0.0,0,4,209,0,80.1,67.5,69.8,,68.9,0.0,0,1,11,0.0,0,38,0,9,97.4,37,13.2,5,69.6,14,1,86.8,33,67,22,2.4,7.4,1.81
Dante Wright,97188,WR,TEMPLE,1,6.6,1,64.3,33.3,1,3,0,0.0,0,4,306,0,61.0,74.3,57.1,,59.2,0.0,0,0,19,0.0,0,52,0,9,88.5,46,0.0,0,80.4,14,0,100.0,52,83,40,4.4,9.2,1.8
Erik Brooks,84187,WR,FRESNO ST,1,12.6,2,64.3,75.0,3,4,0,0.0,0,7,169,0,80.1,70.6,82.3,,81.0,0.0,0,0,49,0.0,0,38,0,9,94.7,36,89.5,34,145.8,14,2,10.5,4,170,59,6.6,18.9,4.72
Travis Hunter,160766,CB,COLORADO,1,14.9,2,78.6,50.0,1,2,0,0.0,0,7,143,0,81.5,68.2,75.3,,73.6,0.0,0,0,43,0.0,0,47,0,11,93.6,44,44.7,21,102.1,14,0,55.3,26,119,29,2.6,10.8,2.7
Jerand Bradley,144761,WR,TEXAS TECH,1,9.9,0,57.1,0.0,0,1,0,11.1,1,4,315,0,58.9,67.1,62.6,,62.1,0.0,0,0,29,0.0,0,56,0,8,98.2,55,62.5,35,99.7,14,1,37.5,21,88,29,3.6,11.0,1.6
Junior Vandeross III,163156,WR,TOLEDO,1,15.2,2,46.2,50.0,1,2,0,0.0,0,3,316,1,77.5,66.2,75.6,,73.6,0.0,0,1,36,0.0,0,32,0,6,87.5,28,84.4,27,35.1,13,0,15.6,5,83,46,7.7,13.8,2.96
Pofele Ashlock,158166,WR,HAWAII,1,12.1,0,69.2,0.0,0,2,0,10.0,1,6,180,0,61.0,67.5,78.2,,77.0,0.0,0,0,38,0.0,0,50,0,9,94.0,47,100.0,50,138.8,13,2,0.0,0,123,29,3.2,13.7,2.62
Lincoln Victor,97215,WR,WASH STATE,1,7.4,4,84.6,,0,0,0,0.0,0,8,341,0,81.5,69.7,76.8,,77.1,0.0,0,0,50,0.0,0,48,0,11,97.9,47,95.8,46,118.8,13,0,4.2,2,168,99,9.0,15.3,3.57
Jimmy Horn Jr.,144483,WR,COLORADO,1,9.0,2,84.6,100.0,1,1,0,8.3,1,6,143,0,64.9,70.6,69.8,,68.2,0.0,0,0,26,0.0,0,53,0,11,92.5,49,100.0,53,129.8,13,1,0.0,0,117,55,5.0,10.6,2.39
Corey Crooms Jr.,97276,WR,MINNESOTA,1,10.8,1,58.3,0.0,0,2,0,0.0,0,4,225,0,78.5,66.7,69.0,,68.8,0.0,0,0,20,0.0,0,39,0,7,100.0,39,82.1,32,72.6,12,0,17.9,7,63,12,1.7,9.0,1.62
Ricky Pearsall,100660,WR,FLORIDA,1,9.0,2,66.7,0.0,0,1,0,11.1,1,4,163,0,58.9,70.0,68.3,,68.1,0.0,0,1,40,0.0,0,52,0,8,92.3,48,57.7,30,54.9,12,0,38.5,20,92,44,5.5,11.5,1.92
Malik Nabers,146759,WR,LSU,1,10.0,1,50.0,0.0,0,2,0,0.0,0,4,211,0,77.5,66.2,65.8,,65.1,0.0,0,1,21,0.0,0,45,0,6,97.8,44,13.3,6,32.3,12,0,86.7,39,67,32,5.3,11.2,1.52
Gage Larvadain,150169,WR,MIAMI OH,1,6.6,1,66.7,0.0,0,2,0,0.0,0,3,221,0,79.3,70.0,76.4,,75.2,0.0,0,0,30,0.0,0,26,0,8,96.2,25,42.3,11,85.4,12,0,57.7,15,80,71,8.9,10.0,3.2
Keon Coleman,144949,WR,FLORIDA ST,1,7.8,2,81.8,75.0,3,4,0,0.0,0,4,167,0,80.1,69.0,78.6,,81.0,3.1,1,1,41,0.0,0,32,0,9,93.8,30,21.9,7,114.6,11,3,75.0,24,122,54,6.0,13.6,4.07
Kris Mitchell,97659,WR,FIU,1,12.9,1,81.8,50.0,1,2,0,0.0,0,5,166,1,80.1,19.1,78.6,,77.3,0.0,0,0,62,0.0,0,31,0,9,96.8,30,0.0,0,158.3,11,2,100.0,31,201,114,12.7,22.3,6.7
Tory Horton,128232,WR,COLO STATE,1,5.1,2,81.8,,0,0,0,0.0,0,6,144,0,80.1,70.2,73.5,,72.5,0.0,0,1,12,0.0,0,38,0,9,97.4,37,15.8,6,59.5,11,0,84.2,32,81,56,6.2,9.0,2.19
Xavier Legette,99197,WR,S CAROLINA,1,15.6,1,81.8,100.0,1,1,0,0.0,0,6,289,0,80.9,68.9,85.4,,83.8,0.0,0,0,37,0.0,0,44,0,9,93.2,41,25.0,11,118.8,11,0,75.0,33,178,53,5.9,19.8,4.34
Antonio Williams,156241,WR,CLEMSON,1,8.1,2,63.6,0.0,0,3,0,12.5,1,4,140,0,56.4,71.0,61.1,,63.0,3.1,1,0,18,0.0,0,32,0,7,93.8,30,96.9,31,76.3,11,0,0.0,0,56,19,2.7,8.0,1.87
Benjamin Yurosek,131786,TE,STANFORD,1,11.1,1,81.8,100.0,4,4,0,0.0,0,5,300,0,80.1,67.5,89.5,69.1,91.3,42.5,17,0,32,15.0,6,40,0,9,80.0,32,55.0,22,149.1,11,1,2.5,1,138,29,3.2,15.3,4.31
Dalvin Smith,98019,WR,W KENTUCKY,1,5.4,0,63.6,0.0,0,1,0,22.2,2,4,346,0,25.6,66.7,58.3,,59.7,0.0,0,0,42,0.0,0,38,0,7,94.7,36,84.2,32,121.8,11,1,15.8,6,96,83,11.9,13.7,2.67
Nick Nash,98679,WR,S JOSE ST,1,10.4,1,63.6,25.0,1,4,0,12.5,1,0,285,1,56.4,17.4,48.4,,50.8,0.0,0,0,9,0.0,0,47,0,7,89.4,42,12.8,6,70.3,11,0,87.2,41,40,22,3.1,5.7,0.95
Jayden McGowan,157184,WR,VANDERBILT,1,11.1,1,54.5,,0,0,0,14.3,1,2,333,0,53.8,71.0,64.3,,62.9,0.0,0,0,23,0.0,0,28,0,6,96.4,27,39.3,11,74.1,11,0,57.1,16,70,64,10.7,11.7,2.59
Evan Stewart,158674,WR,TEXAS A&M,1,14.7,0,80.0,0.0,0,2,0,0.0,0,5,312,1,79.3,17.6,76.1,,74.8,0.0,0,0,35,0.0,0,28,0,8,92.9,26,32.1,9,154.2,10,2,67.9,19,115,27,3.4,14.4,4.42
Jalen McMillan,131905,WR,WASHINGTON,1,9.9,0,80.0,0.0,0,1,0,0.0,0,4,340,0,79.3,70.7,77.6,,75.3,0.0,0,0,38,0.0,0,33,0,8,93.9,31,87.9,29,145.8,10,2,9.1,3,95,46,5.8,11.9,3.06
Jalon Calhoun,97272,WR,DUKE,1,5.7,0,50.0,,0,0,0,16.7,1,2,154,0,53.4,71.9,60.2,,61.1,0.0,0,0,10,0.0,0,39,1,5,97.4,38,97.4,38,57.1,10,0,2.6,1,32,16,3.2,6.4,0.84
Xavier Worthy,144718,WR,TEXAS,1,14.2,1,70.0,33.3,1,3,0,0.0,0,5,311,0,78.5,72.0,68.5,,67.7,0.0,0,0,24,0.0,0,37,1,7,94.6,35,24.3,9,97.9,10,0,75.7,28,90,46,6.6,12.9,2.57
Smoke Harris,78918,WR,LA TECH,1,6.6,0,70.0,,0,0,0,0.0,0,2,208,0,78.5,71.6,60.5,,60.2,2.8,1,1,22,0.0,0,36,0,7,97.2,35,97.2,35,40.4,10,0,0.0,0,47,12,1.7,6.7,1.34
Jaquaize Pettaway,173716,WR,OKLAHOMA,1,0.4,3,90.0,,0,0,0,10.0,1,3,261,0,61.0,67.5,72.3,,73.5,5.3,1,0,13,0.0,0,19,0,9,84.2,16,84.2,16,90.0,10,0,0.0,0,56,56,6.2,6.2,3.5
Cam Johnson,84497,WR,NWESTERN,1,14.0,0,30.0,0.0,0,1,0,0.0,0,3,256,0,74.9,65.0,62.6,,62.2,0.0,0,2,17,0.0,0,42,0,3,97.6,41,7.1,3,3.3,10,0,92.9,39,38,5,1.7,12.7,0.93
Tanner Koziol,156895,TE,BALL ST,1,8.0,1,80.0,,0,0,0,0.0,0,5,117,1,79.3,17.6,66.2,74.5,70.8,61.8,21,0,17,11.8,4,34,0,8,82.4,28,26.5,9,92.1,10,0,11.8,4,61,16,2.0,7.6,2.18
Stefan Cobbs,84143,WR,BOISE ST,1,5.8,1,60.0,100.0,1,1,0,25.0,2,3,120,0,33.4,66.2,56.5,,57.8,2.2,1,0,40,0.0,0,45,0,6,93.3,42,66.7,30,75.0,10,0,31.1,14,55,17,2.8,9.2,1.31
Will Shipley,144138,HB,CLEMSON,1,0.0,2,66.7,0.0,0,1,0,14.3,1,2,140,0,56.4,76.1,69.1,67.7,63.4,0.0,0,1,11,3.1,1,32,1,6,93.8,30,3.1,1,68.5,9,1,0.0,0,29,41,6.8,4.8,0.97
Deion Burks,145107,WR,PURDUE,1,16.7,5,44.4,33.3,1,3,0,0.0,0,4,273,0,74.9,65.0,77.9,,76.1,0.0,0,0,84,0.0,0,36,0,4,91.7,33,8.3,3,130.8,9,2,91.7,33,152,92,23.0,38.0,4.61
LaJohntay Wester,123616,WR,FAU,1,7.1,0,66.7,,0,0,0,14.3,1,4,165,0,53.4,72.9,69.6,,67.3,3.7,1,0,27,0.0,0,27,0,6,92.6,25,92.6,25,120.1,9,1,3.7,1,55,20,3.3,9.2,2.2
Sean Atkins,101127,WR,USF,1,11.3,2,55.6,50.0,1,2,0,16.7,1,1,327,0,50.3,72.8,63.9,,58.8,0.0,0,1,14,0.0,0,33,0,5,84.8,28,100.0,33,28.7,9,0,0.0,0,43,7,1.4,8.6,1.54
Johnny Wilson,76366,WR,FLORIDA ST,1,9.2,3,77.8,100.0,1,1,0,22.2,2,6,167,0,37.6,66.7,73.7,,72.1,0.0,0,0,22,0.0,0,29,1,7,93.1,27,20.7,6,114.8,9,0,79.3,23,104,33,4.7,14.9,3.85
Jaden Bray,127787,WR,OKLA STATE,1,10.7,0,55.6,100.0,2,2,0,16.7,1,3,262,0,49.8,65.7,64.7,,62.8,0.0,0,1,39,0.0,0,46,0,5,97.8,45,2.2,1,39.4,9,0,97.8,45,66,6,1.2,13.2,1.47
Ketron Jackson Jr.,146624,WR,BAYLOR,1,9.6,2,66.7,33.3,1,3,0,14.3,1,4,118,1,58.9,18.0,68.1,,67.9,0.0,0,0,31,0.0,0,46,0,6,91.3,42,4.3,2,90.0,9,0,95.7,44,70,16,2.7,11.7,1.67
J. Michael Sturdivant,146288,WR,UCLA,1,22.4,1,55.6,100.0,2,2,0,0.0,0,5,324,0,76.3,65.7,89.3,,87.3,4.3,1,1,62,0.0,0,23,0,5,95.7,22,26.1,6,97.9,9,1,69.6,16,136,35,7.0,27.2,6.18
Trell Harris,163133,WR,KENT STATE,1,18.9,1,44.4,0.0,0,1,0,0.0,0,3,201,0,74.9,65.0,62.9,,62.4,0.0,0,0,13,0.0,0,40,0,4,95.0,38,2.5,1,55.8,9,0,97.5,39,36,10,2.5,9.0,0.95
Tanner Knue,52961,WR,E MICHIGAN,1,10.4,2,88.9,100.0,2,2,0,0.0,0,4,160,0,79.3,67.1,76.2,,76.2,3.3,1,0,20,0.0,0,30,0,8,100.0,30,10.0,3,137.5,9,1,86.7,26,73,19,2.4,9.1,2.43
Louis Brown IV,163319,WR,COLO STATE,1,6.2,1,44.4,0.0,0,1,0,0.0,0,2,144,0,74.9,65.0,54.5,,57.3,0.0,0,1,17,0.0,0,46,0,4,97.8,45,73.9,34,18.5,9,0,26.1,12,41,31,7.8,10.3,0.91
Jamari Thrash,97399,WR,LOUISVILLE,1,8.8,5,77.8,,0,0,0,0.0,0,5,210,0,78.5,66.7,77.0,,78.6,0.0,0,0,23,0.0,0,35,0,7,94.3,33,5.7,2,147.0,9,2,94.3,33,88,43,6.1,12.6,2.67
Brennan Presley,122982,WR,OKLA STATE,1,2.8,3,66.7,,0,0,0,0.0,0,3,262,0,77.5,72.0,62.1,,59.6,0.0,0,0,28,0.0,0,37,0,6,97.3,36,94.6,35,119.7,9,1,2.7,1,54,56,9.3,9.0,1.5
Tre Harris,122676,WR,OLE MISS,1,14.0,3,66.7,50.0,1,2,0,14.3,1,5,226,0,53.4,66.2,89.7,,88.1,0.0,0,0,38,0.0,0,22,0,6,95.5,21,0.0,0,149.3,9,4,100.0,22,133,49,8.2,22.2,6.33
Luke Lachey,129475,TE,IOWA,1,8.0,0,77.8,50.0,1,2,0,12.5,1,3,192,0,56.4,67.4,73.2,67.3,67.1,38.7,12,0,31,3.2,1,31,0,7,96.8,30,38.7,12,100.5,9,0,22.6,7,73,22,3.1,10.4,2.43
Jaylen Johnson,84191,WR,E CAROLINA,1,11.4,0,55.6,50.0,1,2,0,0.0,0,1,156,0,76.3,65.7,59.8,,59.6,0.0,0,1,13,0.0,0,22,0,5,100.0,22,77.3,17,29.2,9,0,22.7,5,44,12,2.4,8.8,2.0
Jared Brown,147081,WR,COAST CAR,1,5.2,1,66.7,100.0,1,1,0,14.3,1,2,141,0,58.9,71.3,62.9,,59.8,0.0,0,0,9,0.0,0,47,0,6,93.6,44,97.9,46,72.0,9,0,2.1,1,31,27,4.5,5.2,0.7
Kobe Paysour,143974,WR,N CAROLINA,1,8.9,1,77.8,,0,0,0,12.5,1,3,245,0,56.8,66.7,67.6,,67.1,0.0,0,1,34,0.0,0,26,0,7,100.0,26,100.0,26,94.7,9,1,0.0,0,66,39,5.6,9.4,2.54
Drake Dabney,122264,TE,BAYLOR,1,12.6,1,66.7,,0,0,0,14.3,1,4,118,0,53.4,66.4,71.6,34.9,71.6,53.2,25,0,53,2.1,1,47,1,6,87.2,41,44.7,21,144.0,9,2,2.1,1,101,43,7.2,16.8,2.46
Troy Franklin,146567,WR,OREGON,1,13.4,2,77.8,0.0,0,1,0,0.0,0,4,264,0,78.5,66.7,90.8,,88.0,6.3,1,0,33,0.0,0,16,0,7,100.0,16,12.5,2,155.3,9,2,81.3,13,106,48,6.9,15.1,6.63
Brian Thomas Jr.,146760,WR,LSU,1,12.0,2,87.5,0.0,0,1,0,12.5,1,4,211,0,56.4,66.7,71.0,,68.9,0.0,0,0,75,0.0,0,46,0,7,97.8,45,10.9,5,158.3,8,1,87.0,40,142,83,11.9,20.3,3.16
Malachi Fields,151069,WR,VIRGINIA,1,13.5,0,50.0,0.0,0,2,0,20.0,1,3,335,0,45.4,65.0,68.3,,68.0,0.0,0,0,30,0.0,0,24,0,4,100.0,24,4.2,1,76.6,8,0,95.8,23,63,14,3.5,15.8,2.63
Robert Lewis,123858,WR,GA STATE,1,11.1,1,87.5,0.0,0,1,0,0.0,0,4,175,0,78.5,69.5,75.5,,74.9,0.0,0,0,39,0.0,0,23,0,7,91.3,21,17.4,4,156.8,8,1,82.6,19,97,25,3.6,13.9,4.62
Jerjuan Newton,97308,WR,TOLEDO,1,11.4,0,62.5,75.0,3,4,0,0.0,0,2,316,1,76.3,13.7,53.5,,53.0,0.0,0,0,18,0.0,0,39,1,5,84.6,33,23.1,9,120.3,8,1,76.9,30,51,2,0.4,10.2,1.55
