player,player_id,position,team_name,player_game_count,avg_depth_of_target,avoided_tackles,caught_percent,contested_catch_rate,contested_receptions,contested_targets,declined_penalties,drop_rate,drops,first_downs,franchise_id,fumbles,grades_hands_drop,grades_hands_fumble,grades_offense,grades_pass_block,grades_pass_route,inline_rate,inline_snaps,interceptions,longest,pass_block_rate,pass_blocks,pass_plays,penalties,receptions,route_rate,routes,slot_rate,slot_snaps,targeted_qb_rating,targets,touchdowns,wide_rate,wide_snaps,yards,yards_after_catch,yards_after_catch_per_reception,yards_per_reception,yprr
Josh Cameron,144513,WR,BAYLOR,1,10.0,2,68.4,50.0,2,4,0,0.0,0,9,118,0,83.3,69.0,80.5,,79.8,0.0,0,0,29,0.0,0,66,0,13,93.9,62,6.1,4,130.4,19,2,93.9,62,165,55,4.2,12.7,2.66
Marcel Williams,184707,WR,AKRON,1,13.4,0,77.8,60.0,3,5,0,0.0,0,10,102,0,83.3,69.1,84.3,,81.7,0.0,0,0,42,0.0,0,60,0,14,91.7,55,13.3,8,151.4,18,2,86.7,52,206,49,3.5,14.7,3.75
Asaad Waseem,171909,WR,FAU,1,6.5,1,73.3,0.0,0,1,0,15.4,2,3,165,0,51.7,68.5,60.5,,60.3,0.0,0,0,19,0.0,0,45,0,11,91.1,41,88.9,40,79.9,15,0,11.1,5,60,41,3.7,5.5,1.46
Iverson Hooks,163020,WR,UAB,1,15.3,3,40.0,25.0,1,4,0,0.0,0,5,321,0,77.5,66.2,66.4,,66.3,0.0,0,0,16,0.0,0,49,0,6,93.9,46,55.1,27,51.5,15,0,42.9,21,58,12,2.0,9.7,1.26
Andrew Marsh,198804,WR,MICHIGAN,1,10.8,1,80.0,50.0,2,4,0,0.0,0,9,222,0,82.2,22.8,81.4,,88.4,0.0,0,0,32,0.0,0,39,0,12,97.4,38,41.0,16,118.8,15,0,56.4,22,189,68,5.7,15.8,4.97
Kole Wilson,168441,WR,BAYLOR,1,19.8,2,28.6,33.3,1,3,0,0.0,0,2,118,0,74.9,65.0,63.1,,62.8,0.0,0,0,64,0.0,0,56,0,4,92.9,52,92.9,52,76.8,14,1,5.4,3,87,42,10.5,21.8,1.67
Nik McMillan,157951,WR,BUFFALO,1,13.5,1,53.8,75.0,3,4,0,12.5,1,4,126,0,56.4,66.7,67.6,,67.0,0.0,0,1,55,0.0,0,52,0,7,94.2,49,9.6,5,93.6,13,2,90.4,47,122,59,8.4,17.4,2.49
Jeremiah Koger,199425,WR,USF,1,14.5,2,69.2,,0,0,0,10.0,1,5,327,0,61.0,67.5,72.2,,71.5,0.0,0,0,36,0.0,0,40,0,9,95.0,38,2.5,1,121.3,13,1,97.5,39,112,9,1.0,12.4,2.95
Elijah Metcalf,145307,WR,SO MISS,1,8.3,4,76.9,,0,0,0,0.0,0,5,296,0,81.5,68.2,79.7,,79.2,0.0,0,1,34,0.0,0,40,0,10,97.5,39,95.0,38,97.0,13,1,5.0,2,116,71,7.1,11.6,2.97
Germie Bernard,158374,WR,ALABAMA,1,12.2,1,53.8,50.0,1,2,0,0.0,0,5,103,0,78.5,66.7,66.5,,66.8,0.0,0,0,17,0.0,0,44,1,7,97.7,43,31.8,14,69.7,13,0,56.8,25,71,16,2.3,10.1,1.65
