player,player_id,position,team_name,player_game_count,avg_depth_of_target,avoided_tackles,caught_percent,contested_catch_rate,contested_receptions,contested_targets,declined_penalties,drop_rate,drops,first_downs,franchise_id,fumbles,grades_hands_drop,grades_hands_fumble,grades_offense,grades_pass_block,grades_pass_route,inline_rate,inline_snaps,interceptions,longest,pass_block_rate,pass_blocks,pass_plays,penalties,receptions,route_rate,routes,slot_rate,slot_snaps,targeted_qb_rating,targets,touchdowns,wide_rate,wide_snaps,yards,yards_after_catch,yards_after_catch_per_reception,yards_per_reception,yprr
Anthony Smith,122885,WR,E CAROLINA,1,10.6,3,73.3,0.0,0,1,0,0.0,0,6,156,0,81.5,68.2,78.7,,78.0,0.0,0,0,31,0.0,0,35,0,11,97.1,34,20.0,7,101.0,15,0,80.0,28,136,80,7.3,12.4,4.0
Ted Hurst,187922,WR,GA STATE,1,14.9,3,66.7,60.0,3,5,0,0.0,0,7,175,0,80.9,67.9,91.1,,90.3,0.0,0,1,52,0.0,0,28,0,10,100.0,28,7.1,2,117.2,15,2,92.9,26,172,70,7.0,17.2,6.14
Trent Walker,146340,WR,OREGON ST,1,8.9,0,46.7,0.0,0,2,0,22.2,2,4,265,0,37.6,66.7,60.8,,60.8,0.0,0,2,15,0.0,0,39,0,7,100.0,39,25.6,10,20.3,15,0,74.4,29,68,10,1.4,9.7,1.74
Easton Messer,163051,WR,FAU,1,8.9,2,71.4,,0,0,0,0.0,0,5,165,0,80.9,72.3,71.4,,70.8,0.0,0,1,23,0.0,0,56,0,10,98.2,55,91.1,51,82.4,14,1,8.9,5,90,41,4.1,9.0,1.64
Beau Sparks,173021,WR,TEXAS ST,1,6.9,0,71.4,0.0,0,1,0,0.0,0,3,314,1,80.9,21.1,61.2,,60.7,0.0,0,0,13,0.0,0,48,0,10,93.8,45,33.3,16,81.5,14,0,66.7,32,67,23,2.3,6.7,1.49
Jaden Barnes,173738,WR,APP STATE,1,6.1,5,76.9,100.0,1,1,0,9.1,1,6,108,0,62.9,69.2,82.4,,81.1,0.0,0,0,42,0.0,0,44,0,10,93.2,41,77.3,34,134.1,13,1,22.7,10,132,85,8.5,13.2,3.22
Ryan Davis,97321,WR,UTAH,1,6.8,0,76.9,0.0,0,1,0,9.1,1,4,328,0,63.3,67.9,59.6,,59.9,0.0,0,0,24,0.0,0,37,0,10,91.9,34,56.8,21,95.4,13,0,43.2,16,91,19,1.9,9.1,2.68
Le'Meke Brockington,144969,WR,MINNESOTA,1,11.3,2,66.7,50.0,1,2,0,0.0,0,6,225,0,79.3,67.1,81.5,61.9,80.5,0.0,0,1,23,3.4,1,29,0,8,86.2,25,20.7,6,59.7,12,0,79.3,23,106,17,2.1,13.3,4.24
Braylon Staley,184893,WR,TENNESSEE,1,6.3,1,75.0,,0,0,0,0.0,0,5,307,0,80.1,67.5,70.1,,69.6,0.0,0,1,32,0.0,0,39,0,9,89.7,35,89.7,35,91.3,12,1,10.3,4,97,50,5.6,10.8,2.77
Skyler Bell,145163,WR,UCONN,1,9.4,2,58.3,0.0,0,1,0,12.5,1,5,146,0,56.4,66.7,70.1,,70.3,0.0,0,0,31,0.0,0,32,0,7,93.8,30,28.1,9,84.0,12,0,71.9,23,96,52,7.4,13.7,3.2
