player,player_id,position,team_name,player_game_count,avg_depth_of_target,avoided_tackles,caught_percent,contested_catch_rate,contested_receptions,contested_targets,declined_penalties,drop_rate,drops,first_downs,franchise_id,fumbles,grades_hands_drop,grades_hands_fumble,grades_offense,grades_pass_block,grades_pass_route,inline_rate,inline_snaps,interceptions,longest,pass_block_rate,pass_blocks,pass_plays,penalties,receptions,route_rate,routes,slot_rate,slot_snaps,targeted_qb_rating,targets,touchdowns,wide_rate,wide_snaps,yards,yards_after_catch,yards_after_catch_per_reception,yards_per_reception,yprr
Danny Scudero,170781,WR,S JOSE ST,1,11.0,0,45.5,,0,0,0,41.2,7,6,285,0,10.2,67.9,59.7,,59.6,0.0,0,0,72,0.0,0,55,0,10,94.5,52,92.7,51,113.6,22,4,7.3,4,180,67,6.7,18.0,3.46
Camden Brown,157049,WR,GA SOUTHRN,1,12.8,5,70.6,50.0,2,4,0,7.7,1,7,174,0,66.1,68.5,80.6,,83.5,0.0,0,1,26,0.0,0,53,2,12,96.2,51,17.0,9,94.7,17,1,83.0,44,158,67,5.6,13.2,3.1
Ted Hurst,187922,WR,GA STATE,1,8.5,4,52.9,50.0,1,2,0,10.0,1,9,175,0,62.9,67.9,70.1,,69.3,0.0,0,1,20,0.0,0,61,0,9,93.4,57,16.4,10,47.4,17,0,83.6,51,105,48,5.3,11.7,1.84
Jordyn Tyson,157690,WR,ARIZONA ST,1,9.8,0,50.0,0.0,0,2,0,0.0,0,3,110,0,79.3,68.2,67.4,,64.5,0.0,0,0,11,0.0,0,39,0,8,92.3,36,25.6,10,56.3,16,0,74.4,29,40,18,2.3,5.0,1.11
Javon Robinson,173924,WR,GA STATE,1,5.8,1,56.3,,0,0,0,18.2,2,5,175,1,44.3,20.0,60.1,44.8,59.6,5.5,3,0,22,0.0,0,55,0,9,94.5,52,80.0,44,91.9,16,1,14.5,8,85,60,6.7,9.4,1.63
Ian Strong,170319,WR,RUTGERS,1,11.5,2,46.7,16.7,1,6,0,0.0,0,6,278,0,78.5,66.7,70.0,,69.2,0.0,0,1,34,0.0,0,63,0,7,92.1,58,0.0,0,47.6,15,0,100.0,63,124,35,5.0,17.7,2.14
Kris Hutson,131713,WR,ARIZONA,1,14.9,0,60.0,66.7,2,3,0,0.0,0,6,109,0,80.1,67.5,75.1,,73.0,0.0,0,0,19,0.0,0,48,0,9,97.9,47,4.2,2,103.7,15,1,95.8,46,106,12,1.3,11.8,2.26
Pofele Ashlock,158166,WR,HAWAII,1,12.1,0,53.3,100.0,1,1,0,11.1,1,7,180,0,79.3,67.1,74.8,,73.7,0.0,0,1,31,0.0,0,51,0,8,100.0,51,92.2,47,89.7,15,3,7.8,4,113,19,2.4,14.1,2.22
Nick Marsh,183541,WR,MICH STATE,1,11.1,8,50.0,33.3,1,3,0,12.5,1,5,223,0,56.4,67.8,74.6,,72.7,0.0,0,0,22,0.0,0,37,0,7,97.3,36,10.8,4,90.5,14,1,89.2,33,77,50,7.1,11.0,2.14
Josiah Freeman,163398,WR,FRESNO ST,1,11.7,0,50.0,33.3,1,3,0,22.2,2,3,169,0,44.3,67.5,64.2,,65.1,0.0,0,1,26,0.0,0,53,1,7,90.6,48,35.8,19,80.1,14,2,64.2,34,89,42,6.0,12.7,1.85
