player,player_id,position,team_name,player_game_count,avg_depth_of_target,avoided_tackles,caught_percent,contested_catch_rate,contested_receptions,contested_targets,declined_penalties,drop_rate,drops,first_downs,franchise_id,fumbles,grades_hands_drop,grades_hands_fumble,grades_offense,grades_pass_block,grades_pass_route,inline_rate,inline_snaps,interceptions,longest,pass_block_rate,pass_blocks,pass_plays,penalties,receptions,route_rate,routes,slot_rate,slot_snaps,targeted_qb_rating,targets,touchdowns,wide_rate,wide_snaps,yards,yards_after_catch,yards_after_catch_per_reception,yards_per_reception,yprr
Drake London,86519,WR,USC,1,9.7,3,72.2,83.3,5,6,0,18.8,3,9,326,0,41.6,68.7,83.3,,82.4,2.3,1,1,32,0.0,0,44,0,13,97.7,43,15.9,7,115.5,18,2,81.8,36,170,42,3.2,13.1,3.95
Charleston Rambo,61569,WR,MIAMI FL,1,11.2,1,66.7,33.3,1,3,0,0.0,0,7,220,0,82.2,68.5,84.7,,83.2,0.0,0,2,28,0.0,0,49,0,12,93.9,46,6.1,3,91.2,18,2,93.9,46,156,69,5.8,13.0,3.39
Jalen Cropper,97273,WR,FRESNO ST,1,9.4,5,82.4,100.0,1,1,0,0.0,0,7,169,0,83.3,69.7,84.4,,82.5,0.0,0,1,27,0.0,0,48,0,14,97.9,47,95.8,46,96.3,17,1,4.2,2,141,80,5.7,10.1,3.0
Stanley Berryhill III,61128,WR,ARIZONA,1,7.3,3,68.8,75.0,3,4,0,0.0,0,4,109,0,81.5,74.1,68.0,63.6,71.6,2.2,1,1,16,2.2,1,45,0,11,91.1,41,80.0,36,57.0,16,0,17.8,8,91,58,5.3,8.3,2.22
Deven Thompkins,84480,WR,UTAH ST,1,16.5,0,66.7,50.0,2,4,0,9.1,1,4,329,0,63.3,67.9,68.6,,70.7,0.0,0,0,72,0.0,0,56,1,10,96.4,54,91.1,51,131.9,15,1,3.6,2,193,54,5.4,19.3,3.57
JuanCarlos Santana,78056,WR,TULSA,1,11.3,0,50.0,20.0,1,5,0,12.5,1,3,320,0,41.2,67.1,58.7,,59.8,0.0,0,0,22,0.0,0,59,1,7,93.2,55,40.7,24,67.0,14,0,59.3,35,78,15,2.1,11.1,1.42
Wan'Dale Robinson,101735,WR,KENTUCKY,1,15.6,1,57.1,0.0,0,1,0,20.0,2,4,202,0,41.9,70.0,69.2,,66.3,0.0,0,1,39,0.0,0,36,0,8,97.2,35,88.9,32,53.0,14,0,11.1,4,111,25,3.1,13.9,3.17
Boogie Knight,78211,WR,LA MONROE,1,10.2,0,42.9,50.0,1,2,0,0.0,0,3,209,0,77.5,73.1,68.6,,68.2,0.0,0,0,22,0.0,0,45,0,6,91.1,41,100.0,45,61.0,14,0,0.0,0,78,26,4.3,13.0,1.9
Jake Bobo,77997,WR,DUKE,1,6.4,1,78.6,50.0,2,4,0,0.0,0,6,154,0,82.2,68.5,68.9,,70.3,0.0,0,0,19,0.0,0,46,1,11,93.5,43,32.6,15,98.5,14,0,67.4,31,107,67,6.1,9.7,2.49
Trey McBride,75916,TE,COLO STATE,1,6.0,2,64.3,25.0,1,4,0,10.0,1,6,144,0,61.0,67.5,74.3,68.5,87.7,75.0,24,0,29,6.3,2,32,2,9,90.6,29,18.8,6,88.1,14,0,6.3,2,109,85,9.4,12.1,3.76
