player,player_id,position,team_name,player_game_count,batted_passes,declined_penalties,franchise_id,grades_pass_rush_defense,hits,hurries,pass_rush_opp,pass_rush_percent,pass_rush_win_rate,pass_rush_wins,penalties,prp,sacks,snap_counts_pass_play,snap_counts_pass_rush,total_pressures,true_pass_set_batted_passes,true_pass_set_grades_pass_rush_defense,true_pass_set_hits,true_pass_set_hurries,true_pass_set_pass_rush_opp,true_pass_set_pass_rush_percent,true_pass_set_pass_rush_win_rate,true_pass_set_pass_rush_wins,true_pass_set_prp,true_pass_set_sacks,true_pass_set_snap_counts_pass_play,true_pass_set_snap_counts_pass_rush,true_pass_set_total_pressures
Zaid Hamdan,52925,DI,KENT STATE,1,0,0,201,60.3,0,0,12,100.0,8.3,1,0,0.0,0,12,12,0,0,56.8,0,0,4,100.0,0.0,0,0.0,0,4,4,0
Eric Phillips,53572,ED,CINCINNATI,1,0,0,138,60.7,0,1,19,100.0,10.5,2,0,2.6,0,22,22,1,0,,0,0,0,,,0,,0,0,0,0
Cheikhsaliou Fall,54240,ED,CAL,1,0,1,130,54.6,0,0,24,100.0,0.0,0,2,0.0,0,25,25,0,0,56.4,0,0,4,100.0,0.0,0,0.0,0,4,4,0
Malik Denkins,55516,ED,C MICHIGAN,1,0,0,134,57.5,0,0,3,100.0,0.0,0,0,0.0,0,3,3,0,0,,0,0,0,,,0,,0,0,0,0
Jaiden Cameron,62277,ED,NWESTERN,1,0,0,256,65.0,0,1,5,100.0,20.0,1,0,10.0,0,6,6,1,0,,0,0,0,,,0,,0,0,0,0
Barry Brown,62724,LB,COAST CAR,1,0,0,141,68.6,1,0,2,20.0,50.0,1,0,25.0,0,15,3,1,0,59.3,1,0,0,16.7,,0,,0,6,1,1
Kam Butler,63872,ED,VIRGINIA,1,0,0,335,66.9,0,3,36,97.5,11.1,4,0,4.2,0,40,39,3,0,68.2,0,3,15,93.8,26.7,4,10.0,0,16,15,3
Ty Hamilton,66298,DI,OHIO STATE,1,0,0,260,54.4,0,0,20,100.0,0.0,0,1,0.0,0,21,21,0,0,55.2,0,0,11,100.0,0.0,0,0.0,0,11,11,0
Ben Florentine,70644,DI,WYOMING,1,0,0,351,59.3,0,0,2,100.0,0.0,0,0,0.0,0,2,2,0,0,59.8,0,0,1,100.0,0.0,0,0.0,0,1,1,0
Keyon Ware-Hudson,71322,DI,OREGON,1,0,0,264,58.1,0,0,3,100.0,0.0,0,0,0.0,0,3,3,0,0,60.0,0,0,1,100.0,0.0,0,0.0,0,1,1,0
Keanu Tanuvasa,71398,DI,UTAH,1,0,1,328,59.4,0,1,35,100.0,5.7,2,1,1.4,0,36,36,1,0,54.2,0,0,13,100.0,0.0,0,0.0,0,14,14,0
Akili Arnold,71406,S,USC,1,0,0,326,57.3,0,1,1,2.9,100.0,1,0,50.0,0,35,1,1,0,57.3,0,1,1,6.7,100.0,1,50.0,0,15,1,1
Easton Mascarenas-Arnold,71410,LB,USC,1,0,0,326,64.2,1,0,9,20.9,11.1,1,0,5.6,0,43,9,1,0,72.2,1,0,4,25.0,25.0,1,12.5,0,16,4,1
Sheldon Newton,71957,DI,BOISE ST,1,0,0,120,55.0,0,0,19,100.0,0.0,0,0,0.0,0,20,20,0,0,57.3,0,0,3,100.0,0.0,0,0.0,0,4,4,0
Raider Damuni,72338,S,BYU,1,0,0,128,57.5,0,0,2,18.2,0.0,0,0,0.0,0,11,2,0,0,59.4,0,0,1,50.0,0.0,0,0.0,0,2,1,0
Noa Pola-Gates,72535,CB,NEW MEXICO,1,0,0,241,60.0,0,0,1,2.9,0.0,0,0,0.0,0,34,1,0,0,60.0,0,0,1,50.0,0.0,0,0.0,0,2,1,0
Jadon Pearson,72538,LB,UTAH ST,1,0,0,329,53.7,0,1,6,20.7,0.0,0,0,8.3,0,29,6,1,0,54.3,0,1,4,26.7,0.0,0,12.5,0,15,4,1
Keith Conley Jr.,72821,ED,UNLV,1,0,0,325,69.1,0,1,10,92.3,30.0,3,0,5.0,0,13,12,1,0,70.3,0,0,4,100.0,50.0,2,0.0,0,5,5,0
Lincoln Tuioti-Mariner,73243,S,AIR FORCE,1,0,0,101,44.7,0,2,4,17.4,0.0,0,0,25.0,0,23,4,2,0,44.1,0,2,2,18.2,0.0,0,50.0,0,11,2,2
Marco Notarainni,73389,LB,BOISE ST,1,0,0,120,50.7,1,1,11,20.8,0.0,0,0,9.1,0,53,11,2,0,53.4,0,0,4,25.0,0.0,0,0.0,0,16,4,0
Treven Ma'ae,74498,DI,BAYLOR,1,0,0,118,64.0,1,2,28,100.0,10.7,3,0,8.9,1,29,29,4,0,61.0,1,0,11,100.0,0.0,0,13.6,1,11,11,2
Chuck Hicks,75816,LB,MISSOURI,1,0,0,229,59.7,0,0,1,10.0,0.0,0,0,0.0,0,10,1,0,0,59.7,0,0,1,33.3,0.0,0,0.0,0,3,1,0
Damaje Yancey,76532,CB,TROY,1,0,0,318,59.1,0,0,1,3.0,0.0,0,2,0.0,0,33,1,0,0,59.1,0,0,1,16.7,0.0,0,0.0,0,6,1,0
Torey Richardson,76711,CB,TEMPLE,1,0,0,306,55.4,0,0,1,2.2,0.0,0,0,0.0,0,46,1,0,0,,0,0,0,0.0,,0,,0,15,0,0
Dennis Briggs Jr.,76792,DI,ILLINOIS,1,0,0,187,52.9,0,0,25,100.0,0.0,0,0,0.0,0,26,26,0,0,53.8,0,0,8,100.0,0.0,0,0.0,0,9,9,0
