player,player_id,position,team_name,player_game_count,batted_passes,declined_penalties,franchise_id,grades_pass_rush_defense,hits,hurries,pass_rush_opp,pass_rush_percent,pass_rush_win_rate,pass_rush_wins,penalties,prp,sacks,snap_counts_pass_play,snap_counts_pass_rush,total_pressures,true_pass_set_batted_passes,true_pass_set_grades_pass_rush_defense,true_pass_set_hits,true_pass_set_hurries,true_pass_set_pass_rush_opp,true_pass_set_pass_rush_percent,true_pass_set_pass_rush_win_rate,true_pass_set_pass_rush_wins,true_pass_set_prp,true_pass_set_sacks,true_pass_set_snap_counts_pass_play,true_pass_set_snap_counts_pass_rush,true_pass_set_total_pressures
Malik Vann,52555,ED,CINCINNATI,1,1,0,138,60.1,0,0,16,100.0,0.0,0,0,0.0,0,16,16,0,0,57.7,0,0,2,100.0,0.0,0,0.0,0,2,2,0
Tyler Bentley,52790,DI,PITTSBURGH,1,0,0,268,56.5,0,1,12,100.0,0.0,0,0,4.2,0,12,12,1,0,57.5,0,1,3,100.0,0.0,0,16.7,0,3,3,1
Xavier Peters,52819,ED,FAU,1,0,0,165,67.4,0,1,17,100.0,5.9,1,0,8.8,1,17,17,2,0,55.8,0,0,5,100.0,0.0,0,0.0,0,5,5,0
Zaid Hamdan,52925,DI,TULSA,1,0,0,320,61.8,1,0,8,100.0,0.0,0,0,6.3,0,8,8,1,0,61.8,1,0,8,100.0,0.0,0,6.3,0,8,8,1
Cole Pearce,52970,LB,BALL ST,1,0,0,117,48.1,0,1,5,9.8,0.0,0,0,10.0,0,51,5,1,0,57.6,0,0,2,15.4,0.0,0,0.0,0,13,2,0
Eric Phillips,53572,ED,CINCINNATI,1,0,0,138,61.0,1,1,23,100.0,8.7,2,0,4.3,0,24,24,2,0,54.9,0,0,4,100.0,0.0,0,0.0,0,5,5,0
Jaheim Thomas,54193,LB,ARKANSAS,1,0,0,111,76.8,0,0,7,21.2,28.6,2,0,14.3,1,33,7,1,0,80.4,0,0,5,31.3,40.0,2,20.0,1,16,5,1
Jordan Strachan,55198,ED,S CAROLINA,1,0,0,289,68.2,0,1,39,97.6,12.8,5,0,3.8,1,41,40,2,0,65.8,0,1,18,100.0,22.2,4,2.8,0,19,19,1
Zachary Ford,55353,S,TOLEDO,1,0,0,316,59.5,0,0,0,2.9,,0,0,,0,34,1,0,0,,0,0,0,0.0,,0,,0,18,0,0
Taijh Alston,56348,ED,COLORADO,1,0,0,143,60.5,0,0,16,100.0,6.3,1,0,0.0,0,17,17,0,0,58.0,0,0,1,100.0,0.0,0,0.0,0,2,2,0
Demetrice Lofton,56355,ED,W GEORGIA,1,0,0,1177,81.0,0,1,26,100.0,15.4,4,1,1.9,0,28,28,1,0,59.9,0,0,11,100.0,9.1,1,0.0,0,13,13,0
Popo Aumavae,56803,DI,OREGON,1,0,0,264,54.4,0,0,17,100.0,0.0,0,0,0.0,0,19,19,0,0,55.7,0,0,6,100.0,0.0,0,0.0,0,7,7,0
Jacob Lichtenstein,56912,DI,MIAMI FL,1,0,0,220,86.1,0,2,17,100.0,17.6,3,0,5.9,0,17,17,2,0,63.3,0,1,7,100.0,14.3,1,7.1,0,7,7,1
JB Brown,57701,ED,UMASS,1,0,0,216,66.9,1,1,15,100.0,20.0,3,0,13.3,1,16,16,3,0,55.4,0,0,5,100.0,0.0,0,0.0,0,5,5,0
Bryson Jackson,57738,S,BAYLOR,1,0,0,118,58.6,0,0,4,38.5,0.0,0,0,0.0,0,13,5,0,0,,0,0,0,0.0,,0,,0,2,0,0
Isaac Ukwu,57888,ED,OLE MISS,1,0,0,226,59.2,0,1,8,60.0,12.5,1,0,6.3,0,15,9,1,0,56.4,0,0,3,75.0,0.0,0,0.0,0,4,3,0
Monty Montgomery,58203,LB,OLE MISS,1,0,0,226,46.5,0,1,1,11.1,0.0,0,1,50.0,0,9,1,1,0,,0,0,0,0.0,,0,,0,2,0,0
Takulve Williams,61346,S,W KENTUCKY,1,0,0,346,47.7,0,1,7,38.9,0.0,0,0,7.1,0,18,7,1,0,47.2,0,1,4,40.0,0.0,0,12.5,0,10,4,1
Eddie Heckard,63024,CB,BYU,1,0,0,128,59.0,0,0,1,4.8,0.0,0,0,0.0,0,21,1,0,0,59.0,0,0,1,9.1,0.0,0,0.0,0,11,1,0
Kam Butler,63872,ED,VIRGINIA,1,0,0,335,64.5,0,2,19,87.0,15.8,3,1,5.3,0,23,20,2,0,60.8,0,1,8,90.0,12.5,1,6.3,0,10,9,1
Will Whitson,64470,ED,COAST CAR,1,0,0,141,59.8,0,0,3,100.0,0.0,0,0,0.0,0,3,3,0,0,,0,0,0,,,0,,0,0,0,0
Ty Hamilton,66298,DI,OHIO STATE,1,0,0,260,55.8,0,0,13,100.0,0.0,0,0,0.0,0,14,14,0,0,57.0,0,0,5,100.0,0.0,0,0.0,0,6,6,0
Markel Perry,66793,ED,SM HOUSTON,1,0,0,281,53.6,0,1,22,80.0,0.0,0,0,2.3,0,30,24,1,0,55.1,0,0,6,87.5,0.0,0,0.0,0,8,7,0
Jonathan Thomas,70412,ED,NEVADA,1,0,0,239,56.7,1,0,4,100.0,0.0,0,0,12.5,0,4,4,1,0,58.3,0,0,2,100.0,0.0,0,0.0,0,2,2,0
Ben Florentine,70644,DI,WYOMING,1,0,0,351,63.0,0,0,9,100.0,11.1,1,0,0.0,0,10,10,0,0,66.6,0,0,2,100.0,50.0,1,0.0,0,3,3,0
Tate Romney,70946,LB,ARIZONA ST,1,0,0,110,65.7,1,0,2,5.7,0.0,0,0,25.0,0,35,2,1,0,65.7,1,0,2,9.5,0.0,0,25.0,0,21,2,1
Kyler Orr,70975,ED,AIR FORCE,1,0,0,101,58.9,1,0,10,100.0,10.0,1,0,5.0,0,10,10,1,0,61.5,1,0,6,100.0,16.7,1,8.3,0,6,6,1
Keyon Ware-Hudson,71322,DI,OREGON,1,0,0,264,61.1,0,0,12,100.0,8.3,1,0,0.0,0,13,13,0,0,64.2,0,0,5,100.0,20.0,1,0.0,0,6,6,0
Keanu Tanuvasa,71398,DI,UTAH,1,0,0,328,66.9,0,1,33,100.0,6.1,2,0,4.5,1,34,34,2,0,57.7,0,1,19,100.0,0.0,0,2.6,0,20,20,1
Akili Arnold,71406,S,OREGON ST,1,0,0,265,60.0,0,0,1,2.6,0.0,0,0,0.0,0,39,1,0,0,,0,0,0,0.0,,0,,0,12,0,0
Easton Mascarenas-Arnold,71410,LB,OREGON ST,1,0,0,265,61.0,0,0,8,21.1,12.5,1,1,0.0,0,38,8,0,0,66.1,0,0,3,25.0,33.3,1,0.0,0,12,3,0
Sheldon Newton,71957,DI,BOISE ST,1,0,0,120,67.6,1,0,5,100.0,0.0,0,0,10.0,0,5,5,1,0,,0,0,0,,,0,,0,0,0,0
Na'im Rodman,72145,DI,WASH STATE,1,0,0,341,59.2,0,1,14,100.0,7.1,1,0,3.6,0,15,15,1,0,60.3,0,1,11,100.0,9.1,1,4.5,0,12,12,1
Ralen Goforth,72169,LB,WASHINGTON,1,0,0,340,46.1,0,1,5,23.8,0.0,0,0,10.0,0,21,5,1,0,46.1,0,1,2,66.7,0.0,0,25.0,0,3,2,1
Kamren Fabiculanan,72332,S,WASHINGTON,1,0,0,340,66.6,0,0,1,8.0,0.0,0,0,0.0,0,25,2,0,0,59.2,0,0,1,20.0,0.0,0,0.0,0,5,1,0
Keith Conley Jr.,72821,ED,UNLV,1,0,0,325,66.5,0,2,15,100.0,20.0,3,0,13.3,1,15,15,3,0,73.0,0,2,8,100.0,37.5,3,25.0,1,8,8,3
Marco Notarainni,73389,LB,BOISE ST,1,0,0,120,56.6,0,0,4,28.6,0.0,0,0,0.0,0,14,4,0,0,57.7,0,0,2,50.0,0.0,0,0.0,0,4,2,0
Evan Williams,73864,S,OREGON,1,0,0,264,82.8,0,0,2,5.6,50.0,1,0,100.0,2,36,2,2,0,82.8,0,0,2,11.8,50.0,1,100.0,2,17,2,2
Max Williams,73985,S,USC,1,0,1,326,59.4,0,0,1,2.7,0.0,0,1,0.0,0,37,1,0,0,,0,0,0,0.0,,0,,0,11,0,0
Taariq Al-Uqdah,74119,LB,WASH STATE,1,0,0,341,59.1,0,0,1,50.0,0.0,0,0,0.0,0,2,1,0,0,,0,0,0,,,0,,0,0,0,0
Treven Ma'ae,74498,DI,BAYLOR,1,0,0,118,55.7,0,0,9,100.0,0.0,0,0,0.0,0,9,9,0,0,56.5,0,0,6,100.0,0.0,0,0.0,0,6,6,0
Jowon Briggs,74867,DI,CINCINNATI,1,0,0,138,54.1,0,1,25,100.0,0.0,0,0,2.0,0,26,26,1,0,55.3,0,0,4,100.0,0.0,0,0.0,0,5,5,0
Solomon Byrd,75742,ED,USC,1,0,0,326,85.8,1,3,30,88.6,16.7,5,0,13.3,2,35,31,6,0,94.6,1,1,7,77.8,57.1,4,42.9,2,9,7,4
Uchenna Ezewike,75750,ED,UMASS,1,0,0,216,69.8,0,2,3,100.0,100.0,3,0,33.3,0,3,3,2,0,63.0,0,0,1,100.0,100.0,1,0.0,0,1,1,0
Jonah Kahahawai-Welch,75759,ED,HAWAII,1,1,0,180,53.8,0,3,14,70.0,0.0,0,0,10.7,0,20,14,3,1,62.4,0,2,6,75.0,0.0,0,16.7,0,8,6,2
