player,player_id,position,team_name,player_game_count,batted_passes,declined_penalties,franchise_id,grades_pass_rush_defense,hits,hurries,pass_rush_opp,pass_rush_percent,pass_rush_win_rate,pass_rush_wins,penalties,prp,sacks,snap_counts_pass_play,snap_counts_pass_rush,total_pressures,true_pass_set_batted_passes,true_pass_set_grades_pass_rush_defense,true_pass_set_hits,true_pass_set_hurries,true_pass_set_pass_rush_opp,true_pass_set_pass_rush_percent,true_pass_set_pass_rush_win_rate,true_pass_set_pass_rush_wins,true_pass_set_prp,true_pass_set_sacks,true_pass_set_snap_counts_pass_play,true_pass_set_snap_counts_pass_rush,true_pass_set_total_pressures
Jordan Carmouche,39951,LB,ARK STATE,1,0,0,113,53.1,0,0,6,28.6,0.0,0,0,0.0,0,21,6,0,0,,0,0,0,0.0,,0,,0,4,0,0
Brandon Bouyer-Randle,42637,LB,UCONN,1,0,0,146,69.1,1,3,22,75.9,13.6,3,0,9.1,0,29,22,4,0,71.7,1,3,17,89.5,17.6,3,11.8,0,19,17,4
Anthony Watts,42807,DI,MARSHALL,1,0,0,214,62.4,0,2,23,100.0,4.3,1,0,4.3,0,24,24,2,0,67.8,0,1,7,100.0,14.3,1,7.1,0,8,8,1
Ryan McWood,43189,LB,MIAMI OH,1,0,0,221,45.5,0,1,5,10.2,0.0,0,0,10.0,0,49,5,1,0,46.0,0,1,2,7.4,0.0,0,25.0,0,27,2,1
Jon-Michael Terry,43635,LB,TULSA,1,0,0,320,51.6,1,0,9,28.1,0.0,0,0,5.6,0,32,9,1,0,53.5,1,0,5,71.4,0.0,0,10.0,0,7,5,1
Tyrone Hopper,43714,ED,MISSOURI,1,0,0,229,64.3,0,0,6,100.0,16.7,1,0,0.0,0,6,6,0,0,58.8,0,0,1,100.0,0.0,0,0.0,0,1,1,0
Penei Pavihi,52079,LB,HAWAII,1,0,0,180,51.4,0,1,3,14.3,0.0,0,0,16.7,0,21,3,1,0,59.2,0,0,1,25.0,0.0,0,0.0,0,4,1,0
Kenneth Orji,52209,ED,RICE,1,0,0,275,56.3,0,1,8,100.0,12.5,1,0,6.3,0,8,8,1,0,,0,0,0,,,0,,0,0,0,0
Trey Schuman,52216,ED,RICE,1,0,0,275,74.4,0,0,7,100.0,28.6,2,0,14.3,1,7,7,1,0,,0,0,0,,,0,,0,0,0,0
Alii Matau,52219,LB,S JOSE ST,1,0,0,285,69.4,0,1,12,31.0,8.3,1,0,12.5,1,42,13,2,0,69.2,0,1,6,54.5,16.7,1,25.0,1,11,6,2
Rico Tolefree,52250,LB,S JOSE ST,1,0,0,285,60.0,0,0,1,50.0,0.0,0,0,0.0,0,2,1,0,0,,0,0,0,,,0,,0,0,0,0
Gabe Reid,52273,ED,UTAH,1,0,0,328,67.2,0,5,17,95.0,17.6,3,0,14.7,0,20,19,5,0,66.7,0,2,7,100.0,28.6,2,14.3,0,7,7,2
Darrien Grant,52293,DI,USF,1,0,0,327,54.8,0,0,9,100.0,0.0,0,0,0.0,0,9,9,0,0,56.0,0,0,4,100.0,0.0,0,0.0,0,4,4,0
Mekhi LaPointe,52315,S,USF,1,0,0,327,65.9,1,0,1,3.3,0.0,0,0,50.0,0,30,1,1,0,65.9,1,0,1,11.1,0.0,0,50.0,0,9,1,1
Nick Roberts,52318,S,SMU,1,0,0,287,59.2,0,0,1,2.4,0.0,0,1,0.0,0,41,1,0,0,,0,0,0,0.0,,0,,0,18,0,0
Tyler Bentley,52790,DI,PITTSBURGH,1,0,0,268,63.1,0,1,23,100.0,4.3,1,0,6.5,1,23,23,2,0,61.6,0,0,11,100.0,9.1,1,9.1,1,11,11,1
Xavier Peters,52819,ED,FAU,1,0,0,165,59.9,0,0,1,100.0,0.0,0,0,0.0,0,1,1,0,0,59.9,0,0,1,100.0,0.0,0,0.0,0,1,1,0
Eric Phillips,53572,ED,CINCINNATI,1,0,0,138,51.7,0,0,29,100.0,0.0,0,1,0.0,0,30,30,0,0,54.9,0,0,6,100.0,0.0,0,0.0,0,6,6,0
Ivan Pace Jr.,53587,LB,CINCINNATI,1,0,0,138,52.2,0,2,8,22.2,12.5,1,1,12.5,0,36,8,2,0,65.7,0,0,4,66.7,25.0,1,0.0,0,6,4,0
Ryan Mullaney,53704,ED,CINCINNATI,1,0,0,138,58.6,0,0,3,100.0,0.0,0,0,0.0,0,3,3,0,0,,0,0,0,,,0,,0,0,0,0
Jaheim Thomas,54193,LB,CINCINNATI,1,0,0,138,57.2,0,0,2,13.3,0.0,0,0,0.0,0,15,2,0,0,59.4,0,0,1,33.3,0.0,0,0.0,0,3,1,0
Tim Terry,55020,LB,AKRON,1,0,0,102,66.4,0,1,3,16.0,33.3,1,0,16.7,0,25,4,1,0,59.2,0,0,0,33.3,,0,,0,3,1,0
Chibueze Onwuka,55044,DI,BOSTON COL,1,0,0,121,54.9,0,0,16,100.0,0.0,0,0,0.0,0,17,17,0,0,57.0,0,0,4,100.0,0.0,0,0.0,0,4,4,0
