player,player_id,position,team_name,player_game_count,batted_passes,declined_penalties,franchise_id,grades_pass_rush_defense,hits,hurries,pass_rush_opp,pass_rush_percent,pass_rush_win_rate,pass_rush_wins,penalties,prp,sacks,snap_counts_pass_play,snap_counts_pass_rush,total_pressures,true_pass_set_batted_passes,true_pass_set_grades_pass_rush_defense,true_pass_set_hits,true_pass_set_hurries,true_pass_set_pass_rush_opp,true_pass_set_pass_rush_percent,true_pass_set_pass_rush_win_rate,true_pass_set_pass_rush_wins,true_pass_set_prp,true_pass_set_sacks,true_pass_set_snap_counts_pass_play,true_pass_set_snap_counts_pass_rush,true_pass_set_total_pressures
Malik Vann,52555,ED,CINCINNATI,1,0,0,138,69.0,0,1,13,100.0,15.4,2,0,11.5,1,13,13,2,0,66.8,0,0,3,100.0,0.0,0,33.3,1,3,3,1
Tyler Bentley,52790,DI,PITTSBURGH,1,0,0,268,57.4,0,0,7,100.0,0.0,0,0,0.0,0,9,9,0,0,58.4,0,0,1,100.0,0.0,0,0.0,0,2,2,0
Xavier Peters,52819,ED,FAU,1,0,0,165,55.0,0,0,7,100.0,0.0,0,0,0.0,0,7,7,0,0,55.4,0,0,4,100.0,0.0,0,0.0,0,4,4,0
Zaid Hamdan,52925,DI,TULSA,1,0,0,320,73.5,1,0,12,100.0,16.7,2,0,4.2,0,14,14,1,0,59.9,0,0,0,100.0,,0,,0,1,1,0
Cole Pearce,52970,LB,BALL ST,1,0,0,117,54.7,0,1,4,12.5,0.0,0,1,12.5,0,32,4,1,0,55.2,0,1,3,23.1,0.0,0,16.7,0,13,3,1
DeShawn Pace,53549,S,CINCINNATI,1,0,0,138,55.0,0,0,5,17.2,0.0,0,0,0.0,0,29,5,0,0,56.9,0,0,2,28.6,0.0,0,0.0,0,7,2,0
Eric Phillips,53572,ED,CINCINNATI,1,0,0,138,60.4,0,2,18,100.0,5.6,1,0,5.6,0,19,19,2,0,55.4,0,0,6,100.0,0.0,0,0.0,0,6,6,0
Jaheim Thomas,54193,LB,ARKANSAS,1,0,0,111,80.6,0,1,6,20.7,16.7,1,0,25.0,1,29,6,2,0,66.1,0,0,3,21.4,33.3,1,0.0,0,14,3,0
Jordan Strachan,55198,ED,S CAROLINA,1,0,0,289,55.8,0,1,24,85.7,4.2,1,0,2.1,0,28,24,1,0,61.8,0,1,6,85.7,16.7,1,8.3,0,7,6,1
Zachary Ford,55353,S,TOLEDO,1,0,0,316,65.9,0,2,3,5.5,33.3,1,0,33.3,0,55,3,2,0,63.8,0,1,1,4.2,100.0,1,50.0,0,24,1,1
Taijh Alston,56348,ED,COLORADO,1,1,0,143,72.5,0,3,18,100.0,22.2,4,0,8.3,0,22,22,3,0,68.1,0,1,7,100.0,28.6,2,7.1,0,7,7,1
Demetrice Lofton,56355,ED,W GEORGIA,1,0,0,1177,80.4,0,0,5,100.0,60.0,3,1,0.0,0,5,5,0,0,66.6,0,0,2,100.0,50.0,1,0.0,0,2,2,0
Popo Aumavae,56803,DI,OREGON,1,0,0,264,67.4,0,3,16,100.0,6.3,1,0,15.6,1,18,18,4,0,69.7,0,2,6,100.0,16.7,1,33.3,1,7,7,3
Jacob Lichtenstein,56912,DI,MIAMI FL,1,0,0,220,61.4,0,1,5,100.0,0.0,0,0,30.0,1,6,6,2,0,63.4,0,1,2,100.0,0.0,0,75.0,1,2,2,2
JB Brown,57701,ED,UMASS,1,1,0,216,60.7,0,2,23,100.0,0.0,0,0,4.3,0,29,29,2,1,58.5,0,1,14,100.0,0.0,0,3.6,0,15,15,1
Bryson Jackson,57738,S,BAYLOR,1,0,0,118,59.2,0,0,1,6.7,0.0,0,0,0.0,0,15,1,0,0,,0,0,0,0.0,,0,,0,5,0,0
Jerry Roberts,57759,LB,UMASS,1,0,0,216,65.7,0,1,2,11.5,0.0,0,0,25.0,0,26,3,1,0,56.6,0,1,2,18.2,0.0,0,25.0,0,11,2,1
Isaac Ukwu,57888,ED,OLE MISS,1,0,0,226,77.0,0,1,17,75.0,11.8,2,0,8.8,1,24,18,2,0,84.7,0,1,6,87.5,16.7,1,25.0,1,8,7,2
Malik Robinson,58044,LB,HOUSTON,1,0,0,182,67.9,1,0,5,17.1,0.0,0,1,10.0,0,41,7,1,0,59.1,0,0,1,7.7,0.0,0,0.0,0,13,1,0
Monty Montgomery,58203,LB,OLE MISS,1,0,0,226,60.4,0,2,8,26.7,0.0,0,0,12.5,0,30,8,2,0,55.1,0,0,4,44.4,0.0,0,0.0,0,9,4,0
Eddie Heckard,63024,CB,BYU,1,0,0,128,91.6,0,0,2,4.1,50.0,1,1,50.0,1,49,2,1,0,92.3,0,0,1,4.5,100.0,1,100.0,1,22,1,1
Kam Butler,63872,ED,VIRGINIA,1,0,0,335,73.2,0,2,31,91.7,22.6,7,0,6.5,1,36,33,3,0,66.8,0,0,12,86.7,16.7,2,8.3,1,15,13,1
Will Whitson,64470,ED,COAST CAR,1,0,0,141,57.2,0,1,3,100.0,0.0,0,0,16.7,0,3,3,1,0,,0,0,0,,,0,,0,0,0,0
Ty Hamilton,66298,DI,OHIO STATE,1,0,0,260,55.2,0,0,19,100.0,0.0,0,0,0.0,0,20,20,0,0,55.5,0,0,7,100.0,0.0,0,0.0,0,8,8,0
Ben Florentine,70644,DI,WYOMING,1,0,0,351,56.3,0,0,7,100.0,0.0,0,0,0.0,0,7,7,0,0,58.0,0,0,2,100.0,0.0,0,0.0,0,2,2,0
Tate Romney,70946,LB,ARIZONA ST,1,0,0,110,52.1,0,0,6,15.4,0.0,0,0,0.0,0,39,6,0,0,56.2,0,0,2,13.3,0.0,0,0.0,0,15,2,0
Keyon Ware-Hudson,71322,DI,OREGON,1,0,0,264,59.4,0,0,12,92.9,8.3,1,0,0.0,0,14,13,0,0,57.6,0,0,4,100.0,0.0,0,0.0,0,4,4,0
Keanu Tanuvasa,71398,DI,UTAH,1,0,0,328,58.7,1,0,25,100.0,4.0,1,0,2.0,0,26,26,1,0,62.8,1,0,7,100.0,14.3,1,7.1,0,7,7,1
Akili Arnold,71406,S,OREGON ST,1,0,0,265,64.7,0,1,2,4.5,0.0,0,0,75.0,1,44,2,2,0,64.7,0,1,2,6.5,0.0,0,75.0,1,31,2,2
Easton Mascarenas-Arnold,71410,LB,OREGON ST,1,0,0,265,58.9,1,0,5,13.6,0.0,0,0,10.0,0,44,6,1,0,53.3,0,0,5,16.1,0.0,0,0.0,0,31,5,0
Sheldon Newton,71957,DI,BOISE ST,1,0,0,120,64.3,0,1,9,100.0,11.1,1,0,5.6,0,12,12,1,0,58.9,0,0,2,100.0,0.0,0,0.0,0,2,2,0
Na'im Rodman,72145,DI,WASH STATE,1,0,0,341,58.8,0,0,7,100.0,0.0,0,0,0.0,0,7,7,0,0,59.9,0,0,1,100.0,0.0,0,0.0,0,1,1,0
Ralen Goforth,72169,LB,WASHINGTON,1,0,0,340,65.9,0,0,1,5.6,100.0,1,1,0.0,0,18,1,0,0,,0,0,0,0.0,,0,,0,5,0,0
Justin Flowe,72388,LB,ARIZONA,1,0,0,109,60.0,0,0,1,4.3,0.0,0,0,0.0,0,23,1,0,0,,0,0,0,0.0,,0,,0,9,0,0
Zahran Manley,72425,CB,STANFORD,1,0,0,300,60.0,0,0,1,2.6,0.0,0,0,0.0,0,39,1,0,0,,0,0,0,0.0,,0,,0,12,0,0
Keith Conley Jr.,72821,ED,UNLV,1,0,0,325,53.8,0,0,15,100.0,0.0,0,0,0.0,0,15,15,0,0,56.5,0,0,3,100.0,0.0,0,0.0,0,3,3,0
Marco Notarainni,73389,LB,BOISE ST,1,0,0,120,90.2,0,0,7,21.4,0.0,0,0,14.3,1,42,9,1,0,90.8,0,0,3,25.0,0.0,0,33.3,1,12,3,1
Rickie Davis Jr.,73500,S,W KENTUCKY,1,0,0,346,55.7,0,0,4,40.0,0.0,0,0,0.0,0,10,4,0,0,,0,0,0,0.0,,0,,0,2,0,0
Gio De Leon,73658,LB,BUFFALO,1,0,0,126,59.5,0,0,1,50.0,0.0,0,0,0.0,0,2,1,0,0,,0,0,0,0.0,,0,,0,1,0,0
McKel Broussard,73850,S,UTEP,1,0,0,330,60.0,0,0,1,3.6,0.0,0,0,0.0,0,28,1,0,0,,0,0,0,0.0,,0,,0,6,0,0
Evan Williams,73864,S,OREGON,1,0,0,264,60.0,0,0,1,3.7,0.0,0,0,0.0,0,27,1,0,0,,0,0,0,0.0,,0,,0,13,0,0
Taariq Al-Uqdah,74119,LB,WASH STATE,1,0,0,341,66.7,1,0,3,18.8,33.3,1,0,16.7,0,16,3,1,0,64.5,1,0,1,25.0,100.0,1,50.0,0,4,1,1
Treven Ma'ae,74498,DI,BAYLOR,1,0,0,118,57.1,0,1,5,100.0,0.0,0,0,10.0,0,6,6,1,0,59.8,0,0,1,100.0,0.0,0,0.0,0,1,1,0
Jowon Briggs,74867,DI,CINCINNATI,1,0,0,138,58.1,0,1,17,100.0,5.9,1,0,2.9,0,18,18,1,0,62.9,0,1,6,100.0,16.7,1,8.3,0,6,6,1
Jaylen Johnson,75046,S,MEMPHIS,1,0,0,218,60.0,0,0,1,100.0,0.0,0,0,0.0,0,1,1,0,0,,0,0,0,,,0,,0,0,0,0
Rome Weber,75728,CB,W KENTUCKY,1,0,0,346,64.2,0,0,3,10.3,33.3,1,0,0.0,0,29,3,0,0,63.8,0,0,1,25.0,100.0,1,0.0,0,4,1,0
Uchenna Ezewike,75750,ED,UMASS,1,0,0,216,56.2,0,0,3,100.0,0.0,0,0,0.0,0,5,5,0,0,59.4,0,0,0,100.0,,0,,0,1,1,0
Jonah Laulu,75763,DI,OKLAHOMA,1,0,0,261,65.6,0,2,12,100.0,16.7,2,0,8.3,0,12,12,2,0,64.9,0,1,5,100.0,20.0,1,10.0,0,5,5,1
Devin Phillips,75771,DI,KANSAS,1,0,0,198,69.9,0,1,11,100.0,18.2,2,0,4.5,0,11,11,1,0,60.0,0,0,1,100.0,0.0,0,0.0,0,1,1,0
Cole Godbout,75784,DI,WYOMING,1,0,0,351,60.4,0,0,17,100.0,5.9,1,0,0.0,0,17,17,0,0,56.9,0,0,3,100.0,0.0,0,0.0,0,3,3,0
Chuck Hicks,75816,LB,MISSOURI,1,0,0,229,63.0,1,0,5,17.9,0.0,0,0,10.0,0,28,5,1,0,57.3,0,0,2,15.4,0.0,0,0.0,0,13,2,0
Devin Richardson,75820,LB,WASH STATE,1,0,0,341,85.6,0,2,3,21.1,33.3,1,0,33.3,0,19,4,2,0,78.8,0,1,2,75.0,50.0,1,25.0,0,4,3,1
Jeremiah Lewis,76571,S,DUKE,1,0,0,154,67.7,0,0,1,3.2,100.0,1,0,0.0,0,31,1,0,0,,0,0,0,0.0,,0,,0,14,0,0
Judson Tallandier II,76630,CB,AKRON,1,0,0,102,70.9,0,0,1,4.3,100.0,1,0,0.0,0,23,1,0,0,,0,0,0,0.0,,0,,0,7,0,0
DeAndre Hollins,76647,CB,CHARLOTTE,1,0,0,136,60.0,0,1,1,11.1,0.0,0,0,50.0,0,9,1,1,0,,0,0,0,,,0,,0,0,0,0
Damel Hickman,76651,CB,GA SOUTHRN,1,0,0,174,56.7,0,0,2,6.1,0.0,0,0,0.0,0,33,2,0,0,,0,0,0,0.0,,0,,0,11,0,0
Coen King,76659,CB,VIRGINIA,1,0,0,335,57.3,0,0,3,8.3,0.0,0,0,0.0,0,36,3,0,0,,0,0,0,0.0,,0,,0,15,0,0
Al Blades Jr.,76669,CB,DUKE,1,0,0,154,58.5,0,0,2,6.7,0.0,0,1,0.0,0,30,2,0,0,59.1,0,0,1,7.1,0.0,0,0.0,0,14,1,0
Torey Richardson,76711,CB,UTEP,1,0,0,330,59.1,0,0,1,3.4,0.0,0,0,0.0,0,29,1,0,0,59.1,0,0,1,16.7,0.0,0,0.0,0,6,1,0
Wayne Jones,76744,S,CHARLOTTE,1,0,0,136,58.1,0,1,2,5.6,0.0,0,0,25.0,0,36,2,1,0,,0,0,0,0.0,,0,,0,12,0,0
Cecil Singleton Jr.,76760,S,LA TECH,1,0,0,208,58.6,0,0,2,4.4,0.0,0,0,0.0,0,45,2,0,0,,0,0,0,0.0,,0,,0,7,0,0
Dennis Briggs Jr.,76792,DI,FLORIDA ST,1,0,0,167,58.0,0,0,18,100.0,5.6,1,0,0.0,0,19,19,0,0,60.1,0,0,8,100.0,12.5,1,0.0,0,9,9,0
Thurman Geathers,76797,ED,ARK STATE,1,0,0,113,75.8,1,1,31,100.0,12.9,4,0,6.5,1,33,33,3,0,56.3,0,0,2,100.0,0.0,0,0.0,0,3,3,0
Chris Collins,76798,ED,MINNESOTA,1,0,0,225,59.4,0,1,15,71.4,0.0,0,0,3.3,0,21,15,1,0,61.1,0,1,7,87.5,0.0,0,7.1,0,8,7,1
Lancine Turay,76799,DI,TEMPLE,1,0,0,306,57.5,0,0,4,100.0,0.0,0,0,0.0,0,6,6,0,0,58.1,0,0,1,100.0,0.0,0,0.0,0,3,3,0
Xavier Thomas,76807,ED,CLEMSON,1,0,0,140,61.5,0,1,20,84.0,15.0,3,0,2.5,0,25,21,1,0,53.9,0,0,9,90.0,0.0,0,0.0,0,10,9,0
Justin Mascoll,76809,ED,CLEMSON,1,0,0,140,72.0,1,2,12,81.3,33.3,4,0,12.5,0,16,13,3,0,65.3,0,1,4,66.7,25.0,1,12.5,0,6,4,1
Carlos Hatcher,76824,ED,COAST CAR,1,0,0,141,55.8,0,1,4,57.1,0.0,0,0,12.5,0,7,4,1,0,59.8,0,0,1,100.0,0.0,0,0.0,0,1,1,0
Josh Landry,76834,DI,MISSOURI,1,0,0,229,62.0,0,2,22,100.0,9.1,2,0,4.5,0,23,23,2,0,60.9,0,1,9,100.0,11.1,1,5.6,0,10,10,1
Terrance Taylor,76852,ED,TOLEDO,1,0,0,316,61.9,0,2,27,93.5,14.8,4,0,3.7,0,31,29,2,0,61.4,0,2,14,93.8,14.3,2,7.1,0,16,15,2
Jack Sape,76858,DI,BALL ST,1,0,0,117,71.5,0,1,15,100.0,13.3,2,0,16.7,2,15,15,3,0,74.4,0,1,9,100.0,22.2,2,27.8,2,9,9,3
John Morgan III,76865,ED,ARKANSAS,1,0,0,111,72.9,1,0,12,100.0,16.7,2,0,12.5,1,13,13,2,0,62.3,1,0,5,100.0,20.0,1,10.0,0,6,6,1
Devin Danielson,76867,DI,PITTSBURGH,1,0,0,268,63.5,0,0,12,100.0,8.3,1,0,0.0,0,13,13,0,0,68.2,0,0,2,100.0,50.0,1,0.0,0,2,2,0
Rondell Bothroyd,76873,ED,OKLAHOMA,1,0,0,261,59.4,0,0,11,91.7,9.1,1,0,0.0,0,12,11,0,0,64.7,0,0,3,75.0,33.3,1,0.0,0,4,3,0
Caleb Okechukwu,76877,ED,SYRACUSE,1,0,0,304,57.2,0,5,36,97.3,5.6,2,0,6.9,0,37,36,5,0,57.0,0,2,16,100.0,6.3,1,6.3,0,16,16,2
Alex Nobles,76878,ED,FIU,1,0,0,166,64.7,3,5,26,100.0,7.7,2,0,15.4,0,29,29,8,0,59.0,1,3,13,100.0,15.4,2,15.4,0,15,15,4
Ja'Quon Griffin,76882,ED,COAST CAR,1,0,0,141,63.3,1,0,7,100.0,14.3,1,1,7.1,0,7,7,1,0,58.8,0,0,1,100.0,0.0,0,0.0,0,1,1,0
Aaron Faumui,76885,DI,VIRGINIA,1,0,0,335,65.8,0,5,29,100.0,17.2,5,0,8.6,0,30,30,5,0,69.1,0,5,13,100.0,30.8,4,19.2,0,14,14,5
Jordan Miller,76890,DI,SMU,1,0,0,287,59.0,0,0,4,80.0,0.0,0,0,0.0,0,5,4,0,0,,0,0,0,,,0,,0,0,0,0
Jaylon Hutchings,76940,DI,TEXAS TECH,1,0,0,315,59.2,0,0,15,100.0,6.7,1,0,0.0,0,15,15,0,0,63.7,0,0,5,100.0,20.0,1,0.0,0,5,5,0
Andre Carter,76957,ED,INDIANA,1,1,0,190,74.0,0,7,26,100.0,30.8,8,1,13.5,0,27,27,7,1,64.1,0,1,10,100.0,10.0,1,5.0,0,11,11,1
Braden Fiske,76958,DI,FLORIDA ST,1,0,0,167,55.4,0,1,20,100.0,0.0,0,0,2.5,0,21,21,1,0,56.0,0,0,7,100.0,0.0,0,0.0,0,7,7,0
Tico Brown,76975,DI,TCU,1,0,0,305,73.2,1,0,8,100.0,12.5,1,0,6.3,0,8,8,1,0,76.6,1,0,6,100.0,16.7,1,8.3,0,6,6,1
David Green,76988,DI,PITTSBURGH,1,0,0,268,58.2,0,0,8,100.0,0.0,0,0,0.0,0,8,8,0,0,59.8,0,0,1,100.0,0.0,0,0.0,0,1,1,0
Khris Banks,77000,DI,BOSTON COL,1,0,0,121,61.3,0,0,9,100.0,11.1,1,1,0.0,0,10,10,0,0,60.0,0,0,1,100.0,0.0,0,0.0,0,1,1,0
Jordan Kelley,77009,DI,OKLAHOMA,1,0,0,261,60.2,0,2,13,100.0,15.4,2,0,7.7,0,13,13,2,0,63.0,0,2,6,100.0,33.3,2,16.7,0,6,6,2
Samuela Tuihalamaka,77013,DI,S DIEGO ST,1,0,0,284,60.0,0,0,1,100.0,0.0,0,0,0.0,0,1,1,0,0,,0,0,0,,,0,,0,0,0,0
