player,player_id,position,team_name,player_game_count,batted_passes,declined_penalties,franchise_id,grades_pass_rush_defense,hits,hurries,pass_rush_opp,pass_rush_percent,pass_rush_win_rate,pass_rush_wins,penalties,prp,sacks,snap_counts_pass_play,snap_counts_pass_rush,total_pressures,true_pass_set_batted_passes,true_pass_set_grades_pass_rush_defense,true_pass_set_hits,true_pass_set_hurries,true_pass_set_pass_rush_opp,true_pass_set_pass_rush_percent,true_pass_set_pass_rush_win_rate,true_pass_set_pass_rush_wins,true_pass_set_prp,true_pass_set_sacks,true_pass_set_snap_counts_pass_play,true_pass_set_snap_counts_pass_rush,true_pass_set_total_pressures
Kyle Pugh,35900,LB,N ILLINOIS,1,0,0,254,58.4,0,0,2,18.2,0.0,0,0,0.0,0,11,2,0,0,,0,0,0,0.0,,0,,0,3,0,0
Jordan Carmouche,39951,LB,ARK STATE,1,0,0,113,59.4,0,0,1,2.3,0.0,0,0,0.0,0,43,1,0,0,,0,0,0,0.0,,0,,0,13,0,0
Brandon Bouyer-Randle,42637,LB,UCONN,1,0,0,146,59.6,1,0,9,19.1,11.1,1,0,5.6,0,47,9,1,0,61.7,1,0,5,25.0,20.0,1,10.0,0,20,5,1
Clifford Chattman,42657,S,UTSA,1,0,0,331,60.0,0,0,1,2.9,0.0,0,0,0.0,0,35,1,0,0,,0,0,0,0.0,,0,,0,16,0,0
Anthony Watts,42807,DI,MARSHALL,1,0,0,214,56.6,0,0,13,100.0,0.0,0,0,0.0,0,13,13,0,0,58.2,0,0,2,100.0,0.0,0,0.0,0,2,2,0
Ryan McWood,43189,LB,MIAMI OH,1,0,0,221,46.7,0,1,2,5.4,0.0,0,0,25.0,0,37,2,1,0,46.7,0,1,2,12.5,0.0,0,25.0,0,16,2,1
Jaydon Grant,43354,S,OREGON ST,1,0,0,265,68.3,0,1,2,3.2,0.0,0,0,75.0,1,62,2,2,0,59.3,0,1,1,5.0,0.0,0,50.0,0,20,1,1
Sione Tupou,44093,LB,TEXAS ST,1,0,0,314,75.5,1,1,2,6.3,50.0,1,0,50.0,0,32,2,2,0,65.8,0,1,1,14.3,100.0,1,50.0,0,7,1,1
Penei Pavihi,52079,LB,HAWAII,1,0,0,180,67.3,0,0,2,7.1,0.0,0,0,0.0,0,42,3,0,0,,0,0,0,0.0,,0,,0,7,0,0
George Nyakwol,52203,S,RICE,1,0,0,275,60.0,0,0,1,5.6,0.0,0,0,0.0,0,18,1,0,0,,0,0,0,0.0,,0,,0,4,0,0
Kenneth Orji,52209,ED,RICE,1,0,0,275,54.6,0,1,7,72.7,0.0,0,0,7.1,0,11,8,1,0,56.6,0,1,3,75.0,0.0,0,16.7,0,4,3,1
Trey Schuman,52216,ED,RICE,1,0,0,275,62.8,1,1,12,100.0,0.0,0,0,16.7,1,13,13,3,0,73.7,1,1,3,100.0,0.0,0,66.7,1,3,3,3
Alii Matau,52219,LB,S JOSE ST,1,0,0,285,79.4,0,2,14,40.5,28.6,4,0,7.1,0,37,15,2,0,73.0,0,1,3,57.1,33.3,1,16.7,0,7,4,1
Gabe Reid,52273,ED,UTAH,1,0,0,328,59.4,0,6,25,93.3,8.0,2,1,16.0,1,30,28,7,0,67.4,0,1,4,100.0,25.0,1,37.5,1,6,6,2
Darrien Grant,52293,DI,USF,1,0,0,327,61.5,1,0,12,100.0,8.3,1,0,4.2,0,14,14,1,0,68.1,1,0,2,100.0,50.0,1,25.0,0,2,2,1
Bryce Dugan,52425,DI,OHIO,1,0,0,259,60.3,0,0,17,95.0,5.9,1,0,5.9,1,20,19,1,0,63.5,0,0,11,100.0,9.1,1,9.1,1,12,12,1
Xavier Peters,52819,ED,FAU,1,0,0,165,56.0,0,0,8,100.0,0.0,0,0,0.0,0,8,8,0,0,56.0,0,0,6,100.0,0.0,0,0.0,0,6,6,0
Carrington Valentine,53750,CB,KENTUCKY,1,0,0,202,78.6,0,0,1,2.6,100.0,1,0,100.0,1,39,1,1,0,78.6,0,0,1,7.7,100.0,1,100.0,1,13,1,1
Isaiah Norman,54967,S,MARSHALL,1,0,0,214,59.8,0,0,1,2.9,0.0,0,0,0.0,0,34,1,0,0,,0,0,0,0.0,,0,,0,12,0,0
Tim Terry,55020,LB,AKRON,1,0,0,102,57.4,0,1,3,17.6,0.0,0,0,16.7,0,17,3,1,0,59.7,0,0,1,25.0,0.0,0,0.0,0,4,1,0
Troy Brown,55050,LB,OLE MISS,1,0,0,226,56.2,0,3,2,12.5,0.0,0,0,75.0,0,16,2,3,0,63.7,0,2,1,14.3,0.0,0,100.0,0,7,1,2
Angelo Howze,55073,ED,AKRON,1,0,0,102,59.6,0,0,1,100.0,0.0,0,0,0.0,0,1,1,0,0,59.6,0,0,1,100.0,0.0,0,0.0,0,1,1,0
Jordan Swann,55103,CB,JAMES MAD,1,0,0,197,60.0,0,0,1,1.5,0.0,0,1,0.0,0,65,1,0,0,,0,0,0,0.0,,0,,0,13,0,0
Ian Swenson,55104,LB,UCONN,1,0,0,146,83.5,1,0,3,25.0,66.7,2,0,16.7,0,12,3,1,0,82.2,1,0,2,40.0,100.0,2,25.0,0,5,2,1
Caleb Thomas,55105,DI,LA MONROE,1,0,0,209,62.0,0,0,27,100.0,7.4,2,0,0.0,0,27,27,0,0,61.8,0,0,10,100.0,10.0,1,0.0,0,10,10,0
Austin Camden,55408,DI,UCF,1,0,0,323,64.3,1,0,7,100.0,0.0,0,0,7.1,0,8,8,1,0,66.6,1,0,2,100.0,0.0,0,25.0,0,2,2,1
Anthony Montalvo,55417,DI,UCF,1,0,0,323,63.2,0,2,29,100.0,6.9,2,0,3.4,0,30,30,2,0,61.5,0,2,9,100.0,11.1,1,11.1,0,9,9,2
Mike Allen,55430,ED,W KENTUCKY,1,0,0,346,90.0,0,2,13,100.0,30.8,4,0,7.7,0,15,15,2,0,90.4,0,2,5,100.0,60.0,3,20.0,0,5,5,2
DJ Taylor,55438,LB,BOWL GREEN,1,0,0,122,59.9,0,0,1,5.3,0.0,0,0,0.0,0,19,1,0,0,,0,0,0,0.0,,0,,0,7,0,0
Chase Monroe,55439,LB,CHARLOTTE,1,0,0,136,59.2,0,0,1,4.8,0.0,0,0,0.0,0,21,1,0,0,,0,0,0,0.0,,0,,0,7,0,0
Malik Hausman,55567,CB,HAWAII,1,0,0,180,60.0,0,0,1,2.4,0.0,0,1,0.0,0,41,1,0,0,,0,0,0,0.0,,0,,0,8,0,0
Wylan Free,55596,S,GA SOUTHRN,1,0,0,174,59.7,0,0,1,2.2,0.0,0,0,0.0,0,45,1,0,0,,0,0,0,0.0,,0,,0,18,0,0
Zack Sanders,55638,CB,OHIO,1,0,0,259,75.1,0,1,4,10.8,0.0,0,0,37.5,1,37,4,2,0,59.5,0,0,1,6.3,0.0,0,0.0,0,16,1,0
Latavious Brini,55915,S,ARKANSAS,1,0,0,111,58.7,0,0,2,4.2,0.0,0,0,0.0,0,48,2,0,0,59.4,0,0,1,16.7,0.0,0,0.0,0,6,1,0
Bryant Fitzgerald,55961,S,INDIANA,1,0,0,190,74.5,0,1,3,6.4,0.0,0,0,50.0,1,47,3,2,0,59.2,0,0,1,5.6,0.0,0,0.0,0,18,1,0
Bralen Trahan,56012,S,LA LAFAYET,1,0,0,207,60.0,0,0,0,3.3,,0,0,,0,30,1,0,0,,0,0,0,0.0,,0,,0,5,0,0
Xavier Cullens,56044,LB,MEMPHIS,1,0,0,218,57.0,0,0,2,9.5,0.0,0,1,0.0,0,42,4,0,0,57.8,0,0,1,11.8,0.0,0,0.0,0,17,2,0
Derrick Smith,56050,LB,W KENTUCKY,1,0,0,346,73.3,0,0,2,3.9,50.0,1,2,0.0,0,51,2,0,0,69.5,0,0,1,7.7,100.0,1,0.0,0,13,1,0
Hunter Reynolds,56060,S,UTAH ST,1,0,0,329,66.1,0,0,2,7.0,50.0,1,0,0.0,0,43,3,0,0,66.1,0,0,2,14.3,50.0,1,0.0,0,21,3,0
Jordan Perryman,56240,CB,WASHINGTON,1,0,0,340,66.7,1,0,2,4.5,0.0,0,1,25.0,0,44,2,1,0,,0,0,0,0.0,,0,,0,20,0,0
Elijah Gates,56243,S,FRESNO ST,1,0,0,169,66.0,0,0,4,7.1,0.0,0,0,25.0,1,56,4,1,0,68.6,0,0,2,9.5,0.0,0,50.0,1,21,2,1
Armani Marsh,56292,CB,WASH STATE,1,0,0,341,66.7,1,0,2,8.7,0.0,0,0,25.0,0,23,2,1,0,,0,0,0,0.0,,0,,0,5,0,0
Jalen Harris,56321,ED,ARIZONA,1,0,0,109,53.5,0,0,36,97.6,2.8,1,0,0.0,0,41,40,0,0,52.7,0,0,17,100.0,0.0,0,0.0,0,20,20,0
Jose Ramirez,56323,ED,E MICHIGAN,1,0,0,160,74.9,0,1,15,100.0,20.0,3,0,16.7,2,15,15,3,0,68.8,0,1,7,100.0,28.6,2,21.4,1,7,7,2
Cole Maxwell,56332,ED,BAYLOR,1,0,0,118,53.9,0,0,25,96.2,0.0,0,0,0.0,0,26,25,0,0,56.7,0,0,4,80.0,0.0,0,0.0,0,5,4,0
