player,player_id,position,team_name,player_game_count,batted_passes,declined_penalties,franchise_id,grades_pass_rush_defense,hits,hurries,pass_rush_opp,pass_rush_percent,pass_rush_win_rate,pass_rush_wins,penalties,prp,sacks,snap_counts_pass_play,snap_counts_pass_rush,total_pressures,true_pass_set_batted_passes,true_pass_set_grades_pass_rush_defense,true_pass_set_hits,true_pass_set_hurries,true_pass_set_pass_rush_opp,true_pass_set_pass_rush_percent,true_pass_set_pass_rush_win_rate,true_pass_set_pass_rush_wins,true_pass_set_prp,true_pass_set_sacks,true_pass_set_snap_counts_pass_play,true_pass_set_snap_counts_pass_rush,true_pass_set_total_pressures
Colby Reeder,30285,LB,IOWA STATE,1,0,0,193,81.1,0,0,6,18.2,50.0,3,1,16.7,1,33,6,1,0,62.0,0,0,4,57.1,25.0,1,0.0,0,7,4,0
Kyle Pugh,35900,LB,N ILLINOIS,1,0,0,254,52.5,0,0,7,36.8,0.0,0,0,0.0,0,19,7,0,0,54.2,0,0,4,40.0,0.0,0,0.0,0,10,4,0
Jordan Carmouche,39951,LB,ARK STATE,1,0,0,113,54.8,1,0,4,11.4,0.0,0,0,12.5,0,35,4,1,0,54.8,0,0,4,28.6,0.0,0,0.0,0,14,4,0
Brandon Bouyer-Randle,42637,LB,UCONN,1,0,0,146,68.7,0,0,12,28.9,16.7,2,0,0.0,0,45,13,0,0,69.7,0,0,5,45.5,40.0,2,0.0,0,11,5,0
Anthony Watts,42807,DI,MARSHALL,1,0,0,214,56.4,0,0,7,100.0,0.0,0,0,0.0,0,8,8,0,0,58.5,0,0,2,100.0,0.0,0,0.0,0,2,2,0
Ryan McWood,43189,LB,MIAMI OH,1,0,0,221,56.3,0,2,10,26.2,0.0,0,0,10.0,0,42,11,2,0,57.8,0,2,8,47.4,0.0,0,12.5,0,19,9,2
Jaydon Grant,43354,S,OREGON ST,1,0,0,265,47.3,0,3,7,15.9,0.0,0,0,21.4,0,44,7,3,0,46.8,0,2,5,22.7,0.0,0,20.0,0,22,5,2
Jon-Michael Terry,43635,LB,TULSA,1,0,0,320,64.3,0,2,8,43.5,25.0,2,1,12.5,0,23,10,2,0,68.0,0,0,1,66.7,100.0,1,0.0,0,3,2,0
Tyrone Hopper,43714,ED,MISSOURI,1,0,0,229,55.9,0,0,9,100.0,0.0,0,0,0.0,0,9,9,0,0,57.9,0,0,2,100.0,0.0,0,0.0,0,2,2,0
Sione Tupou,44093,LB,TEXAS ST,1,0,0,314,65.5,0,0,0,2.5,,0,0,,0,40,1,0,0,65.5,0,0,0,5.3,,0,,0,19,1,0
Penei Pavihi,52079,LB,HAWAII,1,0,0,180,57.9,0,0,2,14.3,0.0,0,0,0.0,0,14,2,0,0,,0,0,0,0.0,,0,,0,2,0,0
George Nyakwol,52203,S,RICE,1,0,0,275,63.8,0,1,1,3.3,0.0,0,0,50.0,0,30,1,1,0,63.8,0,1,1,8.3,0.0,0,50.0,0,12,1,1
Trey Schuman,52216,ED,RICE,1,0,0,275,70.4,0,3,9,85.7,33.3,3,0,16.7,0,14,12,3,0,66.1,0,1,1,100.0,100.0,1,50.0,0,2,2,1
Alii Matau,52219,LB,S JOSE ST,1,0,0,285,61.3,0,1,7,46.7,14.3,1,1,7.1,0,15,7,1,0,62.2,0,1,5,62.5,20.0,1,10.0,0,8,5,1
Rico Tolefree,52250,LB,S JOSE ST,1,0,0,285,57.8,0,0,2,33.3,0.0,0,0,0.0,0,9,3,0,0,58.0,0,0,2,50.0,0.0,0,0.0,0,4,2,0
Gabe Reid,52273,ED,UTAH,1,0,0,328,75.7,1,1,23,96.3,17.4,4,0,13.0,2,27,26,4,0,72.2,1,0,13,100.0,23.1,3,19.2,2,15,15,3
Ryan Johnson,52282,ED,NWESTERN,1,1,0,256,61.4,0,0,11,100.0,0.0,0,0,0.0,0,14,14,0,0,56.5,0,0,4,100.0,0.0,0,0.0,0,5,5,0
Darrien Grant,52293,DI,USF,1,0,0,327,57.5,0,0,11,100.0,0.0,0,0,0.0,0,11,11,0,0,58.9,0,0,2,100.0,0.0,0,0.0,0,2,2,0
Mekhi LaPointe,52315,S,USF,1,0,0,327,56.9,0,0,1,5.9,0.0,0,0,0.0,0,17,1,0,0,56.9,0,0,1,33.3,0.0,0,0.0,0,3,1,0
Nick Roberts,52318,S,SMU,1,0,0,287,59.1,0,0,1,2.9,0.0,0,0,0.0,0,35,1,0,0,59.1,0,0,1,8.3,0.0,0,0.0,0,12,1,0
Tyler Bentley,52790,DI,PITTSBURGH,1,0,0,268,58.7,0,0,3,100.0,0.0,0,0,0.0,0,3,3,0,0,,0,0,0,,,0,,0,0,0,0
Xavier Peters,52819,ED,FAU,1,0,0,165,58.2,0,0,2,100.0,0.0,0,0,0.0,0,2,2,0,0,58.2,0,0,2,100.0,0.0,0,0.0,0,2,2,0
Cole Pearce,52970,LB,BALL ST,1,0,0,117,57.1,0,1,2,4.3,0.0,0,0,25.0,0,47,2,1,0,57.1,0,0,2,33.3,0.0,0,0.0,0,6,2,0
DeShawn Pace,53549,LB,CINCINNATI,1,0,0,138,54.2,0,0,7,16.0,0.0,0,0,0.0,0,50,8,0,0,54.7,0,0,5,28.6,0.0,0,0.0,0,21,6,0
Ja'von Hicks,53569,S,CINCINNATI,1,0,0,138,60.0,0,0,1,1.4,0.0,0,0,0.0,0,73,1,0,0,,0,0,0,0.0,,0,,0,30,0,0
Eric Phillips,53572,ED,CINCINNATI,1,1,0,138,72.3,0,2,44,100.0,6.8,3,0,6.8,2,46,46,4,0,83.4,0,2,17,100.0,17.6,3,17.6,2,19,19,4
Ivan Pace Jr.,53587,LB,CINCINNATI,1,0,0,138,90.2,1,6,23,35.6,30.4,7,0,28.3,3,73,26,10,0,90.3,0,3,16,63.3,37.5,6,28.1,3,30,19,6
Ryan Mullaney,53704,ED,CINCINNATI,1,0,0,138,58.6,0,0,3,100.0,0.0,0,0,0.0,0,3,3,0,0,,0,0,0,,,0,,0,0,0,0
Jaheim Thomas,54193,LB,CINCINNATI,1,0,0,138,64.7,2,2,12,48.1,25.0,3,1,16.7,0,27,13,4,0,70.7,2,0,5,50.0,40.0,2,20.0,0,12,6,2
Aapri Washington,55013,CB,E CAROLINA,1,0,0,156,59.3,0,1,2,66.7,0.0,0,0,25.0,0,3,2,1,0,,0,0,0,,,0,,0,0,0,0
Isaiah King,55037,CB,BUFFALO,1,0,0,126,65.6,0,1,1,4.3,0.0,0,0,50.0,0,23,1,1,0,65.6,0,1,1,14.3,0.0,0,50.0,0,7,1,1
Chibueze Onwuka,55044,DI,BOSTON COL,1,0,0,121,68.2,1,0,18,100.0,5.6,1,0,2.8,0,20,20,1,0,76.2,1,0,7,100.0,14.3,1,7.1,0,7,7,1
Troy Brown,55050,LB,OLE MISS,1,0,0,226,66.6,1,2,3,9.1,33.3,1,1,50.0,0,33,3,3,0,,1,1,0,0.0,,0,,0,14,0,2
Jabari Taylor,55075,ED,CINCINNATI,1,1,0,138,75.8,0,9,44,100.0,20.5,9,0,10.2,0,46,46,9,0,73.2,0,4,17,100.0,23.5,4,11.8,0,19,19,4
Wilson Huber,55090,LB,CINCINNATI,1,0,0,138,68.0,1,1,10,22.0,20.0,2,0,10.0,0,50,11,2,0,67.4,1,0,5,33.3,20.0,1,10.0,0,18,6,1
Ian Swenson,55104,LB,UCONN,1,0,0,146,64.5,0,1,4,15.2,25.0,1,0,12.5,0,33,5,1,0,66.2,0,1,2,33.3,50.0,1,25.0,0,6,2,1
Caleb Thomas,55105,DI,LA MONROE,1,0,0,209,62.8,0,1,26,100.0,3.8,1,0,5.8,1,27,27,2,0,63.4,0,0,7,100.0,0.0,0,14.3,1,8,8,1
Nate Givhan,55355,ED,TOLEDO,1,0,0,316,55.7,1,0,21,100.0,4.8,1,0,2.4,0,21,21,1,0,58.2,1,0,10,100.0,10.0,1,5.0,0,10,10,1
Anthony Montalvo,55417,DI,UCF,1,1,0,323,57.8,0,0,20,100.0,0.0,0,0,0.0,0,21,21,0,1,62.1,0,0,9,100.0,0.0,0,0.0,0,9,9,0
Mike Allen,55430,ED,W KENTUCKY,1,0,0,346,64.7,0,2,11,100.0,9.1,1,0,9.1,0,12,12,2,0,73.4,0,2,3,100.0,33.3,1,33.3,0,3,3,2
Tyler Williams,55432,DI,WAKE,1,0,0,339,69.1,1,1,24,100.0,16.7,4,0,8.3,1,25,25,3,0,69.9,0,1,5,100.0,40.0,2,10.0,0,6,6,1
DJ Taylor,55438,LB,BOWL GREEN,1,0,0,122,58.2,0,0,2,7.4,0.0,0,0,0.0,0,27,2,0,0,,0,0,0,0.0,,0,,0,3,0,0
Chase Monroe,55439,LB,CHARLOTTE,1,0,0,136,59.7,0,0,1,8.3,0.0,0,0,0.0,0,12,1,0,0,,0,0,0,0.0,,0,,0,3,0,0
Azizi Hearn,55569,CB,UCLA,1,0,0,324,60.0,0,0,1,3.3,0.0,0,0,0.0,0,30,1,0,0,,0,0,0,0.0,,0,,0,8,0,0
Justin Broiles,55678,S,OKLAHOMA,1,0,0,261,61.9,0,0,1,4.5,100.0,1,1,0.0,0,22,1,0,0,,0,0,0,0.0,,0,,0,11,0,0
Kordell Rodgers,55713,CB,TEXAS ST,1,0,0,314,81.3,0,0,1,2.9,200.0,2,0,0.0,0,35,1,0,0,72.4,0,0,0,0.0,,1,,0,13,0,0
Jordyn Riley,55767,S,LA MONROE,1,0,0,209,59.1,0,0,3,23.1,0.0,0,0,0.0,0,13,3,0,0,,0,0,0,0.0,,0,,0,4,0,0
Jahmin Muse,55830,S,BUFFALO,1,0,0,126,59.2,0,0,1,4.0,0.0,0,0,0.0,0,25,1,0,0,,0,0,0,0.0,,0,,0,7,0,0
Bennett Williams,55954,CB,OREGON,1,0,0,264,60.0,0,0,1,1.7,0.0,0,0,0.0,0,60,1,0,0,,0,0,0,0.0,,0,,0,16,0,0
Camron Harrell,55965,CB,SO MISS,1,0,0,296,52.2,0,1,3,16.7,0.0,0,0,16.7,0,24,4,1,0,58.6,0,0,1,14.3,0.0,0,0.0,0,7,1,0
Bralen Trahan,56012,S,LA LAFAYET,1,0,0,207,59.7,0,0,1,3.1,0.0,0,0,0.0,0,32,1,0,0,,0,0,0,0.0,,0,,0,8,0,0
Xavier Cullens,56044,LB,MEMPHIS,1,0,0,218,53.5,0,0,11,25.5,0.0,0,0,0.0,0,51,13,0,0,54.0,0,0,6,38.9,0.0,0,0.0,0,18,7,0
Derrick Smith,56050,LB,W KENTUCKY,1,0,0,346,55.9,0,0,2,15.4,0.0,0,0,0.0,0,13,2,0,0,,0,0,0,0.0,,0,,0,3,0,0
Jaylen Kelly-Powell,56057,S,AKRON,1,0,0,102,58.8,0,0,1,5.6,0.0,0,0,0.0,0,18,1,0,0,,0,0,0,0.0,,0,,0,9,0,0
Hunter Reynolds,56060,S,UTAH ST,1,0,0,329,59.7,0,0,1,2.6,0.0,0,0,0.0,0,38,1,0,0,,0,0,0,0.0,,0,,0,11,0,0
Eric Coley,56200,S,SYRACUSE,1,0,0,304,56.1,0,1,2,11.1,0.0,0,0,25.0,0,18,2,1,0,59.9,0,0,1,14.3,0.0,0,0.0,0,7,1,0
Shea Pitts,56242,LB,UCLA,1,0,0,324,59.7,0,0,1,14.3,0.0,0,0,0.0,0,7,1,0,0,,0,0,0,0.0,,0,,0,1,0,0
Mo Osling III,56246,S,UCLA,1,0,0,324,57.4,0,0,2,5.0,0.0,0,0,0.0,0,40,2,0,0,59.6,0,0,1,10.0,0.0,0,0.0,0,10,1,0
Armani Marsh,56292,CB,WASH STATE,1,0,0,341,57.2,0,1,3,6.5,0.0,0,0,16.7,0,46,3,1,0,60.0,0,1,1,7.1,0.0,0,50.0,0,14,1,1
Jalen Harris,56321,ED,ARIZONA,1,1,0,109,54.9,0,0,27,96.8,0.0,0,0,0.0,0,31,30,0,0,53.8,0,0,7,87.5,0.0,0,0.0,0,8,7,0
Jose Ramirez,56323,ED,E MICHIGAN,1,0,0,160,65.6,0,1,23,100.0,13.0,3,0,2.2,0,24,24,1,0,63.8,0,1,5,100.0,20.0,1,10.0,0,5,5,1
Marcus Valdez,56333,ED,BOSTON COL,1,0,0,121,77.8,1,2,21,100.0,19.0,4,0,7.1,0,23,23,3,0,81.8,1,1,8,100.0,25.0,2,12.5,0,8,8,2
Nick Figueroa,56335,ED,USC,1,0,0,326,57.6,0,0,3,100.0,0.0,0,0,0.0,0,3,3,0,0,59.5,0,0,1,100.0,0.0,0,0.0,0,1,1,0
Terrance Lang,56343,ED,COLORADO,1,0,0,143,55.2,0,0,23,100.0,0.0,0,1,0.0,0,23,23,0,0,57.2,0,0,2,100.0,0.0,0,0.0,0,2,2,0
Taijh Alston,56348,ED,W VIRGINIA,1,0,0,343,62.6,0,1,15,100.0,13.3,2,0,10.0,1,15,15,2,0,55.2,0,0,5,100.0,0.0,0,0.0,0,5,5,0
Sam Burt,56379,DI,KANSAS,1,0,0,198,56.0,0,0,12,100.0,0.0,0,0,0.0,0,12,12,0,0,60.0,0,0,1,100.0,0.0,0,0.0,0,1,1,0
Zayin West,56384,ED,KENT STATE,1,0,0,201,53.5,0,0,27,100.0,0.0,0,0,0.0,0,27,27,0,0,54.8,0,0,8,100.0,0.0,0,0.0,0,8,8,0
Andre Jones Jr.,56395,ED,LA LAFAYET,1,0,0,207,65.5,0,1,19,95.5,15.8,3,1,7.9,1,22,21,2,0,59.9,0,1,7,100.0,14.3,1,7.1,0,7,7,1
Ibrahim Kante,56423,ED,BUFFALO,1,0,0,126,65.8,0,2,19,100.0,10.5,2,0,5.3,0,19,19,2,0,62.9,0,0,5,100.0,0.0,0,0.0,0,5,5,0
