player,player_id,position,team_name,player_game_count,batted_passes,declined_penalties,franchise_id,grades_pass_rush_defense,hits,hurries,pass_rush_opp,pass_rush_percent,pass_rush_win_rate,pass_rush_wins,penalties,prp,sacks,snap_counts_pass_play,snap_counts_pass_rush,total_pressures,true_pass_set_batted_passes,true_pass_set_grades_pass_rush_defense,true_pass_set_hits,true_pass_set_hurries,true_pass_set_pass_rush_opp,true_pass_set_pass_rush_percent,true_pass_set_pass_rush_win_rate,true_pass_set_pass_rush_wins,true_pass_set_prp,true_pass_set_sacks,true_pass_set_snap_counts_pass_play,true_pass_set_snap_counts_pass_rush,true_pass_set_total_pressures
Darius Richardson,102716,DI,ARMY,1,0,0,114,55.1,0,1,8,100.0,12.5,1,0,6.3,0,9,9,1,0,,0,0,0,,,0,,0,0,0,0
Chris Frey,102720,DI,ARMY,1,0,0,114,59.6,0,0,2,100.0,0.0,0,0,0.0,0,2,2,0,0,60.0,0,0,1,100.0,0.0,0,0.0,0,1,1,0
Nathaniel Smith,102783,ED,ARMY,1,0,0,114,60.5,0,0,18,100.0,0.0,0,0,5.6,1,18,18,1,0,57.2,0,0,2,100.0,0.0,0,0.0,0,2,2,0
Jimmy Ciarlo,121563,LB,ARMY,1,0,0,114,56.2,0,0,8,22.9,0.0,0,0,0.0,0,35,8,0,0,59.4,0,0,1,33.3,0.0,0,0.0,0,3,1,0
Austin Hill,121576,ED,ARMY,1,0,0,114,57.0,0,0,27,100.0,0.0,0,0,3.7,1,27,27,1,0,59.2,0,0,1,100.0,0.0,0,0.0,0,1,1,0
Leo Lowin,121586,LB,ARMY,1,0,0,114,57.3,0,0,4,11.4,0.0,0,0,0.0,0,35,4,0,0,,0,0,0,0.0,,0,,0,3,0,0
Jackson Powell,121602,ED,ARMY,1,0,0,114,54.7,0,0,25,74.3,0.0,0,0,0.0,0,35,26,0,0,57.1,0,0,2,66.7,0.0,0,0.0,0,3,2,0
Donald Berniard Jr.,121832,DI,NAVY,1,0,0,237,56.9,0,0,15,100.0,0.0,0,0,0.0,0,15,15,0,0,58.0,0,0,3,100.0,0.0,0,0.0,0,3,3,0
Jacob Busic,121837,ED,NAVY,1,0,0,237,59.8,0,0,1,100.0,0.0,0,0,0.0,0,1,1,0,0,,0,0,0,,,0,,0,0,0,0
Clay Cromwell,121840,DI,NAVY,1,0,0,237,56.3,0,0,15,100.0,0.0,0,0,0.0,0,15,15,0,0,57.7,0,0,3,100.0,0.0,0,0.0,0,3,3,0
Will Harbour,121848,LB,NAVY,1,0,0,237,57.6,0,1,2,14.3,0.0,0,0,25.0,0,14,2,1,0,58.9,0,1,1,33.3,0.0,0,50.0,0,3,1,1
Xavier McDonald,121857,LB,NAVY,1,0,0,237,56.0,0,0,6,42.9,0.0,0,0,0.0,0,14,6,0,0,58.9,0,0,1,33.3,0.0,0,0.0,0,3,1,0
Dashaun Peele,144335,CB,NAVY,1,0,0,237,60.0,0,1,1,6.7,0.0,0,0,50.0,0,15,1,1,0,,0,0,0,0.0,,0,,0,3,0,0
Colin Ramos,144338,LB,NAVY,1,0,0,237,58.9,0,0,2,13.3,0.0,0,0,0.0,0,15,2,0,0,,0,0,0,0.0,,0,,0,3,0,0
Justin Reed,144339,ED,NAVY,1,0,0,237,55.3,0,0,14,100.0,0.0,0,0,0.0,0,14,14,0,0,56.7,0,0,3,100.0,0.0,0,0.0,0,3,3,0
Jordan Sanders,144342,ED,NAVY,1,0,0,237,60.0,0,0,1,100.0,0.0,0,0,0.0,0,1,1,0,0,,0,0,0,,,0,,0,0,0,0
Mbiti Williams Jr.,144352,S,NAVY,1,0,0,237,60.0,0,0,1,6.7,0.0,0,0,0.0,0,15,1,0,0,,0,0,0,0.0,,0,,0,3,0,0
Tyler Rafferty,147344,ED,ARMY,1,0,0,114,58.8,0,0,3,100.0,0.0,0,0,0.0,0,4,4,0,0,,0,0,0,,,0,,0,0,0,0
Dre Miller,147363,DI,ARMY,1,0,0,114,77.7,1,1,17,100.0,23.5,4,0,5.9,0,18,18,2,0,59.8,0,1,1,100.0,0.0,0,50.0,0,1,1,1
Kyle Lewis,147364,DI,ARMY,1,0,0,114,63.3,0,4,26,100.0,7.7,2,0,11.5,1,26,26,5,0,67.2,0,0,3,100.0,0.0,0,33.3,1,3,3,1
Luke Pirris,162574,ED,NAVY,1,0,0,237,55.8,0,0,7,46.7,0.0,0,0,0.0,0,15,7,0,0,56.7,0,0,3,100.0,0.0,0,0.0,0,3,3,0
Landon Robinson,162580,DI,NAVY,1,0,0,237,60.0,0,0,1,100.0,0.0,0,0,0.0,0,1,1,0,0,,0,0,0,,,0,,0,0,0,0
Kalib Fortner,163190,LB,ARMY,1,0,0,114,95.4,1,1,7,20.0,14.3,1,0,28.6,1,35,7,3,0,,0,0,0,0.0,,0,,0,3,0,0
Jack Latore,163199,DI,ARMY,1,0,0,114,60.0,0,0,1,100.0,0.0,0,0,0.0,0,1,1,0,0,60.0,0,0,1,100.0,0.0,0,0.0,0,1,1,0
