player,player_id,position,team_name,player_game_count,batted_passes,declined_penalties,franchise_id,grades_pass_rush_defense,hits,hurries,pass_rush_opp,pass_rush_percent,pass_rush_win_rate,pass_rush_wins,penalties,prp,sacks,snap_counts_pass_play,snap_counts_pass_rush,total_pressures,true_pass_set_batted_passes,true_pass_set_grades_pass_rush_defense,true_pass_set_hits,true_pass_set_hurries,true_pass_set_pass_rush_opp,true_pass_set_pass_rush_percent,true_pass_set_pass_rush_win_rate,true_pass_set_pass_rush_wins,true_pass_set_prp,true_pass_set_sacks,true_pass_set_snap_counts_pass_play,true_pass_set_snap_counts_pass_rush,true_pass_set_total_pressures
James Camden,53418,LB,W MICHIGAN,1,0,0,347,55.2,0,0,4,31.3,0.0,0,0,0.0,0,16,5,0,0,56.7,0,0,1,50.0,0.0,0,0.0,0,4,2,0
Shaun Myers,62235,LB,COLORADO,1,0,0,143,54.9,0,0,6,29.2,0.0,0,0,0.0,0,24,7,0,0,57.4,0,0,2,16.7,0.0,0,0.0,0,12,2,0
Mister Williams,70521,LB,S DIEGO ST,1,0,0,284,67.7,0,1,2,6.3,0.0,0,0,25.0,0,32,2,1,0,,0,0,0,0.0,,0,,0,18,0,0
Ben Florentine,70644,DI,WYOMING,1,0,0,351,70.6,0,1,13,93.8,23.1,3,0,3.8,0,16,15,1,0,74.7,0,1,5,100.0,40.0,2,10.0,0,5,5,1
Korey Foreman,70831,ED,FRESNO ST,1,1,0,169,72.2,0,0,17,100.0,11.8,2,0,5.9,1,18,18,1,0,73.6,0,0,9,100.0,22.2,2,11.1,1,10,10,1
Solomone Langi,72318,DI,S JOSE ST,1,0,0,285,56.2,0,0,11,100.0,0.0,0,0,0.0,0,11,11,0,0,58.9,0,0,2,100.0,0.0,0,0.0,0,2,2,0
Marco Notarainni,73389,LB,BOISE ST,1,0,0,120,58.4,1,1,7,36.4,0.0,0,0,14.3,0,22,8,2,0,65.5,1,0,2,40.0,0.0,0,25.0,0,5,2,1
Zion Branch,74395,S,GEORGIA,1,0,0,173,59.6,0,0,0,4.8,,0,1,,0,21,1,0,0,59.6,0,0,0,14.3,,0,,0,7,1,0
Bam Booker,76122,ED,BOWL GREEN,1,0,0,122,56.9,0,0,5,100.0,0.0,0,0,0.0,0,6,6,0,0,58.3,0,0,1,100.0,0.0,0,0.0,0,2,2,0
Gracen Halton,85774,DI,OKLAHOMA,1,0,0,261,70.7,0,3,25,100.0,16.0,4,0,10.0,1,27,27,4,0,68.9,0,2,13,100.0,23.1,3,7.7,0,14,14,2
Kalib Perry,86267,LB,LOUISVILLE,1,0,0,210,58.6,0,1,3,25.0,0.0,0,0,16.7,0,12,3,1,0,,0,0,0,0.0,,0,,0,2,0,0
David Reese,90079,ED,SYRACUSE,1,0,0,304,59.7,0,0,12,80.0,8.3,1,0,0.0,0,15,12,0,0,64.1,0,0,4,66.7,25.0,1,0.0,0,6,4,0
Ose Egbase,90529,ED,UNLV,1,0,0,325,57.7,0,0,3,100.0,0.0,0,0,0.0,0,4,4,0,0,,0,0,0,,,0,,0,0,0,0
Solomon Brown,97386,S,BUFFALO,1,0,0,126,60.0,0,0,1,5.9,0.0,0,0,0.0,0,17,1,0,0,,0,0,0,0.0,,0,,0,8,0,0
Jett Elad,97543,S,RUTGERS,1,0,0,278,90.5,1,1,5,14.3,20.0,1,0,20.0,0,35,5,2,0,78.9,1,1,0,0.0,,1,,0,13,0,2
Mohamed Toure,97751,LB,MIAMI FL,1,0,0,220,53.3,0,0,6,15.0,0.0,0,0,0.0,0,40,6,0,0,55.1,0,0,2,25.0,0.0,0,0.0,0,8,2,0
Zaylin Wood,97761,DI,VANDERBILT,1,0,0,333,54.1,0,0,14,100.0,0.0,0,0,0.0,0,16,16,0,0,55.9,0,0,4,100.0,0.0,0,0.0,0,5,5,0
Anthonie Cooper,97970,DI,ARIZONA ST,1,0,0,110,56.5,0,1,17,100.0,5.9,1,0,2.9,0,17,17,1,0,58.7,0,1,11,100.0,9.1,1,4.5,0,11,11,1
Immanuel Hickman Sr.,98192,DI,VA TECH,1,0,0,337,59.0,0,0,4,100.0,0.0,0,0,0.0,0,4,4,0,0,59.2,0,0,2,100.0,0.0,0,0.0,0,2,2,0
Quindarius Dunnigan,98193,ED,MICH STATE,1,0,0,223,64.1,0,0,11,100.0,18.2,2,1,0.0,0,11,11,0,0,61.5,0,0,6,100.0,16.7,1,0.0,0,6,6,0
Taurean Carter II,98934,DI,COLORADO,1,0,0,143,57.8,0,0,3,100.0,0.0,0,0,0.0,0,4,4,0,0,58.3,0,0,1,100.0,0.0,0,0.0,0,2,2,0
Brandon Mack II,99105,ED,HOUSTON,1,0,0,182,54.4,0,0,10,76.9,0.0,0,0,0.0,0,13,10,0,0,56.1,0,0,3,100.0,0.0,0,0.0,0,3,3,0
Nate Temple,99726,ED,PITTSBURGH,1,0,1,268,59.3,0,1,19,100.0,10.5,2,1,2.6,0,19,19,1,0,60.8,0,1,15,100.0,13.3,2,3.3,0,15,15,1
Antonio Clary,99757,S,VIRGINIA,1,0,0,335,59.7,0,0,1,5.9,0.0,0,0,0.0,0,17,1,0,0,,0,0,0,0.0,,0,,0,11,0,0
Ben Smiley,99845,ED,UCONN,1,0,0,146,57.7,0,0,3,100.0,0.0,0,0,0.0,0,3,3,0,0,58.2,0,0,2,100.0,0.0,0,0.0,0,2,2,0
Stephon Wright,100437,DI,UCONN,1,0,0,146,59.2,1,2,23,96.2,8.7,2,0,6.5,0,26,25,3,0,62.3,0,2,12,93.3,16.7,2,8.3,0,15,14,2
De'Jon Benton,100445,DI,HAWAII,1,0,0,180,67.0,0,2,26,96.6,11.5,3,1,3.8,0,29,28,2,0,62.8,0,0,14,94.1,7.1,1,0.0,0,17,16,0
Levani Damuni,100457,LB,UTAH,1,0,0,328,54.5,0,0,5,83.3,0.0,0,0,0.0,0,6,5,0,0,57.5,0,0,2,100.0,0.0,0,0.0,0,2,2,0
Sitiveni Havili Kaufusi,100595,DI,OKLA STATE,1,0,0,262,64.0,0,0,5,100.0,20.0,1,0,0.0,0,5,5,0,0,57.4,0,0,2,100.0,0.0,0,0.0,0,2,2,0
Javin Wright,101373,LB,NEBRASKA,1,0,0,238,64.9,0,0,4,12.9,0.0,0,0,25.0,1,31,4,1,0,59.3,0,0,1,8.3,0.0,0,0.0,0,12,1,0
Smith Vilbert,101408,ED,N CAROLINA,1,0,0,245,52.8,0,2,14,93.8,0.0,0,1,7.1,0,16,15,2,0,54.0,0,1,5,85.7,0.0,0,10.0,0,7,6,1
Jalen Hunt,101456,ED,CINCINNATI,1,0,0,138,54.0,0,0,18,100.0,0.0,0,0,0.0,0,19,19,0,0,57.7,0,0,2,100.0,0.0,0,0.0,0,2,2,0
Tate Hallock,101668,S,W MICHIGAN,1,0,0,347,66.8,0,0,2,11.8,50.0,1,0,0.0,0,17,2,0,0,,0,0,0,0.0,,0,,0,4,0,0
Rushawn Lawrence,101911,DI,MINNESOTA,1,0,0,225,55.0,0,0,14,100.0,0.0,0,0,0.0,0,15,15,0,0,56.0,0,0,5,100.0,0.0,0,0.0,0,5,5,0
Jalen Bell,106404,DI,MEMPHIS,1,0,0,218,54.4,0,1,12,100.0,8.3,1,0,4.2,0,13,13,1,0,,0,0,0,,,0,,0,0,0,0
Clay Patterson,106446,DI,STANFORD,1,0,0,300,59.2,0,1,18,100.0,5.6,1,0,8.3,1,18,18,2,0,61.7,0,0,10,100.0,10.0,1,10.0,1,10,10,1
Tra Thomas,116043,ED,NC STATE,1,0,0,248,61.6,0,0,15,94.4,0.0,0,1,0.0,0,18,17,0,0,60.6,0,0,5,100.0,0.0,0,0.0,0,6,6,0
Elijah Culp,121345,CB,JAMES MAD,1,0,0,197,58.3,0,1,1,2.2,0.0,0,0,50.0,0,46,1,1,0,,0,0,0,0.0,,0,,0,15,0,0
Kenneth Harris,121523,CB,OKLA STATE,1,0,0,262,57.2,0,0,3,14.3,0.0,0,0,0.0,0,21,3,0,0,59.0,0,0,1,16.7,0.0,0,0.0,0,6,1,0
Corbet Mims,121534,ED,JVILLE ST,1,0,0,196,55.9,0,0,4,100.0,0.0,0,0,0.0,0,4,4,0,0,,0,0,0,,,0,,0,0,0,0
Immanuel Bush,121724,DI,JAMES MAD,1,1,0,197,71.1,0,1,15,100.0,13.3,2,0,3.3,0,16,16,1,0,56.6,0,0,7,100.0,0.0,0,0.0,0,7,7,0
JoJo Evans Jr.,121728,S,LOUISVILLE,1,0,0,210,57.5,0,2,2,8.3,0.0,0,0,50.0,0,24,2,2,0,57.5,0,2,2,33.3,0.0,0,50.0,0,6,2,2
Kerion Martin,121739,LB,MARSHALL,1,0,0,214,62.7,0,0,1,33.3,100.0,1,0,0.0,0,6,2,0,0,57.3,0,0,0,50.0,,0,,0,2,1,0
DeMonte Capehart,122144,DI,CLEMSON,1,0,0,140,63.7,0,1,14,100.0,14.3,2,0,3.6,0,16,16,1,0,67.5,0,1,6,100.0,33.3,2,8.3,0,8,8,1
Tre Williams,122165,DI,MICHIGAN,1,0,0,222,56.7,0,0,9,100.0,0.0,0,0,0.0,0,12,12,0,0,57.1,0,0,3,100.0,0.0,0,0.0,0,5,5,0
Tony Anyanwu,122261,ED,RICE,1,0,0,275,65.9,0,1,27,87.5,14.8,4,0,5.6,1,32,28,2,0,67.8,0,1,12,86.7,25.0,3,12.5,1,15,13,2
Shane Bruce,122323,LB,COAST CAR,1,0,0,141,58.9,0,1,1,14.3,0.0,0,0,50.0,0,7,1,1,0,,0,0,0,,,0,,0,0,0,0
Stephen Dix Jr.,122396,LB,ARKANSAS,1,0,0,111,56.6,0,0,1,10.5,0.0,0,0,0.0,0,19,2,0,0,,0,0,0,0.0,,0,,0,1,0,0
Marques Watson-Trent,122461,LB,NEBRASKA,1,0,0,238,57.7,0,0,2,33.3,0.0,0,0,0.0,0,6,2,0,0,,0,0,0,0.0,,0,,0,1,0,0
Jason Moore,122491,DI,GA TECH,1,0,0,176,66.4,0,2,19,100.0,15.8,3,0,5.3,0,20,20,2,0,61.9,0,1,7,100.0,14.3,1,7.1,0,8,8,1
Akelo Stone,122499,DI,GA TECH,1,0,0,176,65.4,0,1,22,100.0,13.6,3,0,6.8,1,24,24,2,0,64.0,0,1,12,100.0,16.7,2,12.5,1,14,14,2
Kenean Caldwell,122551,DI,KANSAS,1,0,0,198,65.3,0,1,8,100.0,12.5,1,0,6.3,0,8,8,1,0,65.2,0,1,2,100.0,50.0,1,25.0,0,2,2,1
Cody Stufflebean,122619,ED,KANSAS ST,1,0,0,199,55.4,0,2,26,100.0,3.8,1,0,3.8,0,27,27,2,0,58.2,0,1,12,100.0,8.3,1,4.2,0,12,12,1
Courtline Flowers,122635,CB,LA LAFAYET,1,0,0,207,59.7,0,0,1,2.5,0.0,0,1,0.0,0,40,1,0,0,,0,0,0,0.0,,0,,0,7,0,0
Caleb Kibodi,122645,LB,LA LAFAYET,1,0,0,207,59.9,0,0,1,20.0,0.0,0,0,0.0,0,5,1,0,0,,0,0,0,,,0,,0,0,0,0
Jordan Lawson,122647,ED,LA LAFAYET,1,0,0,207,52.8,0,0,21,100.0,0.0,0,0,0.0,0,24,24,0,0,55.4,0,0,5,100.0,0.0,0,0.0,0,5,5,0
Dominique Ratcliff,122655,DI,INDIANA,1,0,0,190,54.8,0,1,16,100.0,0.0,0,0,3.1,0,16,16,1,0,55.4,0,0,6,100.0,0.0,0,0.0,0,6,6,0
Tyree Skipper,122660,S,LA LAFAYET,1,0,0,207,64.8,0,1,4,12.9,0.0,0,0,37.5,1,31,4,2,0,68.0,0,0,2,40.0,0.0,0,50.0,1,5,2,1
Ben Bell,122665,ED,VA TECH,1,0,0,337,54.1,1,0,15,88.9,0.0,0,0,3.3,0,18,16,1,0,56.0,0,0,4,100.0,0.0,0,0.0,0,4,4,0
Kershawn Fisher,122670,ED,W MICHIGAN,1,0,0,347,55.6,0,0,9,100.0,0.0,0,0,0.0,0,11,11,0,0,57.9,0,0,1,100.0,0.0,0,0.0,0,2,2,0
Keveion'ta Spears,122687,DI,SMU,1,0,0,287,60.8,0,1,14,100.0,7.1,1,0,3.6,0,14,14,1,0,63.5,0,1,6,100.0,16.7,1,8.3,0,6,6,1
Jared Dawson,122703,DI,NOTRE DAME,1,0,0,258,72.7,1,2,21,100.0,14.3,3,1,7.1,0,21,21,3,0,66.5,0,2,10,100.0,20.0,2,10.0,0,10,10,2
Tahj Chambers,122740,LB,OLE MISS,1,0,0,226,57.3,1,0,2,28.6,0.0,0,0,25.0,0,7,2,1,0,59.9,1,0,1,50.0,0.0,0,50.0,0,2,1,1
Kedrick Bingley-Jones,122821,DI,MISS STATE,1,0,0,227,56.2,0,0,9,100.0,0.0,0,0,0.0,0,11,11,0,0,57.6,0,0,2,100.0,0.0,0,0.0,0,2,2,0
Jalen Brooks,122823,LB,MO STATE,1,0,0,230,57.5,0,0,2,8.0,0.0,0,0,0.0,0,25,2,0,0,,0,0,0,0.0,,0,,0,6,0,0
Tony Grimes,122837,CB,PURDUE,1,0,0,273,55.1,0,0,2,7.1,0.0,0,0,0.0,0,28,2,0,0,58.3,0,0,1,8.3,0.0,0,0.0,0,12,1,0
Devan Boykin,122855,CB,INDIANA,1,0,0,190,54.1,0,0,3,10.3,0.0,0,0,0.0,0,29,3,0,0,57.5,0,0,2,14.3,0.0,0,0.0,0,14,2,0
Jayland Parker,122879,LB,MARSHALL,1,0,0,214,46.6,0,1,0,5.3,,0,0,,0,19,1,1,0,59.5,0,0,0,20.0,,0,,0,5,1,0
Josh Pierre-Louis,122880,S,MARSHALL,1,0,0,214,58.3,0,0,2,28.6,0.0,0,0,0.0,0,7,2,0,0,59.5,0,0,1,33.3,0.0,0,0.0,0,3,1,0
Jordan Botelho,122894,ED,NOTRE DAME,1,0,0,258,55.5,0,0,9,81.8,0.0,0,0,0.0,0,11,9,0,0,56.1,0,0,4,66.7,0.0,0,0.0,0,6,4,0
Aidan Keanaaina,122903,DI,CAL,1,0,0,130,54.5,0,0,29,100.0,0.0,0,0,0.0,0,30,30,0,0,55.5,0,0,12,100.0,0.0,0,0.0,0,12,12,0
Noah Arinze,122917,ED,COAST CAR,1,0,0,141,63.6,1,3,19,100.0,10.5,2,1,10.5,0,20,20,4,0,58.6,0,2,6,100.0,16.7,1,16.7,0,7,7,2
Reggie Grimes II,122927,ED,MEMPHIS,1,0,0,218,68.2,0,1,4,100.0,25.0,1,0,12.5,0,4,4,1,0,,0,0,0,,,0,,0,0,0,0
Nick Session,122990,S,NEW MEX ST,1,0,0,242,56.9,0,0,1,2.1,0.0,0,0,0.0,0,47,1,0,0,56.9,0,0,1,8.3,0.0,0,0.0,0,12,1,0
Bangally Kamara,123012,LB,KANSAS,1,0,0,198,54.3,1,3,7,26.9,0.0,0,0,28.6,0,26,7,4,0,59.7,1,1,1,14.3,0.0,0,100.0,0,7,1,2
Anwar Sparrow,123054,LB,SYRACUSE,1,0,0,304,53.6,0,0,5,33.3,0.0,0,0,0.0,0,15,5,0,0,56.6,0,0,2,40.0,0.0,0,0.0,0,5,2,0
Jai'Onte' McMillan,123089,CB,MINNESOTA,1,0,0,225,60.0,0,1,1,2.6,0.0,0,0,50.0,0,39,1,1,0,,0,0,0,0.0,,0,,0,14,0,0
Sawyer Goram-Welch,123116,DI,COAST CAR,1,0,0,141,49.0,0,1,10,100.0,0.0,0,0,5.0,0,11,11,1,0,,0,0,0,,,0,,0,0,0,0
Adonis Friloux,123216,DI,BAYLOR,1,0,0,118,60.0,0,0,1,100.0,0.0,0,0,0.0,0,1,1,0,0,,0,0,0,,,0,,0,0,0,0
Justin Beadles,123341,ED,LOUISVILLE,1,0,0,210,67.7,0,0,5,100.0,20.0,1,0,0.0,0,5,5,0,0,63.7,0,0,1,100.0,100.0,1,0.0,0,1,1,0
Alec Bryant,123343,ED,ILLINOIS,1,0,0,187,53.4,0,0,17,73.9,0.0,0,0,0.0,0,23,17,0,0,55.6,0,0,5,50.0,0.0,0,0.0,0,10,5,0
Nick Andersen,123370,S,WAKE,1,0,0,339,60.0,0,0,1,4.5,0.0,0,1,0.0,0,22,1,0,0,,0,0,0,0.0,,0,,0,4,0,0
Akheem Mesidor,123427,ED,MIAMI FL,1,0,0,220,64.0,0,3,37,95.2,10.8,4,0,4.1,0,42,40,3,0,82.5,0,2,8,91.7,37.5,3,12.5,0,12,11,2
Aaron Key,123454,LB,UCONN,1,0,0,146,53.7,0,0,14,65.2,0.0,0,0,0.0,0,23,15,0,0,53.7,0,0,11,66.7,0.0,0,0.0,0,18,12,0
Justin Wodtly,123586,ED,ARIZONA ST,1,1,0,110,65.6,1,0,30,97.0,6.7,2,0,5.0,1,33,32,2,0,67.4,1,0,17,100.0,11.8,2,8.8,1,17,17,2
Luis Medina,123715,DI,TROY,1,0,0,318,70.1,0,1,13,100.0,7.7,1,0,3.8,0,15,15,1,0,56.5,0,0,5,100.0,0.0,0,0.0,0,6,6,0
Cam Williams,123730,ED,MICH STATE,1,0,0,223,54.9,0,0,6,77.8,0.0,0,0,0.0,0,9,7,0,0,56.6,0,0,3,100.0,0.0,0,0.0,0,3,3,0
Kervins Choute,123739,DI,UCONN,1,0,0,146,54.4,0,0,22,100.0,0.0,0,0,0.0,0,22,22,0,0,54.5,0,0,17,100.0,0.0,0,0.0,0,17,17,0
Jaiden Francois,123745,CB,DUKE,1,0,0,154,60.4,0,0,9,20.9,11.1,1,1,0.0,0,43,9,0,0,64.7,0,0,3,27.3,33.3,1,0.0,0,11,3,0
Olasunkonmi Agunloye,123766,DI,FIU,1,1,0,166,63.9,0,2,17,100.0,0.0,0,0,11.8,1,18,18,3,1,66.2,0,2,9,100.0,0.0,0,22.2,1,10,10,3
Jahmeer Carter,123770,DI,VIRGINIA,1,0,0,335,56.4,0,0,6,100.0,0.0,0,0,0.0,0,6,6,0,0,60.0,0,0,1,100.0,0.0,0,0.0,0,1,1,0
Teagan Wilk,123843,S,E CAROLINA,1,0,0,156,70.5,0,1,2,9.1,0.0,0,0,25.0,0,22,2,1,0,,0,0,0,0.0,,0,,0,4,0,0
Jamil Burroughs,123910,DI,MISS STATE,1,0,0,227,55.8,0,0,6,100.0,0.0,0,0,0.0,0,7,7,0,0,56.6,0,0,3,100.0,0.0,0,0.0,0,3,3,0
Jay Hardy,123987,DI,AUBURN,1,0,0,115,58.6,0,0,4,100.0,0.0,0,0,0.0,0,4,4,0,0,,0,0,0,,,0,,0,0,0,0
Romello Height,123988,ED,TEXAS TECH,1,0,0,315,79.5,1,1,25,86.2,8.0,2,0,8.0,1,29,25,3,0,87.4,1,1,13,92.9,7.7,1,15.4,1,14,13,3
Zykeivous Walker,124007,DI,AUBURN,1,0,0,115,57.9,0,0,4,100.0,0.0,0,0,0.0,0,4,4,0,0,59.9,0,0,1,100.0,0.0,0,0.0,0,1,1,0
Demon Clowney,124130,ED,S CAROLINA,1,0,0,289,58.3,0,1,2,100.0,50.0,1,0,25.0,0,2,2,1,0,,0,0,0,,,0,,0,0,0,0
Armondous Cooley,124161,DI,TULANE,1,0,0,319,56.2,0,0,10,100.0,0.0,0,0,0.0,0,12,12,0,0,58.7,0,0,1,100.0,0.0,0,0.0,0,2,2,0
Dominic Bailey,124267,ED,TENNESSEE,1,0,0,307,52.3,0,2,24,100.0,4.2,1,0,4.2,0,25,25,2,0,52.5,0,2,8,100.0,12.5,1,12.5,0,9,9,2
Bryson Eason,124276,DI,TENNESSEE,1,0,0,307,55.1,0,0,19,100.0,0.0,0,0,0.0,0,20,20,0,0,55.3,0,0,7,100.0,0.0,0,0.0,0,8,8,0
Dallas Walker IV,124342,DI,AUBURN,1,0,0,115,56.1,0,0,7,100.0,0.0,0,0,0.0,0,8,8,0,0,57.8,0,0,3,100.0,0.0,0,0.0,0,3,3,0
Jalen Lee,124385,DI,UNLV,1,0,0,325,60.5,0,0,19,100.0,5.3,1,0,0.0,0,21,21,0,0,56.4,0,0,7,100.0,0.0,0,0.0,0,9,9,0
Mordecai McDaniel,124387,S,OKLA STATE,1,0,0,262,59.6,0,0,1,16.7,0.0,0,0,0.0,0,6,1,0,0,59.6,0,0,1,50.0,0.0,0,0.0,0,2,1,0
James Williams,124654,ED,FLORIDA ST,1,0,0,167,61.4,1,0,14,100.0,14.3,2,0,10.7,1,15,15,2,0,58.4,1,0,8,100.0,12.5,1,6.3,0,9,9,1
Jack Tchienchou,124782,S,TULANE,1,0,0,319,71.5,0,1,2,13.3,0.0,0,0,25.0,0,15,2,1,0,,0,0,0,0.0,,0,,0,2,0,0
Demerick Morris,125335,DI,TEMPLE,1,0,0,306,68.6,0,1,5,100.0,0.0,0,0,10.0,0,5,5,1,0,,0,0,0,,,0,,0,0,0,0
Langston Patterson,126465,LB,VANDERBILT,1,0,0,333,82.6,1,1,3,17.6,33.3,1,0,33.3,0,17,3,2,0,82.9,0,1,2,33.3,50.0,1,25.0,0,6,2,1
Donovan Rieman,126620,ED,LA TECH,1,0,0,208,58.0,0,0,17,100.0,5.9,1,0,5.9,1,18,18,1,0,60.8,0,0,9,100.0,11.1,1,11.1,1,9,9,1
Aaron Beckwith,128074,DI,TEMPLE,1,0,0,306,58.5,0,0,5,83.3,0.0,0,0,0.0,0,6,5,0,0,,0,0,0,,,0,,0,0,0,0
