player,player_id,position,team_name,player_game_count,batted_passes,declined_penalties,franchise_id,grades_pass_rush_defense,hits,hurries,pass_rush_opp,pass_rush_percent,pass_rush_win_rate,pass_rush_wins,penalties,prp,sacks,snap_counts_pass_play,snap_counts_pass_rush,total_pressures,true_pass_set_batted_passes,true_pass_set_grades_pass_rush_defense,true_pass_set_hits,true_pass_set_hurries,true_pass_set_pass_rush_opp,true_pass_set_pass_rush_percent,true_pass_set_pass_rush_win_rate,true_pass_set_pass_rush_wins,true_pass_set_prp,true_pass_set_sacks,true_pass_set_snap_counts_pass_play,true_pass_set_snap_counts_pass_rush,true_pass_set_total_pressures
Colby Reeder,30285,LB,IOWA STATE,1,0,0,193,57.3,0,0,3,11.1,0.0,0,0,0.0,0,27,3,0,0,,0,0,0,0.0,,0,,0,3,0,0
Kyle Pugh,35900,LB,N ILLINOIS,1,0,0,254,69.6,1,1,6,23.3,0.0,0,0,16.7,0,30,7,2,0,76.9,0,1,2,23.1,0.0,0,25.0,0,13,3,1
Jordan Carmouche,39951,LB,ARK STATE,1,0,0,113,53.4,0,1,6,15.8,0.0,0,0,8.3,0,38,6,1,0,55.9,0,0,3,23.1,0.0,0,0.0,0,13,3,0
Bricen Garner,42520,S,W MICHIGAN,1,0,0,347,58.6,0,0,2,14.3,0.0,0,0,0.0,0,14,2,0,0,,0,0,0,0.0,,0,,0,4,0,0
Brandon Moore,42620,CB,NEBRASKA,1,0,0,238,60.0,0,0,1,11.1,0.0,0,0,0.0,0,9,1,0,0,,0,0,0,,,0,,0,0,0,0
Brandon Bouyer-Randle,42637,LB,UCONN,1,0,0,146,70.8,0,2,4,17.4,25.0,1,0,50.0,1,23,4,3,0,56.4,0,1,3,50.0,0.0,0,16.7,0,6,3,1
Anthony Watts,42807,DI,MARSHALL,1,0,0,214,64.3,0,2,30,100.0,13.3,4,0,3.3,0,30,30,2,0,65.7,0,1,15,100.0,20.0,3,3.3,0,15,15,1
Ryan McWood,43189,LB,MIAMI OH,1,0,0,221,56.4,0,0,2,4.8,0.0,0,0,0.0,0,42,2,0,0,56.4,0,0,2,9.5,0.0,0,0.0,0,21,2,0
Jaydon Grant,43354,S,OREGON ST,1,0,0,265,59.2,1,0,1,6.3,0.0,0,0,50.0,0,16,1,1,0,,0,0,0,0.0,,0,,0,3,0,0
Jon-Michael Terry,43635,LB,TULSA,1,0,0,320,57.0,0,0,3,18.8,0.0,0,0,0.0,0,16,3,0,0,57.9,0,0,2,66.7,0.0,0,0.0,0,3,2,0
