player,player_id,position,team_name,player_game_count,batted_passes,declined_penalties,franchise_id,grades_pass_rush_defense,hits,hurries,pass_rush_opp,pass_rush_percent,pass_rush_win_rate,pass_rush_wins,penalties,prp,sacks,snap_counts_pass_play,snap_counts_pass_rush,total_pressures,true_pass_set_batted_passes,true_pass_set_grades_pass_rush_defense,true_pass_set_hits,true_pass_set_hurries,true_pass_set_pass_rush_opp,true_pass_set_pass_rush_percent,true_pass_set_pass_rush_win_rate,true_pass_set_pass_rush_wins,true_pass_set_prp,true_pass_set_sacks,true_pass_set_snap_counts_pass_play,true_pass_set_snap_counts_pass_rush,true_pass_set_total_pressures
James Camden,53418,LB,W MICHIGAN,1,0,0,347,55.1,0,1,4,14.3,0.0,0,0,12.5,0,28,4,1,0,56.6,0,1,2,12.5,0.0,0,25.0,0,16,2,1
Shaun Myers,62235,LB,COLORADO,1,0,0,143,59.4,0,0,1,50.0,0.0,0,0,0.0,0,2,1,0,0,,0,0,0,,,0,,0,0,0,0
Mister Williams,70521,LB,S DIEGO ST,1,0,0,284,79.4,1,0,6,24.0,50.0,3,0,8.3,0,25,6,1,0,82.2,1,0,5,29.4,60.0,3,10.0,0,17,5,1
Ben Florentine,70644,DI,WYOMING,1,0,0,351,59.1,0,2,18,100.0,5.6,1,0,5.6,0,19,19,2,0,56.8,0,0,3,100.0,0.0,0,0.0,0,3,3,0
Korey Foreman,70831,ED,FRESNO ST,1,0,0,169,63.0,0,1,5,75.0,20.0,1,0,10.0,0,8,6,1,0,65.0,0,1,2,100.0,50.0,1,25.0,0,3,3,1
Calvin Pitcher,70877,LB,UAB,1,0,0,321,59.7,0,0,1,11.1,0.0,0,0,0.0,0,9,1,0,0,59.7,0,0,1,25.0,0.0,0,0.0,0,4,1,0
Keanu Tanuvasa,71398,DI,BYU,1,0,0,128,61.2,0,2,11,100.0,9.1,1,1,9.1,0,12,12,2,0,66.4,0,1,2,100.0,50.0,1,25.0,0,2,2,1
Solomone Langi,72318,DI,S JOSE ST,1,0,0,285,65.0,0,0,6,100.0,16.7,1,0,0.0,0,6,6,0,0,,0,0,0,,,0,,0,0,0,0
Jadon Pearson,72538,LB,FRESNO ST,1,0,0,169,56.7,0,0,3,15.0,0.0,0,0,0.0,0,20,3,0,0,59.2,0,0,1,16.7,0.0,0,0.0,0,6,1,0
Marco Notarainni,73389,LB,BOISE ST,1,0,0,120,63.6,0,0,3,15.4,33.3,1,0,0.0,0,26,4,0,0,57.4,0,0,2,20.0,0.0,0,0.0,0,10,2,0
Silas Walters,75263,S,MIAMI OH,1,0,0,221,60.0,0,0,1,3.0,0.0,0,0,0.0,0,33,1,0,0,,0,0,0,0.0,,0,,0,16,0,0
Aneesh Vyas,75285,DI,WYOMING,1,0,0,351,47.9,0,1,15,100.0,0.0,0,0,3.3,0,15,15,1,0,45.9,0,1,1,100.0,0.0,0,50.0,0,1,1,1
Gracen Halton,85774,DI,OKLAHOMA,1,0,0,261,76.3,0,1,13,100.0,15.4,2,0,11.5,1,13,13,2,0,58.0,0,0,2,100.0,0.0,0,0.0,0,2,2,0
Kalib Perry,86267,LB,LOUISVILLE,1,0,0,210,58.5,0,0,3,27.3,0.0,0,0,0.0,0,11,3,0,0,,0,0,0,0.0,,0,,0,3,0,0
David Reese,90079,ED,SYRACUSE,1,0,0,304,64.5,1,1,18,67.9,5.6,1,0,5.6,0,28,19,2,0,56.1,0,0,3,100.0,0.0,0,0.0,0,3,3,0
Ose Egbase,90529,ED,UNLV,1,0,0,325,57.8,0,2,32,100.0,6.3,2,0,3.1,0,34,34,2,0,52.6,0,0,16,100.0,0.0,0,0.0,0,18,18,0
Mohamed Toure,97751,LB,MIAMI FL,1,0,0,220,81.7,0,4,9,23.1,33.3,3,0,22.2,0,39,9,4,0,91.1,0,3,5,35.7,60.0,3,30.0,0,14,5,3
Zaylin Wood,97761,DI,VANDERBILT,1,0,0,333,58.1,0,0,19,95.0,0.0,0,0,5.3,1,20,19,1,0,55.8,0,0,8,100.0,0.0,0,0.0,0,8,8,0
Shammond Cooper,97918,LB,AKRON,1,0,0,102,56.7,0,0,3,11.5,0.0,0,0,0.0,0,26,3,0,0,,0,0,0,0.0,,0,,0,4,0,0
Jalar Holley,97977,DI,CHARLOTTE,1,0,0,136,55.6,1,0,13,100.0,0.0,0,0,3.8,0,14,14,1,0,56.5,1,0,4,100.0,0.0,0,12.5,0,4,4,1
Richie Hagarty,98121,ED,NWESTERN,1,0,0,256,66.2,0,1,13,100.0,15.4,2,0,11.5,1,14,14,2,0,73.2,0,1,4,100.0,50.0,2,37.5,1,4,4,2
Immanuel Hickman Sr.,98192,DI,VA TECH,1,0,0,337,65.3,1,0,8,100.0,0.0,0,0,6.3,0,9,9,1,0,,0,0,0,,,0,,0,0,0,0
Quindarius Dunnigan,98193,ED,MICH STATE,1,0,0,223,63.1,2,1,14,100.0,7.1,1,0,17.9,1,15,15,4,0,63.3,1,0,5,100.0,0.0,0,30.0,1,6,6,2
Zukudo Igwenagu,98305,ED,UMASS,1,0,0,216,56.2,0,0,11,100.0,0.0,0,0,0.0,0,11,11,0,0,,0,0,0,,,0,,0,0,0,0
Brandon Mack II,99105,ED,HOUSTON,1,0,0,182,63.4,2,0,18,71.4,11.1,2,0,5.6,0,28,20,2,0,61.0,1,0,5,75.0,0.0,0,10.0,0,8,6,1
Nate Temple,99726,ED,PITTSBURGH,1,0,0,268,53.6,1,1,15,93.8,0.0,0,0,6.7,0,16,15,2,0,54.4,0,0,8,88.9,0.0,0,0.0,0,9,8,0
Cecil Powell,99735,S,SM HOUSTON,1,0,0,281,58.2,1,0,2,10.0,0.0,0,1,25.0,0,20,2,1,0,59.2,1,0,1,20.0,0.0,0,50.0,0,5,1,1
Rico Watson III,99809,ED,USF,1,0,0,327,62.6,0,1,5,31.6,20.0,1,1,10.0,0,19,6,1,0,65.2,0,1,2,37.5,50.0,1,25.0,0,8,3,1
Ben Smiley,99845,ED,UCONN,1,0,0,146,59.3,1,2,15,88.2,13.3,2,0,10.0,0,17,15,3,0,58.4,1,1,6,85.7,0.0,0,16.7,0,7,6,2
Siale Taupaki,100432,DI,UCLA,1,0,0,324,58.1,0,0,3,100.0,0.0,0,0,0.0,0,3,3,0,0,60.0,0,0,1,100.0,0.0,0,0.0,0,1,1,0
Stephon Wright,100437,DI,UCONN,1,0,0,146,68.3,0,2,10,90.9,20.0,2,0,10.0,0,11,10,2,0,64.4,0,1,5,83.3,20.0,1,10.0,0,6,5,1
Sitiveni Havili Kaufusi,100595,DI,OKLA STATE,1,0,0,262,63.4,0,2,24,100.0,8.3,2,0,12.5,2,25,25,4,0,64.1,0,0,5,100.0,20.0,1,20.0,1,5,5,1
Javin Wright,101373,LB,NEBRASKA,1,0,0,238,66.3,0,0,5,14.3,20.0,1,0,20.0,1,35,5,1,0,67.4,0,0,4,23.5,25.0,1,25.0,1,17,4,1
Smith Vilbert,101408,ED,N CAROLINA,1,0,0,245,61.2,0,1,21,100.0,9.5,2,0,2.4,0,22,22,1,0,61.2,0,1,7,100.0,14.3,1,7.1,0,7,7,1
Jalen Hunt,101456,ED,CINCINNATI,1,0,0,138,67.3,1,0,27,100.0,14.8,4,0,9.3,2,32,32,3,0,66.2,0,0,11,100.0,18.2,2,9.1,1,13,13,1
Tate Hallock,101668,S,W MICHIGAN,1,0,0,347,56.6,0,2,6,15.4,0.0,0,0,33.3,1,39,6,3,0,57.6,0,1,4,18.2,0.0,0,37.5,1,22,4,2
Rushawn Lawrence,101911,DI,MINNESOTA,1,0,0,225,60.6,0,1,13,100.0,7.7,1,0,3.8,0,14,14,1,0,56.7,0,0,5,100.0,0.0,0,0.0,0,5,5,0
Logan Lutui,103655,ED,BYU,1,1,0,128,56.6,0,1,7,66.7,0.0,0,2,7.1,0,12,8,1,0,,0,0,0,0.0,,0,,0,1,0,0
Jalen Bell,106404,DI,MEMPHIS,1,0,0,218,58.5,0,0,18,100.0,5.6,1,0,0.0,0,18,18,0,0,66.9,0,0,3,100.0,33.3,1,0.0,0,3,3,0
Marques White,108130,ED,UMASS,1,0,0,216,67.6,0,0,8,90.9,0.0,0,0,0.0,0,11,10,0,0,59.2,0,0,1,100.0,0.0,0,0.0,0,1,1,0
Tra Thomas,116043,ED,NC STATE,1,0,0,248,80.7,0,1,14,93.3,28.6,4,0,10.7,1,15,14,2,0,71.5,0,0,4,100.0,50.0,2,0.0,0,4,4,0
Kenneth Harris,121523,CB,OKLA STATE,1,0,0,262,55.7,0,0,3,7.5,0.0,0,0,0.0,0,40,3,0,0,,0,0,0,0.0,,0,,0,14,0,0
Immanuel Bush,121724,DI,JAMES MAD,1,0,0,197,57.0,0,0,8,100.0,0.0,0,0,0.0,0,11,11,0,0,58.5,0,0,2,100.0,0.0,0,0.0,0,2,2,0
Jacob Busic,121837,ED,UCLA,1,0,0,324,58.0,0,1,20,90.9,5.0,1,0,7.5,1,22,20,2,0,60.9,0,0,11,91.7,9.1,1,9.1,1,12,11,1
DeMonte Capehart,122144,DI,CLEMSON,1,0,0,140,56.2,0,0,13,100.0,0.0,0,0,0.0,0,15,15,0,0,57.7,0,0,4,100.0,0.0,0,0.0,0,4,4,0
Tre Williams,122165,DI,MICHIGAN,1,0,0,222,62.0,1,0,12,100.0,8.3,1,0,4.2,0,12,12,1,0,57.4,0,0,4,100.0,0.0,0,0.0,0,4,4,0
Tony Anyanwu,122261,ED,RICE,1,0,1,275,73.9,0,2,20,100.0,20.0,4,1,5.0,0,22,22,2,0,82.0,0,0,3,100.0,66.7,2,0.0,0,4,4,0
A.J. McCarty,122274,S,TEXAS TECH,1,0,0,315,70.2,0,1,2,11.8,50.0,1,0,25.0,0,17,2,1,0,70.2,0,1,2,18.2,50.0,1,25.0,0,11,2,1
Shane Bruce,122323,LB,COAST CAR,1,0,0,141,56.8,0,0,4,14.8,0.0,0,0,0.0,0,27,4,0,0,59.5,0,0,1,33.3,0.0,0,0.0,0,3,1,0
Gary Smith III,122388,DI,UCLA,1,0,0,324,54.3,0,1,25,100.0,0.0,0,0,2.0,0,25,25,1,0,55.0,0,0,14,100.0,0.0,0,0.0,0,14,14,0
Kenean Caldwell,122551,DI,KANSAS,1,0,0,198,59.0,0,1,16,100.0,6.3,1,0,3.1,0,16,16,1,0,55.9,0,0,7,100.0,0.0,0,0.0,0,7,7,0
Karon Prunty,122574,CB,WAKE,1,0,0,339,65.7,1,0,1,3.0,0.0,0,1,50.0,0,33,1,1,0,65.7,1,0,1,6.7,0.0,0,50.0,0,15,1,1
Cody Stufflebean,122619,ED,KANSAS ST,1,0,0,199,59.5,0,0,24,100.0,8.3,2,0,4.2,1,27,27,1,0,59.1,0,0,12,100.0,8.3,1,8.3,1,15,15,1
Ben Bell,122665,ED,VA TECH,1,0,0,337,70.5,1,3,31,77.3,12.9,4,1,6.5,0,44,34,4,0,73.1,0,1,6,70.0,33.3,2,8.3,0,10,7,1
Kershawn Fisher,122670,ED,W MICHIGAN,1,0,0,347,59.0,0,2,28,87.9,7.1,2,0,3.6,0,33,29,2,0,62.7,0,2,16,85.0,12.5,2,6.3,0,20,17,2
