player,player_id,position,team_name,player_game_count,batted_passes,declined_penalties,franchise_id,grades_pass_rush_defense,hits,hurries,pass_rush_opp,pass_rush_percent,pass_rush_win_rate,pass_rush_wins,penalties,prp,sacks,snap_counts_pass_play,snap_counts_pass_rush,total_pressures,true_pass_set_batted_passes,true_pass_set_grades_pass_rush_defense,true_pass_set_hits,true_pass_set_hurries,true_pass_set_pass_rush_opp,true_pass_set_pass_rush_percent,true_pass_set_pass_rush_win_rate,true_pass_set_pass_rush_wins,true_pass_set_prp,true_pass_set_sacks,true_pass_set_snap_counts_pass_play,true_pass_set_snap_counts_pass_rush,true_pass_set_total_pressures
Colby Reeder,30285,LB,IOWA STATE,1,0,0,193,56.2,0,0,4,28.6,0.0,0,0,0.0,0,14,4,0,0,59.1,0,0,1,50.0,0.0,0,0.0,0,2,1,0
Kyle Pugh,35900,LB,N ILLINOIS,1,0,0,254,54.8,0,1,3,16.7,0.0,0,0,16.7,0,18,3,1,0,54.8,0,1,3,42.9,0.0,0,16.7,0,7,3,1
Jordan Carmouche,39951,LB,ARK STATE,1,0,0,113,76.5,0,0,1,5.7,100.0,1,0,100.0,1,35,2,1,0,59.6,0,0,0,10.0,,0,,0,10,1,0
Brandon Bouyer-Randle,42637,LB,UCONN,1,0,0,146,71.4,0,0,4,24.0,25.0,1,0,0.0,0,25,6,0,0,64.4,0,0,3,42.9,33.3,1,0.0,0,7,3,0
Anthony Watts,42807,DI,MARSHALL,1,0,0,214,54.1,0,0,17,85.0,0.0,0,0,0.0,0,20,17,0,0,56.8,0,0,3,100.0,0.0,0,0.0,0,3,3,0
Jaydon Grant,43354,S,OREGON ST,1,0,0,265,59.5,0,0,0,3.4,,0,0,,0,29,1,0,0,,0,0,0,0.0,,0,,0,13,0,0
Jon-Michael Terry,43635,LB,TULSA,1,0,0,320,61.1,0,1,16,53.1,6.3,1,0,9.4,1,32,17,2,0,67.4,0,1,8,80.0,12.5,1,18.8,1,10,8,2
Tyrone Hopper,43714,ED,MISSOURI,1,0,0,229,56.4,0,0,5,100.0,0.0,0,0,0.0,0,6,6,0,0,57.1,0,0,2,100.0,0.0,0,0.0,0,3,3,0
Sione Tupou,44093,LB,TEXAS ST,1,0,0,314,55.7,0,1,6,26.1,16.7,1,0,8.3,0,23,6,1,0,58.1,0,1,2,40.0,50.0,1,25.0,0,5,2,1
George Nyakwol,52203,S,RICE,1,0,0,275,55.9,0,0,4,14.3,0.0,0,0,0.0,0,28,4,0,0,60.0,0,0,1,11.1,0.0,0,0.0,0,9,1,0
Kenneth Orji,52209,ED,RICE,1,0,0,275,55.8,0,0,5,83.3,0.0,0,0,0.0,0,6,5,0,0,58.8,0,0,1,100.0,0.0,0,0.0,0,1,1,0
Trey Schuman,52216,ED,RICE,1,0,0,275,73.5,0,2,12,100.0,25.0,3,1,25.0,2,12,12,4,0,61.9,0,1,6,100.0,16.7,1,8.3,0,6,6,1
Alii Matau,52219,LB,S JOSE ST,1,1,0,285,66.4,0,1,10,40.0,0.0,0,0,15.0,1,25,10,2,0,62.3,0,1,7,58.3,0.0,0,21.4,1,12,7,2
Gabe Reid,52273,ED,UTAH,1,0,0,328,63.7,0,3,12,100.0,16.7,2,0,12.5,0,12,12,3,0,67.0,0,2,7,100.0,28.6,2,14.3,0,7,7,2
Ryan Johnson,52282,ED,NWESTERN,1,0,0,256,62.2,1,0,10,100.0,0.0,0,0,5.0,0,10,10,1,0,59.1,0,0,1,100.0,0.0,0,0.0,0,1,1,0
Darrien Grant,52293,DI,USF,1,0,0,327,57.8,0,0,7,100.0,0.0,0,0,0.0,0,8,8,0,0,,0,0,0,,,0,,0,0,0,0
Mekhi LaPointe,52315,S,USF,1,0,0,327,56.9,0,0,1,2.2,0.0,0,0,0.0,0,45,1,0,0,,0,0,0,0.0,,0,,0,8,0,0
Tyler Bentley,52790,DI,PITTSBURGH,1,0,0,268,58.2,0,0,3,100.0,0.0,0,0,0.0,0,4,4,0,0,58.6,0,0,2,100.0,0.0,0,0.0,0,2,2,0
Xavier Peters,52819,ED,FAU,1,0,0,165,57.8,0,0,4,100.0,0.0,0,0,0.0,0,4,4,0,0,58.4,0,0,2,100.0,0.0,0,0.0,0,2,2,0
Cole Pearce,52970,LB,BALL ST,1,1,0,117,84.2,0,1,6,17.6,33.3,2,0,41.7,2,34,6,3,0,82.2,0,1,4,33.3,50.0,2,62.5,2,12,4,3
DeShawn Pace,53549,LB,CINCINNATI,1,0,0,138,65.6,1,0,5,25.0,0.0,0,1,30.0,1,32,8,2,0,60.0,1,0,3,37.5,0.0,0,16.7,0,16,6,1
Eric Phillips,53572,ED,CINCINNATI,1,0,0,138,67.3,0,1,36,100.0,11.1,4,1,6.9,2,43,43,3,0,65.0,0,0,11,100.0,9.1,1,9.1,1,15,15,1
Ivan Pace Jr.,53587,LB,CINCINNATI,1,0,0,138,92.7,5,2,22,47.4,45.5,10,1,29.5,3,57,27,10,0,92.2,4,1,13,78.3,53.8,7,34.6,2,23,18,7
Ryan Mullaney,53704,ED,CINCINNATI,1,0,0,138,55.9,0,0,2,100.0,0.0,0,1,0.0,0,3,3,0,0,,0,0,0,,,0,,0,0,0,0
Jaheim Thomas,54193,LB,CINCINNATI,1,0,0,138,90.4,0,2,8,34.5,25.0,2,0,12.5,0,29,10,2,0,68.0,0,0,2,42.9,0.0,0,0.0,0,7,3,0
Chibueze Onwuka,55044,DI,BOSTON COL,1,0,0,121,56.8,0,1,27,100.0,3.7,1,0,1.9,0,29,29,1,0,58.7,0,1,14,100.0,7.1,1,3.6,0,15,15,1
Devonni Reed,55046,S,S CAROLINA,1,0,0,289,59.2,0,1,1,7.7,0.0,0,0,50.0,0,13,1,1,0,,0,0,0,0.0,,0,,0,6,0,0
Troy Brown,55050,LB,OLE MISS,1,0,0,226,60.7,1,0,7,24.1,0.0,0,0,7.1,0,29,7,1,0,65.4,1,0,3,27.3,0.0,0,16.7,0,11,3,1
Jabari Taylor,55075,ED,CINCINNATI,1,0,0,138,71.3,1,4,38,100.0,21.1,8,1,9.2,1,45,45,6,0,78.8,0,2,14,100.0,35.7,5,14.3,1,18,18,3
Wilson Huber,55090,LB,CINCINNATI,1,0,0,138,68.4,0,0,6,21.9,16.7,1,0,16.7,1,32,7,1,0,69.5,0,0,5,37.5,20.0,1,20.0,1,16,6,1
Ian Swenson,55104,LB,UCONN,1,0,0,146,57.3,0,0,2,8.8,0.0,0,0,0.0,0,34,3,0,0,58.8,0,0,1,9.1,0.0,0,0.0,0,11,1,0
Caleb Thomas,55105,DI,LA MONROE,1,0,0,209,62.2,0,2,24,100.0,8.3,2,1,4.2,0,25,25,2,0,65.3,0,2,15,100.0,13.3,2,6.7,0,15,15,2
Chris Bacon,55196,S,BOWL GREEN,1,0,0,122,56.8,0,0,4,8.2,0.0,0,0,0.0,0,49,4,0,0,57.7,0,0,2,7.7,0.0,0,0.0,0,26,2,0
Nate Givhan,55355,ED,TOLEDO,1,0,0,316,58.4,0,1,20,91.3,5.0,1,0,2.5,0,23,21,1,0,61.3,0,0,5,85.7,0.0,0,0.0,0,7,6,0
Mike Allen,55430,ED,W KENTUCKY,1,0,0,346,63.6,0,1,15,100.0,6.7,1,0,10.0,1,15,15,2,0,68.1,0,1,8,100.0,12.5,1,18.8,1,8,8,2
Tyler Williams,55432,DI,WAKE,1,0,0,339,59.7,0,1,16,100.0,6.3,1,0,3.1,0,17,17,1,0,58.0,0,0,3,100.0,0.0,0,0.0,0,3,3,0
DJ Taylor,55438,LB,BOWL GREEN,1,0,0,122,76.9,1,0,3,14.3,0.0,0,0,50.0,1,21,3,2,0,67.1,1,0,2,14.3,0.0,0,25.0,0,14,2,1
Azizi Hearn,55569,CB,UCLA,1,0,0,324,60.0,0,1,1,4.3,100.0,1,0,50.0,0,46,2,1,0,,0,0,0,0.0,,0,,0,12,0,0
Timarcus Davis,55574,CB,ARIZONA ST,1,0,0,110,59.1,0,0,0,2.7,,0,1,,0,37,1,0,0,,0,0,0,0.0,,0,,0,12,0,0
Anthony Johnson,55628,CB,VIRGINIA,1,0,0,335,60.0,0,0,1,3.6,0.0,0,1,0.0,0,28,1,0,0,,0,0,0,0.0,,0,,0,13,0,0
Justin Broiles,55678,S,OKLAHOMA,1,0,0,261,58.6,0,0,2,10.7,0.0,0,0,0.0,0,28,3,0,0,,0,0,0,0.0,,0,,0,5,0,0
Jahmin Muse,55830,S,BUFFALO,1,0,0,126,60.0,0,0,1,3.3,0.0,0,0,0.0,0,30,1,0,0,,0,0,0,0.0,,0,,0,5,0,0
Latavious Brini,55915,S,ARKANSAS,1,0,0,111,58.2,0,0,2,11.1,0.0,0,1,0.0,0,18,2,0,0,59.7,0,0,1,14.3,0.0,0,0.0,0,7,1,0
Ameer Speed,55918,CB,MICH STATE,1,0,0,223,60.0,0,0,1,2.3,0.0,0,0,0.0,0,44,1,0,0,,0,0,0,0.0,,0,,0,13,0,0
Bennett Williams,55954,CB,OREGON,1,0,0,264,60.0,0,0,1,2.9,0.0,0,0,0.0,0,34,1,0,0,,0,0,0,0.0,,0,,0,8,0,0
Bryant Fitzgerald,55961,S,INDIANA,1,0,0,190,59.2,0,0,1,3.4,0.0,0,0,0.0,0,29,1,0,0,,0,0,0,0.0,,0,,0,13,0,0
Kenny Bennett,56032,S,GA TECH,1,0,0,176,57.2,1,0,1,20.0,0.0,0,1,50.0,0,5,1,1,0,57.2,1,0,1,20.0,0.0,0,50.0,0,5,1,1
Xavier Cullens,56044,LB,MEMPHIS,1,0,0,218,85.8,0,0,6,20.6,16.7,1,0,0.0,0,34,7,0,0,90.0,0,0,1,14.3,0.0,0,0.0,0,14,2,0
Derrick Smith,56050,LB,W KENTUCKY,1,0,0,346,63.8,0,0,5,15.2,0.0,0,0,20.0,1,33,5,1,0,56.7,0,0,2,15.4,0.0,0,0.0,0,13,2,0
Jaylen Kelly-Powell,56057,S,AKRON,1,0,1,102,59.9,0,0,1,4.5,0.0,0,1,0.0,0,22,1,0,0,59.9,0,0,1,16.7,0.0,0,0.0,0,6,1,0
Armani Marsh,56292,CB,WASH STATE,1,0,0,341,59.9,0,1,1,2.3,0.0,0,0,50.0,0,44,1,1,0,59.9,0,1,1,4.3,0.0,0,50.0,0,23,1,1
Jalen Harris,56321,ED,ARIZONA,1,0,0,109,54.5,0,3,31,93.9,3.2,1,0,4.8,0,33,31,3,0,63.2,0,2,5,71.4,20.0,1,20.0,0,7,5,2
Jose Ramirez,56323,ED,E MICHIGAN,1,0,0,160,79.7,0,4,16,100.0,43.8,7,0,12.5,0,17,17,4,0,85.1,0,4,9,100.0,66.7,6,22.2,0,9,9,4
Cole Maxwell,56332,ED,BAYLOR,1,0,0,118,55.3,0,0,13,100.0,0.0,0,0,0.0,0,13,13,0,0,58.2,0,0,2,100.0,0.0,0,0.0,0,2,2,0
