player,player_id,position,team_name,player_game_count,batted_passes,declined_penalties,franchise_id,grades_pass_rush_defense,hits,hurries,pass_rush_opp,pass_rush_percent,pass_rush_win_rate,pass_rush_wins,penalties,prp,sacks,snap_counts_pass_play,snap_counts_pass_rush,total_pressures,true_pass_set_batted_passes,true_pass_set_grades_pass_rush_defense,true_pass_set_hits,true_pass_set_hurries,true_pass_set_pass_rush_opp,true_pass_set_pass_rush_percent,true_pass_set_pass_rush_win_rate,true_pass_set_pass_rush_wins,true_pass_set_prp,true_pass_set_sacks,true_pass_set_snap_counts_pass_play,true_pass_set_snap_counts_pass_rush,true_pass_set_total_pressures
Zaid Hamdan,52925,DI,KENT STATE,1,0,0,201,56.3,0,1,6,100.0,0.0,0,1,8.3,0,6,6,1,0,57.3,0,0,3,100.0,0.0,0,0.0,0,3,3,0
DeShawn Pace,53549,LB,UCF,1,0,0,323,62.2,0,1,4,20.0,25.0,1,1,12.5,0,25,5,1,0,59.7,0,0,1,12.5,0.0,0,0.0,0,8,1,0
Eric Phillips,53572,ED,CINCINNATI,1,0,0,138,62.6,0,2,14,100.0,14.3,2,0,7.1,0,14,14,2,0,,0,0,0,,,0,,0,0,0,0
Cheikhsaliou Fall,54240,ED,CAL,1,0,0,130,56.2,0,0,8,100.0,0.0,0,0,0.0,0,8,8,0,0,57.3,0,0,3,100.0,0.0,0,0.0,0,3,3,0
Malik Denkins,55516,ED,C MICHIGAN,1,0,0,134,58.9,0,0,2,100.0,0.0,0,0,0.0,0,2,2,0,0,,0,0,0,,,0,,0,0,0,0
Alex Howard,62494,LB,DUKE,1,0,0,154,67.2,0,4,9,34.6,11.1,1,1,22.2,0,26,9,4,0,74.3,0,3,3,50.0,33.3,1,50.0,0,6,3,3
Barry Brown,62724,LB,COAST CAR,1,0,0,141,55.7,0,0,6,14.3,0.0,0,0,0.0,0,42,6,0,0,59.6,0,0,1,9.1,0.0,0,0.0,0,11,1,0
Kam Butler,63872,ED,VIRGINIA,1,0,0,335,57.9,2,1,30,96.8,6.7,2,0,5.0,0,31,30,3,0,52.2,1,1,14,93.3,7.1,1,7.1,0,15,14,2
Ty Hamilton,66298,DI,OHIO STATE,1,0,0,260,60.0,0,0,21,100.0,4.8,1,0,0.0,0,23,23,0,0,63.7,0,0,13,100.0,7.7,1,0.0,0,13,13,0
Ben Florentine,70644,DI,WYOMING,1,0,0,351,59.0,0,1,20,100.0,5.0,1,1,2.5,0,20,20,1,0,64.1,0,1,7,100.0,14.3,1,7.1,0,7,7,1
