player,player_id,position,team_name,player_game_count,batted_passes,declined_penalties,franchise_id,grades_pass_rush_defense,hits,hurries,pass_rush_opp,pass_rush_percent,pass_rush_win_rate,pass_rush_wins,penalties,prp,sacks,snap_counts_pass_play,snap_counts_pass_rush,total_pressures,true_pass_set_batted_passes,true_pass_set_grades_pass_rush_defense,true_pass_set_hits,true_pass_set_hurries,true_pass_set_pass_rush_opp,true_pass_set_pass_rush_percent,true_pass_set_pass_rush_win_rate,true_pass_set_pass_rush_wins,true_pass_set_prp,true_pass_set_sacks,true_pass_set_snap_counts_pass_play,true_pass_set_snap_counts_pass_rush,true_pass_set_total_pressures
Cortez Davis,22974,CB,HAWAII,1,0,0,180,59.5,0,1,1,1.7,0.0,0,0,50.0,0,58,1,1,0,,0,0,0,0.0,,0,,0,15,0,0
Alvinoski LaFleur,24504,S,E MICHIGAN,1,0,0,160,74.1,0,0,1,5.3,0.0,0,0,100.0,1,19,1,1,0,,0,0,0,0.0,,0,,0,5,0,0
Luc Bequette,25776,DI,CAL,1,0,0,130,62.7,0,2,24,96.3,12.5,3,0,4.2,0,27,26,2,0,65.4,0,1,16,94.7,18.8,3,3.1,0,19,18,1
Jeremiah Moon,26453,LB,FLORIDA,1,0,0,163,67.2,0,2,13,56.5,7.7,1,0,7.7,0,23,13,2,0,57.1,0,1,3,100.0,0.0,0,16.7,0,3,3,1
Richard Moore,28853,LB,SMU,1,0,0,287,66.5,0,1,2,22.2,50.0,1,0,25.0,0,9,2,1,0,59.7,0,0,1,33.3,0.0,0,0.0,0,3,1,0
Adeeb Atariwa,30482,ED,VIRGINIA,1,0,0,335,67.3,0,0,3,100.0,33.3,1,0,0.0,0,3,3,0,0,60.0,0,0,1,100.0,0.0,0,0.0,0,1,1,0
Meiko Dotson,33902,CB,FLORIDA ST,1,0,0,167,55.2,0,0,2,7.7,0.0,0,0,0.0,0,26,2,0,0,,0,0,0,0.0,,0,,0,11,0,0
Denzel Feaster,34561,LB,UTSA,1,0,0,331,59.1,0,0,1,8.3,0.0,0,0,0.0,0,12,1,0,0,59.1,0,0,1,50.0,0.0,0,0.0,0,2,1,0
Ferrod Gardner,34595,LB,LA LAFAYET,1,0,0,207,70.3,2,1,7,25.0,0.0,0,0,50.0,2,28,7,5,0,71.5,1,1,6,42.9,0.0,0,50.0,2,14,6,4
John Petrishen,35069,LB,PITTSBURGH,1,0,0,268,59.7,0,0,1,9.1,0.0,0,0,0.0,0,11,1,0,0,,0,0,0,0.0,,0,,0,3,0,0
Cristian Williams,36151,S,TULSA,1,0,0,320,57.4,0,0,2,4.5,0.0,0,0,0.0,0,44,2,0,0,60.0,0,0,1,14.3,0.0,0,0.0,0,7,1,0
Scott Patchan,36449,ED,COLO STATE,1,0,0,144,64.6,1,2,21,81.5,14.3,3,0,11.9,1,27,22,4,0,60.8,0,0,14,93.8,7.1,1,7.1,1,16,15,1
Elijah Taylor,36723,ED,TULSA,1,0,0,320,74.5,0,0,17,100.0,17.6,3,0,5.9,1,19,19,1,0,69.1,0,0,5,100.0,40.0,2,0.0,0,5,5,0
Thad Mangum,36819,DI,USF,1,0,0,327,59.9,0,0,20,100.0,0.0,0,0,0.0,0,22,22,0,0,58.9,0,0,1,100.0,0.0,0,0.0,0,2,2,0
Micah Dew-Treadway,37050,DI,MINNESOTA,1,1,0,225,80.8,0,2,19,100.0,21.1,4,0,5.3,0,21,21,2,0,72.6,0,1,6,100.0,33.3,2,8.3,0,7,7,1
Tony Fair,37101,DI,AUBURN,1,0,0,115,57.9,0,0,6,100.0,0.0,0,0,0.0,0,6,6,0,0,59.9,0,0,1,100.0,0.0,0,0.0,0,1,1,0
Cameron Goode,38410,ED,CAL,1,0,0,130,61.9,2,3,29,81.6,10.3,3,1,8.6,0,38,31,5,0,64.3,2,3,20,87.5,15.0,3,12.5,0,24,21,5
Josh Drayden,38498,CB,CAL,1,0,0,130,60.0,0,0,1,2.6,0.0,0,0,0.0,0,38,1,0,0,,0,0,0,0.0,,0,,0,24,0,0
De'Vante Cross,39851,CB,VIRGINIA,1,0,0,335,60.0,0,0,1,3.0,0.0,0,0,0.0,0,33,1,0,0,,0,0,0,0.0,,0,,0,12,0,0
Derrion Rakestraw,39968,S,TULANE,1,0,0,319,63.7,0,1,1,7.7,0.0,0,0,50.0,0,13,1,1,0,,0,0,0,0.0,,0,,0,4,0,0
Kumehnnu Gwilly,40495,LB,C MICHIGAN,1,0,0,134,57.2,0,0,3,75.0,0.0,0,0,0.0,0,4,3,0,0,,0,0,0,,,0,,0,0,0,0
Jahaziel Lee,40537,DI,LA MONROE,1,0,0,209,61.3,0,2,19,100.0,5.3,1,0,5.3,0,19,19,2,0,57.7,0,1,4,100.0,0.0,0,12.5,0,4,4,1
Justin Rice,40640,LB,UTAH ST,1,0,0,329,52.2,0,1,11,26.1,0.0,0,0,4.5,0,46,12,1,0,53.4,0,1,8,40.0,0.0,0,6.3,0,20,8,1
Aaron Hansford,40694,LB,TEXAS A&M,1,0,0,312,62.0,0,1,3,16.7,0.0,0,0,50.0,1,24,4,2,0,66.4,0,0,1,33.3,0.0,0,100.0,1,6,2,1
Ty Shelby,41752,ED,LA MONROE,1,0,0,209,65.4,2,1,26,100.0,11.5,3,0,5.8,0,27,27,3,0,69.0,1,1,6,100.0,16.7,1,16.7,0,6,6,2
Ben Davis,41960,ED,TEXAS,1,0,0,311,63.7,0,0,5,55.6,20.0,1,0,0.0,0,9,5,0,0,58.9,0,0,1,100.0,0.0,0,0.0,0,1,1,0
Kenny Turnier,42019,DI,TCU,1,0,0,305,59.9,0,0,1,100.0,0.0,0,0,0.0,0,1,1,0,0,59.9,0,0,1,100.0,0.0,0,0.0,0,1,1,0
Avien Peah,42158,ED,UMASS,1,0,0,216,63.5,4,0,19,90.5,10.5,2,0,10.5,0,21,19,4,0,59.6,0,0,1,100.0,0.0,0,0.0,0,1,1,0
Alonzo McCoy,42383,CB,C MICHIGAN,1,0,0,134,58.9,0,0,1,2.6,0.0,0,0,0.0,0,39,1,0,0,58.9,0,0,1,4.5,0.0,0,0.0,0,22,1,0
Keyshon Camp,42384,DI,PITTSBURGH,1,0,0,268,65.3,0,1,8,100.0,12.5,1,0,6.3,0,8,8,1,0,,0,0,0,,,0,,0,0,0,0
Raleigh Texada,42440,CB,BAYLOR,1,0,0,118,68.8,0,0,1,3.6,100.0,1,0,0.0,0,28,1,0,0,68.8,0,0,1,10.0,100.0,1,0.0,0,10,1,0
JoJo Domann,42446,LB,NEBRASKA,1,0,0,238,58.9,0,0,1,3.8,0.0,0,0,0.0,0,26,1,0,0,,0,0,0,0.0,,0,,0,10,0,0
D.J. Ford,42473,S,E CAROLINA,1,0,0,156,56.9,0,0,1,2.0,0.0,0,0,0.0,0,51,1,0,0,56.9,0,0,1,5.0,0.0,0,0.0,0,20,1,0
Monte McGary,42477,S,UTAH ST,1,0,0,329,56.2,0,0,3,11.4,0.0,0,0,0.0,0,35,4,0,0,,0,0,0,0.0,,0,,0,14,0,0
Tomon Fox,42486,ED,N CAROLINA,1,0,0,245,58.8,0,1,11,54.5,9.1,1,0,4.5,0,22,12,1,0,65.1,0,1,3,60.0,33.3,1,16.7,0,5,3,1
Jay Lenard,42492,S,S JOSE ST,1,0,0,285,70.3,0,1,3,8.1,33.3,1,1,16.7,0,37,3,1,0,71.0,0,1,2,16.7,50.0,1,25.0,0,12,2,1
Devin Harper,42494,LB,OKLA STATE,1,0,0,262,78.4,1,2,4,13.8,50.0,2,0,37.5,0,29,4,3,0,68.4,0,1,2,15.4,50.0,1,25.0,0,13,2,1
Keir Thomas,42509,ED,FLORIDA ST,1,0,0,167,57.8,2,1,30,96.8,6.7,2,0,5.0,0,31,30,3,0,57.5,1,0,11,100.0,9.1,1,4.5,0,11,11,1
James Skalski,42552,LB,CLEMSON,1,0,0,140,59.5,0,0,1,8.3,0.0,0,0,0.0,0,12,1,0,0,59.5,0,0,1,20.0,0.0,0,0.0,0,5,1,0
Nazeeh Johnson,42553,S,MARSHALL,1,0,0,214,59.5,0,0,1,2.0,0.0,0,1,0.0,0,49,1,0,0,,0,0,0,0.0,,0,,0,8,0,0
Jordan Fox,42554,ED,STANFORD,1,0,0,300,62.2,0,2,20,75.0,15.0,3,0,5.0,0,28,21,2,0,54.0,0,1,9,90.9,0.0,0,5.6,0,11,10,1
Ja'Quain Blakely,42579,ED,TENNESSEE,1,0,0,307,58.9,0,2,22,100.0,4.5,1,0,9.1,1,23,23,3,0,55.7,0,1,6,100.0,0.0,0,8.3,0,6,6,1
Andrzej Hughes-Murray,42597,ED,OREGON ST,1,0,0,265,56.8,0,0,35,93.2,5.7,2,0,2.9,1,44,41,1,0,58.4,0,0,15,100.0,6.7,1,6.7,1,16,16,1
Brandon Bouyer-Randle,42637,LB,TEXAS TECH,1,0,0,315,55.1,0,0,5,26.1,0.0,0,0,0.0,0,23,6,0,0,56.8,0,0,3,75.0,0.0,0,0.0,0,4,3,0
Isaiah Graham-Mobley,42679,LB,BOSTON COL,1,0,0,121,62.8,0,1,6,15.4,0.0,0,1,8.3,0,39,6,1,0,66.3,0,0,2,20.0,0.0,0,0.0,0,10,2,0
Tyreek Maddox-Williams,42694,LB,RUTGERS,1,0,0,278,59.7,0,0,1,10.0,0.0,0,0,0.0,0,10,1,0,0,59.7,0,0,1,25.0,0.0,0,0.0,0,4,1,0
Demetrius Cain,42697,LB,W KENTUCKY,1,0,0,346,67.0,0,1,8,14.3,25.0,2,0,18.8,1,56,8,2,0,68.2,0,1,7,29.2,28.6,2,21.4,1,24,7,2
Jeremy Darvin,42713,DI,W KENTUCKY,1,1,0,346,61.1,0,2,39,100.0,7.7,3,0,2.6,0,41,41,2,0,60.1,0,1,14,100.0,7.1,1,3.6,0,16,16,1
Ryan Bowman,42714,ED,WASHINGTON,1,0,0,340,64.1,2,5,35,92.1,8.6,3,1,12.9,1,38,35,8,0,65.0,1,1,10,90.9,20.0,2,10.0,0,11,10,2
Nick Heninger,42766,ED,UTAH ST,1,2,0,329,71.5,1,2,33,100.0,12.1,4,0,7.6,1,37,37,4,1,73.8,1,2,16,100.0,18.8,3,15.6,1,17,17,4
Lorenzo Dantzler,42768,ED,UTSA,1,0,0,331,63.2,1,0,13,100.0,0.0,0,0,3.8,0,15,15,1,0,70.2,1,0,4,100.0,0.0,0,12.5,0,5,5,1
