player,player_id,position,team_name,player_game_count,batted_passes,declined_penalties,franchise_id,grades_pass_rush_defense,hits,hurries,pass_rush_opp,pass_rush_percent,pass_rush_win_rate,pass_rush_wins,penalties,prp,sacks,snap_counts_pass_play,snap_counts_pass_rush,total_pressures,true_pass_set_batted_passes,true_pass_set_grades_pass_rush_defense,true_pass_set_hits,true_pass_set_hurries,true_pass_set_pass_rush_opp,true_pass_set_pass_rush_percent,true_pass_set_pass_rush_win_rate,true_pass_set_pass_rush_wins,true_pass_set_prp,true_pass_set_sacks,true_pass_set_snap_counts_pass_play,true_pass_set_snap_counts_pass_rush,true_pass_set_total_pressures
Dru Prox,23093,LB,UTSA,1,0,0,331,68.0,0,1,2,50.0,50.0,1,0,25.0,0,4,2,1,0,68.0,0,1,2,100.0,50.0,1,25.0,0,2,2,1
Reggie Stubblefield,23441,S,KANSAS ST,1,1,0,199,65.3,0,0,4,21.1,0.0,0,0,0.0,0,19,4,0,0,,0,0,0,0.0,,0,,0,2,0,0
Mikel Horton,23509,DI,CHARLOTTE,1,0,0,136,70.2,1,1,29,100.0,6.9,2,0,3.4,0,32,32,2,0,61.4,0,0,9,100.0,11.1,1,0.0,0,9,9,0
Darion Dunn,23963,CB,TEXAS,1,0,0,311,58.6,0,0,2,12.5,0.0,0,0,0.0,0,16,2,0,0,,0,0,0,0.0,,0,,0,2,0,0
Darren Evans,24171,CB,LSU,1,0,0,211,60.0,0,0,1,2.3,0.0,0,0,0.0,0,44,1,0,0,,0,0,0,0.0,,0,,0,17,0,0
Alvinoski LaFleur,24504,S,E MICHIGAN,1,0,0,160,72.3,0,0,2,4.3,0.0,0,0,50.0,1,47,2,1,0,74.0,0,0,1,5.6,0.0,0,100.0,1,18,1,1
Jeremiah Moon,26453,LB,FLORIDA,1,0,0,163,69.8,0,1,7,36.8,14.3,1,0,21.4,1,19,7,2,0,65.4,0,1,3,42.9,33.3,1,16.7,0,7,3,1
Richard Moore,28853,LB,SMU,1,0,0,287,64.2,2,0,6,16.2,0.0,0,1,16.7,0,37,6,2,0,59.2,0,0,1,5.6,0.0,0,0.0,0,18,1,0
Ferrod Gardner,34595,LB,LA LAFAYET,1,0,0,207,55.7,0,1,3,15.0,0.0,0,0,16.7,0,20,3,1,0,59.7,0,1,1,20.0,0.0,0,50.0,0,5,1,1
John Petrishen,35069,LB,PITTSBURGH,1,0,0,268,65.2,0,1,8,25.0,0.0,0,0,18.8,1,32,8,2,0,69.4,0,0,3,50.0,0.0,0,33.3,1,6,3,1
