player,player_id,position,team_name,player_game_count,batted_passes,declined_penalties,franchise_id,grades_pass_rush_defense,hits,hurries,pass_rush_opp,pass_rush_percent,pass_rush_win_rate,pass_rush_wins,penalties,prp,sacks,snap_counts_pass_play,snap_counts_pass_rush,total_pressures,true_pass_set_batted_passes,true_pass_set_grades_pass_rush_defense,true_pass_set_hits,true_pass_set_hurries,true_pass_set_pass_rush_opp,true_pass_set_pass_rush_percent,true_pass_set_pass_rush_win_rate,true_pass_set_pass_rush_wins,true_pass_set_prp,true_pass_set_sacks,true_pass_set_snap_counts_pass_play,true_pass_set_snap_counts_pass_rush,true_pass_set_total_pressures
Dru Prox,23093,LB,UTSA,1,0,0,331,57.1,0,0,2,20.0,0.0,0,0,0.0,0,10,2,0,0,59.4,0,0,1,100.0,0.0,0,0.0,0,1,1,0
Kyle Pugh,35900,LB,N ILLINOIS,1,0,0,254,66.1,0,1,2,20.0,0.0,0,0,25.0,0,10,2,1,0,66.1,0,1,2,40.0,0.0,0,25.0,0,5,2,1
Jordan Carmouche,39951,LB,ARK STATE,1,0,0,113,60.0,0,0,1,4.2,0.0,0,0,0.0,0,24,1,0,0,,0,0,0,0.0,,0,,0,8,0,0
Bricen Garner,42520,S,W MICHIGAN,1,0,0,347,56.5,0,0,2,10.5,0.0,0,0,0.0,0,19,2,0,0,,0,0,0,0.0,,0,,0,7,0,0
Brandon Bouyer-Randle,42637,LB,UCONN,1,0,0,146,59.8,0,0,1,33.3,0.0,0,0,0.0,0,3,1,0,0,,0,0,0,,,0,,0,0,0,0
Clifford Chattman,42657,S,UTSA,1,0,0,331,62.8,1,0,1,3.4,100.0,1,0,50.0,0,29,1,1,0,,0,0,0,0.0,,0,,0,9,0,0
Anthony Watts,42807,DI,MARSHALL,1,0,0,214,55.7,0,0,20,100.0,0.0,0,0,0.0,0,20,20,0,0,58.8,0,0,2,100.0,0.0,0,0.0,0,2,2,0
Ryan McWood,43189,LB,MIAMI OH,1,0,0,221,63.3,0,0,3,11.5,33.3,1,0,0.0,0,26,3,0,0,63.3,0,0,3,20.0,33.3,1,0.0,0,15,3,0
Jon-Michael Terry,43635,LB,TULSA,1,0,0,320,65.8,0,0,6,27.3,16.7,1,0,16.7,1,22,6,1,0,59.6,0,0,1,50.0,0.0,0,0.0,0,2,1,0
Sione Tupou,44093,LB,TEXAS ST,1,0,0,314,50.7,0,1,12,31.6,0.0,0,0,4.2,0,38,12,1,0,54.1,0,0,5,31.3,0.0,0,0.0,0,16,5,0
Semisi Fakasiieiki,44340,LB,PURDUE,1,0,0,273,60.0,0,0,1,20.0,0.0,0,0,0.0,0,5,1,0,0,,0,0,0,0.0,,0,,0,1,0,0
Penei Pavihi,52079,LB,HAWAII,1,0,0,180,60.1,0,2,1,1.9,0.0,0,0,100.0,0,54,1,2,0,,0,0,0,0.0,,0,,0,19,0,0
Kenneth Orji,52209,ED,RICE,1,0,0,275,55.3,0,1,11,100.0,0.0,0,0,4.5,0,11,11,1,0,56.6,0,1,4,100.0,0.0,0,12.5,0,4,4,1
Trey Schuman,52216,ED,RICE,1,0,0,275,58.1,0,0,3,100.0,0.0,0,0,0.0,0,3,3,0,0,59.4,0,0,1,100.0,0.0,0,0.0,0,1,1,0
Alii Matau,52219,LB,S JOSE ST,1,0,0,285,55.8,0,0,8,27.3,0.0,0,0,0.0,0,33,9,0,0,56.4,0,0,2,42.9,0.0,0,0.0,0,7,3,0
Tre White,52261,S,S JOSE ST,1,0,0,285,61.0,0,0,1,10.0,100.0,1,0,0.0,0,10,1,0,0,61.0,0,0,1,33.3,100.0,1,0.0,0,3,1,0
Gabe Reid,52273,ED,UTAH,1,0,0,328,59.5,0,2,34,89.5,8.8,3,0,5.9,1,38,34,3,0,68.3,0,2,12,92.3,25.0,3,16.7,1,13,12,3
Bentlee Sanders,52291,S,NEVADA,1,0,0,239,59.6,0,0,1,2.1,0.0,0,0,0.0,0,47,1,0,0,,0,0,0,0.0,,0,,0,12,0,0
Darrien Grant,52293,DI,USF,1,0,0,327,53.6,0,1,25,100.0,0.0,0,0,2.0,0,27,27,1,0,56.8,0,0,5,100.0,0.0,0,0.0,0,5,5,0
Bryce Dugan,52425,DI,OHIO,1,0,0,259,61.5,0,1,23,92.3,0.0,0,0,2.2,0,26,24,1,0,60.9,0,1,10,100.0,0.0,0,5.0,0,10,10,1
Tyler Bentley,52790,DI,PITTSBURGH,1,0,0,268,60.5,0,1,17,100.0,5.9,1,0,2.9,0,18,18,1,0,56.4,0,0,5,100.0,0.0,0,0.0,0,6,6,0
Xavier Peters,52819,ED,FAU,1,0,0,165,57.9,0,0,4,100.0,0.0,0,0,0.0,0,4,4,0,0,,0,0,0,,,0,,0,0,0,0
DeShawn Pace,53549,LB,CINCINNATI,1,0,0,138,59.7,0,0,1,3.7,0.0,0,0,0.0,0,27,1,0,0,,0,0,0,0.0,,0,,0,7,0,0
Eric Phillips,53572,ED,CINCINNATI,1,0,0,138,57.2,0,2,21,100.0,4.8,1,0,4.8,0,21,21,2,0,62.1,0,2,6,100.0,16.7,1,16.7,0,6,6,2
