player,player_id,position,team_name,player_game_count,batted_passes,declined_penalties,franchise_id,grades_pass_rush_defense,hits,hurries,pass_rush_opp,pass_rush_percent,pass_rush_win_rate,pass_rush_wins,penalties,prp,sacks,snap_counts_pass_play,snap_counts_pass_rush,total_pressures,true_pass_set_batted_passes,true_pass_set_grades_pass_rush_defense,true_pass_set_hits,true_pass_set_hurries,true_pass_set_pass_rush_opp,true_pass_set_pass_rush_percent,true_pass_set_pass_rush_win_rate,true_pass_set_pass_rush_wins,true_pass_set_prp,true_pass_set_sacks,true_pass_set_snap_counts_pass_play,true_pass_set_snap_counts_pass_rush,true_pass_set_total_pressures
DeShawn Pace,53549,LB,UCF,1,0,0,323,51.6,0,1,6,15.0,16.7,1,0,8.3,0,40,6,1,0,56.0,0,1,2,10.0,50.0,1,25.0,0,20,2,1
Ty Hamilton,66298,DI,OHIO STATE,1,0,0,260,74.0,0,3,24,100.0,25.0,6,0,6.3,0,26,26,3,0,74.7,0,2,11,100.0,36.4,4,9.1,0,12,12,2
Ben Florentine,70644,DI,WYOMING,1,0,1,351,56.2,0,0,21,100.0,0.0,0,1,0.0,0,23,23,0,0,57.5,0,0,4,100.0,0.0,0,0.0,0,4,4,0
Korey Foreman,70831,ED,FRESNO ST,1,0,0,169,51.9,0,1,21,81.5,0.0,0,0,2.4,0,27,22,1,0,52.4,0,0,15,88.9,0.0,0,0.0,0,18,16,0
Tuasivi Nomura,70879,LB,FRESNO ST,1,0,0,169,53.3,0,1,16,37.8,6.3,1,2,3.1,0,45,17,1,0,58.6,0,1,7,34.8,14.3,1,7.1,0,23,8,1
Keyon Ware-Hudson,71322,DI,OREGON,1,0,0,264,56.9,0,0,5,100.0,0.0,0,0,0.0,0,5,5,0,0,58.6,0,0,2,100.0,0.0,0,0.0,0,2,2,0
Akili Arnold,71406,S,USC,1,0,0,326,58.9,0,0,1,3.2,0.0,0,0,0.0,0,31,1,0,0,58.9,0,0,1,8.3,0.0,0,0.0,0,12,1,0
Easton Mascarenas-Arnold,71410,LB,USC,1,0,0,326,53.9,0,2,8,19.0,0.0,0,0,12.5,0,42,8,2,0,55.3,0,1,4,26.7,0.0,0,12.5,0,15,4,1
Sheldon Newton,71957,DI,BOISE ST,1,0,0,120,55.4,0,0,14,100.0,0.0,0,0,0.0,0,14,14,0,0,56.3,0,0,4,100.0,0.0,0,0.0,0,4,4,0
Henry Ikahihifo,73151,ED,NEVADA,1,0,0,239,55.1,0,0,6,54.5,0.0,0,0,0.0,0,11,6,0,0,57.4,0,0,2,50.0,0.0,0,0.0,0,4,2,0
