player,player_id,position,team_name,player_game_count,batted_passes,declined_penalties,franchise_id,grades_pass_rush_defense,hits,hurries,pass_rush_opp,pass_rush_percent,pass_rush_win_rate,pass_rush_wins,penalties,prp,sacks,snap_counts_pass_play,snap_counts_pass_rush,total_pressures,true_pass_set_batted_passes,true_pass_set_grades_pass_rush_defense,true_pass_set_hits,true_pass_set_hurries,true_pass_set_pass_rush_opp,true_pass_set_pass_rush_percent,true_pass_set_pass_rush_win_rate,true_pass_set_pass_rush_wins,true_pass_set_prp,true_pass_set_sacks,true_pass_set_snap_counts_pass_play,true_pass_set_snap_counts_pass_rush,true_pass_set_total_pressures
James Camden,53418,LB,W MICHIGAN,1,0,0,347,52.6,0,0,7,17.9,0.0,0,0,0.0,0,39,7,0,0,56.2,0,0,2,8.3,0.0,0,0.0,0,24,2,0
Shaun Myers,62235,LB,COLORADO,1,0,0,143,57.1,0,0,4,26.7,0.0,0,0,0.0,0,15,4,0,0,,0,0,0,0.0,,0,,0,7,0,0
Mister Williams,70521,LB,S DIEGO ST,1,0,0,284,71.2,0,1,6,15.0,33.3,2,0,8.3,0,40,6,1,0,63.5,0,1,5,29.4,20.0,1,10.0,0,17,5,1
Ben Florentine,70644,DI,WYOMING,1,0,0,351,49.5,0,3,17,100.0,0.0,0,0,8.8,0,17,17,3,0,46.0,0,1,3,100.0,0.0,0,16.7,0,3,3,1
Korey Foreman,70831,ED,FRESNO ST,1,0,1,169,71.1,1,0,16,81.8,18.8,3,1,3.1,0,22,18,1,0,69.8,1,0,11,92.9,18.2,2,4.5,0,14,13,1
Tate Romney,70946,LB,ARIZONA ST,1,0,0,110,57.6,0,0,2,66.7,0.0,0,0,0.0,0,3,2,0,0,,0,0,0,0.0,,0,,0,1,0,0
Keanu Tanuvasa,71398,DI,BYU,1,0,0,128,58.0,0,3,27,100.0,3.7,1,0,5.6,0,27,27,3,0,56.0,0,0,7,100.0,0.0,0,0.0,0,7,7,0
Solomone Langi,72318,DI,S JOSE ST,1,0,0,285,59.1,0,0,3,100.0,0.0,0,0,0.0,0,3,3,0,0,,0,0,0,,,0,,0,0,0,0
Jadon Pearson,72538,LB,FRESNO ST,1,0,0,169,61.7,1,0,6,14.3,0.0,0,0,8.3,0,42,6,1,0,56.8,0,0,2,8.0,0.0,0,0.0,0,25,2,0
Marco Notarainni,73389,LB,BOISE ST,1,0,0,120,46.6,0,4,13,38.1,0.0,0,0,15.4,0,42,16,4,0,53.2,0,1,5,46.7,0.0,0,10.0,0,15,7,1
Ryan Quintanar,74152,LB,USC,1,0,0,326,56.0,0,1,3,50.0,0.0,0,0,16.7,0,6,3,1,0,56.7,0,1,2,66.7,0.0,0,25.0,0,3,2,1
Aneesh Vyas,75285,DI,WYOMING,1,0,0,351,55.2,0,0,13,100.0,0.0,0,0,0.0,0,13,13,0,0,56.4,0,0,4,100.0,0.0,0,0.0,0,4,4,0
Bam Booker,76122,ED,BOWL GREEN,1,0,0,122,53.5,0,2,14,100.0,7.1,1,1,7.1,0,14,14,2,0,63.3,0,0,5,100.0,20.0,1,0.0,0,5,5,0
Brendon Harris,83446,S,MIDDLE TN,1,0,0,224,58.0,0,0,2,22.2,0.0,0,0,0.0,0,9,2,0,0,,0,0,0,0.0,,0,,0,2,0,0
Gracen Halton,85774,DI,OKLAHOMA,1,0,0,261,63.4,0,2,17,94.7,11.8,2,0,5.9,0,19,18,2,0,56.8,0,0,3,100.0,0.0,0,0.0,0,3,3,0
Kalib Perry,86267,LB,LOUISVILLE,1,0,0,210,56.3,0,0,4,20.0,0.0,0,0,0.0,0,20,4,0,0,56.6,0,0,2,25.0,0.0,0,0.0,0,8,2,0
Ceyair Wright,86877,CB,NEBRASKA,1,0,0,238,45.5,0,1,2,11.1,0.0,0,0,25.0,0,18,2,1,0,,0,0,0,0.0,,0,,0,6,0,0
David Reese,90079,ED,SYRACUSE,1,0,0,304,54.2,0,0,14,93.3,0.0,0,0,0.0,0,15,14,0,0,57.4,0,0,2,100.0,0.0,0,0.0,0,2,2,0
Ose Egbase,90529,ED,UNLV,1,0,0,325,60.6,0,0,11,100.0,9.1,1,0,0.0,0,11,11,0,0,62.6,0,0,6,100.0,16.7,1,0.0,0,6,6,0
Solomon Brown,97386,S,BUFFALO,1,0,0,126,60.0,0,0,1,3.8,0.0,0,0,0.0,0,26,1,0,0,,0,0,0,0.0,,0,,0,12,0,0
Jett Elad,97543,S,RUTGERS,1,0,0,278,58.9,0,0,3,11.5,0.0,0,0,0.0,0,26,3,0,0,,0,0,0,0.0,,0,,0,4,0,0
Mohamed Toure,97751,LB,MIAMI FL,1,0,0,220,59.0,0,0,2,7.7,0.0,0,0,0.0,0,26,2,0,0,,0,0,0,0.0,,0,,0,8,0,0
Zaylin Wood,97761,DI,VANDERBILT,1,0,0,333,63.9,0,2,26,100.0,7.7,2,0,7.7,1,26,26,3,0,65.2,0,1,11,100.0,9.1,1,13.6,1,11,11,2
Anthonie Cooper,97970,DI,ARIZONA ST,1,0,0,110,51.8,0,0,18,100.0,0.0,0,0,0.0,0,20,20,0,0,52.9,0,0,12,100.0,0.0,0,0.0,0,13,13,0
Jalar Holley,97977,DI,CHARLOTTE,1,0,0,136,62.0,0,2,14,100.0,7.1,1,0,7.1,0,14,14,2,0,,0,0,0,,,0,,0,0,0,0
Immanuel Hickman Sr.,98192,DI,VA TECH,1,0,0,337,57.2,0,0,11,100.0,0.0,0,0,0.0,0,11,11,0,0,60.0,0,0,1,100.0,0.0,0,0.0,0,1,1,0
Quindarius Dunnigan,98193,ED,MICH STATE,1,0,0,223,56.9,1,1,35,92.1,5.7,2,0,5.7,1,38,35,3,0,59.3,1,1,21,95.5,9.5,2,9.5,1,22,21,3
Zukudo Igwenagu,98305,ED,UMASS,1,0,0,216,57.5,0,0,4,100.0,0.0,0,0,0.0,0,4,4,0,0,,0,0,0,,,0,,0,0,0,0
Isaiah Gibson Sr.,98952,DI,SO MISS,1,0,0,296,55.3,0,0,26,100.0,0.0,0,0,0.0,0,26,26,0,0,56.5,0,0,7,100.0,0.0,0,0.0,0,7,7,0
Brandon Mack II,99105,ED,HOUSTON,1,0,0,182,63.4,0,0,23,92.0,4.3,1,0,4.3,1,25,23,1,0,67.6,0,0,12,100.0,8.3,1,8.3,1,12,12,1
Will Jones II,99276,S,N TEXAS,1,0,0,251,57.7,0,0,2,5.3,0.0,0,0,0.0,0,38,2,0,0,60.0,0,0,1,16.7,0.0,0,0.0,0,6,1,0
Nate Temple,99726,ED,PITTSBURGH,1,0,0,268,55.6,0,0,8,100.0,0.0,0,0,0.0,0,8,8,0,0,58.1,0,0,2,100.0,0.0,0,0.0,0,2,2,0
Cecil Powell,99735,S,SM HOUSTON,1,0,0,281,56.1,0,0,5,16.7,0.0,0,1,0.0,0,30,5,0,0,,0,0,0,0.0,,0,,0,3,0,0
Jordan Huff,99745,S,GA STATE,1,0,0,175,59.9,0,1,1,9.1,0.0,0,0,50.0,0,11,1,1,0,,0,0,0,0.0,,0,,0,3,0,0
