player,player_id,position,team_name,player_game_count,batted_passes,declined_penalties,franchise_id,grades_pass_rush_defense,hits,hurries,pass_rush_opp,pass_rush_percent,pass_rush_win_rate,pass_rush_wins,penalties,prp,sacks,snap_counts_pass_play,snap_counts_pass_rush,total_pressures,true_pass_set_batted_passes,true_pass_set_grades_pass_rush_defense,true_pass_set_hits,true_pass_set_hurries,true_pass_set_pass_rush_opp,true_pass_set_pass_rush_percent,true_pass_set_pass_rush_win_rate,true_pass_set_pass_rush_wins,true_pass_set_prp,true_pass_set_sacks,true_pass_set_snap_counts_pass_play,true_pass_set_snap_counts_pass_rush,true_pass_set_total_pressures
Jaylan Foster,13095,S,S CAROLINA,1,0,0,289,76.0,0,0,1,3.2,0.0,0,0,100.0,1,31,1,1,0,,0,0,0,0.0,,0,,0,5,0,0
Devin Taylor,22317,CB,BOWL GREEN,1,0,0,122,45.1,0,1,3,8.3,0.0,0,0,16.7,0,36,3,1,0,,0,0,0,0.0,,0,,0,12,0,0
Mikel Horton,23509,DI,CHARLOTTE,1,0,0,136,65.1,1,1,7,100.0,14.3,1,0,14.3,0,7,7,2,0,60.6,1,0,1,100.0,100.0,1,50.0,0,1,1,1
Alvinoski LaFleur,24504,S,E MICHIGAN,1,0,0,160,71.3,0,1,1,2.3,0.0,0,0,50.0,0,44,1,1,0,57.7,0,1,1,6.3,0.0,0,50.0,0,16,1,1
Jeremiah Moon,26453,LB,FLORIDA,1,0,0,163,63.2,0,2,18,43.9,11.1,2,0,5.6,0,41,18,2,0,62.9,0,2,10,47.6,10.0,1,10.0,0,21,10,2
Denzel Feaster,34561,LB,UTSA,1,0,0,331,59.5,0,0,1,3.3,0.0,0,0,0.0,0,30,1,0,0,59.5,0,0,1,11.1,0.0,0,0.0,0,9,1,0
Cristian Williams,36151,S,TULSA,1,0,0,320,55.9,0,0,1,5.4,0.0,0,0,0.0,0,37,2,0,0,55.9,0,0,1,25.0,0.0,0,0.0,0,8,2,0
Scott Patchan,36449,ED,COLO STATE,1,1,0,144,69.4,0,2,19,90.9,5.3,1,0,10.5,1,22,20,3,0,79.1,0,0,4,100.0,0.0,0,25.0,1,4,4,1
Tony Fair,37101,DI,AUBURN,1,0,0,115,57.7,0,0,15,100.0,0.0,0,0,0.0,0,15,15,0,0,60.0,0,0,1,100.0,0.0,0,0.0,0,1,1,0
Derrion Rakestraw,39968,S,TULANE,1,0,0,319,59.1,1,0,1,5.6,0.0,0,0,50.0,0,18,1,1,0,59.1,1,0,1,10.0,0.0,0,50.0,0,10,1,1
