player,player_id,position,team_name,player_game_count,batted_passes,declined_penalties,franchise_id,grades_pass_rush_defense,hits,hurries,pass_rush_opp,pass_rush_percent,pass_rush_win_rate,pass_rush_wins,penalties,prp,sacks,snap_counts_pass_play,snap_counts_pass_rush,total_pressures,true_pass_set_batted_passes,true_pass_set_grades_pass_rush_defense,true_pass_set_hits,true_pass_set_hurries,true_pass_set_pass_rush_opp,true_pass_set_pass_rush_percent,true_pass_set_pass_rush_win_rate,true_pass_set_pass_rush_wins,true_pass_set_prp,true_pass_set_sacks,true_pass_set_snap_counts_pass_play,true_pass_set_snap_counts_pass_rush,true_pass_set_total_pressures
Zaid Hamdan,52925,DI,TULSA,1,0,1,320,56.4,0,1,9,90.0,0.0,0,1,5.6,0,10,9,1,0,,0,0,0,0.0,,0,,0,1,0,0
Cole Pearce,52970,LB,BALL ST,1,0,0,117,83.0,0,0,5,12.2,40.0,2,0,40.0,2,41,5,2,0,85.6,0,0,4,22.2,50.0,2,50.0,2,18,4,2
Jaheim Thomas,54193,LB,ARKANSAS,1,0,0,111,75.2,1,2,6,29.2,16.7,1,0,25.0,0,24,7,3,0,69.7,1,1,2,28.6,50.0,1,50.0,0,7,2,2
Zachary Ford,55353,S,TOLEDO,1,0,0,316,59.7,0,0,2,5.4,0.0,0,0,0.0,0,37,2,0,0,,0,0,0,0.0,,0,,0,15,0,0
Korey Hernandez,55796,CB,E MICHIGAN,1,0,0,160,60.0,0,1,1,7.7,0.0,0,0,50.0,0,13,1,1,0,,0,0,0,0.0,,0,,0,5,0,0
Taijh Alston,56348,ED,COLORADO,1,0,0,143,65.9,1,2,26,96.3,15.4,4,0,5.8,0,27,26,3,0,71.9,1,1,10,100.0,30.0,3,10.0,0,10,10,2
Demetrice Lofton,56355,ED,W GEORGIA,1,0,0,1177,63.3,0,3,23,100.0,13.0,3,0,6.5,0,23,23,3,0,60.7,0,1,8,100.0,12.5,1,6.3,0,8,8,1
JB Brown,57701,ED,UMASS,1,0,0,216,60.5,0,2,19,95.5,10.5,2,1,5.3,0,22,21,2,0,66.5,0,1,10,100.0,10.0,1,5.0,0,10,10,1
Bryson Jackson,57738,S,BAYLOR,1,0,0,118,59.7,0,0,2,33.3,0.0,0,0,0.0,0,6,2,0,0,,0,0,0,0.0,,0,,0,1,0,0
Jerry Roberts,57759,LB,UMASS,1,0,0,216,59.7,0,0,0,5.3,,0,0,,0,19,1,0,0,,0,0,0,0.0,,0,,0,7,0,0
Isaac Ukwu,57888,ED,OLE MISS,1,0,0,226,68.1,0,0,23,71.9,17.4,4,0,8.7,2,32,23,2,0,60.0,0,0,10,83.3,10.0,1,10.0,1,12,10,1
Monty Montgomery,58203,LB,OLE MISS,1,0,0,226,58.5,0,1,2,15.4,0.0,0,0,25.0,0,13,2,1,0,59.2,0,0,1,25.0,0.0,0,0.0,0,4,1,0
Londyn Craft,60689,LB,E MICHIGAN,1,0,0,160,60.0,0,0,1,50.0,0.0,0,0,0.0,0,2,1,0,0,,0,0,0,,,0,,0,0,0,0
Takulve Williams,61346,S,W KENTUCKY,1,0,0,346,65.4,1,0,3,50.0,0.0,0,0,16.7,0,6,3,1,0,,0,0,0,0.0,,0,,0,1,0,0
Ty Hamilton,66298,DI,OHIO STATE,1,0,0,260,59.7,0,1,17,100.0,5.9,1,0,2.9,0,17,17,1,0,65.2,0,0,4,100.0,25.0,1,0.0,0,4,4,0
Markel Perry,66793,ED,SM HOUSTON,1,0,0,281,68.0,0,3,11,100.0,9.1,1,0,22.7,1,12,12,4,0,74.4,0,1,3,100.0,33.3,1,50.0,1,3,3,2
Ben Florentine,70644,DI,WYOMING,1,0,0,351,60.6,0,0,16,100.0,6.3,1,0,0.0,0,16,16,0,0,58.6,0,0,2,100.0,0.0,0,0.0,0,2,2,0
