player,player_id,position,team_name,player_game_count,batted_passes,declined_penalties,franchise_id,grades_pass_rush_defense,hits,hurries,pass_rush_opp,pass_rush_percent,pass_rush_win_rate,pass_rush_wins,penalties,prp,sacks,snap_counts_pass_play,snap_counts_pass_rush,total_pressures,true_pass_set_batted_passes,true_pass_set_grades_pass_rush_defense,true_pass_set_hits,true_pass_set_hurries,true_pass_set_pass_rush_opp,true_pass_set_pass_rush_percent,true_pass_set_pass_rush_win_rate,true_pass_set_pass_rush_wins,true_pass_set_prp,true_pass_set_sacks,true_pass_set_snap_counts_pass_play,true_pass_set_snap_counts_pass_rush,true_pass_set_total_pressures
Mark Williams,21922,CB,LA MONROE,1,0,0,209,58.7,0,0,1,1.9,0.0,0,0,0.0,0,53,1,0,0,58.7,0,0,1,4.2,0.0,0,0.0,0,24,1,0
Cortez Davis,22974,CB,HAWAII,1,0,0,180,54.6,0,0,2,3.8,0.0,0,0,0.0,0,53,2,0,0,,0,0,0,0.0,,0,,0,21,0,0
Reggie Stubblefield,23441,S,KANSAS ST,1,0,0,199,84.4,0,1,5,15.2,60.0,3,0,30.0,1,33,5,2,0,78.9,0,1,3,60.0,66.7,2,16.7,0,5,3,1
Luc Bequette,25776,DI,CAL,1,1,0,130,64.1,1,1,32,94.7,6.3,2,0,3.1,0,38,36,2,1,62.7,1,0,6,88.9,0.0,0,8.3,0,9,8,1
Jeremiah Moon,26453,LB,FLORIDA,1,0,0,163,58.3,0,1,17,54.3,5.9,1,0,2.9,0,35,19,1,0,54.4,0,0,8,57.1,0.0,0,0.0,0,14,8,0
Brenden Schooler,28253,S,TEXAS,1,0,0,311,60.0,0,0,1,9.1,0.0,0,0,0.0,0,11,1,0,0,,0,0,0,0.0,,0,,0,5,0,0
Richard Moore,28853,LB,SMU,1,0,0,287,63.0,1,0,4,21.1,25.0,1,1,12.5,0,19,4,1,0,65.7,0,0,2,40.0,50.0,1,0.0,0,5,2,0
Marshaun Cameron,30624,CB,COLO STATE,1,0,0,144,68.2,0,2,2,4.9,0.0,0,1,50.0,0,41,2,2,0,68.2,0,2,2,9.5,0.0,0,50.0,0,21,2,2
Brian Cavicante,33444,LB,MARSHALL,1,0,0,214,59.2,0,0,1,20.0,0.0,0,0,0.0,0,5,1,0,0,59.2,0,0,1,33.3,0.0,0,0.0,0,3,1,0
Denzel Feaster,34561,LB,UTSA,1,0,0,331,58.2,0,0,2,20.0,0.0,0,0,0.0,0,10,2,0,0,,0,0,0,0.0,,0,,0,3,0,0
John Petrishen,35069,LB,PITTSBURGH,1,0,0,268,54.3,0,0,4,25.0,0.0,0,0,0.0,0,16,4,0,0,56.9,0,0,2,50.0,0.0,0,0.0,0,4,2,0
Scott Patchan,36449,ED,COLO STATE,1,0,0,144,91.4,1,2,49,100.0,26.5,13,0,5.1,1,52,52,4,0,93.2,1,1,24,100.0,37.5,9,8.3,1,27,27,3
Elijah Taylor,36723,ED,TULSA,1,0,0,320,55.6,0,0,8,100.0,0.0,0,0,0.0,0,9,9,0,0,57.5,0,0,2,100.0,0.0,0,0.0,0,2,2,0
Thad Mangum,36819,DI,USF,1,0,0,327,50.7,0,1,22,100.0,0.0,0,0,2.3,0,22,22,1,0,46.1,0,1,1,100.0,0.0,0,50.0,0,1,1,1
Micah Dew-Treadway,37050,DI,MINNESOTA,1,0,0,225,57.0,0,0,11,100.0,0.0,0,0,0.0,0,11,11,0,0,57.3,0,0,5,100.0,0.0,0,0.0,0,5,5,0
Tony Fair,37101,DI,AUBURN,1,0,0,115,56.3,0,0,16,100.0,0.0,0,0,0.0,0,17,17,0,0,57.4,0,0,5,100.0,0.0,0,0.0,0,5,5,0
Cameron Goode,38410,ED,CAL,1,1,0,130,61.4,0,0,50,100.0,8.0,4,0,0.0,0,55,55,0,0,56.5,0,0,10,100.0,10.0,1,0.0,0,13,13,0
Viane Moala,38501,DI,UTAH,1,1,0,328,67.5,0,0,12,100.0,0.0,0,0,0.0,0,13,13,0,1,67.5,0,0,3,100.0,0.0,0,0.0,0,3,3,0
Jahaziel Lee,40537,DI,LA MONROE,1,0,0,209,58.1,0,2,23,96.0,4.3,1,0,4.3,0,25,24,2,0,53.8,0,1,13,100.0,0.0,0,3.8,0,14,14,1
Justin Rice,40640,LB,UTAH ST,1,0,0,329,65.0,1,0,4,30.8,0.0,0,0,12.5,0,13,4,1,0,67.5,1,0,2,33.3,0.0,0,25.0,0,6,2,1
Aaron Hansford,40694,LB,TEXAS A&M,1,0,0,312,59.2,0,1,1,5.9,0.0,0,0,50.0,0,17,1,1,0,,0,0,0,0.0,,0,,0,4,0,0
Jaquel Pierce,41589,ED,TEXAS ST,1,0,0,314,55.2,0,0,12,100.0,0.0,0,0,0.0,0,12,12,0,0,56.3,0,0,4,100.0,0.0,0,0.0,0,4,4,0
Ty Shelby,41752,ED,LA MONROE,1,0,0,209,91.9,1,1,30,91.2,23.3,7,0,10.0,2,34,31,4,0,93.6,0,1,11,100.0,36.4,4,13.6,1,11,11,2
Sam Hammond,41836,ED,NEVADA,1,0,0,239,57.7,0,0,3,100.0,0.0,0,0,0.0,0,3,3,0,0,59.2,0,0,1,100.0,0.0,0,0.0,0,1,1,0
Ben Davis,41960,ED,TEXAS,1,0,0,311,66.9,0,1,3,60.0,33.3,1,0,16.7,0,5,3,1,0,66.9,0,1,2,100.0,50.0,1,25.0,0,2,2,1
Avien Peah,42158,ED,UMASS,1,0,0,216,56.5,0,0,7,61.5,0.0,0,0,0.0,0,13,8,0,0,56.9,0,0,3,100.0,0.0,0,0.0,0,3,3,0
Alonzo McCoy,42383,CB,C MICHIGAN,1,0,0,134,53.1,0,1,6,14.3,0.0,0,0,8.3,0,42,6,1,0,54.2,0,1,4,25.0,0.0,0,12.5,0,16,4,1
Keyshon Camp,42384,DI,PITTSBURGH,1,0,0,268,68.8,1,1,22,100.0,4.5,1,0,4.5,0,24,24,2,0,81.2,1,1,4,100.0,25.0,1,25.0,0,4,4,2
Raleigh Texada,42440,CB,BAYLOR,1,0,0,118,65.6,0,1,2,10.0,0.0,0,0,25.0,0,20,2,1,0,64.9,0,1,1,16.7,0.0,0,50.0,0,6,1,1
JoJo Domann,42446,LB,NEBRASKA,1,0,0,238,66.3,0,1,3,7.9,0.0,0,0,16.7,0,38,3,1,0,,0,0,0,0.0,,0,,0,11,0,0
D.J. Ford,42473,S,E CAROLINA,1,0,0,156,54.8,0,0,5,21.7,0.0,0,0,0.0,0,23,5,0,0,58.8,0,0,1,11.1,0.0,0,0.0,0,9,1,0
Tomon Fox,42486,ED,N CAROLINA,1,0,0,245,76.3,1,4,39,82.4,20.5,8,0,9.0,1,51,42,6,0,77.5,0,3,23,74.2,34.8,8,10.9,1,31,23,4
Jay Lenard,42492,S,S JOSE ST,1,0,0,285,63.3,0,1,3,6.0,0.0,0,0,50.0,1,50,3,2,0,56.9,0,1,1,10.0,0.0,0,50.0,0,10,1,1
Devin Harper,42494,LB,OKLA STATE,1,0,0,262,85.8,3,2,6,14.6,33.3,2,0,41.7,0,41,6,5,0,72.4,1,1,4,30.8,25.0,1,25.0,0,13,4,2
Cedric Boswell,42504,CB,MIAMI OH,1,0,0,221,60.0,0,0,1,3.6,0.0,0,1,0.0,0,28,1,0,0,,0,0,0,0.0,,0,,0,11,0,0
Keir Thomas,42509,ED,FLORIDA ST,1,0,0,167,56.5,0,0,21,96.0,0.0,0,0,0.0,0,25,24,0,0,58.0,0,0,10,100.0,0.0,0,0.0,0,12,12,0
James Skalski,42552,LB,CLEMSON,1,0,0,140,56.1,2,4,9,19.2,22.2,2,0,33.3,0,52,10,6,0,50.1,1,1,5,19.2,0.0,0,20.0,0,26,5,2
Nazeeh Johnson,42553,S,MARSHALL,1,0,0,214,64.5,1,0,1,1.6,0.0,0,0,50.0,0,61,1,1,0,,0,0,0,0.0,,0,,0,23,0,0
Jordan Fox,42554,ED,STANFORD,1,0,0,300,66.6,0,1,20,74.1,10.0,2,0,2.5,0,27,20,1,0,76.2,0,1,8,88.9,25.0,2,6.3,0,9,8,1
Ja'Quain Blakely,42579,ED,TENNESSEE,1,1,0,307,63.8,0,2,15,100.0,13.3,2,0,6.7,0,15,15,2,0,59.7,0,0,1,100.0,0.0,0,0.0,0,1,1,0
Leevel Tatum III,42587,DI,ARIZONA,1,0,0,109,57.9,0,0,4,100.0,0.0,0,1,0.0,0,5,5,0,0,59.0,0,0,2,100.0,0.0,0,0.0,0,2,2,0
Andrzej Hughes-Murray,42597,ED,OREGON ST,1,0,0,265,73.1,2,1,12,72.2,25.0,3,0,12.5,0,18,13,3,0,65.4,0,1,6,77.8,16.7,1,8.3,0,9,7,1
Taylor Riggins,42599,ED,BUFFALO,1,0,0,126,91.4,0,2,20,100.0,20.0,4,0,15.0,2,20,20,4,0,75.9,0,2,6,100.0,50.0,3,33.3,1,6,6,3
Tayler Hawkins,42606,CB,S DIEGO ST,1,0,0,284,63.8,0,0,1,2.0,100.0,1,0,0.0,0,50,1,0,0,,0,0,0,0.0,,0,,0,29,0,0
Brandon Bouyer-Randle,42637,LB,TEXAS TECH,1,1,0,315,84.3,0,3,8,33.3,0.0,0,1,31.3,1,24,8,4,0,67.8,0,0,3,37.5,0.0,0,33.3,1,8,3,1
Lawson Hall,42652,LB,NEVADA,1,0,0,239,59.2,0,0,1,9.1,0.0,0,0,0.0,0,11,1,0,0,59.2,0,0,1,25.0,0.0,0,0.0,0,4,1,0
Clifford Chattman,42657,S,UTSA,1,0,0,331,69.3,0,0,1,8.3,0.0,0,0,100.0,1,24,2,1,0,,0,0,0,0.0,,0,,0,7,0,0
Isaiah Graham-Mobley,42679,LB,BOSTON COL,1,0,0,121,59.6,0,0,2,10.5,0.0,0,0,0.0,0,19,2,0,0,,0,0,0,0.0,,0,,0,3,0,0
Tyreek Maddox-Williams,42694,LB,RUTGERS,1,1,0,278,69.0,0,0,3,14.3,0.0,0,0,0.0,0,21,3,0,0,59.5,0,0,1,8.3,0.0,0,0.0,0,12,1,0
Drew Harvey,42699,LB,UMASS,1,0,0,216,59.1,0,0,2,40.0,0.0,0,0,0.0,0,5,2,0,0,,0,0,0,,,0,,0,0,0,0
Ryan Bowman,42714,ED,WASHINGTON,1,0,0,340,73.4,1,1,19,95.0,26.3,5,0,5.3,0,20,19,2,0,68.2,0,0,7,100.0,28.6,2,0.0,0,7,7,0
Nick Heninger,42766,ED,UTAH ST,1,0,0,329,69.3,0,1,13,100.0,23.1,3,0,3.8,0,13,13,1,0,75.1,0,1,6,100.0,50.0,3,8.3,0,6,6,1
Lorenzo Dantzler,42768,ED,UTSA,1,0,0,331,77.4,1,3,17,100.0,29.4,5,0,11.8,0,19,19,4,0,71.0,0,1,5,100.0,40.0,2,10.0,0,5,5,1
Markell Utsey,42779,ED,ARKANSAS,1,0,0,111,61.4,0,3,16,100.0,12.5,2,0,9.4,0,17,17,3,0,64.5,0,3,7,100.0,28.6,2,21.4,0,8,8,3
Tommy Dawkins Jr.,42832,ED,APP STATE,1,0,0,108,72.0,0,3,13,100.0,23.1,3,0,11.5,0,13,13,3,0,83.4,0,2,3,100.0,100.0,3,33.3,0,3,3,2
Willie Baker,42835,ED,LA TECH,1,0,0,208,60.8,0,0,7,100.0,14.3,1,0,0.0,0,7,7,0,0,61.7,0,0,5,100.0,20.0,1,0.0,0,5,5,0
Justus Rogers,42865,LB,WASH STATE,1,0,0,341,57.5,1,0,3,10.0,0.0,0,0,16.7,0,30,3,1,0,59.2,1,0,1,5.9,0.0,0,50.0,0,17,1,1
Grant Morgan,42888,LB,ARKANSAS,1,0,0,111,66.2,0,0,4,14.8,25.0,1,0,0.0,0,27,4,0,0,67.9,0,0,2,15.4,50.0,1,0.0,0,13,2,0
Jahad Woods,42896,LB,WASH STATE,1,0,0,341,75.3,1,0,3,5.8,33.3,1,0,16.7,0,52,3,1,0,62.5,1,0,0,0.0,,0,,0,27,0,1
Joshua Bailey,42907,DI,CHARLOTTE,1,0,0,136,58.6,0,0,6,100.0,0.0,0,0,0.0,0,6,6,0,0,60.0,0,0,1,100.0,0.0,0,0.0,0,1,1,0
Thomas Pickens,42970,LB,MEMPHIS,1,0,0,218,56.1,0,0,5,12.5,0.0,0,0,0.0,0,40,5,0,0,57.2,0,0,2,28.6,0.0,0,0.0,0,7,2,0
Will Evans,42984,ED,OHIO,1,1,0,259,62.9,0,0,18,94.7,5.6,1,0,0.0,0,19,18,0,0,56.3,0,0,4,100.0,0.0,0,0.0,0,4,4,0
