player,player_id,position,team_name,player_game_count,batted_passes,declined_penalties,franchise_id,grades_pass_rush_defense,hits,hurries,pass_rush_opp,pass_rush_percent,pass_rush_win_rate,pass_rush_wins,penalties,prp,sacks,snap_counts_pass_play,snap_counts_pass_rush,total_pressures,true_pass_set_batted_passes,true_pass_set_grades_pass_rush_defense,true_pass_set_hits,true_pass_set_hurries,true_pass_set_pass_rush_opp,true_pass_set_pass_rush_percent,true_pass_set_pass_rush_win_rate,true_pass_set_pass_rush_wins,true_pass_set_prp,true_pass_set_sacks,true_pass_set_snap_counts_pass_play,true_pass_set_snap_counts_pass_rush,true_pass_set_total_pressures
Mason White,43872,S,OREGON ST,1,0,0,265,62.6,0,0,1,5.9,100.0,1,0,0.0,0,17,1,0,0,,0,0,0,0.0,,0,,0,4,0,0
Ben Florentine,70644,DI,WYOMING,1,0,0,351,65.0,0,0,8,100.0,0.0,0,0,0.0,0,9,9,0,0,,0,0,0,,,0,,0,0,0,0
Calvin Pitcher,70877,LB,UAB,1,0,0,321,59.6,0,0,1,10.0,0.0,0,0,0.0,0,10,1,0,0,59.6,0,0,1,10.0,0.0,0,0.0,0,10,1,0
Keanu Tanuvasa,71398,DI,BYU,1,1,0,128,65.8,0,1,28,100.0,7.1,2,0,1.8,0,31,31,1,0,64.1,0,0,8,100.0,12.5,1,0.0,0,8,8,0
Solomone Langi,72318,DI,S JOSE ST,1,0,0,285,57.7,0,0,12,100.0,0.0,0,0,0.0,0,12,12,0,0,57.8,0,0,4,100.0,0.0,0,0.0,0,4,4,0
Marco Notarainni,73389,LB,BOISE ST,1,0,0,120,55.8,0,1,16,44.4,0.0,0,0,9.4,1,36,16,2,0,56.4,0,1,2,25.0,0.0,0,25.0,0,8,2,1
Aneesh Vyas,75285,DI,WYOMING,1,0,0,351,59.3,0,0,2,100.0,0.0,0,0,0.0,0,2,2,0,0,,0,0,0,,,0,,0,0,0,0
Bam Booker,76122,ED,BOWL GREEN,1,0,0,122,58.1,0,0,4,100.0,0.0,0,0,0.0,0,4,4,0,0,,0,0,0,,,0,,0,0,0,0
Gracen Halton,85774,DI,OKLAHOMA,1,0,0,261,72.2,0,4,15,100.0,26.7,4,0,20.0,1,17,17,5,0,73.4,0,3,7,100.0,42.9,3,35.7,1,8,8,4
Kalib Perry,86267,LB,LOUISVILLE,1,1,0,210,78.7,0,1,2,14.3,0.0,0,0,25.0,0,14,2,1,1,65.4,0,0,1,16.7,0.0,0,0.0,0,6,1,0
David Reese,90079,ED,SYRACUSE,1,0,0,304,61.4,0,3,21,82.1,9.5,2,1,11.9,1,28,23,4,0,62.9,0,2,9,76.9,22.2,2,22.2,1,13,10,3
Ose Egbase,90529,ED,UNLV,1,0,0,325,56.0,0,1,11,100.0,0.0,0,0,4.5,0,11,11,1,0,57.4,0,0,3,100.0,0.0,0,0.0,0,3,3,0
Solomon Brown,97386,S,BUFFALO,1,0,0,126,59.7,0,1,1,5.6,0.0,0,0,50.0,0,18,1,1,0,,0,0,0,0.0,,0,,0,10,0,0
Marvae Myers,97517,CB,MARSHALL,1,0,0,214,73.8,0,0,2,4.1,0.0,0,0,50.0,1,49,2,1,0,59.5,0,0,1,14.3,0.0,0,0.0,0,7,1,0
Jett Elad,97543,S,RUTGERS,1,0,0,278,67.9,0,0,2,7.7,50.0,1,0,0.0,0,26,2,0,0,,0,0,0,0.0,,0,,0,6,0,0
Mohamed Toure,97751,LB,MIAMI FL,1,0,0,220,57.1,0,0,3,10.3,0.0,0,0,0.0,0,29,3,0,0,58.6,0,0,1,11.1,0.0,0,0.0,0,9,1,0
